occurrenceID	type	language	license	rightsHolder	accessRights	datasetID	institutionCode	datasetName	ownerInstitutionCode	basisOfRecord	recordedBy	individualCount	eventID	eventDate	continent	countryCode	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	taxonRank	scientificNameAuthorship	vernacularName	verbatimDatasetName	RECOMMENDED_TAXON_VERSION_KEY	SURVEY_KEY	ITEM_NAME
INBO:NBN:BFN001790000A4K6	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Michèle Monsieurs	0	BFN001790000311S	2015-02-19	Europe	BE	51.26106	4.4958	WGS84	Michèle Monsieurs	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4L5	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Erik Nauwelaerts	0	BFN001790000312N	2015-02-20	Europe	BE	51.25955	4.489380000000001	WGS84	Erik Nauwelaerts	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4IT	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Jamie Dick	0	BFN001790000310M	2015-02-17	Europe	BE	51.25701	4.49054	WGS84	Jamie Dick	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4JY	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Patrick Engels	1	BFN001790000311K	2015-02-16	Europe	BE	51.26106	4.4958	WGS84	Patrick Engels	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN0017900007IQ5	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT0	2009-06-22	Europe	BE	51.06345	4.86511	WGS84	Anne Ronse	Myriophyllum aquaticum	species	(Velloso) Verdc.	Parelvederkruid	Luronium natans standplaatsonderzoek	INBSYS0000004739	BFN0017900000006	Luronium natans standplaatsonderzoek
INBO:NBN:BFN001790000A4IU	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Jamie Dick	0	BFN001790000310M	2015-02-17	Europe	BE	51.25701	4.49054	WGS84	Jamie Dick	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN0017900002IOK	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT7	2009-06-25	Europe	BE	51.164390000000004	4.77949	WGS84	Anne Ronse	Hydrocotyle ranunculoides	species	L. f.	Grote waternavel	LSVI 3130	NHMSYS0000459812	BFN0017900000019	LSVI 3130
INBO:NBN:BFN001790000A4K3	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Vitt Jui	0	BFN001790000311P	2015-02-18	Europe	BE	51.26106	4.4958	WGS84	Vitt Jui	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4IR	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Erik Nauwelaerts	1	BFN001790000310L	2015-02-16	Europe	BE	51.25701	4.49054	WGS84	Erik Nauwelaerts	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A1NV	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Ingrid van Ravenhorst	1	BFN00179000030AF	2015-09-01	Europe	BE	51.26378	4.48426	WGS84	Ingrid van Ravenhorst	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Losse waarnemingen	INBSYS0000012720	BFN0017900000044	INBO - Muntjak - Losse waarnemingen
INBO:NBN:BFN001790000A4L4	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Johan Foqué	0	BFN001790000312M	2015-02-19	Europe	BE	51.25955	4.489380000000001	WGS84	Johan Foqué	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4JA	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Harry Thys	0	BFN0017900003112	2015-02-17	Europe	BE	51.25803	4.49496	WGS84	Harry Thys	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN0017900002INV	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT6	2009-06-25	Europe	BE	51.164390000000004	4.77949	WGS84	Anne Ronse	Hydrocotyle ranunculoides	species	L. f.	Grote waternavel	Luronium natans standplaatsonderzoek	NHMSYS0000459812	BFN0017900000006	Luronium natans standplaatsonderzoek
INBO:NBN:BFN001790000A4JU	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Wesley Vanderlinden	0	BFN001790000311H	2015-02-02	Europe	BE	51.26106	4.4958	WGS84	Wesley Vanderlinden	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4IQ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Erik Nauwelaerts	1	BFN001790000310L	2015-02-16	Europe	BE	51.25701	4.49054	WGS84	Sander Devisscher	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN0017900009ZHF	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Bie Van Der Elst	1	BFN0017900002ZHM	2015-03-19	Europe	BE	51.26417	4.50821	WGS84	Bie Van Der Elst	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Losse waarnemingen	INBSYS0000012720	BFN0017900000044	INBO - Muntjak - Losse waarnemingen
INBO:NBN:BFN0017900009DOA	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Wouter Huygens	2	BFN0017900002LK1	2014-02-28	Europe	BE	51.26218	4.492380000000001	WGS84	Wouter Huygens	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Losse waarnemingen	INBSYS0000012720	BFN0017900000044	INBO - Muntjak - Losse waarnemingen
INBO:NBN:BFN001790000A4J6	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Peter Van Dyck	1	BFN001790000310Y	2015-02-05	Europe	BE	51.25803	4.49496	WGS84	Peter Van Dyck	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4JZ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Jamie Dick	0	BFN001790000311L	2015-02-16	Europe	BE	51.26106	4.4958	WGS84	Jamie Dick	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4K5	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Harry Thys	0	BFN001790000311R	2015-02-19	Europe	BE	51.26106	4.4958	WGS84	Harry Thys	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4KW	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Jef De Saedelen	0	BFN001790000312E	2015-02-26	Europe	BE	51.26027	4.49144	WGS84	Jef De Saedelen	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4L6	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Gerry Kerckhofs	0	BFN001790000312O	2015-02-24	Europe	BE	51.25955	4.489380000000001	WGS84	Gerry Kerckhofs	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4KL	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Laeman	1	BFN0017900003124	2015-02-17	Europe	BE	51.26027	4.49144	WGS84	Tom Laeman	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000AACH	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	GJ Spek	1	BFN00179000032JQ	2005-04-30	Europe	BE	51.45049	5.05126	WGS84	GJ Spek	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Losse waarnemingen	INBSYS0000012720	BFN0017900000044	INBO - Muntjak - Losse waarnemingen
INBO:NBN:BFN001790000A4IP	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Johan Foqué	0	BFN001790000310K	2015-02-06	Europe	BE	51.25701	4.49054	WGS84	Johan Foqué	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4KA	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Peter Van Dyck	1	BFN001790000311W	2015-02-24	Europe	BE	51.26106	4.4958	WGS84	Peter Van Dyck	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4LF	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Laeman	0	BFN001790000312X	2015-02-20	Europe	BE	51.25963	4.483619999999999	WGS84	Tom Laeman	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4IZ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Wouter Michielsen	0	BFN001790000310R	2015-02-20	Europe	BE	51.25701	4.49054	WGS84	Wouter Michielsen	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4KB	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Erik Nauwelaerts	0	BFN001790000311X	2015-02-24	Europe	BE	51.26106	4.4958	WGS84	Erik Nauwelaerts	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4KU	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Gerry Kerckhofs	0	BFN001790000312C	2015-02-25	Europe	BE	51.26027	4.49144	WGS84	Gerry Kerckhofs	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A584	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	An Leyssen | Toon Westra	0	BFN00179000031D8	2015-07-06	Europe	BE	51.24824	5.02789	WGS84	An Leyssen	Lagarosiphon major	species	(Ridley) Moss		LSVI 3260	NBNSYS0000002117	BFN001790000000A	LSVI 3260
INBO:NBN:BFN001790000A4J8	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Wouter Michielsen	0	BFN0017900003110	2015-02-16	Europe	BE	51.25803	4.49496	WGS84	Wouter Michielsen	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4IS	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Erik Nauwelaerts	1	BFN001790000310L	2015-02-16	Europe	BE	51.25701	4.49054	WGS84	Erik Nauwelaerts	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4KR	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Harry Thys	0	BFN0017900003129	2015-02-23	Europe	BE	51.26027	4.49144	WGS84	Harry Thys	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4LC	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Peter Van Dyck	1	BFN001790000312U	2015-02-18	Europe	BE	51.25963	4.483619999999999	WGS84	Peter Van Dyck	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4K2	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Bart Vanbrughans	0	BFN001790000311O	2015-02-17	Europe	BE	51.26106	4.4958	WGS84	Bart Vanbrughans	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4LD	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Laeman	0	BFN001790000312V	2015-02-18	Europe	BE	51.25963	4.483619999999999	WGS84	Tom Laeman	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4L0	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Dennis De Nil	0	BFN001790000312I	2015-02-16	Europe	BE	51.25955	4.489380000000001	WGS84	Dennis De Nil	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4JD	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Patrick Engels	1	BFN0017900003114	2015-02-18	Europe	BE	51.25803	4.49496	WGS84	Patrick Engels	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4L1	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Peter Van Dyck	0	BFN001790000312J	2015-02-17	Europe	BE	51.25955	4.489380000000001	WGS84	Peter Van Dyck	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4JS	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Wannes Boons	0	BFN001790000311F	2015-02-27	Europe	BE	51.25803	4.49496	WGS84	Wannes Boons	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
INBO:NBN:BFN001790000A4JE	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Jamie Dick	1	BFN0017900003115	2015-02-18	Europe	BE	51.25803	4.49496	WGS84	Jamie Dick	Muntiacus reevesii	species		Chinese muntjak	INBO - Muntjak - Bestrijding	INBSYS0000012720	BFN001790000004K	INBO - Muntjak - Bestrijding
