occurrenceID	type	language	license	rightsHolder	accessRights	datasetID	institutionCode	datasetName	ownerInstitutionCode	basisOfRecord	recordedBy	individualCount	eventID	eventDate	continent	countryCode	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	taxonRank	scientificNameAuthorship	vernacularName	verbatimDatasetName	RECOMMENDED_TAXON_VERSION_KEY	SURVEY_KEY	ITEM_NAME
INBO:NBN:BFN0017900004DK8		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Tijs Van Grieken | Seth Martens	0	BFN0017900000OZ0	2008-09-30	Europe	BE	51.126059999999995	5.51741	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004FLP		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens | Yves Jacobs | Seth Martens | Tom Van den Neucker	0	BFN0017900000P0F	2008-10-13	Europe	BE	50.76137	4.5898	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004EPC		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000OZU	2008-06-30	Europe	BE	51.16004	5.24355	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G15		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		3	BFN0017900000P13	2008-06-24	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D36		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Van den Neucker | Yves Jacobs	0	BFN0017900002LFJ	2012-06-01	Europe	BE	51.1559	5.1793	WGS84	Yves Jacobs	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G0Z		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		3	BFN0017900000P13	2008-06-24	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004F7K		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Van den Neucker | Emilie Gelaude | Yves Jacobs	0	BFN0017900000P07	2009-09-14	Europe	BE	50.80102	4.602869999999999	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DGA		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Van den Neucker | Yves Jacobs | Emilie Gelaude	0	BFN0017900000OYY	2009-09-17	Europe	BE	51.14035	5.52498	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DB3		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Seth Martens | Yves Jacobs | Emilie Gelaude | Tom Van den Neucker	0	BFN0017900000OYW	2010-09-20	Europe	BE	51.15416	5.56504	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004EPY		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000OZW	2008-06-30	Europe	BE	51.16424	5.22461	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DQH		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		3	BFN0017900000OZA	2008-06-27	Europe	BE	51.16043	5.18976	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G18		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens | Yves Jacobs | Tom Van den Neucker	1	BFN0017900000P14	2008-05-27	Europe	BE	51.14425	5.06294	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DEX		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		6	BFN0017900002LHW	2011-06-09	Europe	BE	51.15383	5.07718	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DGT		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Emilie Gelaude	0	BFN0017900002LIE	2012-06-26	Europe	BE	51.142959999999995	5.12689	WGS84	Yves Jacobs	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G13		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		5	BFN0017900000P13	2008-06-24	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DCM		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		9	BFN0017900002LHP	2011-06-08	Europe	BE	51.14348	5.06215	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DQR		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000OZB	2008-06-27	Europe	BE	51.15597	5.17945	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DMO		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Seth Martens | Emilie Gelaude | Yves Jacobs | Raf Baeyens	0	BFN0017900000OZ2	2010-09-22	Europe	BE	51.126059999999995	5.51741	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DDX		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Van den Neucker | Yves Jacobs	0	BFN0017900002LHQ	2012-06-01	Europe	BE	51.14348	5.06215	WGS84	Yves Jacobs	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D33		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900002LFH	2011-06-14	Europe	BE	51.16043	5.18976	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G27		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000P15	2008-06-24	Europe	BE	51.14425	5.06294	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DI0		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Emilie Gelaude	0	BFN0017900002LIQ	2012-06-26	Europe	BE	51.16128	5.20654	WGS84	Yves Jacobs	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DNE		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000OZ3	2008-06-26	Europe	BE	51.14642	5.159269999999999	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DBM		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900002LHI	2011-06-09	Europe	BE	51.14443	5.13316	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DMU		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens	0	BFN0017900002LJQ	2012-05-30	Europe	BE	51.15013	5.14936	WGS84	Raf Baeyens	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D9A		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LGZ	2011-09-26	Europe	BE	51.14284	5.12154	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G0A		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Raf Baeyens | Tom Van den Neucker	4	BFN0017900000P12	2008-05-27	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DLE		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LJF	2013-07-17	Europe	BE	51.14992	5.14794	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D9V		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LH5	2013-07-16	Europe	BE	51.14284	5.12154	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G06		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Raf Baeyens | Tom Van den Neucker	8	BFN0017900000P12	2008-05-27	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004EGB		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Seth Martens | Raf Baeyens | Yves Jacobs | Emilie Gelaude	0	BFN0017900000OZN	2010-09-22	Europe	BE	51.14963	5.14308	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DB9		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		6	BFN0017900002LHG	2011-06-14	Europe	BE	51.1495	5.17351	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004D69		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Seth Martens | Yves Jacobs	0	BFN0017900000OYU	2008-09-29	Europe	BE	51.15416	5.56504	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G2K		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Raf Baeyens | Tom Van den Neucker	2	BFN0017900000P16	2008-05-27	Europe	BE	51.15383	5.07718	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DQU		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000OZB	2008-06-27	Europe	BE	51.15597	5.17945	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D8X		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LGW	2012-07-26	Europe	BE	51.148509999999995	5.16967	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D2T		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		4	BFN0017900002LFG	2011-06-14	Europe	BE	51.16389	5.21015	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DHO		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LIN	2013-06-06	Europe	BE	51.149570000000004	5.17361	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004FI6		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens | Yves Jacobs | Seth Martens | Tom Van den Neucker	0	BFN0017900000P0C	2008-10-13	Europe	BE	50.76982	4.608169999999999	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DCV		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Seth Martens | Tom Van den Neucker	0	BFN0017900000OYX	2008-10-01	Europe	BE	51.14035	5.52498	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D3V		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LFL	2013-05-21	Europe	BE	51.15597	5.17945	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009D82		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LGL	2011-06-27	Europe	BE	51.148509999999995	5.16967	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DAG		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		4	BFN0017900002LHD	2011-06-14	Europe	BE	51.16004	5.24355	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G0X		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		1	BFN0017900000P13	2008-06-24	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G08		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Raf Baeyens | Tom Van den Neucker	6	BFN0017900000P12	2008-05-27	Europe	BE	51.14348	5.06215	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004FQE		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Van den Neucker | Yves Jacobs | Raf Baeyens	1	BFN0017900000P0T	2008-05-27	Europe	BE	51.14046	5.00295	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004FFI		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Tom Van den Neucker | Seth Martens | Yves Jacobs	0	BFN0017900000P0B	2008-09-25	Europe	BE	51.16254	5.83207	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DHI		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Yves Jacobs | Emilie Gelaude	0	BFN0017900002LIM	2012-06-26	Europe	BE	51.149570000000004	5.17361	WGS84	Yves Jacobs	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004ERC		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens | Yves Jacobs | Emilie Gelaude	0	BFN0017900000P01	2010-10-04	Europe	BE	50.76883	4.50971	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900009DK3		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900002LJA	2012-08-06	Europe	BE	51.14992	5.14794	WGS84		Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004DMC		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Emilie Gelaude | Yves Jacobs	0	BFN0017900000OZ1	2009-09-09	Europe	BE	51.126059999999995	5.51741	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
