occurrenceID	type	language	license	rightsHolder	accessRights	datasetID	institutionCode	datasetName	ownerInstitutionCode	basisOfRecord	recordedBy	individualCount	eventID	eventDate	continent	countryCode	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	taxonRank	scientificNameAuthorship	vernacularName	verbatimDatasetName	RECOMMENDED_TAXON_VERSION_KEY	SURVEY_KEY	ITEM_NAME
INBO:NBN:BFN0017900000MV7	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN001790000025K	1993-06-23	Europe	BE	51.11568	4.32937	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000N4J	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000002AF	1993-06-16	Europe	BE	50.77360	4.15393	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000N3H	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000002AI	1993-06-16	Europe	BE	50.76960	4.18971	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000N2X	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000002AJ	1993-06-20	Europe	BE	50.76462	4.27188	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000NGY	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000002AW	1993-06-14	Europe	BE	50.91260	4.32151	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000NH6	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000002AZ	1993-06-14	Europe	BE	50.92126	4.42312	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000LQE	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001SD	1993-06-18	Europe	BE	51.07817	3.81790	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000LME	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001SL	1993-05-12	Europe	BE	51.10434	4.13946	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000LGD	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001TV	1991-07-15	Europe	BE	51.00876	4.52764	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000NLO	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900000232	1994-05-30	Europe	BE	51.11900	3.16294	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000MZE	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN001790000025E	1993-06-21	Europe	BE	51.07654	4.32028	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000MWW	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN001790000025H	1993-06-23	Europe	BE	51.07461	4.29491	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000K9Q	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001ML	1988-09-22	Europe	BE	50.75514	4.06151	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000K9I	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001MQ	1988-01-01	Europe	BE	50.94031	4.11142	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000K9C	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001MR	1988-01-01	Europe	BE	50.93079	4.10759	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000K9O	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001NA	1988-07-25	Europe	BE	50.94494	3.98827	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KHD	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001NC	1988-07-27	Europe	BE	50.95518	4.03129	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KY1	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001OY	1988-09-15	Europe	BE	50.82599	4.05579	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KRQ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001LF	1993-05-19	Europe	BE	50.97261	3.78362	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KQR	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001LI	1993-05-14	Europe	BE	50.92851	3.93467	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KOV	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001LQ	1993-05-14	Europe	BE	50.97933	3.96628	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KEE	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001M4	1993-06-10	Europe	BE	51.03398	4.10448	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KDI	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001M8	1988-09-09	Europe	BE	50.88493	4.09959	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN0017900000KCQ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN00179000001MF	1988-09-09	Europe	BE	50.86174	4.14644	WGS84		Impatiens glandulifera	species	Royle	Reuzenbalsemien	Ecologische typologie waterlopen - vegetatieopnamen	NBNSYS0000003189	BFN001790000000B	Ecologische typologie waterlopen - vegetatieopnamen
INBO:NBN:BFN00179000023LJ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	VMM	0	BFN0017900000DGS	1989	Europe	BE	51.30278	5.48713	WGS84	VMM	Pacifastacus leniusculus	species	(Dana, 1852)	Californische rivierkreeft	Nieuwe kreeftachtigen in Vlaanderen	NHMSYS0000377494	BFN0017900000023	Nieuwe kreeftachtigen in Vlaanderen
INBO:NBN:BFN001790000241W	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Gérard	0	BFN0017900000DR4	1985	Europe	BE	50.95474	5.38490	WGS84	Gérard	Pacifastacus leniusculus	species	(Dana, 1852)	Californische rivierkreeft	Nieuwe kreeftachtigen in Vlaanderen	NHMSYS0000377494	BFN0017900000023	Nieuwe kreeftachtigen in Vlaanderen
INBO:NBN:BFN001790000241X	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Koen Maes	0	BFN0017900000DR5	2011	Europe	BE	50.95474	5.38490	WGS84	Koen Maes	Pacifastacus leniusculus	species	(Dana, 1852)	Californische rivierkreeft	Nieuwe kreeftachtigen in Vlaanderen	NHMSYS0000377494	BFN0017900000023	Nieuwe kreeftachtigen in Vlaanderen
INBO:NBN:BFN0017900002412	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	L. Leloup	0	BFN0017900000DQA	1985	Europe	BE	50.74691	4.31114	WGS84	L. Leloup	Pacifastacus leniusculus	species	(Dana, 1852)	Californische rivierkreeft	Nieuwe kreeftachtigen in Vlaanderen	NHMSYS0000377494	BFN0017900000023	Nieuwe kreeftachtigen in Vlaanderen
INBO:NBN:BFN0017900002INV	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT6	2009-06-25	Europe	BE	51.16439	4.77949	WGS84	Anne Ronse	Hydrocotyle ranunculoides	species	L. f.	Grote waternavel	Luronium natans standplaatsonderzoek	NHMSYS0000459812	BFN0017900000006	Luronium natans standplaatsonderzoek
INBO:NBN:BFN0017900002IOK	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT7	2009-06-25	Europe	BE	51.16439	4.77949	WGS84	Anne Ronse	Hydrocotyle ranunculoides	species	L. f.	Grote waternavel	LSVI 3130	NHMSYS0000459812	BFN0017900000019	LSVI 3130
INBO:NBN:BFN00179000072MN	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Willy Vandemaele	0	BFN0017900001I72	2004-06-17	Europe	BE	50.85264	3.36226	WGS84	Willy Vandemaele	Oenothera glazioviana	species	Micheli	Grote teunisbloem	Coccinellidae of Belgium	INBSYS0000004697	BFN001790000003C	Coccinellidae of Belgium
INBO:NBN:BFN0017900002217	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	An Leyssen | Bert Berten	0	BFN0017900000CNP	2009-06-25	Europe	BE	50.98596	5.39944	WGS84	An Leyssen	Myriophyllum aquaticum	species	(Velloso) Verdc.	Parelvederkruid	Luronium natans standplaatsonderzoek	INBSYS0000004739	BFN0017900000006	Luronium natans standplaatsonderzoek
INBO:NBN:BFN00179000021ZX	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	An Leyssen	0	BFN0017900000CPD	2008-08-19	Europe	BE	50.98596	5.39944	WGS84	An Leyssen	Myriophyllum aquaticum	species	(Velloso) Verdc.	Parelvederkruid	Luronium natans standplaatsonderzoek	INBSYS0000004739	BFN0017900000006	Luronium natans standplaatsonderzoek
INBO:NBN:BFN0017900007IQ5	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT0	2009-06-22	Europe	BE	51.06345	4.86511	WGS84	Anne Ronse	Myriophyllum aquaticum	species	(Velloso) Verdc.	Parelvederkruid	Luronium natans standplaatsonderzoek	INBSYS0000004739	BFN0017900000006	Luronium natans standplaatsonderzoek
INBO:NBN:BFN0017900002ILQ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Anne Ronse	0	BFN0017900000MT1	2009-06-22	Europe	BE	51.06345	4.86511	WGS84	Anne Ronse	Myriophyllum aquaticum	species	(Velloso) Verdc.	Parelvederkruid	LSVI 3130	INBSYS0000004739	BFN0017900000019	LSVI 3130
INBO:NBN:BFN00179000074SG	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	J.Y. Baugnee	0	BFN0017900001A35	2001-09-18	Europe	BE	50.58769	4.78704	WGS84	J.Y. Baugnee	Cotoneaster horizontalis	species	Decaisne	Vlakke dwergmispel	Coccinellidae of Belgium	INBSYS0000005538	BFN001790000003C	Coccinellidae of Belgium
INBO:NBN:BFN0017900007AZJ	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation		0	BFN0017900001B2L	1996-05-28	Europe	BE	50.42430	4.20366	WGS84		Cotoneaster horizontalis	species	Decaisne	Vlakke dwergmispel	Coccinellidae of Belgium	INBSYS0000005538	BFN001790000003C	Coccinellidae of Belgium
INBO:NBN:BFN0017900007J83	Event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Lieve Vriens	0	BFN0017900001ZFF	2011-05-12	Europe	BE	50.98834	3.34010	WGS84	Lieve Vriens	Heracleum mantegazzianum	species	Somm. et Lev.	Reuzenberenklauw	Plaatsbezoeken 	INBSYS0000005076	BFN001790000001W	Plaatsbezoeken 
INBO:NBN:BFN0017900004D69		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Seth Martens | Yves Jacobs	0	BFN0017900000OYU	2008-09-29	Europe	BE	51.15416	5.56504	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004D8M		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Emilie Gelaude | Yves Jacobs | Tom Van den Neucker	0	BFN0017900000OYV	2009-09-17	Europe	BE	51.15416	5.56504	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G1D		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens | Yves Jacobs | Tom Van den Neucker	3	BFN0017900000P14	2008-05-27	Europe	BE	51.14425	5.06294	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
INBO:NBN:BFN0017900004G1I		en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://doi.org/10.15468/1rcpsq	INBO	invasive-other-occurrences	INBO	HumanObservation	Raf Baeyens | Yves Jacobs | Tom Van den Neucker	2	BFN0017900000P14	2008-05-27	Europe	BE	51.14425	5.06294	WGS84	Tom Van den Neucker	Lepomis gibbosus	species	(Linnaeus, 1758)	Zonnebaars	Soortherstelprogramma's voor vissen	NHMSYS0000544687	BFN001790000002O	Soortherstelprogramma's voor vissen
