Nr,jaar,verbatimEventDate,eventDate2,day,month,year,eventDate,Gemeente,ADRES,Melder,X,Y,aantalBomen,gemiddeldAantalNestenPerBoom,Opmerkingen
EPR977,2008,25/05/2008,25/05/2008,25,05,2008,2008-05-25,HAMME,Bootdijkstraat/Zuybroeck (N deel van Bootdijkstraat),Openbaar,135426,197020,1,1,
EPR978,2008,31/05/2008,31/05/2008,31,05,2008,2008-05-31,HAMME,Pachtgoedstraat (midden straat),privé,133842,194852,4,3,
EPR979,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,HAMME,Akkerstraat/Oude spoorweg (kruising Akkerstraat en oude spoorweg),Openbaar,133288,197444,1,1,
EPR980,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,HAMME,Vredestraat 1 (School De Dobbelsteen),Openbaar,134756,195216,1,3,
EPR981,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,HAMME,Schaubeke 32,Openbaar,133177,196882,2,2,
EPR982,2008,20/06/2008,20/06/2008,20,06,2008,2008-06-20,HAMME,Weverstraat 17,Openbaar,133141,196559,1,1,
EPR983,2008,22/06/2008,22/06/2008,22,06,2008,2008-06-22,HAMME,Dokter H. Hyleboslaan 1 (basisschool H. Familie),Openbaar,135071,197924,2,4,
EPR984,2008,3/07/2008,3/07/2008,03,07,2008,2008-07-03,HAMME,Rijbunder St. Anna (midden straat),Openbaar,128773,198301,15,2,
EPR985,2008,3/07/2008,3/07/2008,03,07,2008,2008-07-03,HAMME,Penningdreef St. Anna (midden straat),Openbaar,128646,198033,5,2,
EPR986,2008,3/07/2008,3/07/2008,03,07,2008,2008-07-03,HAMME,"Baantje aan Moerheide (niet te localiseren, midden Moerheide ingegeven)",Openbaar,131944,198119,15,1,
EPR987,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Sint-Antoniusdreef 7,privé,130419,198316,,,
EPR988,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Biezestraat 183,privé,135195,198694,,,
EPR989,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Bootdijkstraat 20A,privé,135433,195273,,,
EPR990,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Drapstraat 94,privé,134251,198846,,,
EPR991,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Schaubeke 51,privé,133195,196756,,,
EPR992,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Hooirt 194,privé,133722,197391,,,
EPR993,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Evangeliestraat 90E,privé,132637,198158,,,
EPR994,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,HAMME,Kardinaal Jozef Cardijnlaan 34A,privé,133994,197576,,,
EPR995,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Annekensstraat 3,privé,145388,205616,1,3,
EPR996,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Bazelstraat 67,privé,145920,206417,1,2,
EPR997,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Beekstraat,openbaar,142691,206442,1,1,
EPR998,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Beverenstraat (midden straat),openbaar,144251,207726,2,2,
EPR999,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Boerenstraat 113,privé,144630,206370,1,2,
EPR1000,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Burchtstraat 100,privé,146347,207932,1,3,
EPR1001,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Galgenstraat,openbaar,145940,209105,7,7,
EPR1002,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Gladiolenstraat 3,privé,145617,207178,1,1,
EPR1003,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Kromstraat,openbaar,144949,206884,4,4,
EPR1004,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Molenstraat,openbaar,145322,207380,4,4,
EPR1005,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Pismolenstraat,openbaar,143196,206304,1,1,
EPR1006,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Vossenstraat,openbaar,145611,208608,2,2,
EPR1007,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Andrée Perdieusstraat 6,privé,145003,204650,21,15,
EPR1008,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Barbierstraat 18,privé,145050,204963,2,5,
EPR1009,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Barbierstraat 32,privé,144902,205014,2,5,
EPR1010,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Blauwe Gaanweg,privé,144976,203113,1,1,
EPR1011,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Breestraat,openbaar,143958,203204,2,2,
EPR1012,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Daalstraat,openbaar,144250,203702,1,1,
EPR1013,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Daalstraat 28,privé,144588,203605,1,1,
EPR1014,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Hoogstraat 109,privé,143336,203854,1,2,
EPR1015,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Hoogstraat 38,privé,143831,203779,1,1,
EPR1016,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Kerkwegels,openbaar,144818,204148,3,3,
EPR1017,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Leo Heyrmanstraat 20,privé,145076,204528,2,2,
EPR1018,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Parklaan (ca midden straat),openbaar,145050,203574,1,2,
EPR1019,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Portugezenstraat,openbaar,141438,206062,1,1,
EPR1020,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Portugezenstraat 2b,privé,142599,204356,1,5,
EPR1021,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,Portugezenstraat 8,privé,142437,204568,1,2,
EPR1022,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,St.Pietersdoorn 13,privé,143168,204589,"3
1","7
4",
EPR1023,2008,30/06/1905,30/06/2008,30,06,2008,2008-06-30,KRUIBEKE,St.Pietersdoorn 4,privé,143783,204329,1,3,
EPR1024,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,LOCHRISTI,Koning Albertlaan  224,privé,111167,200323,1,,
EPR1025,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,LOCHRISTI,Persijzerstraat 78,privé,116476,202077,8,,
EPR1026,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,LOCHRISTI,Ruilare 3,privé,117115,201303,2,,
EPR1027,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,LOCHRISTI,t Jongestraat (midden straat),Openbaar,113173,203148,6,,
EPR1028,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,LOKEREN,Atletiekpiste Sportlaan (zijde kantine),Openbaar,123813,199708,1,1,
EPR1029,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,LOKEREN,"Eekhoutstraat thv nr 28, tov De Maere",privé,125570,198990,1,1,
EPR1030,2008,6/06/2008,6/06/2008,06,06,2008,2008-06-06,LOKEREN,Eikelstraat 8,privé,122993,202705,3,7,
EPR1031,2008,12/06/2008,12/06/2008,12,06,2008,2008-06-12,LOKEREN,f/w thv Spletterenbrug,Openbaar,122542,202942,1,2,
EPR1032,2008,27/05/2008,27/05/2008,27,05,2008,2008-05-27,LOKEREN,Filip De Pillecynstraat thv nr 10 (speelplein),Openbaar,124502,201099,1,1,
EPR1033,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,LOKEREN,Groendreef 20A,privé,123021,200041,1,5,
EPR1034,2008,10/06/2008,10/06/2008,10,06,2008,2008-06-10,LOKEREN,Groendreef 4 (achter station),Openbaar,123171,199824,1,5,
EPR1035,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,LOKEREN,hoek Oudstrijderslaan en Sportlaan,Openbaar,124128,199299,1,1,
EPR1036,2008,19/05/2008,19/05/2008,19,05,2008,2008-05-19,LOKEREN,Tweebruggenstraat 28 (jeugdcentrum Bergendries),Openbaar,122959,200010,1,1,
EPR1037,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,LOKEREN,"Kerkhof Eksaarde, Kasteeldreef",Openbaar,121581,204632,1,5,
EPR1038,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,LOKEREN,Kruiskapeldreef (midden straat),privé,122725,205297,1,1,
EPR1039,2008,"30/05/2008
2/06/2008",30/05/2008,30,05,2008,2008-05-30,LOKEREN,midden wandelpad tussen Daknammolenstraat en Daknamdorp,Openbaar,123509,201488,"1
2","2
2",
EPR1040,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,LOKEREN,"Molsbroek, f/w dijk achter Waasmunsterbaan 13",Openbaar,124900,199572,2,2,
EPR1041,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,LOKEREN,"Molsbergenstraat 1 (Molsbroek, picknicktafels bezoekerscentrum)",Openbaar,125689,199357,2,2,
EPR1042,2008,4/06/2008,4/06/2008,04,06,2008,2008-06-04,LOKEREN,Muylaertstraat 12,privé,120936,204456,1,1,
EPR1043,2008,10/06/2008,10/06/2008,10,06,2008,2008-06-10,LOKEREN,Oeverstraat (nr 12) regio bandencentrale,Openbaar,125503,198408,1,4,
EPR1044,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,LOKEREN,"Oudstrijderslaan, tov Vredeshof",Openbaar,123971,199269,1,1,
EPR1045,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,LOKEREN,Parking achter station,Openbaar,123287,199795,4,3,
EPR1046,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,LOKEREN,parkje kapel op hoek Waasmunsterbaan en Groenstraat,Openbaar,125687,199621,2,5,
EPR1047,2008,29/05/2008,29/05/2008,29,05,2008,2008-05-29,LOKEREN,Ramstraat 13,privé,123481,205415,2,3,
EPR1048,2008,29/05/2008,29/05/2008,29,05,2008,2008-05-29,LOKEREN,Ramstraat 13 (midden baan Leen),privé,123547,205299,2,2,
EPR1049,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,LOKEREN,Rechtstraat 248,privé,119108,203043,1,1,
EPR1050,2008,30/05/2008,30/05/2008,30,05,2008,2008-05-30,LOKEREN,omgeving Eikelstraat 14 achteraan akker,privé,122844,203086,1,1,
EPR1051,2008,27/05/2008,27/05/2008,27,05,2008,2008-05-27,LOKEREN,omgeving Eikelstraat 14 in berm,privé,123042,202980,1,4,
EPR1052,2008,20/05/2008,20/05/2008,20,05,2008,2008-05-20,LOKEREN,Eksaarde-dorp 88 (rusthuis),Openbaar,121512,204366,1,1,
EPR1053,2008,20/05/2008,20/05/2008,20,05,2008,2008-05-20,LOKEREN,"school Eksaarde, Dam 67",Openbaar,120779,204579,1,1,
EPR1054,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,LOKEREN,Sportlaan tov Poststraat,Openbaar,123825,199636,1,1,
EPR1055,2008,4/06/2008,4/06/2008,04,06,2008,2008-06-04,LOKEREN,Vierschaarstraat 7,privé,124878,198306,1,1,
EPR1056,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,LOKEREN,Vispoelstraat (midden straat),Openbaar,119705,197018,2,3,
EPR1057,2008,"2/06/2008
6/06/2008",2/06/2008,02,06,2008,2008-06-02,LOKEREN,Vredegerechtstraat 40,privé,122887,200402,"1
1","?
3",
EPR1058,2008,19/05/2008,19/05/2008,19,05,2008,2008-05-19,LOKEREN,Waasmunsterbaan 74,privé,125500,199706,2,2 of 3,
EPR1059,2008,10/06/2008,10/06/2008,10,06,2008,2008-06-10,LOKEREN,Waasmunsterbaan 83,privé,125927,199456,2,3,
EPR1060,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,LOKEREN,wandelpad tussen Daknamdorp en Pontweg (midden wandelpad),Openbaar,123193,202206,1,1,
EPR1061,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,LOKEREN,wandelpad tussen Pontweg en Spletterenbrug (midden wandelpad),Openbaar,122915,202597,1,1,
EPR1062,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,LOKEREN,wandelpad tussen Spletterenbrug en Weehaagstraat (midden wandelpad),Openbaar,122281,203245,3,3,
EPR1063,2008,27/05/2008,27/05/2008,27,05,2008,2008-05-27,LOKEREN,Zelestraat 186,privé,124525,198768,1,5 of 6,
EPR1064,2008,13/06/2008,13/06/2008,13,06,2008,2008-06-13,LOKEREN,Kanaalstraat thv nr 50 (park),openbaar,124036,198560,1,7,
EPR1065,2008,13/06/2008,13/06/2008,13,06,2008,2008-06-13,LOKEREN,"Kanaalstraat thv nr 50 (zuidzijde park, grens open en prive)",openbaar,124048,198521,2,7,
EPR1066,2008,25/06/2008,25/06/2008,25,06,2008,2008-06-25,LOKEREN,"Nachtegaallaan (rond vijver bospark, west-noordoost vijver)",openbaar,124715,200442,5,7,
EPR1067,2008,25/06/2008,25/06/2008,25,06,2008,2008-06-25,LOKEREN,Beerveldestraat 29 (in tuin achteraan),privé,120443,197265,1,2,
EPR1068,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,LOKEREN,Nachtegaallaan (naast basketplein),openbaar,124633,200155,1,1,
EPR1069,2008,4/07/2008,4/07/2008,04,07,2008,2008-07-04,LOKEREN,Molsbroek / f/w dijk achter waasmunsterbaan 13,openbaar,124885,199576,1,2,
EPR1070,2008,7/07/2008,7/07/2008,07,07,2008,2008-07-07,LOKEREN,f/w 50 meter voorbij Spletterenbrug richting Weehaagstraat,openbaar,122553,202976,1,2,
EPR1071,2008,7/07/2008,7/07/2008,07,07,2008,2008-07-07,LOKEREN,"f/w 70 meter richting Daknammolenstraat, komende van Daknamdorp",openbaar,123648,201030,1,1,
EPR1072,2008,7/07/2008,7/07/2008,07,07,2008,2008-07-07,LOKEREN,f/w 100 meter richting Daknammolenstraat komende van Daknamdorp,openbaar,123637,201057,1,2,
EPR1073,2008,7/07/2008,7/07/2008,07,07,2008,2008-07-07,LOKEREN,"Park Ter Beuken (Groendreef 8), westzijde vijver regio zitbankje",openbaar,123097,199892,3,4,
EPR1074,2008,7/07/2008,7/07/2008,07,07,2008,2008-07-07,LOKEREN,"Park Ter Beuken (Groendreef 8), westzijde, regio oever durme, mountainbikepaaltje",openbaar,123148,199942,1,1,
EPR1075,2008,,2008,2008,,2008,,MOERBEKE,Heidebos (kant Wachtebekesteenweg),Openbaar,118016,207019,,,
EPR1076,2008,,2008,2008,,2008,,MOERBEKE,"parallelweg Noord N49/E34 
tussen Pereboom en Stekene",Openbaar,121947,210848,,,
EPR1077,2008,30/06/2008,30/06/2008,30,06,2008,2008-06-30,SINT-GILLIS-WAAS,Aststraat 8,privé,132558,211549,1,1,
EPR1078,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,SINT-GILLIS-WAAS,Buitenstraat 107,privé,129283,215558,3,5,
EPR1079,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,SINT-GILLIS-WAAS,Buitenstraat 109,privé,129252,215547,1,3,
EPR1080,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,SINT-GILLIS-WAAS,Fort Bedmarstraat 35,privé,132198,217539,1,2,
EPR1081,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,SINT-GILLIS-WAAS,Kattestraat 3,privé,130578,212649,1,4,
EPR1082,2008,30/05/2008,30/05/2008,30,05,2008,2008-05-30,SINT-GILLIS-WAAS,Kemphoekstraat 30,privé,133560,212880,1,4,
EPR1083,2008,8/07/2008,8/07/2008,08,07,2008,2008-07-08,SINT-GILLIS-WAAS,Kerselarendreef 52,privé,130888,216638,1,1,
EPR1084,2008,30/06/2008,30/06/2008,30,06,2008,2008-06-30,SINT-GILLIS-WAAS,Potterstraat 55,privé,131270,209098,1,3,
EPR1085,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,SINT-GILLIS-WAAS,Reinakker 9/14,privé,129413,213195,2,2,
EPR1086,2008,"29/05/2008
9/06/2008",29/05/2008,29,05,2008,2008-05-29,SINT-GILLIS-WAAS,Wijnstraat 12,privé,132226,209592,"1
1","1
2",
EPR1087,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,SINT-NIKLAAS,Damstraat 89,privé,136582,205273,1,2,
EPR1088,2008,10/06/2008,10/06/2008,10,06,2008,2008-06-10,SINT-NIKLAAS,Edgar Tinelstraat 143,privé,127536,205876,2,meerdere,
EPR1089,2008,20/06/2008,20/06/2008,20,06,2008,2008-06-20,SINT-NIKLAAS,Basisschool Gavertje Vier (Gavermolenstraat 83),privé,130861,204302,1,1,
EPR1090,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,SINT-NIKLAAS,Gouden Leeuwstraat 34,privé,129615,205480,1,3,
EPR1091,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,SINT-NIKLAAS,Heimolenstraat 26,privé,133466,204111,1,3,
EPR1092,2008,29/05/2008,29/05/2008,29,05,2008,2008-05-29,SINT-NIKLAAS,Hoek Edgar Tinelstraat - Klokke Roelandlaan te Sinaai,openbaar,127152,205739,8,1,
EPR1093,2008,25/06/2008,25/06/2008,25,06,2008,2008-06-25,SINT-NIKLAAS,Hoge Heerweg 47,privé,136314,203955,1,32,
EPR1094,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,SINT-NIKLAAS,Hoge Heerweg 6,privé,136662,204080,1,6,
EPR1095,2008,28/05/2008,28/05/2008,28,05,2008,2008-05-28,SINT-NIKLAAS,Hoogkamerstraat 42,privé,137075,203795,9,25,
EPR1096,2008,1/07/2008,1/07/2008,01,07,2008,2008-07-01,SINT-NIKLAAS,Hoogstraat 233,privé,134002,208997,1,2,
EPR1097,2008,19/06/2008,19/06/2008,19,06,2008,2008-06-19,SINT-NIKLAAS,Hooimanstraat 75 (wegel thv Chirolokaal Wij),openbaar,127972,205027,1,2,
EPR1098,2008,4/06/2008,4/06/2008,04,06,2008,2008-06-04,SINT-NIKLAAS,Klokke Roelandlaan (midden straat),openbaar,127288,205828,5,,
EPR1099,2008,25/05/2008,25/05/2008,25,05,2008,2008-05-25,SINT-NIKLAAS,Luitentuitstraat 27,privé,126746,203675,1,2,
EPR1100,2008,20/06/2008,20/06/2008,20,06,2008,2008-06-20,SINT-NIKLAAS,Patershoek 43,openbaar,132031,207630,7,9,
EPR1101,2008,29/05/2008,29/05/2008,29,05,2008,2008-05-29,SINT-NIKLAAS,Parklaan 1 (Romain De Vidtspark),openbaar,134380,205845,1,1,
EPR1102,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,SINT-NIKLAAS,Rode Kruisstraat aan kaartershuisje (aan begin straat),openbaar,134355,207378,,,
EPR1103,2008,28/05/2008,28/05/2008,28,05,2008,2008-05-28,SINT-NIKLAAS,Sparrenhofstraat 98,privé,134564,207547,1,1,
EPR1104,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,SINT-NIKLAAS,Stationswegel Sinaai (midden straat),openbaar,129015,203827,2,2,
EPR1105,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,SINT-NIKLAAS,Van Landeghemstraat 41,privé,136780,206294,2,3,
EPR1106,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,SINT-NIKLAAS,Vrouweneekhoekstraat 5,privé,134349,208073,5,1,
EPR1107,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,STEKENE,Zeshoekstraat 15,privé,126337,209973,1,1,
EPR1108,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,STEKENE,Breedstraat 29,privé,127413,214338,1,3,
EPR1109,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,STEKENE,Nieuwstraat 76,privé,127660,210639,3,1,
EPR1110,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,STEKENE,Kerkstraat 12-14 (bos achteraan OCMW-basisschool Toermalijn),openbaar,127063,210998,1,1,
EPR1111,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,STEKENE,Stationsstraat 18 (gemeenteschool Reynaerdeyn),openbaar,129471,210815,1,1,
EPR1112,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,STEKENE,Pastoor Van Lierdestraat 2 (basisschool 3 Beuken),openbaar,127183,214003,1,1,
EPR1113,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,STEKENE,Stekenestraat 14,openbaar,129114,210627,1,1,
EPR1114,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,STEKENE,Prekerijdreef 4,openbaar,127648,213283,4,1,
EPR1115,2008,,2008,2008,,2008,,STEKENE,Kolshoekstraat omgeving W411(midden straat),openbaar,128884,213146,?,?,
EPR1116,2008,,2008,2008,,2008,,STEKENE,Oost-Eindeken 30,privé,127544,211266,,,
EPR1117,2008,,2008,2008,,2008,,STEKENE,Heirweg 111-115 (middenste perceel),privé,124960,208602,2,2,
EPR1118,2008,,2008,2008,,2008,,STEKENE,Bergstraatje 1,privé,125179,210530,1,1,
EPR1119,2008,20/05/2008,20/05/2008,20,05,2008,2008-05-20,TEMSE,Smesstraat 72,privé,137481,201740,,,
EPR1120,2008,,2008,2008,,2008,,TEMSE,Cesar Hinderdaelstraat 17,privé,137647,202624,1,,
EPR1121,2008,,2008,2008,,2008,,TEMSE,Canadalaan 7,privé,137291,201613,4,,
EPR1122,2008,,2008,2008,,2008,,TEMSE,Cauwerburg 272,privé,137763,201121,2,,
EPR1123,2008,,2008,2008,,2008,,TEMSE,Doornstraat 172,privé,138560,204086,2,,
EPR1124,2008,,2008,2008,,2008,,TEMSE,Doornstraat 63A,privé,138867,203368,1,,
EPR1125,2008,,2008,2008,,2008,,TEMSE,Elsstraat-Noord 8,privé,139854,205292,3,,
EPR1126,2008,,2008,2008,,2008,,TEMSE,Elsstraat-Zuid 2,privé,139915,204141,1,,
EPR1127,2008,,2008,2008,,2008,,TEMSE,Gasthuisstraat-SpeGT (speelplein Groot Temse),openbaar,138915,202261,2,,
EPR1128,2008,,2008,2008,,2008,,TEMSE,Hofstraat 31,privé,136063,200765,1,,
EPR1129,2008,,2008,2008,,2008,,TEMSE,Jan Albert De Rooverstraat 1,privé,140433,202823,1,,
EPR1130,2008,,2008,2008,,2008,,TEMSE,Jef de Pauwstraat 15,privé,140189,203071,1,,
EPR1131,2008,,2008,2008,,2008,,TEMSE,Jef de Pauwstraat 17,privé,140215,203074,1,,
EPR1132,2008,,2008,2008,,2008,,TEMSE,Jef de Pauwstraat 18,privé,140210,203011,1,,
EPR1133,2008,,2008,2008,,2008,,TEMSE,Jef de Pauwstraat 41,privé,140398,202920,1,,
EPR1134,2008,,2008,2008,,2008,,TEMSE,Landmolenstraat 21,privé,141128,203940,1,,
EPR1135,2008,,2008,2008,,2008,,TEMSE,Legen Heirweg 114,privé,134841,200406,1,,
EPR1136,2008,,2008,2008,,2008,,TEMSE,Lijsterbeslaan 12,privé,137103,201527,1,,
EPR1137,2008,,2008,2008,,2008,,TEMSE,Sparrenlaan tsn 5 en 6,openbaar,143437,201748,1,,
EPR1138,2008,,2008,2008,,2008,,TEMSE,Veldstraat 195,privé,139618,203407,1,,
EPR1139,2008,,2008,2008,,2008,,TEMSE,Velle 116,privé,138731,205691,1,,
EPR1140,2008,5/06/2008,5/06/2008,05,06,2008,2008-06-05,WAASMUNSTER,Neerstraat 409,privé,126066,199513,2,,
EPR1141,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,WAASMUNSTER,Nederheirweg 12,privé,128473,199952,3,,
EPR1142,2008,13/06/2008,13/06/2008,13,06,2008,2008-06-13,WAASMUNSTER,Neerstraat 391,privé,126238,199525,4,,
EPR1143,2008,16/06/2008,16/06/2008,16,06,2008,2008-06-16,WAASMUNSTER,Sijpstraat 66,privé,126936,200318,1,,
EPR1144,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,WAASMUNSTER,Neerstraat 257,privé,127540,199762,1,,
EPR1145,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,WAASMUNSTER,Vierhuizenstraat 52,privé,133042,201272,1,,
EPR1146,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,WAASMUNSTER,Dauwstraat 28,privé,128214,200597,1,,
EPR1147,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,WAASMUNSTER,Lange Beulestraat 20,privé,126548,201910,1,,
EPR1148,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,WAASMUNSTER,Beatestraat (midden straat),openbaar,126530,202090,6,,
EPR1149,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Kerkstraat - Gentstraat (park Blauwendael) (Kerkstraat 21),openbaar,129925,199866,5,4,
EPR1150,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Dommelstraat (nabij nr 61),openbaar,132030,200432,1,1,
EPR1151,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Vinkenlaan (midden straat),openbaar,130136,201887,1,1,
EPR1152,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,De Sombe (rond punt),openbaar,133393,200581,1,2,
EPR1153,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Spoorwegbedding (deel vanaf Spoorwegstraat),openbaar,130958,200681,1,2,
EPR1154,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Sombekedries (midden straat),openbaar,132890,200407,1,1,
EPR1155,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Oudeheerweg-Ruiter (midden straat),openbaar,127741,200937,1,1,
EPR1156,2008,2/07/2008,2/07/2008,02,07,2008,2008-07-02,WAASMUNSTER,Fazantenlaan (midden straat),openbaar,130259,201556,1,1,
EPR1157,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,Puyenbroeck: Olendsdam,openbaar,116027,204698,,,
EPR1158,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,Puyenbroeck: Santvoortdam,openbaar,116824,204913,,,
EPR1159,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,Puyenbroeck: omtrent golfloods,openbaar,116469,205063,,,
EPR1160,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,"Puyenbroeck: Craenendam, kant dichtst bij golfloods",openbaar,116397,205031,,,
EPR1161,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,"Puyenbroeck: Craenendam, kant dichtst bij golfloods",openbaar,116332,205021,,,
EPR1162,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,"Puyenbroeck: Craenendam, parking golf",openbaar,115918,204933,,,
EPR1163,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,Puyenbroeck: parking 1bis,openbaar,115075,204832,,,
