OBJECTID,occurrenceID,type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",Waterbody,habitat,managementAction,kingdom,scientificName,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateuncertaintyInMeters,nomenclaturalCode
48,INBO:IAS:FAL:D:48,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129829.28772,193363.09185,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0811029,51.0500815,WGS84,10,ICBN
49,INBO:IAS:FAL:D:49,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129819.29644,193363.50939,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0809604,51.050085,WGS84,10,ICBN
50,INBO:IAS:FAL:D:50,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129809.30516,193363.92694,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0808179,51.0500884,WGS84,10,ICBN
51,INBO:IAS:FAL:D:51,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129799.31388,193364.34449,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0806753,51.0500918,WGS84,10,ICBN
52,INBO:IAS:FAL:D:52,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129798.9444,193364.35993,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0806701,51.0500919,WGS84,10,ICBN
53,INBO:IAS:FAL:D:53,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130167.52478,193314.12819,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0859291,51.049653,WGS84,10,ICBN
54,INBO:IAS:FAL:D:54,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130157.76347,193316.30002,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0857898,51.0496722,WGS84,10,ICBN
55,INBO:IAS:FAL:D:55,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130147.95851,193318.26516,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0856498,51.0496896,WGS84,10,ICBN
56,INBO:IAS:FAL:D:56,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130138.1527,193320.22632,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0855099,51.0497069,WGS84,10,ICBN
57,INBO:IAS:FAL:D:57,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130128.31499,193321.98681,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0853695,51.0497223,WGS84,10,ICBN
58,INBO:IAS:FAL:D:58,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130118.38447,193323.16355,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0852278,51.0497326,WGS84,10,ICBN
59,INBO:IAS:FAL:D:59,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130108.45395,193324.34029,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0850861,51.0497428,WGS84,10,ICBN
60,INBO:IAS:FAL:D:60,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130098.52342,193325.51703,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0849445,51.0497531,WGS84,10,ICBN
61,INBO:IAS:FAL:D:61,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130088.5929,193326.69377,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0848028,51.0497633,WGS84,10,ICBN
62,INBO:IAS:FAL:D:62,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130078.67176,193327.94601,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0846612,51.0497742,WGS84,10,ICBN
63,INBO:IAS:FAL:D:63,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130068.75515,193329.23481,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0845197,51.0497855,WGS84,10,ICBN
64,INBO:IAS:FAL:D:64,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130058.83855,193330.52361,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0843783,51.0497967,WGS84,10,ICBN
65,INBO:IAS:FAL:D:65,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130048.92195,193331.81241,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0842368,51.0498079,WGS84,10,ICBN
66,INBO:IAS:FAL:D:66,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130039.02734,193333.26013,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0840956,51.0498206,WGS84,10,ICBN
67,INBO:IAS:FAL:D:67,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130029.13348,193334.71323,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0839544,51.0498333,WGS84,10,ICBN
68,INBO:IAS:FAL:D:68,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130019.23962,193336.16632,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0838132,51.0498461,WGS84,10,ICBN
69,INBO:IAS:FAL:D:69,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,130009.34576,193337.61942,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0836721,51.0498588,WGS84,10,ICBN
70,INBO:IAS:FAL:D:70,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129999.45189,193339.07251,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0835309,51.0498715,WGS84,10,ICBN
71,INBO:IAS:FAL:D:71,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129989.55803,193340.52560,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0833897,51.0498842,WGS84,10,ICBN
72,INBO:IAS:FAL:D:72,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129979.7032,193342.21778,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0832491,51.0498991,WGS84,10,ICBN
73,INBO:IAS:FAL:D:73,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129969.86089,193343.98667,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0831086,51.0499147,WGS84,10,ICBN
74,INBO:IAS:FAL:D:74,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129960.01858,193345.75556,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0829682,51.0499302,WGS84,10,ICBN
75,INBO:IAS:FAL:D:75,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129950.11432,193347.12524,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0828268,51.0499422,WGS84,10,ICBN
76,INBO:IAS:FAL:D:76,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129940.19884,193348.42260,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0826854,51.0499535,WGS84,10,ICBN
77,INBO:IAS:FAL:D:77,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129930.28335,193349.71995,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0825439,51.0499648,WGS84,10,ICBN
78,INBO:IAS:FAL:D:78,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129920.36786,193351.01730,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0824024,51.0499762,WGS84,10,ICBN
79,INBO:IAS:FAL:D:79,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129910.43098,193352.12840,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0822607,51.0499858,WGS84,10,ICBN
80,INBO:IAS:FAL:D:80,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129900.47957,193353.11301,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0821187,51.0499943,WGS84,10,ICBN
81,INBO:IAS:FAL:D:81,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129890.52816,193354.09761,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0819767,51.0500028,WGS84,10,ICBN
82,INBO:IAS:FAL:D:82,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129880.57675,193355.08222,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0818347,51.0500113,WGS84,10,ICBN
83,INBO:IAS:FAL:D:83,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129870.62534,193356.06683,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0816928,51.0500198,WGS84,10,ICBN
84,INBO:IAS:FAL:D:84,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129860.67393,193357.05143,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0815508,51.0500283,WGS84,10,ICBN
85,INBO:IAS:FAL:D:85,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129850.72252,193358.03604,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0814088,51.0500368,WGS84,10,ICBN
86,INBO:IAS:FAL:D:86,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129840.74222,193358.60966,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0812665,51.0500417,WGS84,10,ICBN
87,INBO:IAS:FAL:D:87,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129830.75094,193359.02721,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.081124,51.0500451,WGS84,10,ICBN
88,INBO:IAS:FAL:D:88,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129820.75966,193359.44475,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0809815,51.0500485,WGS84,10,ICBN
89,INBO:IAS:FAL:D:89,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,129810.76838,193359.86230,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0808389,51.0500519,WGS84,10,ICBN
