WaarnemerNaam1;WaarnemerNaam2;WaarnemerNaam3;PoelCode;Datum;SoortNaamNl;Exuvium;Teneral;Mannetje;Wijfje;Adult onbepaald;Tandem;Eiafzettend;Opmerking_Poel;Opmerking_Soort
Ward Vercruysse;;;LEP_001;30/06/2008;Heidelibel spec;;;;;1;;;;
Ward Vercruysse;;;LEP_001;30/06/2008;Vuurlibel;;1;1;;;;;;
Ward Vercruysse;;;LEP_001;29/08/2008;Bruinrode heidelibel;;;4;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_001;29/08/2008;Houtpantserjuffer;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_001;29/08/2008;Lantaarntje;;;2;1;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_001;29/08/2008;Watersnuffel;;;30;5;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_001;29/08/2008;Zwervende pantserjuffer;;;4;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_001;29/08/2008;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;LEP_001;29/08/2008;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;LEP_001;29/08/2008;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;LEP_001;29/08/2008;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;LEP_001;29/08/2008;Vuurjuffer;;;1;;;;;;
Simon Feys;;;LEP_002;30/06/2008;Gewone oeverlibel;;;2;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;29/08/2008;Bruinrode heidelibel;;;7;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;29/08/2008;Kleine roodoogjuffer;;;3;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;29/08/2008;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;LEP_002;22/05/2008;Azuurwaterjuffer;;;5;5;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;22/05/2008;Gaffelwaterjuffer;;;15;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;22/05/2008;Lantaarntje;;;20;20;150;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;22/05/2008;Watersnuffel;;;150;100;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;22/05/2008;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;LEP_002;22/05/2008;Viervlek;;;;;1;;;;
Simon Feys;;;LEP_002;30/06/2008;Watersnuffel;;;35;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_002;30/06/2008;Gaffelwaterjuffer;;;5;;;;;;
Simon Feys;;;LEP_002;30/06/2008;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;LEP_002;30/06/2008;Kleine roodoogjuffer;;;1;;;;;;
Simon Feys;;;LEP_002;30/06/2008;Lantaarntje;;;2;;;;;;
Ward Vercruysse;;;LEP_002;29/08/2008;Watersnuffel;;;55;5;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_002;29/08/2008;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;LEP_002;29/08/2008;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;LEP_002;29/08/2008;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;LEP_002;29/08/2008;Steenrode heidelibel;;;1;;;;;;
Simon Feys;;;LEP_003;12/06/2009;Gaffelwaterjuffer;;;110;90;;;x;;Tandems gezien, niet geteld
Wouter Van Gompel;;;LEP_003;2/07/2009;Kleine roodoogjuffer;;;10;3;;;x;;Tandems gezien, niet geteld
Wouter Van Gompel;;;LEP_003;2/07/2009;Watersnuffel;;;30;6;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_003;19/08/2009;Kleine roodoogjuffer;;;20;7;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_003;19/08/2009;Watersnuffel;;;30;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_003;19/08/2009;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;LEP_003;19/08/2009;Lantaarntje;;;;1;9;;x;;
Simon Feys;;;LEP_003;12/06/2009;Watersnuffel;;;25;4;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_003;12/06/2009;Gewone oeverlibel;;;3;1;;;;;
Simon Feys;;;LEP_003;12/06/2009;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;LEP_003;12/06/2009;Lantaarntje;;5;;;6;;;;
Wouter Van Gompel;;;LEP_003;2/07/2009;Lantaarntje;;;4;3;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;;;LEP_003;2/07/2009;Gewone oeverlibel;;;1;1;;;;;
Wouter Van Gompel;;;LEP_003;2/07/2009;Grote keizerlibel;;;2;;;;;;
Ward Vercruysse;;;LEP_003;19/08/2009;Bruinrode heidelibel;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_003;19/08/2009;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;LEP_003;19/08/2009;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;LEP_003;19/08/2009;Paardenbijter;;;4;;;;;;
Ward Vercruysse;;;LEP_003;19/08/2009;Platbuik;;;;1;;;;;
Ward Vercruysse;;;LEP_003;19/08/2009;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;LEP_003;19/08/2009;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;LEP_004;22/05/2008;Lantaarntje;;;;1;30;;x;;
Ward Vercruysse;;;LEP_004;29/08/2008;Kleine roodoogjuffer;;;9;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;29/08/2008;Watersnuffel;;;90;15;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;29/08/2008;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;LEP_004;22/05/2008;Azuurwaterjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;22/05/2008;Bruine winterjuffer;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;22/05/2008;Gaffelwaterjuffer;;;15;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;22/05/2008;Watersnuffel;;;75;25;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_004;30/06/2008;Gaffelwaterjuffer;;;25;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_004;30/06/2008;Lantaarntje;;;20;20;50;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_004;30/06/2008;Watersnuffel;;;120;20;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_004;30/06/2008;Bruinrode heidelibel;;1;;;;;;;
Simon Feys;;;LEP_004;30/06/2008;Gewone oeverlibel;;;2;1;;;;;
Simon Feys;;;LEP_004;30/06/2008;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;LEP_004;30/06/2008;Kleine roodoogjuffer;;;5;;;;;;
Simon Feys;;;LEP_004;30/06/2008;Viervlek;;;;;1;;;;
Simon Feys;;;LEP_004;30/06/2008;Zwervende pantserjuffer;;9;;;;;;;
Ward Vercruysse;;;LEP_004;29/08/2008;Bruinrode heidelibel;;;5;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;29/08/2008;Zwervende pantserjuffer;;;5;4;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_004;29/08/2008;Bloedrode heidelibel;;;6;;;;;;
Ward Vercruysse;;;LEP_004;29/08/2008;Lantaarntje;;;;;10;;;;
Ward Vercruysse;;;LEP_004;29/08/2008;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;LEP_004;29/08/2008;Tengere grasjuffer;;1;;;;;;;
Ward Vercruysse;;;LEP_005;29/08/2008;Bruinrode heidelibel;;;2;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;29/08/2008;Lantaarntje;;;1;1;10;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;29/08/2008;Vuurlibel;;;;1;;;x;;
Ward Vercruysse;;;LEP_005;12/06/2009;Azuurwaterjuffer;;1;10;6;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;12/06/2009;Gaffelwaterjuffer;;;5;2;;;x;;Tandems gezien, niet geteld
Simon Feys;;;LEP_005;2/07/2009;Gewone oeverlibel;;;4;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;29/08/2008;Bloedrode heidelibel;;;12;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;29/08/2008;Watersnuffel;;;11;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;29/08/2008;Zwervende pantserjuffer;;;11;6;6;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;29/08/2008;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;LEP_005;29/08/2008;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;LEP_005;29/08/2008;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;LEP_005;12/06/2009;Gewone oeverlibel;;;3;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;12/06/2009;Lantaarntje;;1;6;12;21;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;12/06/2009;Watersnuffel;;2;15;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;12/06/2009;Bloedrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;LEP_005;12/06/2009;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;LEP_005;2/07/2009;Lantaarntje;;;1;1;15;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_005;2/07/2009;Watersnuffel;;;20;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_005;2/07/2009;Bloedrode heidelibel;;;2;3;;;;;
Simon Feys;;;LEP_005;2/07/2009;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;LEP_005;2/07/2009;Kleine roodoogjuffer;;;20;;;;;;
Ward Vercruysse;;;LEP_005;19/08/2009;Bloedrode heidelibel;;;4;1;;;;ong. droog;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;19/08/2009;Bruinrode heidelibel;;;3;1;;;;ong. droog;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_005;19/08/2009;Glazenmaker spec;;;;;1;;;ong. droog;
Ward Vercruysse;;;LEP_005;19/08/2009;Lantaarntje;;;;1;2;;;ong. droog;
Ward Vercruysse;;;LEP_005;19/08/2009;Zuidelijke glazenmaker;;;1;;;;;ong. droog;
Ward Vercruysse;;;LEP_005;19/08/2009;Zuidelijke heidelibel;;;1;;;;;ong. droog;
Ward Vercruysse;;;LEP_005;19/08/2009;Zwervende pantserjuffer;;;2;;2;;;ong. droog;
Simon Feys;Ward Vercruysse;;LEP_007;22/05/2008;Viervlek;;;1;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_007;29/08/2008;Gewone pantserjuffer;;;;1;;;x;;
Simon Feys;Ward Vercruysse;;LEP_007;22/05/2008;Azuurwaterjuffer;;;15;15;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;LEP_007;22/05/2008;Gaffelwaterjuffer;;;25;25;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;LEP_007;22/05/2008;Watersnuffel;;;55;5;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;LEP_007;22/05/2008;Gewone oeverlibel;;;2;;;;;;
Simon Feys;Ward Vercruysse;;LEP_007;22/05/2008;Lantaarntje;;;;;10;;;;
Simon Feys;;;LEP_007;30/06/2008;Gaffelwaterjuffer;;;11;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_007;30/06/2008;Lantaarntje;;;10;10;20;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_007;30/06/2008;Watersnuffel;;;65;50;;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_007;30/06/2008;Bruinrode heidelibel;;3;;;;;;;
Simon Feys;;;LEP_007;30/06/2008;Gewone oeverlibel;;;;1;;;;;
Simon Feys;;;LEP_007;30/06/2008;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;LEP_007;30/06/2008;Kleine roodoogjuffer;;;25;;;;;;
Simon Feys;;;LEP_007;30/06/2008;Vuurlibel;;;1;;;;;;
Simon Feys;;;LEP_007;30/06/2008;Zwervende pantserjuffer;;2;;;;;;;
Ward Vercruysse;;;LEP_007;29/08/2008;Bruinrode heidelibel;;;4;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_007;29/08/2008;Watersnuffel;;;40;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_007;29/08/2008;Bloedrode heidelibel;;;3;;;;;;
Ward Vercruysse;;;LEP_007;29/08/2008;Grote keizerlibel;;;;1;;;;;
Ward Vercruysse;;;LEP_007;29/08/2008;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;LEP_007;29/08/2008;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;LEP_008;30/06/2008;Kleine roodoogjuffer;;;10;1;;;x;;
Ward Vercruysse;;;LEP_008;30/06/2008;Vuurlibel;;;1;1;;;x;;
Simon Feys;;;LEP_008;22/05/2008;Lantaarntje;;;1;1;75;;;;Tandems gezien, niet geteld
Simon Feys;;;LEP_008;22/05/2008;Viervlek;;;;;1;;;;
Ward Vercruysse;;;LEP_008;30/06/2008;Gaffelwaterjuffer;;;6;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_008;30/06/2008;Gewone oeverlibel;;2;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_008;30/06/2008;Lantaarntje;;;20;20;100;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_008;30/06/2008;Watersnuffel;;;15;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;LEP_008;30/06/2008;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;LEP_008;30/06/2008;Bloedrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;LEP_008;30/06/2008;Bruinrode heidelibel;;50;;;;;;;
Ward Vercruysse;;;MID_001;4/06/2010;Azuurwaterjuffer;;3;5;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;MID_001;4/06/2010;Lantaarntje;;;1;1;1;;;;
Ward Vercruysse;;;MID_001;1/07/2010;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;MID_001;1/07/2010;Lantaarntje;;;;;2;;;;
Simon Feys;;;MID_001;31/08/2010;Paardenbijter;;;1;;;;;;
Simon Feys;;;MID_001;31/08/2010;Tengere grasjuffer;;;;1;;;;;
Simon Feys;;;MID_007;31/08/2010;Paardenbijter;;;4;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;MID_009;4/06/2010;Lantaarntje;;;1;;;;;;
Simon Feys;;;MID_009;31/08/2010;Houtpantserjuffer;;;;1;;;;;
Simon Feys;;;MID_009;31/08/2010;Paardenbijter;;;3;;;;;;
Simon Feys;Ward Vercruysse;;MID_014;1/07/2010;Gaffelwaterjuffer;;;1;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;MID_014;4/06/2010;Lantaarntje;;1;1;;;;;;
Ward Vercruysse;;;MID_014;4/06/2010;Zwervende heidelibel;;1;;;;;;;
Simon Feys;Ward Vercruysse;;MID_014;1/07/2010;Kleine roodoogjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;MID_014;1/07/2010;Gewone oeverlibel;;;4;;;;;;
Simon Feys;Ward Vercruysse;;MID_014;1/07/2010;Lantaarntje;;;;;14;;;;
Simon Feys;Ward Vercruysse;;MID_014;1/07/2010;Watersnuffel;;;2;;;;;;
Simon Feys;;;MID_014;31/08/2010;Bruinrode heidelibel;;;1;;;;;;
Simon Feys;;;MID_014;31/08/2010;Gewone pantserjuffer;;;1;;;;;;
Simon Feys;;;MID_014;31/08/2010;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;MID_014;31/08/2010;Lantaarntje;;;;;2;;;;
Simon Feys;;;MID_014;31/08/2010;Paardenbijter;;;3;;;;;;
Simon Feys;;;MID_014;31/08/2010;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;NOD_001;18/07/2007;Watersnuffel;;;11;3;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;18/07/2007;Zwervende heidelibel;;;5;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;18/07/2007;Grote keizerlibel;;;2;4;;;x;;
Ward Vercruysse;;;NOD_001;18/07/2007;Platbuik;;;1;1;;;x;;
Ward Vercruysse;;;NOD_001;29/08/2007;Lantaarntje;;;1;2;2;;x;;
Ward Vercruysse;;;NOD_001;14/07/2008;Gaffelwaterjuffer;;;30;5;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;14/07/2008;Gewone oeverlibel;;;1;1;;;x;;
Ward Vercruysse;;;NOD_001;14/07/2008;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;NOD_001;14/07/2008;Kleine roodoogjuffer;;;50;10;;;x;;
Ward Vercruysse;;;NOD_001;30/08/2008;Bruinrode heidelibel;;;45;35;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;12/06/2009;Azuurwaterjuffer;;;35;30;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;12/06/2009;Gaffelwaterjuffer;;;60;40;;;x;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;2/07/2009;Gewone oeverlibel;;;60;50;;;x;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;2/07/2009;Watersnuffel;;;30;10;;;x;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;28/06/2010;Azuurwaterjuffer;;;4;3;;;x;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;20/08/2010;Bruinrode heidelibel;;;8;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;14/06/2007;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;NOD_001;14/06/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;NOD_001;14/06/2007;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;NOD_001;14/06/2007;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;NOD_001;18/07/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;NOD_001;18/07/2007;Kanaaljuffer;;;1;;;;;;
Ward Vercruysse;;;NOD_001;18/07/2007;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;NOD_001;29/08/2007;Kleine roodoogjuffer;;;30;20;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;29/08/2007;Bruinrode heidelibel;;;3;;;;;;
Ward Vercruysse;;;NOD_001;29/08/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;NOD_001;29/08/2007;Grote keizerlibel;;;1;;1;;;;
Ward Vercruysse;;;NOD_001;29/08/2007;Watersnuffel;;;5;;;;;;
Ward Vercruysse;;;NOD_001;29/08/2007;Zwervende heidelibel;;3;;;;;;;
Simon Feys;;;NOD_001;10/06/2008;Gewone oeverlibel;;3;3;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;10/06/2008;Azuurwaterjuffer;;;15;;;;;;
Simon Feys;;;NOD_001;10/06/2008;Gaffelwaterjuffer;;;8;;;;;;
Simon Feys;;;NOD_001;10/06/2008;Grote keizerlibel;;;3;;;;;;
Simon Feys;;;NOD_001;10/06/2008;Lantaarntje;;;;;1;;;;
Simon Feys;;;NOD_001;10/06/2008;Tengere grasjuffer;;;1;;;;;;
Simon Feys;;;NOD_001;10/06/2008;Vuurlibel;;3;;;;;;;
Simon Feys;;;NOD_001;10/06/2008;Watersnuffel;;;5;;;;;;
Ward Vercruysse;;;NOD_001;14/07/2008;Lantaarntje;;1;1;1;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;14/07/2008;Azuurwaterjuffer;;;5;;;;;;
Ward Vercruysse;;;NOD_001;14/07/2008;Bruinrode heidelibel;;5;;;;;;;
Ward Vercruysse;;;NOD_001;14/07/2008;Watersnuffel;;;10;;;;;;
Ward Vercruysse;;;NOD_001;14/07/2008;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;NOD_001;30/08/2008;Kleine roodoogjuffer;;;12;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;30/08/2008;Zwervende pantserjuffer;;;6;1;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;30/08/2008;Lantaarntje;;;;;10;;;;
Ward Vercruysse;;;NOD_001;30/08/2008;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;NOD_001;30/08/2008;Watersnuffel;;;20;;;;;;
Ward Vercruysse;;;NOD_001;12/06/2009;Bruine winterjuffer;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;12/06/2009;Gewone oeverlibel;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;12/06/2009;Watersnuffel;;;35;5;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;12/06/2009;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;NOD_001;12/06/2009;Grote keizerlibel;;;2;;;;;;
Ward Vercruysse;;;NOD_001;12/06/2009;Lantaarntje;;;;1;6;;;;
Ward Vercruysse;;;NOD_001;12/06/2009;Platbuik;;;1;;;;;;
Simon Feys;;;NOD_001;2/07/2009;Azuurwaterjuffer;;;10;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;2/07/2009;Gewone oeverlibel;;;3;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;2/07/2009;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;NOD_001;2/07/2009;Kleine roodoogjuffer;;;30;;;;;;
Simon Feys;;;NOD_001;2/07/2009;Lantaarntje;;;;;5;;;;
Simon Feys;;;NOD_001;2/07/2009;Tengere grasjuffer;;;1;;;;;;
Simon Feys;;;NOD_001;14/08/2009;Lantaarntje;;;2;2;12;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;14/08/2009;Watersnuffel;;;21;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;14/08/2009;Bruinrode heidelibel;;1;1;;;;;;
Simon Feys;;;NOD_001;14/08/2009;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;NOD_001;14/08/2009;Heidelibel spec;;;;;1;;;;
Simon Feys;;;NOD_001;14/08/2009;Kleine roodoogjuffer;;;20;;;;;;
Simon Feys;;;NOD_001;14/08/2009;Tengere grasjuffer;;;3;;;;;;
Ward Vercruysse;;;NOD_001;25/05/2010;Azuurwaterjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_001;25/05/2010;Bruine winterjuffer;;;2;;1;;;;
Ward Vercruysse;;;NOD_001;25/05/2010;Gaffelwaterjuffer;;1;;;;;;;
Ward Vercruysse;;;NOD_001;25/05/2010;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;NOD_001;25/05/2010;Lantaarntje;;;1;;1;;;;
Ward Vercruysse;;;NOD_001;25/05/2010;Platbuik;;;1;;;;;;
Ward Vercruysse;;;NOD_001;25/05/2010;Watersnuffel;;;17;3;;;;;
Simon Feys;;;NOD_001;28/06/2010;Gaffelwaterjuffer;;;40;10;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;28/06/2010;Grote keizerlibel;;;1;2;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;28/06/2010;Watersnuffel;;;130;15;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;28/06/2010;Gewone oeverlibel;;;3;;;;;;
Simon Feys;;;NOD_001;28/06/2010;Kleine roodoogjuffer;;;1;;;;;;
Simon Feys;;;NOD_001;28/06/2010;Lantaarntje;;1;;;10;;;;
Simon Feys;;;NOD_001;28/06/2010;Vuurlibel;;;1;;;;;;
Simon Feys;;;NOD_001;20/08/2010;Kleine roodoogjuffer;;;22;4;;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;20/08/2010;Lantaarntje;;;3;3;50;;;;Tandems gezien, niet geteld
Simon Feys;;;NOD_001;20/08/2010;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;;;NOD_001;20/08/2010;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;NOD_001;20/08/2010;Tengere grasjuffer;;;1;;;;;;
Simon Feys;;;NOD_001;20/08/2010;Vuurlibel;;;2;;;;;;
Simon Feys;;;NOD_001;20/08/2010;Watersnuffel;;;40;;;;;;
Ward Vercruysse;;;NOD_002;14/06/2007;Gewone oeverlibel;;;3;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_002;14/07/2008;Gewone oeverlibel;;;3;1;;;x;;
Ward Vercruysse;;;NOD_002;30/08/2008;Bruinrode heidelibel;;;9;7;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_002;25/05/2010;Lantaarntje;;;1;1;;;x;;
Ward Vercruysse;;;NOD_002;28/06/2010;Gaffelwaterjuffer;;;10;5;;;x;;
Ward Vercruysse;;;NOD_002;28/06/2010;Grote keizerlibel;;;;1;;;x;;
Ward Vercruysse;;;NOD_002;14/06/2007;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;NOD_002;14/06/2007;Platbuik;;;1;;;;;;
Ward Vercruysse;;;NOD_002;14/06/2007;Zwervende heidelibel;;;2;;;;;;
Ward Vercruysse;;;NOD_002;18/07/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;NOD_002;18/07/2007;Grote keizerlibel;;;;1;;;;;
Ward Vercruysse;;;NOD_002;18/07/2007;Platbuik;;;1;;;;;;
Ward Vercruysse;;;NOD_002;18/07/2007;Zwervende heidelibel;;;7;;;;;;
Ward Vercruysse;;;NOD_002;29/08/2007;Kleine roodoogjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_002;29/08/2007;Bruinrode heidelibel;;;2;2;;;;;
Ward Vercruysse;;;NOD_002;29/08/2007;Zwervende heidelibel;;1;;;;;;;
Ward Vercruysse;;;NOD_002;29/08/2007;Zwervende pantserjuffer;;;1;;;;;;
Simon Feys;;;NOD_002;10/06/2008;Gewone oeverlibel;;;3;;;;;;
Simon Feys;;;NOD_002;10/06/2008;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;NOD_002;10/06/2008;Lantaarntje;;;;;1;;;;
Simon Feys;;;NOD_002;10/06/2008;Platbuik;;;2;;;;;;
Ward Vercruysse;;;NOD_002;14/07/2008;Gaffelwaterjuffer;;;3;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_002;14/07/2008;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;NOD_002;14/07/2008;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;NOD_002;14/07/2008;Platbuik;;;;1;;;;;
Ward Vercruysse;;;NOD_002;14/07/2008;Watersnuffel;;;2;;;;;;
Ward Vercruysse;;;NOD_002;30/08/2008;Watersnuffel;;;1;;;;;;
Wouter Van Gompel;;;NOD_002;2/07/2009;Gewone oeverlibel;;;4;2;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;;;NOD_002;2/07/2009;Grote keizerlibel;;;1;;;;;;
