OBJECTID_1;OBJECTID;CODE;TYPE;OPMERKING;LEEFTIJD;NR_JO;CODE_HYLA;REGIO;NR;PERMANENT;GEBIED;BEHEERDER;REF;IFBL;UTM;longitude;X;latitude;Y;LOCATIE;GEMEENTE;Naam;Aanpassing;CODE_Verme;PINK_amfi;Beschuttin;VegOK;NEAR_DIST;PINK2_amfi;Libel
457;25;TYD_027;Sloot;deel geheprofileerd;Historisch;0,00000000000;0,00000000000;TYD;27,00000000000;;Hannecart;ANB;;c0-48-42;DS7964;2.70161679;33307,35835600000;51.12985653;203508,45485600000;;Koksijde;Waterloop-zonder-Naam;Herprofilering 2005;0;0;4;1;1376,19414841000;0;1
458;26;TYD_028;Sloot;deel geheprofileerd;<1948;0,00000000000;0,00000000000;TYD;28,00000000000;;Hannecart;ANB;;c0-48-42;DS7964;2.70356859;33445,75285600000;51.13057823;203585,66035600000;;Koksijde;Waterloop-zonder-Naam;Herprofilering 2005;0;0;5;0;1370,49394376000;0;0
459;27;TYD_003;Poel;;Historisch;0,00000000000;118042,00000000000;TYD;3,00000000000;ja;Hannecart;ANB;;c0-48-42;DS7864;2.69945239;33153,97185600000;51.12909124;203426,73985600000;;Koksijde;;Herprofilering 2005;0;1;2;1;1385,13990366000;2007;0
460;28;TYD_006;Poel;jachtpoel;<1980;0,00000000000;118066,00000000000;TYD;6,00000000000;ja;Hannecart;IWVA/ANB;;c0-48-42;DS7864;2.69781599;33045,76585600000;51.13161574;203710,09685600000;;Koksijde;;Uitdieping 2008;0;1;3;1;1082,35471627000;2008;0
461;29;TYD_008;Poel;jachtpoel;<1980;0,00000000000;118043,00000000000;TYD;8,00000000000;ja;Hannecart;IWVA/ANB;;c0-48-42;DS7864;2.69882407;33115,91535600000;51.13145692;203690,84535600000;;Koksijde;;Uitdieping 2008;0;1;5;1;1127,42935422000;2008;0
462;30;TYD_022;Sloot;deel geheprofileerd;<1948;0,00000000000;0,00000000000;TYD;22,00000000000;;Hannecart;ANB;;c0-48-42;DS7864;2.69799698;33052,58735600000;51.12928000;203450,02385600000;;Koksijde;Waterloop-zonder-Naam;Herprofilering 2005;0;0;2;0;1316,33035382000;0;0
463;31;TYD_032;Sloot;deel geheprofileerd;<1948;0,00000000000;0,00000000000;TYD;32,00000000000;;Hannecart;ANB;;c0-48-42;DS7864;2.69933700;33146,07135600000;51.12916108;203434,68835600000;;Koksijde;Waterloop-zonder-Naam;Herprofilering 2005;0;0;3;1;1374,40674399000;0;0
464;32;TYD_029;Poel;gegraven smalle depressie (spoelwatergracht), overgroeid;ca. 1985;0,00000000000;0,00000000000;TYD;29,00000000000;;Hannecart;IWVA/ANB;;c0-48-42;DS7864;2.69888424;33124,61585600000;51.13325227;203890,43435600000;;Koksijde;;;0;0;4;0;953,57114166400;0;0
465;33;TYD_009;Poel;uitgediepte depressie;ca. 2000;47,00000000000;118046,00000000000;TYD;9,00000000000;ja;Ter Yde;ANB;;c0-48-41;DS7864;2.69018583;32511,09335600000;51.13133542;203690,95935600000;;Koksijde;;;0;1;3;1;875,48494993600;2008;0
466;34;TYD_010;Poel;in uitgediepte depressie;ca. 2000;48,00000000000;118045,00000000000;TYD;10,00000000000;ja;Ter Yde;ANB;ja;c0-48-41;DS7864;2.68983056;32496,93535600000;51.13559286;204165,04485600000;;Koksijde;;;0;1;3;1;423,17085254000;2008;0
