usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family,usageKey1,scientificName2,rank1,order1,matchType1,phylum1,kingdom1,genus1,class1,confidence1,synonym1,status1,family1,UniqueID,TaxonomicGroup,YearPublished,Kingdom,scientificName1,vernacularName,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
5056223,"Bicellaria subpilosa Collin, 1926",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Bicellaria,Insecta,100,FALSE,ACCEPTED,Hybotidae,5056223,"Bicellaria subpilosa Collin, 1926",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Bicellaria,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1862,EmpididFlies,2001,Animalia,Bicellaria subpilosa,NA,Onvoldoende gekend,DD,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
5056241,"Bicellaria sulcata (Zetterstedt, 1842)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Bicellaria,Insecta,99,FALSE,ACCEPTED,Hybotidae,5056241,"Bicellaria sulcata (Zetterstedt, 1842)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Bicellaria,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1863,EmpididFlies,2001,Animalia,Bicellaria sulcata,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
5056225,"Bicellaria vana Collin, 1926",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Bicellaria,Insecta,100,FALSE,ACCEPTED,Hybotidae,5056225,"Bicellaria vana Collin, 1926",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Bicellaria,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1864,EmpididFlies,2001,Animalia,Bicellaria vana,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1584508,"Chelifera precabunda Collin, 1961",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelifera,Insecta,100,FALSE,ACCEPTED,Empididae,1584508,"Chelifera precabunda Collin, 1961",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelifera,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1865,EmpididFlies,2001,Animalia,Chelifera precabunda,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1584569,"Chelifera precatoria (Fallen, 1815)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelifera,Insecta,99,FALSE,ACCEPTED,Empididae,1584569,"Chelifera precatoria (Fallen, 1815)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelifera,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1866,EmpididFlies,2001,Animalia,Chelifera precatoria,NA,Met uitsterven bedreigd,CR,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
1584565,"Chelifera stigmatica Schiner, 1862",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelifera,Insecta,100,FALSE,ACCEPTED,Empididae,1584565,"Chelifera stigmatica Schiner, 1862",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelifera,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1867,EmpididFlies,2001,Animalia,Chelifera stigmatica,NA,Uitgestorven in Vlaanderen,RE,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX) in Flanders
8972214,"Chelipoda albiseta (Zetterstedt, 1838)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelipoda,Insecta,99,FALSE,ACCEPTED,Empididae,8972214,"Chelipoda albiseta (Zetterstedt, 1838)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelipoda,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1868,EmpididFlies,2001,Animalia,Chelipoda albiseta,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1585906,"Chelipoda vocatoria (Fallen, 1815)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelipoda,Insecta,99,FALSE,ACCEPTED,Empididae,1585906,"Chelipoda vocatoria (Fallen, 1815)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chelipoda,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1869,EmpididFlies,2001,Animalia,Chelipoda vocatoria,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1459062,"Chersodromia arenaria (Haliday, 1833)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,99,FALSE,ACCEPTED,Hybotidae,1459062,"Chersodromia arenaria (Haliday, 1833)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1870,EmpididFlies,2001,Animalia,Chersodromia arenaria,NA,Uitgestorven in Vlaanderen,RE,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX) in Flanders
1459039,"Chersodromia cursitans (Zetterstedt, 1819)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,99,FALSE,ACCEPTED,Hybotidae,1459039,"Chersodromia cursitans (Zetterstedt, 1819)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1871,EmpididFlies,2001,Animalia,Chersodromia cursitans,NA,Kwetsbaar,VU,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1459082,"Chersodromia hirta (Walker, 1835)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,99,FALSE,ACCEPTED,Hybotidae,1459082,"Chersodromia hirta (Walker, 1835)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1872,EmpididFlies,2001,Animalia,Chersodromia hirta,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
4514753,"Chersodromia incana Walker, 1851",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,100,FALSE,ACCEPTED,Hybotidae,4514753,"Chersodromia incana Walker, 1851",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1873,EmpididFlies,2001,Animalia,Chersodromia incana,NA,Met uitsterven bedreigd,CR,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
1459057,"Chersodromia speculifera Walker, 1851",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,100,FALSE,ACCEPTED,Hybotidae,1459057,"Chersodromia speculifera Walker, 1851",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chersodromia,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1874,EmpididFlies,2001,Animalia,Chersodromia speculifera,NA,Uitgestorven in Vlaanderen,RE,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX) in Flanders
1582902,"Clinocera stagnalis (Haliday, 1833)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Clinocera,Insecta,99,FALSE,ACCEPTED,Empididae,1582902,"Clinocera stagnalis (Haliday, 1833)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Clinocera,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1875,EmpididFlies,2001,Animalia,Clinocera stagnalis,NA,Uitgestorven in Vlaanderen,RE,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX) in Flanders
1458122,"Crossopalpus abditus Kovalev, 1972",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,100,FALSE,ACCEPTED,Hybotidae,1458122,"Crossopalpus abditus Kovalev, 1972",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1876,EmpididFlies,2001,Animalia,Crossopalpus abditus,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1458098,"Crossopalpus curvipes (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,99,FALSE,ACCEPTED,Hybotidae,1458098,"Crossopalpus curvipes (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1877,EmpididFlies,2001,Animalia,Crossopalpus curvipes,NA,Kwetsbaar,VU,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1458142,"Crossopalpus flexuosus (Loew, 1840)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,99,FALSE,ACCEPTED,Hybotidae,1458142,"Crossopalpus flexuosus (Loew, 1840)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1878,EmpididFlies,2001,Animalia,Crossopalpus flexuosus,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1458083,"Crossopalpus humilis (Frey, 1913)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,99,FALSE,ACCEPTED,Hybotidae,1458083,"Crossopalpus humilis (Frey, 1913)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1879,EmpididFlies,2001,Animalia,Crossopalpus humilis,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1458104,"Crossopalpus minimus (Meigen, 1838)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,99,FALSE,ACCEPTED,Hybotidae,1458104,"Crossopalpus minimus (Meigen, 1838)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1880,EmpididFlies,2001,Animalia,Crossopalpus minimus,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1458118,"Crossopalpus nigritellus (Zetterstedt, 1842)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,99,FALSE,ACCEPTED,Hybotidae,1458118,"Crossopalpus nigritellus (Zetterstedt, 1842)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1881,EmpididFlies,2001,Animalia,Crossopalpus nigritellus,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1458133,"Crossopalpus setiger (Loew, 1859)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,99,FALSE,ACCEPTED,Hybotidae,1458133,"Crossopalpus setiger (Loew, 1859)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Crossopalpus,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1882,EmpididFlies,2001,Animalia,Crossopalpus setiger,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
5766383,"Dolichocephala engeli Niesiolowski, 1990",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Dolichocephala,Insecta,100,TRUE,SYNONYM,Empididae,5766383,"Dolichocephala engeli Niesiolowski, 1990",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Dolichocephala,Insecta,98,TRUE,SYNONYM,Empididae,INBO:RL:NONVAL:EMP:2001:1883,EmpididFlies,2001,Animalia,Dolichocephala engeli,NA,Uitgestorven in Vlaanderen,RE,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX) in Flanders
1584793,"Dolichocephala guttata (Haliday, 1833)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Dolichocephala,Insecta,99,FALSE,ACCEPTED,Empididae,1584793,"Dolichocephala guttata (Haliday, 1833)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Dolichocephala,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1884,EmpididFlies,2001,Animalia,Dolichocephala guttata,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1584769,"Dolichocephala irrorata (Fallen, 1816)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Dolichocephala,Insecta,99,FALSE,ACCEPTED,Empididae,1584769,"Dolichocephala irrorata (Fallen, 1816)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Dolichocephala,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1885,EmpididFlies,2001,Animalia,Dolichocephala irrorata,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1457119,"Drapetis arcuata Loew, 1859",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,100,FALSE,ACCEPTED,Hybotidae,1457119,"Drapetis arcuata Loew, 1859",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1886,EmpididFlies,2001,Animalia,Drapetis arcuata,NA,Onvoldoende gekend,DD,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
1456930,"Drapetis assimilis (Fallen, 1815)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,99,FALSE,ACCEPTED,Hybotidae,1456930,"Drapetis assimilis (Fallen, 1815)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1887,EmpididFlies,2001,Animalia,Drapetis assimilis,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1457096,"Drapetis exilis Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,100,FALSE,ACCEPTED,Hybotidae,1457096,"Drapetis exilis Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1888,EmpididFlies,2001,Animalia,Drapetis exilis,NA,Onvoldoende gekend,DD,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
1456973,"Drapetis parilis Collin, 1926",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,100,FALSE,ACCEPTED,Hybotidae,1456973,"Drapetis parilis Collin, 1926",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1889,EmpididFlies,2001,Animalia,Drapetis parilis,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1456955,"Drapetis pusilla Loew, 1859",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,100,FALSE,ACCEPTED,Hybotidae,1456955,"Drapetis pusilla Loew, 1859",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1890,EmpididFlies,2001,Animalia,Drapetis pusilla,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1456972,"Drapetis simulans Collin, 1961",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,100,FALSE,ACCEPTED,Hybotidae,1456972,"Drapetis simulans Collin, 1961",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Drapetis,Insecta,98,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1891,EmpididFlies,2001,Animalia,Drapetis simulans,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1458147,"Elaphropeza Macquart, 1827",GENUS,Diptera,EXACT,Arthropoda,Animalia,Elaphropeza,Insecta,98,FALSE,ACCEPTED,Hybotidae,1458147,"Elaphropeza Macquart, 1827",GENUS,Diptera,HIGHERRANK,Arthropoda,Animalia,Elaphropeza,Insecta,94,FALSE,ACCEPTED,Hybotidae,INBO:RL:NONVAL:EMP:2001:1892,EmpididFlies,2001,Animalia,Elaphropeza ephippiata,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1583334,"Empis acinerea Chvala, 1985",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,1583334,"Empis acinerea Chvala, 1985",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1893,EmpididFlies,2001,Animalia,Empis acinerea,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1583531,"Empis aemula Loew, 1873",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,1583531,"Empis aemula Loew, 1873",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1894,EmpididFlies,2001,Animalia,Empis aemula,NA,Kwetsbaar,VU,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1583315,"Empis aestiva Loew, 1867",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,1583315,"Empis aestiva Loew, 1867",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1895,EmpididFlies,2001,Animalia,Empis aestiva,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1583664,"Empis albinervis Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,1583664,"Empis albinervis Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1896,EmpididFlies,2001,Animalia,Empis albinervis,NA,Momenteel niet bedreigd,LC,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
4515891,"Empis albopilosa de Meijere, 1935",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,4515891,"Empis albopilosa de Meijere, 1935",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1897,EmpididFlies,2001,Animalia,Empis albopilosa,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1583178,"Empis bicuspidata Collin, 1927",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,1583178,"Empis bicuspidata Collin, 1927",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,98,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1898,EmpididFlies,2001,Animalia,Empis bicuspidata,NA,Zeldzaam,NT,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1583448,"Empis borealis Linnaeus, 1758",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,100,FALSE,ACCEPTED,Empididae,1583448,"Empis borealis Linnaeus, 1758",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Empis,Insecta,97,FALSE,ACCEPTED,Empididae,INBO:RL:NONVAL:EMP:2001:1899,EmpididFlies,2001,Animalia,Empis borealis,NA,Bedreigd,EN,NA,Regional,Grootaert_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
