usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family,usageKey1,scientificName2,rank1,order1,matchType1,phylum1,kingdom1,genus1,class1,confidence1,synonym1,status1,family1,UniqueID,TaxonomicGroup,YearPublished,Kingdom,scientificName1,vernacularName,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
1681181,"Tetrix tenuicornis (Sahlberg, 1891)",SPECIES,Orthoptera,EXACT,Arthropoda,Animalia,Tetrix,Insecta,99,FALSE,ACCEPTED,Tetrigidae,1681181,"Tetrix tenuicornis (Sahlberg, 1891)",SPECIES,Orthoptera,EXACT,Arthropoda,Animalia,Tetrix,Insecta,98,FALSE,ACCEPTED,Tetrigidae,INBO:RL:NONVAL:GRA:2013:2294,Grasshoppers,2013,Animalia,Tetrix tenuicornis,Kalkdoorntje,Vulnerable,VU,LC,IUCN,Lock_etal_2011,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1681247,"Tetrix undulata (Sowerby, 1806)",SPECIES,Orthoptera,EXACT,Arthropoda,Animalia,Tetrix,Insecta,99,FALSE,ACCEPTED,Tetrigidae,1681247,"Tetrix undulata (Sowerby, 1806)",SPECIES,Orthoptera,EXACT,Arthropoda,Animalia,Tetrix,Insecta,98,FALSE,ACCEPTED,Tetrigidae,INBO:RL:NONVAL:GRA:2013:2295,Grasshoppers,2013,Animalia,Tetrix undulata,Gewoon doorntje,Least concern,LC,LC,IUCN,Lock_etal_2011,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1692898,"Tettigonia viridissima (Linnaeus, 1758)",SPECIES,Orthoptera,EXACT,Arthropoda,Animalia,Tettigonia,Insecta,99,FALSE,ACCEPTED,Tettigoniidae,1692898,"Tettigonia viridissima (Linnaeus, 1758)",SPECIES,Orthoptera,EXACT,Arthropoda,Animalia,Tettigonia,Insecta,97,FALSE,ACCEPTED,Tettigoniidae,INBO:RL:NONVAL:GRA:2013:2296,Grasshoppers,2013,Animalia,Tettigonia viridissima,Grote groene sabelsprinkhaan,Least concern,LC,LC,IUCN,Lock_etal_2011,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1538450,"Anasimyia contracta Claussen & Torp, 1980",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,100,TRUE,SYNONYM,Syrphidae,1538450,"Anasimyia contracta Claussen & Torp, 1980",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2349,Hoverflies,1998,Animalia,Anasimyia contracta,Ingesnoerde waterzweefvlieg,Bedreigd,EN,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
4516796,"Anasimyia interpuncta (Harris, 1776) Harris, 1776",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,100,TRUE,SYNONYM,Syrphidae,4516796,"Anasimyia interpuncta (Harris, 1776) Harris, 1776",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2350,Hoverflies,1998,Animalia,Anasimyia interpuncta,Bokserwaterzweefvlieg,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
4516794,"Anasimyia lineata (Fabricius, 1787) Fabricius, 1787",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,100,TRUE,SYNONYM,Syrphidae,4516794,"Anasimyia lineata (Fabricius, 1787) Fabricius, 1787",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2351,Hoverflies,1998,Animalia,Anasimyia lineata,Snuitwaterzweefvlieg,Achteruitgaand,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
4516797,"Anasimyia lunulata (Meigen, 1822) Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Anasimyia,Insecta,100,FALSE,ACCEPTED,Syrphidae,4516797,"Anasimyia lunulata (Meigen, 1822) Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Anasimyia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2352,Hoverflies,1998,Animalia,Anasimyia lunulata,Zoenwaterzweefvlieg,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
4516795,"Anasimyia transfuga (Linnaeus, 1758) Linnaeus, 1758",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,100,TRUE,SYNONYM,Syrphidae,4516795,"Anasimyia transfuga (Linnaeus, 1758) Linnaeus, 1758",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Lejops,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2353,Hoverflies,1998,Animalia,Anasimyia transfuga,Rechte waterzweefvlieg,Kwetsbaar,VU,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
6098372,"Arctophila bombiformis (Fallén, 1810)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Sericomyia,Insecta,99,TRUE,SYNONYM,Syrphidae,6098372,"Arctophila bombiformis (Fallén, 1810)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Sericomyia,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2354,Hoverflies,1998,Animalia,Arctophila bombiformis,Grote fophommel,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
5766569,"Arctophila superbiens (Muller, 1776) Muller, 1776",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Sericomyia,Insecta,100,TRUE,SYNONYM,Syrphidae,5766569,"Arctophila superbiens (Muller, 1776) Muller, 1776",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Sericomyia,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2355,Hoverflies,1998,Animalia,Arctophila superbiens,NA,Met uitsterven bedreigd,CR,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
1536559,"Baccha elongata (Fabricius, 1775)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Baccha,Insecta,99,FALSE,ACCEPTED,Syrphidae,1536559,"Baccha elongata (Fabricius, 1775)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Baccha,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2356,Hoverflies,1998,Animalia,Baccha elongata,Vliegende speld,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1536418,"Brachymyia Williston, 1882",GENUS,Diptera,EXACT,Arthropoda,Animalia,Brachymyia,Insecta,98,FALSE,ACCEPTED,Syrphidae,1536418,"Brachymyia Williston, 1882",GENUS,Diptera,HIGHERRANK,Arthropoda,Animalia,Brachymyia,Insecta,92,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2357,Hoverflies,1998,Animalia,Brachymyia berberina,Kleine woudzwever,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
8857413,"Brachymyia floccosa (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachymyia,Insecta,99,FALSE,ACCEPTED,Syrphidae,8857413,"Brachymyia floccosa (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachymyia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2358,Hoverflies,1998,Animalia,Brachymyia floccosa,Pluimwoudzwever,Bedreigd,EN,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
1534412,"Brachyopa bicolor (Fallen, 1817)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,99,FALSE,ACCEPTED,Syrphidae,1534412,"Brachyopa bicolor (Fallen, 1817)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2359,Hoverflies,1998,Animalia,Brachyopa bicolor,Gedeukte sapzweefvlieg,Kwetsbaar,VU,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
1534410,"Brachyopa insensilis Collin, 1939",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,100,FALSE,ACCEPTED,Syrphidae,1534410,"Brachyopa insensilis Collin, 1939",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2360,Hoverflies,1998,Animalia,Brachyopa insensilis,Kale sapzweefvlieg,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
1534395,"Brachyopa pilosa Collin, 1939",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,100,FALSE,ACCEPTED,Syrphidae,1534395,"Brachyopa pilosa Collin, 1939",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2361,Hoverflies,1998,Animalia,Brachyopa pilosa,Oostelijke sapzweefvlieg,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1534396,"Brachyopa scutellaris Robineau-Desvoidy, 1844",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,100,FALSE,ACCEPTED,Syrphidae,1534396,"Brachyopa scutellaris Robineau-Desvoidy, 1844",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachyopa,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2362,Hoverflies,1998,Animalia,Brachyopa scutellaris,Loofhoutsapzweefvlieg,Kwetsbaar,VU,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
6098379,"Brachypalpus laphriformis (Fallen, 1816) Fallen, 1816",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachypalpus,Insecta,100,TRUE,SYNONYM,Syrphidae,6098379,"Brachypalpus laphriformis (Fallen, 1816) Fallen, 1816",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachypalpus,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2363,Hoverflies,1998,Animalia,Brachypalpus laphriformis,Gevlekte molmzweefvlieg,Bedreigd,EN,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
1536381,"Brachypalpus valgus (Panzer, 1798)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachypalpus,Insecta,99,FALSE,ACCEPTED,Syrphidae,1536381,"Brachypalpus valgus (Panzer, 1798)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Brachypalpus,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2364,Hoverflies,1998,Animalia,Brachypalpus valgus,Grootsprietmolmzweefvlieg,Zeldzaam,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1533005,"Caliprobola speciosa (Rossi, 1790)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Caliprobola,Insecta,99,FALSE,ACCEPTED,Syrphidae,1533005,"Caliprobola speciosa (Rossi, 1790)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Caliprobola,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2365,Hoverflies,1998,Animalia,Caliprobola speciosa,Juweelzweefvlieg,Achteruitgaand,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1539631,"Ceriana conopsoides (Linnaeus, 1758)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Ceriana,Insecta,99,FALSE,ACCEPTED,Syrphidae,1539631,"Ceriana conopsoides (Linnaeus, 1758)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Ceriana,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2366,Hoverflies,1998,Animalia,Ceriana conopsoides,Normale fopblaaskop,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
1533710,"Chalcosyrphus nemorum (Fabricius, 1805)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chalcosyrphus,Insecta,99,FALSE,ACCEPTED,Syrphidae,1533710,"Chalcosyrphus nemorum (Fabricius, 1805)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Chalcosyrphus,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2367,Hoverflies,1998,Animalia,Chalcosyrphus nemorum,Korte bladloper,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1537608,"Chamaesyrphus lusitanicus Mik, 1898",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Pelecocera,Insecta,100,TRUE,SYNONYM,Syrphidae,1537608,"Chamaesyrphus lusitanicus Mik, 1898",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Pelecocera,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2368,Hoverflies,1998,Animalia,Chamaesyrphus lusitanicus,Duinheidedwerg,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
1540020,"Cheilosia albipila Meigen, 1838",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,100,FALSE,ACCEPTED,Syrphidae,1540020,"Cheilosia albipila Meigen, 1838",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2369,Hoverflies,1998,Animalia,Cheilosia albipila,Tweekleurig gitje,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
4516695,"Cheilosia albitarsis (Meigen, 1822) Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,100,TRUE,SYNONYM,Syrphidae,4516695,"Cheilosia albitarsis (Meigen, 1822) Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2370,Hoverflies,1998,Animalia,Cheilosia albitarsis,Gewoon weidegitje,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1540488,"Cheilosia antiqua (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,FALSE,ACCEPTED,Syrphidae,1540488,"Cheilosia antiqua (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2371,Hoverflies,1998,Animalia,Cheilosia antiqua,Primulagitje,Achteruitgaand,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1540549,"Cheilosia barbata Loew, 1857",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,100,FALSE,ACCEPTED,Syrphidae,1540549,"Cheilosia barbata Loew, 1857",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2372,Hoverflies,1998,Animalia,Cheilosia barbata,Ongeschoren gitje,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
1540517,"Cheilosia bergenstammi (Becker, 1894)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,FALSE,ACCEPTED,Syrphidae,1540517,"Cheilosia bergenstammi (Becker, 1894)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2373,Hoverflies,1998,Animalia,Cheilosia bergenstammi,Kruiskruidgitje,Bedreigd,EN,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
4516682,"Cheilosia caerulescens (Meigen, 1822) Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,100,FALSE,ACCEPTED,Syrphidae,4516682,"Cheilosia caerulescens (Meigen, 1822) Meigen, 1822",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2374,Hoverflies,1998,Animalia,Cheilosia caerulescens,Tuingitje,Zeldzaam,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
4516679,"Cheilosia canicularis (Panzer, 1801) Panzer, 1801",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,100,TRUE,SYNONYM,Syrphidae,4516679,"Cheilosia canicularis (Panzer, 1801) Panzer, 1801",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2375,Hoverflies,1998,Animalia,Cheilosia canicularis,Laat hoefbladgitje,Achteruitgaand,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1540334,"Cheilosia carbonaria Egger, 1860",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,100,FALSE,ACCEPTED,Syrphidae,1540334,"Cheilosia carbonaria Egger, 1860",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2376,Hoverflies,1998,Animalia,Cheilosia carbonaria,Trapeziumgitje,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
7655848,"Cheilosia chlorus (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,TRUE,SYNONYM,Syrphidae,7655848,"Cheilosia chlorus (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,TRUE,SYNONYM,Syrphidae,INBO:RL:NONVAL:HOV:1998:2377,Hoverflies,1998,Animalia,Cheilosia chlorus,NA,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1540278,"Cheilosia chrysocoma (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,FALSE,ACCEPTED,Syrphidae,1540278,"Cheilosia chrysocoma (Meigen, 1822)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2378,Hoverflies,1998,Animalia,Cheilosia chrysocoma,Vosrood gitje,Zeldzaam,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1540189,"Cheilosia cynocephala (Loew, 1840)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,FALSE,ACCEPTED,Syrphidae,1540189,"Cheilosia cynocephala (Loew, 1840)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2379,Hoverflies,1998,Animalia,Cheilosia cynocephala,Blauw gitje,Momenteel niet bedreigd,LC,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
1540113,"Cheilosia fasciata (Schiner & Egger, 1853)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,FALSE,ACCEPTED,Syrphidae,1540113,"Cheilosia fasciata (Schiner & Egger, 1853)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2380,Hoverflies,1998,Animalia,Cheilosia fasciata,Vroegste gitje,Zeldzaam,NT,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
1540082,"Cheilosia flavipes (Panzer, 1798)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,99,FALSE,ACCEPTED,Syrphidae,1540082,"Cheilosia flavipes (Panzer, 1798)",SPECIES,Diptera,EXACT,Arthropoda,Animalia,Cheilosia,Insecta,98,FALSE,ACCEPTED,Syrphidae,INBO:RL:NONVAL:HOV:1998:2381,Hoverflies,1998,Animalia,Cheilosia flavipes,Geelpootgitje,Uitgestorven,RE,NA,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)
