UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
INBO:RL:NONVAL:HOV:1998:2426,Hoverflies,1998,Animalia,Didea fasciata,Didea fasciata,Didea fasciata,Bosdidea,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:HOV:1998:2427,Hoverflies,1998,Animalia,Didea intermedia,Didea intermedia,Didea intermedia,Dennendidea,Kwetsbaar,VU,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:HOV:1998:2428,Hoverflies,1998,Animalia,Doros profuges,Doros profuges,Doros profuges,Knotszweefvlieg,Met uitsterven bedreigd,CR,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:HOV:1998:2429,Hoverflies,1998,Animalia,Epistrophe eligans,Epistrophe eligans,Epistrophe eligans,Enkele-bandzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2430,Hoverflies,1998,Animalia,Epistrophe flava,Epistrophe flava,Epistrophe flava,Brede bandzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2431,Hoverflies,1998,Animalia,Epistrophe grossulariae,Epistrophe grossulariae,Epistrophe grossulariae,Zwartspriet-bandzweefvlieg,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:HOV:1998:2432,Hoverflies,1998,Animalia,Epistrophe melanostoma,Epistrophe melanostoma,Epistrophe melanostoma,Zwartbek-bandzweefvlieg,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:HOV:1998:2433,Hoverflies,1998,Animalia,Epistrophe nitidicollis,Epistrophe nitidicollis,Epistrophe nitidicollis,Zwarthaar-bandzweefvlieg,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2434,Hoverflies,1998,Animalia,Epistrophe ochrostoma,Epistrophe ochrostoma,Epistrophe ochrostoma,Breedkop-bandzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2435,Hoverflies,1998,Animalia,Episyrphus balteatus,Episyrphus balteatus,Episyrphus balteatus,Snorzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2436,Hoverflies,1998,Animalia,Eriozona syrphoides,Eriozona syrphoides,Eriozona syrphoides,Bontzweefvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2437,Hoverflies,1998,Animalia,Eristalinus aeneus,Eristalinus aeneus,Eristalinus aeneus,Kustvlekoog,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:HOV:1998:2438,Hoverflies,1998,Animalia,Eristalinus sepulchralis,Eristalinus sepulchralis,Eristalinus sepulchralis,Weidevlekoog,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2439,Hoverflies,1998,Animalia,Eristalis abusivus,Eristalis abusivus,Eristalis abusivus,Kustbijvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2440,Hoverflies,1998,Animalia,Eristalis alpinus,Eristalis alpina,Eristalis alpina,Alpenbijvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2441,Hoverflies,1998,Animalia,Eristalis arbustorum,Eristalis arbustorum,Eristalis arbustorum,Kleine bijvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2442,Hoverflies,1998,Animalia,Eristalis cryptarum,Eristalis cryptarum,Eristalis cryptarum,Roodpootbijvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2443,Hoverflies,1998,Animalia,Eristalis horticola,Eristalis lineata,,Bosbijvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2444,Hoverflies,1998,Animalia,Eristalis interruptus,Eristalis interrupta,Eristalis interrupta,,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2445,Hoverflies,1998,Animalia,Eristalis jugorum,Eristalis jugorum,Eristalis jugorum,Snuitbijvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2446,Hoverflies,1998,Animalia,Eristalis pertinax,Eristalis pertinax,Eristalis pertinax,Kegelbijvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2447,Hoverflies,1998,Animalia,Eristalis piceus,Eristalis rupium,Eristalis rupium,Veenbijvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2448,Hoverflies,1998,Animalia,Eristalis pratorum,Eristalis pratorum,Eristalis pratorum,Onvoorspelbare bijvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2449,Hoverflies,1998,Animalia,Eristalis rupium,Eristalis rupium,Eristalis rupium,Bergbijvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2450,Hoverflies,1998,Animalia,Eristalis tenax,Eristalis tenax,Eristalis tenax,Blinde bij,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2451,Hoverflies,1998,Animalia,Eumerus ornatus,Eumerus ornatus,Eumerus ornatus,Grootoog-bollenzweefvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2452,Hoverflies,1998,Animalia,Eumerus sabulonum,Eumerus sabulonum,Eumerus sabulonum,Duinbollenzweefvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2453,Hoverflies,1998,Animalia,Eumerus sogdianus,Eumerus sogdianus,Eumerus sogdianus,Duistere bollenzweefvlieg,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:HOV:1998:2454,Hoverflies,1998,Animalia,Eumerus strigatus,Eumerus strigatus,Eumerus strigatus,Gewone bollenzweefvlieg,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:HOV:1998:2455,Hoverflies,1998,Animalia,Eumerus tarsalis,Eumerus tarsalis,Eumerus tarsalis,Grote Bollenzweefvlieb,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:HOV:1998:2456,Hoverflies,1998,Animalia,Eumerus tuberculatus,Eumerus tuberculatus,Eumerus funeralis,Knobbelbollenzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2457,Hoverflies,1998,Animalia,Eupeodes corollae,Eupeodes corollae,Eupeodes corollae,Terrasjeskommazweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2458,Hoverflies,1998,Animalia,Eupeodes lapponicus,Eupeodes lapponicus,Eupeodes lapponicus,Boogkommazweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2459,Hoverflies,1998,Animalia,Eupeodes latifasciatus,Eupeodes latifasciatus,Eupeodes latifasciatus,Gele kommazweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2460,Hoverflies,1998,Animalia,Eupeodes latilunulatus,Eupeodes latilunulatus,Eupeodes latilunulatus,,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2461,Hoverflies,1998,Animalia,Eupeodes luniger,Eupeodes luniger,Eupeodes luniger,Grote kommazweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2462,Hoverflies,1998,Animalia,Ferdinandea cuprea,Ferdinandea cuprea,Ferdinandea cuprea,Gewone kopermantel,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2463,Hoverflies,1998,Animalia,Ferdinandea ruficornis,Ferdinandea ruficornis,Ferdinandea ruficornis,Roodsprietkopermantel,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2464,Hoverflies,1998,Animalia,Helophilus hybridus,Helophilus hybridus,Helophilus hybridus,Moeraspendelvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2465,Hoverflies,1998,Animalia,Helophilus pendulus,Helophilus pendulus,Helophilus pendulus,Gewone pendelvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2466,Hoverflies,1998,Animalia,Helophilus trivittatus,Helophilus trivittatus,Helophilus trivittatus,Citroenpendelvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2467,Hoverflies,1998,Animalia,Heringia heringi,Heringia heringi,Heringia heringi,Glimmende platbek,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2468,Hoverflies,1998,Animalia,Heringia senilis,Heringia senilis,Heringia senilis,Pionierplatbek,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2469,Hoverflies,1998,Animalia,Ischyrosyrphus glaucius,Leucozona glaucia,,Doorzichtig-gele melkzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2470,Hoverflies,1998,Animalia,Ischyrosyrphus laternarius,Leucozona laternaria,,Donkere melkzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2471,Hoverflies,1998,Animalia,Lejogaster metallina,Lejogaster metallina,Lejogaster metallina,Gewoon glimlijfje,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2472,Hoverflies,1998,Animalia,Lejogaster tarsata,Lejogaster tarsata,Lejogaster tarsata,Moerasglimlijfje,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:HOV:1998:2473,Hoverflies,1998,Animalia,Lejops vittata,Lejops vittatus,Lejops vittatus,Heenzweefvlieg,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2474,Hoverflies,1998,Animalia,Leucozona lucorum,Leucozona lucorum,Leucozona lucorum,Withaarmelkzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2475,Hoverflies,1998,Animalia,Mallota fuciformis,Mallota fuciformis,Mallota fuciformis,Hommelmallota,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2476,Hoverflies,1998,Animalia,Megasyrphus erraticus,Megasyrphus erraticus,Eriozona erratica,Donkergele bandzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2477,Hoverflies,1998,Animalia,Melangyna barbifrons,Melangyna barbifrons,Melangyna barbifrons,Vroeg elfje,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2478,Hoverflies,1998,Animalia,Melangyna cincta,Melangyna cincta,Melangyna cincta,Spits elfje,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2479,Hoverflies,1998,Animalia,Melangyna guttata,Melangyna guttata,Melangyna guttata,,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:HOV:1998:2480,Hoverflies,1998,Animalia,Melangyna labiatarum,Melangyna labiatarum,Melangyna labiatarum,Wimperzomerelfje,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2481,Hoverflies,1998,Animalia,Melangyna lasiophthalma,Melangyna lasiophthalma,Melangyna lasiophthalma,Wilgenelfje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2482,Hoverflies,1998,Animalia,Melangyna quadrimaculata,Melangyna quadrimaculata,Melangyna quadrimaculata,Donker elfje,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2483,Hoverflies,1998,Animalia,Melangyna triangulifera,Melangyna triangulifera,Melangyna triangulifera,,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2484,Hoverflies,1998,Animalia,Melangyna umbellatarum,Melangyna umbellatarum,Melangyna umbellatarum,Melkelfje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:HOV:1998:2485,Hoverflies,1998,Animalia,Melanogaster hirtella,Melanogaster hirtella,Chrysogaster hirtella,Weidedoflijfje,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2486,Hoverflies,1998,Animalia,Melanogaster lucida,Melanogaster nuda,,'Kaal doflijfje',Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:HOV:1998:2487,Hoverflies,1998,Animalia,Melanogaster macquarti,Chrysogaster parumplicata,,,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE)
INBO:RL:NONVAL:HOV:1998:2488,Hoverflies,1998,Animalia,Melanostoma mellinum,Melanostoma mellinum,Melanostoma mellinum,Gewone driehoekzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
