UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
INBO:RL:NONVAL:ANT:2013:34,Ants,2003,Animalia,Formica fusca,Formica fusca,Formica fusca,Grauwzwarte mier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:35,Ants,2003,Animalia,Formica lusatica,Formica lusatica,Formica lusatica,Duinrenmier,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
INBO:RL:NONVAL:ANT:2013:36,Ants,2003,Animalia,Formica polyctena,Formica polyctena,Formica polyctena,Kale bosmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:37,Ants,2003,Animalia,Formica pratensis,Formica pratensis,Formica pratensis,Zwartrugbosmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:38,Ants,2003,Animalia,Formica rufa,Formica rufa,Formica rufa,Behaarde bosmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:39,Ants,2003,Animalia,Formica rufa x polyctena,,,hybride van Formica rufa-complex,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
INBO:RL:NONVAL:ANT:2013:40,Ants,2003,Animalia,Formica rufibarbis,Formica rufibarbis,Formica rufibarbis,Rode baardmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:41,Ants,2003,Animalia,Formica sanguinea,Formica sanguinea,Formica sanguinea,Bloedrode roofmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:42,Ants,2003,Animalia,Formica transkaucasica,Formica transkaucasica,Formica picea,Veenmier,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN)
INBO:RL:NONVAL:ANT:2013:43,Ants,2003,Animalia,Formicoxenus nitidulus,Formicoxenus nitidulus,Formicoxenus nitidulus,Glanzende gastmier,Met uitsterven bedreigd,CR,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:ANT:2013:46,Ants,2003,Animalia,Lasius brunneus,Lasius brunneus,Lasius brunneus,Boommier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:47,Ants,2003,Animalia,Lasius emarginatus,Lasius emarginatus,Lasius emarginatus,Muurmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:48,Ants,2003,Animalia,Lasius flavus,Lasius flavus,Lasius flavus,Gele weidemier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:49,Ants,2003,Animalia,Lasius fuliginosus,Lasius fuliginosus,Lasius fuliginosus,Glanzende houtmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:50,Ants,2003,Animalia,Lasius jensi,Lasius jensi,Lasius jensi,Puntschubmier,Geografisch beperkt,NT,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Geographically Limited (NT)
INBO:RL:NONVAL:ANT:2013:51,Ants,2003,Animalia,Lasius meridionalis,Lasius meridionalis,Lasius meridionalis,Veldmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:52,Ants,2003,Animalia,Lasius mixtus,Lasius mixtus,Lasius mixtus,Wintermier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:53,Ants,2003,Animalia,Lasius myops,Lasius myops,Lasius myops,Kleinoogweidemier,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
INBO:RL:NONVAL:ANT:2013:55,Ants,2003,Animalia,Lasius niger,Lasius niger,Lasius niger,Wegmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:56,Ants,2003,Animalia,Lasius platythorax,Lasius platythorax,Lasius platythorax,Humusmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:57,Ants,2003,Animalia,Lasius psammophilus,Lasius psammophilus,Lasius psammophilus,Buntgrasmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:58,Ants,2003,Animalia,Lasius sabularum,Lasius sabularum,Lasius sabularum,Breedschubmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:59,Ants,2003,Animalia,Lasius umbratus,Lasius umbratus,Lasius umbratus,Schaduwmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:60,Ants,2003,Animalia,Leptothorax acervorum,Leptothorax acervorum,Leptothorax acervorum,Behaarde slankmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:61,Ants,2003,Animalia,Leptothorax affinis,Leptothorax affinis,Leptothorax affinis,Boomslankmier,Geografisch beperkt,NT,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Geographically Limited (NT)
INBO:RL:NONVAL:ANT:2013:62,Ants,2003,Animalia,Leptothorax muscorum,Leptothorax muscorum,Leptothorax muscorum,Mosslankmier,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN)
INBO:RL:NONVAL:ANT:2013:63,Ants,2003,Animalia,Leptothorax nylanderi,Leptothorax nylanderi,Leptothorax nylanderi,Bosslankmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:65,Ants,2003,Animalia,Myrmecina graminicola,Myrmecina graminicola,Myrmecina graminicola,Oprolmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:66,Ants,2003,Animalia,Myrmica lonae,Myrmica lonae,Myrmica lonae,	Lepelsteekmier,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN)
INBO:RL:NONVAL:ANT:2013:67,Ants,2003,Animalia,Myrmica microrubra,Myrmica microrubra,Myrmica microrubra,Gaststeekmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:68,Ants,2003,Animalia,Myrmica rubra,Myrmica rubra,Myrmica rubra,Gewone steekmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:69,Ants,2003,Animalia,Myrmica ruginodis,Myrmica ruginodis,Myrmica ruginodis,Bossteekmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:70,Ants,2003,Animalia,Myrmica rugulosa,Myrmica rugulosa,Myrmica rugulosa,Kleine steekmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:71,Ants,2003,Animalia,Myrmica sabuleti,Myrmica sabuleti,Myrmica sabuleti,Zandsteekmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:72,Ants,2003,Animalia,Myrmica scabrinodis,Myrmica scabrinodis,Myrmica scabrinodis,Moerassteekmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:73,Ants,2003,Animalia,Myrmica schencki,Myrmica schencki,Myrmica schencki,Kokersteekmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:74,Ants,2003,Animalia,Myrmica specioides,Myrmica specioides,Myrmica specioides,Duinsteekmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:ANT:2013:75,Ants,2003,Animalia,Myrmica sulcinodis,Myrmica sulcinodis,Myrmica sulcinodis,Heidesteekmier,Met uitsterven bedreigd,CR,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:ANT:2013:76,Ants,2003,Animalia,Polyergus rufescens,Polyergus rufescens,Polyergus rufescens,Amazonemier,Met uitsterven bedreigd,CR,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:ANT:2013:77,Ants,2003,Animalia,Ponera coarctata,Ponera coarctata,Ponera coarctata,Gewone staafmier,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN)
INBO:RL:NONVAL:ANT:2013:78,Ants,2003,Animalia,Solenopsis fugax,Solenopsis fugax,Solenopsis fugax,Diefmier,Met uitsterven bedreigd,CR,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:ANT:2013:79,Ants,2003,Animalia,Stenamma debile,Stenamma debile,Stenamma debile,Gewone drentelmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:80,Ants,2003,Animalia,Stenamma westwoodi,Stenamma westwoodii,Stenamma westwoodii,Engelse drentelmier,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate
INBO:RL:NONVAL:ANT:2013:81,Ants,2003,Animalia,Strongylognathus testaceus,Strongylognathus testaceus,Strongylognathus testaceus,Sabelmier,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN)
INBO:RL:NONVAL:ANT:2013:82,Ants,2003,Animalia,Tapinoma ambiguum,Tapinoma ambiguum,Tapinoma ambiguum,Heidedraaigatje,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN)
INBO:RL:NONVAL:ANT:2013:83,Ants,2003,Animalia,Tapinoma erraticum,Tapinoma erraticum,Tapinoma erraticum,Mergeldraaigatje,Met uitsterven bedreigd,CR,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:ANT:2013:84,Ants,2003,Animalia,Tetramorium caespitum,Tetramorium caespitum,Tetramorium caespitum,Zwarte zaadmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:ANT:2013:85,Ants,2003,Animalia,Tetramorium impurum,Tetramorium impurum,Tetramorium impurum,Bruine zaadmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:BIR:1999:100,BreedingBirds,1999,Animalia,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Bontbekplevier,Zeldzaam,NT,LC,ExpertJudgement,DevosAnselin_1999,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:BIR:1999:101,BreedingBirds,1999,Animalia,Chlidonias niger,Chlidonias niger,Chlidonias niger,Zwarte stern,Uitgestorven in Vlaanderen,RE,LC,ExpertJudgement,DevosAnselin_1999,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
