UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLC code Translated term,gbifapi_rank,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_note,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
INBO:RL:NONVAL:ANT:2013:33,Ants,2003,Animalia,Formica cunicularia,Formica cunicularia,Formica cunicularia,Bruine renmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1314946,"Formica cunicularia Latreille, 1798",Formica cunicularia,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica cunicularia Latreille, 1798",Formica cunicularia,1314946,ACCEPTED,False,1314946
INBO:RL:NONVAL:ANT:2013:34,Ants,2003,Animalia,Formica fusca,Formica fusca,Formica fusca,Grauwzwarte mier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1314881,"Formica fusca Linnaeus, 1758",Formica fusca,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica fusca Linnaeus, 1758",Formica fusca,1314881,ACCEPTED,False,1314881
INBO:RL:NONVAL:ANT:2013:35,Ants,2003,Animalia,Formica lusatica,Formica lusatica,Formica lusatica,Duinrenmier,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate,Endangered (EN) uncertain rate / DD(PT),SPECIES,4504708,"Formica lusatica Seifert, 1997",Formica lusatica,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica lusatica Seifert, 1997",Formica lusatica,4504708,ACCEPTED,False,4504708
INBO:RL:NONVAL:ANT:2013:36,Ants,2003,Animalia,Formica polyctena,Formica polyctena,Formica polyctena,Kale bosmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,1315169,"Formica polyctena Foerster, 1850",Formica polyctena,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica polyctena Foerster, 1850",Formica polyctena,1315169,ACCEPTED,False,1315169
INBO:RL:NONVAL:ANT:2013:37,Ants,2003,Animalia,Formica pratensis,Formica pratensis,Formica pratensis,Zwartrugbosmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,1315144,"Formica pratensis Retzius, 1783",Formica pratensis,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica pratensis Retzius, 1783",Formica pratensis,1315144,ACCEPTED,False,1315144
INBO:RL:NONVAL:ANT:2013:38,Ants,2003,Animalia,Formica rufa,Formica rufa,Formica rufa,Behaarde bosmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,1315132,"Formica rufa Linnaeus, 1761",Formica rufa,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica rufa Linnaeus, 1761",Formica rufa,1315132,ACCEPTED,False,1315132
INBO:RL:NONVAL:ANT:2013:39,Ants,2003,Animalia,Formica rufa x polyctena,,,hybride van Formica rufa-complex,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate,Endangered (EN) uncertain rate / DD(PT),,,,,,,,,,,,,,NONE,,,,,,,,,,,,
INBO:RL:NONVAL:ANT:2013:40,Ants,2003,Animalia,Formica rufibarbis,Formica rufibarbis,Formica rufibarbis,Rode baardmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,1315117,"Formica rufibarbis Fabricius, 1793",Formica rufibarbis,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica rufibarbis Fabricius, 1793",Formica rufibarbis,1315117,ACCEPTED,False,1315117
INBO:RL:NONVAL:ANT:2013:41,Ants,2003,Animalia,Formica sanguinea,Formica sanguinea,Formica sanguinea,Bloedrode roofmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,1315006,"Formica sanguinea Latreille, 1798",Formica sanguinea,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica sanguinea Latreille, 1798",Formica sanguinea,1315006,ACCEPTED,False,1315006
INBO:RL:NONVAL:ANT:2013:42,Ants,2003,Animalia,Formica transkaucasica,Formica transkaucasica,Formica picea,Veenmier,Sterk bedreigd,EN,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (EN),Critically Endangered (EN) / EN,SPECIES,8379111,"Formica picea Nylander, 1846",Formica transkaucasica,Insecta,216,100,Formicidae,4342,Formica,1314840,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formica transkaucasica Nassonov, 1889",Formica picea,8379111,SYNONYM,True,6096906
INBO:RL:NONVAL:ANT:2013:43,Ants,2003,Animalia,Formicoxenus nitidulus,Formicoxenus nitidulus,Formicoxenus nitidulus,Glanzende gastmier,Met uitsterven bedreigd,CR,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,SPECIES,1317464,"Formicoxenus nitidulus (Nylander, 1846)",Formicoxenus nitidulus,Insecta,216,100,Formicidae,4342,Formicoxenus,1317460,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Formicoxenus nitidulus (Nylander, 1846)",Formicoxenus nitidulus,1317464,ACCEPTED,False,1317464
INBO:RL:NONVAL:ANT:2013:46,Ants,2003,Animalia,Lasius brunneus,Lasius brunneus,Lasius brunneus,Boommier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035823,"Lasius brunneus (Latreille, 1798)",Lasius brunneus,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius brunneus (Latreille, 1798)",Lasius brunneus,5035823,ACCEPTED,False,5035823
INBO:RL:NONVAL:ANT:2013:47,Ants,2003,Animalia,Lasius emarginatus,Lasius emarginatus,Lasius emarginatus,Muurmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035813,"Lasius emarginatus (Olivier, 1792)",Lasius emarginatus,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius emarginatus (Olivier, 1792)",Lasius emarginatus,5035813,ACCEPTED,False,5035813
INBO:RL:NONVAL:ANT:2013:48,Ants,2003,Animalia,Lasius flavus,Lasius flavus,Lasius flavus,Gele weidemier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035857,"Lasius flavus (Fabricius, 1782)",Lasius flavus,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius flavus (Fabricius, 1782)",Lasius flavus,5035857,ACCEPTED,False,5035857
INBO:RL:NONVAL:ANT:2013:49,Ants,2003,Animalia,Lasius fuliginosus,Lasius fuliginosus,Lasius fuliginosus,Glanzende houtmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035850,"Lasius fuliginosus (Latreille, 1798)",Lasius fuliginosus,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius fuliginosus (Latreille, 1798)",Lasius fuliginosus,5035850,ACCEPTED,False,5035850
INBO:RL:NONVAL:ANT:2013:50,Ants,2003,Animalia,Lasius jensi,Lasius jensi,Lasius jensi,Puntschubmier,Geografisch beperkt,NT,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Geographically Limited (NT),Geographically Limited / NT,SPECIES,5035863,"Lasius jensi Seifert, 1982",Lasius jensi,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius jensi Seifert, 1982",Lasius jensi,5035863,ACCEPTED,False,5035863
INBO:RL:NONVAL:ANT:2013:51,Ants,2003,Animalia,Lasius meridionalis,Lasius meridionalis,Lasius meridionalis,Veldmier,Kwetsbaar,VU,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,5035788,"Lasius meridionalis (Bondroit, 1920)",Lasius meridionalis,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius meridionalis (Bondroit, 1920)",Lasius meridionalis,5035788,ACCEPTED,False,5035788
INBO:RL:NONVAL:ANT:2013:52,Ants,2003,Animalia,Lasius mixtus,Lasius mixtus,Lasius mixtus,Wintermier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035862,"Lasius mixtus (Nylander, 1846)",Lasius mixtus,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius mixtus (Nylander, 1846)",Lasius mixtus,5035862,ACCEPTED,False,5035862
INBO:RL:NONVAL:ANT:2013:53,Ants,2003,Animalia,Lasius myops,Lasius myops,Lasius myops,Kleinoogweidemier,Bedreigd maar mate waarin ongekend,DD(PT),,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN) uncertain rate,Endangered (EN) uncertain rate / DD(PT),SPECIES,5035837,"Lasius myops Forel, 1894",Lasius myops,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius myops Forel, 1894",Lasius myops,5035837,ACCEPTED,False,5035837
INBO:RL:NONVAL:ANT:2013:55,Ants,2003,Animalia,Lasius niger,Lasius niger,Lasius niger,Wegmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035785,"Lasius niger (Linnaeus, 1758)",Lasius niger,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius niger (Linnaeus, 1758)",Lasius niger,5035785,ACCEPTED,False,5035785
INBO:RL:NONVAL:ANT:2013:56,Ants,2003,Animalia,Lasius platythorax,Lasius platythorax,Lasius platythorax,Humusmier,Momenteel niet bedreigd,LC,,Regional,Dekoninck_etal_2003,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5035793,"Lasius platythorax Seifert, 1991",Lasius platythorax,Insecta,216,100,Formicidae,4342,Lasius,1325751,Animalia,1,EXACT,,Hymenoptera,1457,Arthropoda,54,SPECIES,"Lasius platythorax Seifert, 1991",Lasius platythorax,5035793,ACCEPTED,False,5035793
