UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLC code Translated term,gbifapi_rank,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_note,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
INBO:RL:NONVAL:CAR:1995:792,CarabidBeetles,1995,Animalia,Amara tibialis,Amara tibialis,Amara tibialis,Dwergglimmer,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,8600499,"Amara tibialis (Paykull, 1798)",Amara tibialis,Insecta,216,100,Carabidae,3792,Amara,1035151,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Amara tibialis (Paykull, 1798)",Amara tibialis,8600499,ACCEPTED,False,8600499
INBO:RL:NONVAL:CAR:1995:793,CarabidBeetles,1995,Animalia,Amara tricuspidata,Amara tricuspidata,Amara tricuspidata,Zwarte drietandglimmer,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,SPECIES,4472814,"Amara tricuspidata Dejean, 1831",Amara tricuspidata,Insecta,216,100,Carabidae,3792,Amara,1035151,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Amara tricuspidata Dejean, 1831",Amara tricuspidata,4472814,ACCEPTED,False,4472814
INBO:RL:NONVAL:CAR:1995:795,CarabidBeetles,1995,Animalia,Anisodactylus binotatus,Anisodactylus binotatus,Anisodactylus binotatus,Gewone roodkruin,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1036917,"Anisodactylus binotatus (Fabricius, 1787)",Anisodactylus binotatus,Insecta,216,100,Carabidae,3792,Anisodactylus,1036915,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Anisodactylus binotatus (Fabricius, 1787)",Anisodactylus binotatus,1036917,ACCEPTED,False,1036917
INBO:RL:NONVAL:CAR:1995:796,CarabidBeetles,1995,Animalia,Anisodactylus nemorivagus,Anisodactylus nemorivagus,Anisodactylus nemorivagus,Heideroodkruin,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,SPECIES,4474998,"Anisodactylus nemorivagus (Duftschmid, 1812)",Anisodactylus nemorivagus,Insecta,216,100,Carabidae,3792,Anisodactylus,1036915,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Anisodactylus nemorivagus (Duftschmid, 1812)",Anisodactylus nemorivagus,4474998,ACCEPTED,False,4474998
INBO:RL:NONVAL:CAR:1995:797,CarabidBeetles,1995,Animalia,Anisodactylus poeciloides,Anisodactylus poeciloides,Anisodactylus poeciloides,Zilte roodkruin,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders,Regionally Extinct (RE) in Flanders / RE,SPECIES,4308812,"Anisodactylus poeciloides (Stephens, 1828)",Anisodactylus poeciloides,Insecta,216,100,Carabidae,3792,Anisodactylus,1036915,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Anisodactylus poeciloides (Stephens, 1828)",Anisodactylus poeciloides,4308812,ACCEPTED,False,4308812
INBO:RL:NONVAL:CAR:1995:798,CarabidBeetles,1995,Animalia,Anisodactylus signatus,Anisodactylus signatus,Anisodactylus signatus,Brede roodkruin,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,4475004,"Anisodactylus signatus (Panzer, 1796)",Anisodactylus signatus,Insecta,216,100,Carabidae,3792,Anisodactylus,1036915,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Anisodactylus signatus (Panzer, 1796)",Anisodactylus signatus,4475004,ACCEPTED,False,4475004
INBO:RL:NONVAL:CAR:1995:799,CarabidBeetles,1995,Animalia,Asaphidion curtum,Asaphidion curtum,Asaphidion curtum,Bosgrootoogkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,4478699,"Asaphidion curtum (Heyden, 1870)",Asaphidion curtum,Insecta,216,100,Carabidae,3792,Asaphidion,1036795,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Asaphidion curtum (Heyden, 1870)",Asaphidion curtum,4478699,ACCEPTED,False,4478699
INBO:RL:NONVAL:CAR:1995:800,CarabidBeetles,1995,Animalia,Asaphidion flavipes,Asaphidion flavipes,Asaphidion flavipes,Akkergrootoogkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1036796,"Asaphidion flavipes (Linnaeus, 1761)",Asaphidion flavipes,Insecta,216,100,Carabidae,3792,Asaphidion,1036795,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Asaphidion flavipes (Linnaeus, 1761)",Asaphidion flavipes,1036796,ACCEPTED,False,1036796
INBO:RL:NONVAL:CAR:1995:801,CarabidBeetles,1995,Animalia,Asaphidion pallipes,Asaphidion pallipes,Asaphidion pallipes,Zandgrootoogkever,Bedreigd,EN,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,SPECIES,4478695,"Asaphidion pallipes (Duftschmid, 1812)",Asaphidion pallipes,Insecta,216,100,Carabidae,3792,Asaphidion,1036795,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Asaphidion pallipes (Duftschmid, 1812)",Asaphidion pallipes,4478695,ACCEPTED,False,4478695
INBO:RL:NONVAL:CAR:1995:802,CarabidBeetles,1995,Animalia,Asaphidion stierlini,Asaphidion stierlini,Asaphidion stierlini,Donkere grootoogkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,4478679,"Asaphidion stierlini (Heyden, 1880)",Asaphidion stierlini,Insecta,216,100,Carabidae,3792,Asaphidion,1036795,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Asaphidion stierlini (Heyden, 1880)",Asaphidion stierlini,4478679,ACCEPTED,False,4478679
INBO:RL:NONVAL:CAR:1995:803,CarabidBeetles,1995,Animalia,Badister anomalus,Badister anomalus,Badister collaris,Veenstompkaak,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,5756005,"Badister collaris Motschulsky, 1844",Badister anomalus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister anomalus (Perris, 1866)",Badister collaris,5756005,SYNONYM,True,7749586
INBO:RL:NONVAL:CAR:1995:804,CarabidBeetles,1995,Animalia,Badister bullatus,Badister bullatus,Badister bullatus,Bosstompkaak,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5756018,"Badister bullatus (Schrank, 1798)",Badister bullatus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister bullatus (Schrank, 1798)",Badister bullatus,5756018,ACCEPTED,False,5756018
INBO:RL:NONVAL:CAR:1995:805,CarabidBeetles,1995,Animalia,Badister dilatatus,Badister dilatatus,Badister dilatatus,Braadhalsstompkaak,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5756010,"Badister dilatatus Chaudoir, 1837",Badister dilatatus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister dilatatus Chaudoir, 1837",Badister dilatatus,5756010,ACCEPTED,False,5756010
INBO:RL:NONVAL:CAR:1995:806,CarabidBeetles,1995,Animalia,Badister lacertosus,Badister lacertosus,Badister lacertosus,Ovale stompkaak,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5756013,"Badister lacertosus Sturm, 1815",Badister lacertosus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister lacertosus Sturm, 1815",Badister lacertosus,5756013,ACCEPTED,False,5756013
INBO:RL:NONVAL:CAR:1995:807,CarabidBeetles,1995,Animalia,Badister peltatus,Badister peltatus,Badister peltatus,Rietstompkaak,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,5756008,"Badister peltatus (Panzer, 1796)",Badister peltatus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister peltatus (Panzer, 1796)",Badister peltatus,5756008,ACCEPTED,False,5756008
INBO:RL:NONVAL:CAR:1995:808,CarabidBeetles,1995,Animalia,Badister sodalis,Badister sodalis,Badister sodalis,Schoudervlekstompkaak,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5756021,"Badister sodalis (Duftschmid, 1812)",Badister sodalis,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister sodalis (Duftschmid, 1812)",Badister sodalis,5756021,ACCEPTED,False,5756021
INBO:RL:NONVAL:CAR:1995:809,CarabidBeetles,1995,Animalia,Badister unipustulatus,Badister unipustulatus,Badister unipustulatus,Moerasstompkaak,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5756015,"Badister unipustulatus Bonelli, 1813",Badister unipustulatus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister unipustulatus Bonelli, 1813",Badister unipustulatus,5756015,ACCEPTED,False,5756015
INBO:RL:NONVAL:CAR:1995:810,CarabidBeetles,1995,Animalia,Bembidion aeneum,Bembidion aeneum,Bembidion aeneum,Bronzen priemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,4308804,"Bembidion aeneum Germar, 1824",Bembidion aeneum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion aeneum Germar, 1824",Bembidion aeneum,4308804,ACCEPTED,False,4308804
INBO:RL:NONVAL:CAR:1995:811,CarabidBeetles,1995,Animalia,Bembidion argenteolum,Bembidion argenteolum,Bembidion argenteolum,Zilveren priemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,6097891,"Bembidion argenteolum Ahrens, 1812",Bembidion argenteolum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion argenteolum Ahrens, 1812",Bembidion argenteolum,6097891,ACCEPTED,False,6097891
INBO:RL:NONVAL:CAR:1995:812,CarabidBeetles,1995,Animalia,Bembidion articulatum,Bembidion articulatum,Bembidion articulatum,Vlekpriemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5872124,"Bembidion articulatum (Panzer, 1796)",Bembidion articulatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion articulatum (Panzer, 1796)",Bembidion articulatum,5872124,ACCEPTED,False,5872124
INBO:RL:NONVAL:CAR:1995:813,CarabidBeetles,1995,Animalia,Bembidion assimile,Bembidion assimile,Bembidion assimile,Ribbelkoppriemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5872148,"Bembidion assimile Gyllenhal, 1810",Bembidion assimile,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion assimile Gyllenhal, 1810",Bembidion assimile,5872148,ACCEPTED,False,5872148
INBO:RL:NONVAL:CAR:1995:814,CarabidBeetles,1995,Animalia,Bembidion atrocoeruleum,"Bembidion atrocaeruleum
",,Blauwe priemkever,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders,Regionally Extinct (RE) in Flanders / RE,,9086280,Harpalus rufipalpis subsp. rufipalpis,Bembidion atrocaeruleum,Insecta,216,100,Carabidae,3792,Harpalus,1035821,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion atrocaeruleum (Stephens, 1828)",Harpalus rufipalpis,5873211,SYNONYM,True,6097882
INBO:RL:NONVAL:CAR:1995:815,CarabidBeetles,1995,Animalia,Bembidion biguttatum,Bembidion biguttatum,Bembidion biguttatum,Tweevlekpriemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,6097869,"Bembidion biguttatum (Fabricius, 1779)",Bembidion biguttatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion biguttatum (Fabricius, 1779)",Bembidion biguttatum,6097869,ACCEPTED,False,6097869
INBO:RL:NONVAL:CAR:1995:816,CarabidBeetles,1995,Animalia,Bembidion bipunctatum,Bembidion bipunctatum,Bembidion bipunctatum,Tweepuntpriemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,6097864,"Bembidion bipunctatum (Linnaeus, 1761)",Bembidion bipunctatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion bipunctatum (Linnaeus, 1761)",Bembidion bipunctatum,6097864,ACCEPTED,False,6097864
INBO:RL:NONVAL:CAR:1995:817,CarabidBeetles,1995,Animalia,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense,Veenpriemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1036255,"Bembidion bruxellense Wesmael, 1835",Bembidion bruxellense,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion bruxellense Wesmael, 1835",Bembidion bruxellense,1036255,ACCEPTED,False,1036255
INBO:RL:NONVAL:CAR:1995:818,CarabidBeetles,1995,Animalia,Bembidion clarki,Bembidion clarkii,Bembidion clarkii,Atlantische priemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,8047965,"Bembidion clarkii (Dawson, 1849)",Bembidion clarkii,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion clarkii (Dawson, 1849)",Bembidion clarkii,8047965,ACCEPTED,False,8047965
INBO:RL:NONVAL:CAR:1995:819,CarabidBeetles,1995,Animalia,Bembidion decorum,Bembidion decorum,Bembidion decorum,Sierlijke priemkever,Kwetsbaar,VU,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,5872129,"Bembidion decorum (Panzer, 1799)",Bembidion decorum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion decorum (Panzer, 1799)",Bembidion decorum,5872129,ACCEPTED,False,5872129
INBO:RL:NONVAL:CAR:1995:820,CarabidBeetles,1995,Animalia,Bembidion deletum,Bembidion deletum,Bembidion deletum,Bospriemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,6097878,"Bembidion deletum Audinet-Serville, 1821",Bembidion deletum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion deletum Audinet-Serville, 1821",Bembidion deletum,6097878,ACCEPTED,False,6097878
INBO:RL:NONVAL:CAR:1995:821,CarabidBeetles,1995,Animalia,Bembidion dentellum,Bembidion dentellum,Bembidion dentellum,Getande priemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,7639821,"Bembidion dentellum (Thunberg, 1787)",Bembidion dentellum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion dentellum (Thunberg, 1787)",Bembidion dentellum,7639821,ACCEPTED,False,7639821
INBO:RL:NONVAL:CAR:1995:822,CarabidBeetles,1995,Animalia,Bembidion doris,Bembidion doris,Bembidion doris,Groefkoppriemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,6097866,"Bembidion doris (Panzer, 1796)",Bembidion doris,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion doris (Panzer, 1796)",Bembidion doris,6097866,ACCEPTED,False,6097866
INBO:RL:NONVAL:CAR:1995:823,CarabidBeetles,1995,Animalia,Bembidion elongatum,Bembidion elongatum,Sinechostictus elongatus,Kleine smalnekpriemkever,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,SPECIES,4478798,"Sinechostictus elongatus (Dejean, 1831)",Bembidion elongatum,Insecta,216,100,Carabidae,3792,Sinechostictus,4478778,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion elongatum Dejean, 1831",Sinechostictus elongatus,4478798,SYNONYM,True,5872133
INBO:RL:NONVAL:CAR:1995:824,CarabidBeetles,1995,Animalia,Bembidion ephippium,Bembidion ephippium,Bembidion ephippium,Gele kwelderpriemkever,Kwetsbaar,VU,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,SPECIES,4308807,"Bembidion ephippium (Marsham, 1802)",Bembidion ephippium,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion ephippium (Marsham, 1802)",Bembidion ephippium,4308807,ACCEPTED,False,4308807
INBO:RL:NONVAL:CAR:1995:825,CarabidBeetles,1995,Animalia,Bembidion femoratum,Bembidion femoratum,Bembidion femoratum,Bleke priemkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,6097879,"Bembidion femoratum Sturm, 1825",Bembidion femoratum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion femoratum Sturm, 1825",Bembidion femoratum,6097879,ACCEPTED,False,6097879
INBO:RL:NONVAL:CAR:1995:826,CarabidBeetles,1995,Animalia,Bembidion fluviatile,Bembidion fluviatile,Bembidion fluviatile,Rivierpriemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,6097871,"Bembidion fluviatile Dejean, 1831",Bembidion fluviatile,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion fluviatile Dejean, 1831",Bembidion fluviatile,6097871,ACCEPTED,False,6097871
INBO:RL:NONVAL:CAR:1995:827,CarabidBeetles,1995,Animalia,Bembidion fumigatum,Bembidion fumigatum,Bembidion fumigatum,Berookte priemkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,4308800,"Bembidion fumigatum (Duftschmid, 1812)",Bembidion fumigatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion fumigatum (Duftschmid, 1812)",Bembidion fumigatum,4308800,ACCEPTED,False,4308800
