"type","language","license","rightsHolder","accessRights","datasetID","institutionCode","datasetName","basisOfRecord","occurrenceID","recordedBy","otherCatalogNumbers","eventDate","continent","countryCode","municipality","verbatimLocality","decimalLatitude","decimalLongitude","geodeticDatum","verbatimCoordinateSystem","identifiedBy","scientificName","kingdom","taxonRank","scientificNameAuthorship","nomenclaturalCode"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1838","Warmoes T","INBO:NBN:BFN0017900009QS9","2003-07-31","Europe","BE","Sint-Pieters-Leeuw","NULL",50.80823,4.29692,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1829","Warmoes T","INBO:NBN:BFN0017900009QSB","2002-10-12","Europe","BE","Willebroek","NULL",51.06163,4.40442,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1812","Warmoes T","INBO:NBN:BFN0017900009QSE","2002-07-12","Europe","BE","Arendonk","NULL",51.30163,5.14107,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1807","Warmoes T","INBO:NBN:BFN0017900009QSF","2002-06-01","Europe","BE","Lier","NULL",51.11651,4.56295,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1820","Warmoes T","INBO:NBN:BFN0017900009QSH","2002-09-12","Europe","BE","Dessel","NULL",51.23962,5.06924,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1839","Warmoes T","INBO:NBN:BFN0017900009QSI","2003-08-20","Europe","BE","Dessel","NULL",51.23177,5.11376,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1804","Warmoes T","INBO:NBN:BFN0017900009QSJ","2002-05-22","Europe","BE","Meerhout","NULL",51.09779,5.10886,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1836","Warmoes T","INBO:NBN:BFN0017900009QSK","2003-07-05","Europe","BE","Meerhout","NULL",51.09779,5.10886,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1842","Warmoes T","INBO:NBN:BFN0017900009QSL","2003-10-29","Europe","BE","Geel","NULL",51.11656,4.9853,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1805","Warmoes T","INBO:NBN:BFN0017900009QSM","2002-05-29","Europe","BE","Rijkevorsel","NULL",51.32889,4.76028,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1819","Warmoes T","INBO:NBN:BFN0017900009QSN","2002-09-11","Europe","BE","Retie","NULL",51.26109,5.09309,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1810","Warmoes T","INBO:NBN:BFN0017900009QSP","2002-07-05","Europe","BE","Lommel","NULL",51.25013,5.26846,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:2012","Warmoes T","INBO:NBN:BFN0017900009QSQ","1992-10-15","Europe","BE","Bocholt","NULL",51.17924,5.63105,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1832","Warmoes T","INBO:NBN:BFN0017900009QST","2003-06-14","Europe","BE","Drogenbos","NULL",50.79274,4.29433,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1830","Warmoes T","INBO:NBN:BFN0017900009QSU","2002-10-23","Europe","BE","De Panne","NULL",51.06976,2.59275,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1840","Warmoes T","INBO:NBN:BFN0017900009QSV","2003-09-10","Europe","BE","Harelbeke","NULL",50.83954,3.31846,"WGS84","decimal degrees","Warmoes T","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1963"," ","INBO:NBN:BFN0017900009QSX","1989-01-03/1990-01-02","Europe","BE","Heeze-Leende","NULL",51.30278,5.48713,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1852"," ","INBO:NBN:BFN0017900009QSY","2004-06-19","Europe","BE","Weert","NULL",51.21656,5.58311,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1863"," ","INBO:NBN:BFN0017900009QSZ","2004-12-05","Europe","BE","Damme","NULL",51.27265,3.30428,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:2002"," ","INBO:NBN:BFN0017900009QT0","1994-01-03/1995-01-02","Europe","BE","Denderleeuw","NULL",50.91077,4.06174,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1762"," ","INBO:NBN:BFN0017900009QT1","2004-01-03/2005-01-02","Europe","BE","Denderleeuw","NULL",50.91077,4.06174,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1857"," ","INBO:NBN:BFN0017900009QT2","2004-07-15","Europe","BE","Dilsen-Stokkem","NULL",51.03347,5.73758,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1855"," ","INBO:NBN:BFN0017900009QT3","2004-06-26","Europe","BE","Dilsen-Stokkem","NULL",51.02145,5.75043,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1860"," ","INBO:NBN:BFN0017900009QT4","2004-08-14","Europe","BE","Genk","NULL",50.93627,5.49966,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1862"," ","INBO:NBN:BFN0017900009QT5","2004-12-05","Europe","BE","Oudenburg","NULL",51.1755,3.04208,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1861"," ","INBO:NBN:BFN0017900009QT6","2004-09-30","Europe","BE","Riemst","NULL",50.81064,5.67092,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1858"," ","INBO:NBN:BFN0017900009QT7","2004-07-24","Europe","BE","Sint-Pieters-Leeuw","NULL",50.80823,4.29692,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1848"," ","INBO:NBN:BFN0017900009QT8","2004-04-18","Europe","BE","Zemst","NULL",50.98659,4.51512,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1859"," ","INBO:NBN:BFN0017900009QT9","2004-08-14","Europe","BE","Hasselt","NULL",50.96938,5.27991,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1856"," ","INBO:NBN:BFN0017900009QTA","2004-07-03","Europe","BE","Lommel","NULL",51.25742,5.39369,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1853"," ","INBO:NBN:BFN0017900009QTB","2004-06-19","Europe","BE","Bocholt","NULL",51.19821,5.5455,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1760"," ","INBO:NBN:BFN0017900009QTC","2002-01-03/2003-01-02","Europe","BE","Geraardsbergen","NULL",50.7918,3.91969,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1761"," ","INBO:NBN:BFN0017900009QTD","2004-01-03/2005-01-02","Europe","BE","Geraardsbergen","NULL",50.7918,3.91969,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1763"," ","INBO:NBN:BFN0017900009QTE","2004-01-03/2005-01-02","Europe","BE","Harelbeke","NULL",50.83954,3.31846,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1764"," ","INBO:NBN:BFN0017900009QTF","2004-01-03/2005-01-02","Europe","BE","Harelbeke","NULL",50.84232,3.32317,"WGS84","decimal degrees","","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:1864","Salvo C","INBO:NBN:BFN0017900009QTG","2009-01-08","Europe","BE","Maasmechelen","Saanhoeve-Dilsen stokkem",51.00267,5.6768,"WGS84","decimal degrees","Salvo C","Orconectes limosus","Animalia","species","(Rafinesque, 1817)","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:419","VMM","INBO:NBN:BFN0017900009QTH","2000-06-11","Europe","BE","Sluis","Lapscheure, Vaartstraat, grens NL",51.30569,3.37266,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:423","VMM","INBO:NBN:BFN0017900009QTI","2001-12-01","Europe","BE","Sluis","Lapscheure, Vaartstraat, grens NL",51.30569,3.37266,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:422","VMM","INBO:NBN:BFN0017900009QTJ","2002-11-15","Europe","BE","Sluis","Lapscheure, Vaartstraat, grens NL",51.30569,3.37266,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:421","VMM","INBO:NBN:BFN0017900009QTK","2003-05-22","Europe","BE","Sluis","Lapscheure, Vaartstraat, grens NL",51.30569,3.37266,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:420","VMM","INBO:NBN:BFN0017900009QTL","2004-06-03","Europe","BE","Sluis","Lapscheure, Vaartstraat, grens NL",51.30569,3.37266,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:259","VMM","INBO:NBN:BFN0017900009QTM","2005-03-26","Europe","BE","Terneuzen","Philippine, Isabellahaven, Dijckmeesterweg",51.27772,3.71426,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0","Ghent University","http://www.inbo.be/en/norms-for-data-use","https://doi.org/10.15468/xjtfoo","INBO","Alien macroinvertebrates in Flanders, Belgium","HumanObservation","PB:Ugent:AqE:245","VMM","INBO:NBN:BFN0017900009QTN","2002-07-25","Europe","BE","Merelbeke","Melsen, Scheldekaai",50.95663,3.686,"WGS84","decimal degrees","Boets P","Crangonyx pseudogracilis","Animalia","species","Bousfield, 1958","ICZN"
