taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_note,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
INBO:RL:VAL:CAR:2008:1179,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Badister,unipustulatus,Badister unipustulatus ,Badister unipustulatus ,Moerasstompkaak,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,5756015,"Badister unipustulatus Bonelli, 1813",Badister unipustulatus,Insecta,216,100,Carabidae,3792,Badister,4989024,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Badister unipustulatus Bonelli, 1813",Badister unipustulatus,5756015,ACCEPTED,False,5756015
INBO:RL:VAL:CAR:2008:1180,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,aeneum,Bembidion aeneum ,Bembidion aeneum ,Bronzen priemkever,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,4308804,"Bembidion aeneum Germar, 1824",Bembidion aeneum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion aeneum Germar, 1824",Bembidion aeneum,4308804,ACCEPTED,False,4308804
INBO:RL:VAL:CAR:2008:1181,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,argenteolum,Bembidion argenteolum ,Bembidion argenteolum ,Zilveren priemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated,6097891,"Bembidion argenteolum Ahrens, 1812",Bembidion argenteolum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion argenteolum Ahrens, 1812",Bembidion argenteolum,6097891,ACCEPTED,False,6097891
INBO:RL:VAL:CAR:2008:1182,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,articulatum,Bembidion articulatum ,Bembidion articulatum ,Vlekpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,5872124,"Bembidion articulatum (Panzer, 1796)",Bembidion articulatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion articulatum (Panzer, 1796)",Bembidion articulatum,5872124,ACCEPTED,False,5872124
INBO:RL:VAL:CAR:2008:1183,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,assimile,Bembidion assimile ,Bembidion assimile ,Ribbelkoppriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,5872148,"Bembidion assimile Gyllenhal, 1810",Bembidion assimile,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion assimile Gyllenhal, 1810",Bembidion assimile,5872148,ACCEPTED,False,5872148
INBO:RL:VAL:CAR:2008:1184,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,atrocoeruleum,Bembidion atrocoeruleum ,Bembidion atrocaeruleum,Blauwe priemkever,,Regional,,Desender_etal_2008,Terrestrial,Rheophilous,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,9086280,Harpalus rufipalpis subsp. rufipalpis,Bembidion atrocaeruleum,Insecta,216,100,Carabidae,3792,Harpalus,1035821,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion atrocaeruleum (Stephens, 1828)",Harpalus rufipalpis,5873211,SYNONYM,True,6097882
INBO:RL:VAL:CAR:2008:1185,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,biguttatum,Bembidion biguttatum ,Bembidion biguttatum ,Tweevlekpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,6097869,"Bembidion biguttatum (Fabricius, 1779)",Bembidion biguttatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion biguttatum (Fabricius, 1779)",Bembidion biguttatum,6097869,ACCEPTED,False,6097869
INBO:RL:VAL:CAR:2008:1186,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,bipunctatum,Bembidion bipunctatum ,Bembidion bipunctatum ,Tweepuntpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,6097864,"Bembidion bipunctatum (Linnaeus, 1761)",Bembidion bipunctatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion bipunctatum (Linnaeus, 1761)",Bembidion bipunctatum,6097864,ACCEPTED,False,6097864
INBO:RL:VAL:CAR:2008:1187,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,bruxellense,Bembidion bruxellense ,Bembidion bruxellense ,Veenpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated,1036255,"Bembidion bruxellense Wesmael, 1835",Bembidion bruxellense,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion bruxellense Wesmael, 1835",Bembidion bruxellense,1036255,ACCEPTED,False,1036255
INBO:RL:VAL:CAR:2008:1188,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,clarki,Bembidion clarki ,Bembidion clarkii,Atlantische priemkever,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,8047965,"Bembidion clarkii (Dawson, 1849)",Bembidion clarkii,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion clarkii (Dawson, 1849)",Bembidion clarkii,8047965,ACCEPTED,False,8047965
INBO:RL:VAL:CAR:2008:1189,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,decorum,Bembidion decorum ,Bembidion decorum ,Sierlijke priemkever,,Regional,,Desender_etal_2008,Terrestrial,Rheophilous,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,5872129,"Bembidion decorum (Panzer, 1799)",Bembidion decorum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion decorum (Panzer, 1799)",Bembidion decorum,5872129,ACCEPTED,False,5872129
INBO:RL:VAL:CAR:2008:1190,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,deletum,Bembidion deletum ,Bembidion deletum ,Bospriemkever,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,6097878,"Bembidion deletum Audinet-Serville, 1821",Bembidion deletum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion deletum Audinet-Serville, 1821",Bembidion deletum,6097878,ACCEPTED,False,6097878
INBO:RL:VAL:CAR:2008:1191,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,dentellum,Bembidion dentellum ,Bembidion dentellum ,Getande priemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,7639821,"Bembidion dentellum (Thunberg, 1787)",Bembidion dentellum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion dentellum (Thunberg, 1787)",Bembidion dentellum,7639821,ACCEPTED,False,7639821
INBO:RL:VAL:CAR:2008:1192,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,doris,Bembidion doris ,Bembidion doris ,Groefkoppriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,6097866,"Bembidion doris (Panzer, 1796)",Bembidion doris,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion doris (Panzer, 1796)",Bembidion doris,6097866,ACCEPTED,False,6097866
INBO:RL:VAL:CAR:2008:1193,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,elongatum,Bembidion elongatum ,Bembidion elongatum ,Kleine smalnekpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Rheophilous,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,4478798,"Sinechostictus elongatus (Dejean, 1831)",Bembidion elongatum,Insecta,216,100,Carabidae,3792,Sinechostictus,4478778,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion elongatum Dejean, 1831",Sinechostictus elongatus,4478798,SYNONYM,True,5872133
INBO:RL:VAL:CAR:2008:1194,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,ephippium,Bembidion ephippium ,Bembidion ephippium ,Gele kwelderpriemkever,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated,4308807,"Bembidion ephippium (Marsham, 1802)",Bembidion ephippium,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion ephippium (Marsham, 1802)",Bembidion ephippium,4308807,ACCEPTED,False,4308807
INBO:RL:VAL:CAR:2008:1195,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,fasciolatum,Bembidion fasciolatum ,Bembidion fasciolatum ,Roodveegpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Rheophilous,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,6097884,"Bembidion fasciolatum (Duftschmid, 1812)",Bembidion fasciolatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion fasciolatum (Duftschmid, 1812)",Bembidion fasciolatum,6097884,ACCEPTED,False,6097884
INBO:RL:VAL:CAR:2008:1196,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,femoratum,Bembidion femoratum ,Bembidion femoratum ,Bleke priemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,6097879,"Bembidion femoratum Sturm, 1825",Bembidion femoratum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion femoratum Sturm, 1825",Bembidion femoratum,6097879,ACCEPTED,False,6097879
INBO:RL:VAL:CAR:2008:1197,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,fluviatile,Bembidion fluviatile ,Bembidion fluviatile ,Rivierpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,6097871,"Bembidion fluviatile Dejean, 1831",Bembidion fluviatile,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion fluviatile Dejean, 1831",Bembidion fluviatile,6097871,ACCEPTED,False,6097871
INBO:RL:VAL:CAR:2008:1198,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,fumigatum,Bembidion fumigatum ,Bembidion fumigatum ,Berookte priemkever,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,4308800,"Bembidion fumigatum (Duftschmid, 1812)",Bembidion fumigatum,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion fumigatum (Duftschmid, 1812)",Bembidion fumigatum,4308800,ACCEPTED,False,4308800
INBO:RL:VAL:CAR:2008:1199,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,genei,Bembidion genei ,Bembidion genei ,Gladde viervlekpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated,8143604,"Bembidion genei Küster, 1847",Bembidion genei,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion genei Küster, 1847",Bembidion genei,8143604,ACCEPTED,False,8143604
INBO:RL:VAL:CAR:2008:1200,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,gilvipes,Bembidion gilvipes ,Bembidion gilvipes ,Geelpootpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,5872147,"Bembidion gilvipes Sturm, 1825",Bembidion gilvipes,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion gilvipes Sturm, 1825",Bembidion gilvipes,5872147,ACCEPTED,False,5872147
INBO:RL:VAL:CAR:2008:1201,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,guttula,Bembidion guttula ,Bembidion guttula ,Weidepriemkever,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,1036154,"Bembidion guttula (Fabricius, 1792)",Bembidion guttula,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion guttula (Fabricius, 1792)",Bembidion guttula,1036154,ACCEPTED,False,1036154
INBO:RL:VAL:CAR:2008:1202,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,harpaloides,Bembidion harpaloides ,Bembidion harpaloides ,Schorspriemkever,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,5872109,"Ocys harpaloides (Audinet-Serville, 1821)",Bembidion harpaloides,Insecta,216,100,Carabidae,3792,Ocys,3262870,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion harpaloides (Audinet-Serville, 1821)",Ocys harpaloides,5872109,SYNONYM,True,8681626
INBO:RL:VAL:CAR:2008:1203,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,humerale,Bembidion humerale ,Bembidion humerale ,Schoudervlekpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,4478846,"Bembidion humerale Sturm, 1825",Bembidion humerale,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion humerale Sturm, 1825",Bembidion humerale,4478846,ACCEPTED,False,4478846
INBO:RL:VAL:CAR:2008:1204,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,inustum,Bembidion inustum ,Bembidion inustum ,Hoefbladpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Waarschijnlijk bedreigd,Waarschijnlijk bedreigd,DD(PT),to complete,nl,validated,7834030,"Sinechostictus inustus (Jacquelin du Val, 1857)",Bembidion inustum,Insecta,216,100,Carabidae,3792,Sinechostictus,4478778,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion inustum Jacquelin du Val, 1857",Sinechostictus inustus,7834030,SYNONYM,True,7979206
INBO:RL:VAL:CAR:2008:1205,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,iricolor,Bembidion iricolor ,Bembidion iricolor ,Iriserende priemkever,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,4308805,"Bembidion iricolor Bedel, 1879",Bembidion iricolor,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion iricolor Bedel, 1879",Bembidion iricolor,4308805,ACCEPTED,False,4308805
INBO:RL:VAL:CAR:2008:1206,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,lampros,Bembidion lampros ,Bembidion lampros ,Glanspriemkever,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,1036216,"Bembidion lampros (Herbst, 1784)",Bembidion lampros,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion lampros (Herbst, 1784)",Bembidion lampros,1036216,ACCEPTED,False,1036216
INBO:RL:VAL:CAR:2008:1207,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,laterale,Bembidion laterale ,Bembidion laterale ,Strandpriemkever,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated,9090715,Bembidion callosum subsp. callosum,Bembidion laterale,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion laterale Dejean, 1831",Bembidion callosum,8241751,SYNONYM,True,4308803
INBO:RL:VAL:CAR:2008:1208,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,litorale,Bembidion litorale ,Bembidion litorale ,Oeverpriemkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated,5872143,"Bembidion litorale (A.G.Olivier, 1790)",Bembidion litorale,Insecta,216,100,Carabidae,3792,Bembidion,1035920,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Bembidion litorale (A.G.Olivier, 1790)",Bembidion litorale,5872143,ACCEPTED,False,5872143
