taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_note,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
INBO:RL:VAL:AMP:2013:25,Amphibians,2013,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,lessonae,Pelophylax lessonae,Pelophylax lessonae,Poelkikker,LC,IUCN,"A2c;B2a(i)b(ii,iii)",Jooris_etal_2012,Aquatic,Limnophilous,,Non Cuddly,Longlived,Sedentary,Oligotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Bijna in gevaar,NT,to complete,nl,validated,2426654,"Pelophylax lessonae (Camerano, 1882)",Pelophylax lessonae,Amphibia,131,100,Ranidae,6746,Pelophylax,2426629,Animalia,1,EXACT,,Anura,952,Chordata,44,SPECIES,"Pelophylax lessonae (Camerano, 1882)",Pelophylax lessonae,2426654,ACCEPTED,False,2426654
INBO:RL:VAL:AMP:2013:26,Amphibians,2013,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,ridibundus,Pelophylax ridibundus,Pelophylax ridibundus,Europese meerkikker,LC,IUCN,,Jooris_etal_2012,Aquatic,Limnophilous,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,2426661,"Pelophylax ridibundus (Pallas, 1771)",Pelophylax ridibundus,Amphibia,131,100,Ranidae,6746,Pelophylax,2426629,Animalia,1,EXACT,,Anura,952,Chordata,44,SPECIES,"Pelophylax ridibundus (Pallas, 1771)",Pelophylax ridibundus,2426661,ACCEPTED,False,2426661
INBO:RL:VAL:AMP:2013:27,Amphibians,2013,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,arvalis,Rana arvalis,Rana arvalis,Heikikker,LC,IUCN,B2a(i)b(iii),Jooris_etal_2012,Aquatic,Heathlands,,Non Cuddly,Longlived,Sedentary,Oligotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,2426789,"Rana arvalis Nilsson, 1842",Rana arvalis,Amphibia,131,100,Ranidae,6746,Rana,2422253,Animalia,1,EXACT,,Anura,952,Chordata,44,SPECIES,"Rana arvalis Nilsson, 1842",Rana arvalis,2426789,ACCEPTED,False,2426789
INBO:RL:VAL:AMP:2013:28,Amphibians,2013,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,temporaria,Rana temporaria,Rana temporaria,Bruine kikker,LC,IUCN,,Jooris_etal_2012,Aquatic,Eurytopic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,2426805,"Rana temporaria Linnaeus, 1758",Rana temporaria,Amphibia,131,100,Ranidae,6746,Rana,2422253,Animalia,1,EXACT,,Anura,952,Chordata,44,SPECIES,"Rana temporaria Linnaeus, 1758",Rana temporaria,2426805,ACCEPTED,False,2426805
INBO:RL:VAL:AMP:2013:29,Amphibians,2013,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,Salamandra salamandra,Salamandra salamandra,Vuursalamander,LC,IUCN,B2a(i)b(iii);C2a(i),Jooris_etal_2012,Aquatic,Woodlands,,Non Cuddly,Longlived,Sedentary,Mesotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,2431776,"Salamandra salamandra (Linnaeus, 1758)",Salamandra salamandra,Amphibia,131,100,Salamandridae,6750,Salamandra,2431473,Animalia,1,EXACT,,Caudata,953,Chordata,44,SPECIES,"Salamandra salamandra (Linnaeus, 1758)",Salamandra salamandra,2431776,ACCEPTED,False,2431776
INBO:RL:VAL:AMP:2013:30,Amphibians,2013,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Triturus cristatus,Triturus cristatus,Kamsalamander,LC,IUCN,"A2c;B2a(i)b(ii,iii)",Jooris_etal_2012,Aquatic,Limnophilous,,Non Cuddly,Longlived,Sedentary,Mesotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,2431885,"Triturus cristatus (Laurenti, 1768)",Triturus cristatus,Amphibia,131,100,Salamandridae,6750,Triturus,2431679,Animalia,1,EXACT,,Caudata,953,Chordata,44,SPECIES,"Triturus cristatus (Laurenti, 1768)",Triturus cristatus,2431885,ACCEPTED,False,2431885
INBO:RL:VAL:BIR:2004:157,BreedingBirds,2004,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Accipiter gentilis,Accipiter gentilis,Havik,LC,Regional,,Devos_etal_2004,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Mesotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2480589,"Accipiter gentilis (Linnaeus, 1758)",Accipiter gentilis,Aves,212,100,Accipitridae,2877,Accipiter,2480577,Animalia,1,EXACT,,Accipitriformes,7191147,Chordata,44,SPECIES,"Accipiter gentilis (Linnaeus, 1758)",Accipiter gentilis,2480589,ACCEPTED,False,2480589
INBO:RL:VAL:BIR:2004:158,BreedingBirds,2004,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Accipiter nisus,Accipiter nisus,Sperwer,LC,Regional,,Devos_etal_2004,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Mesotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2480637,"Accipiter nisus (Linnaeus, 1758)",Accipiter nisus,Aves,212,100,Accipitridae,2877,Accipiter,2480577,Animalia,1,EXACT,,Accipitriformes,7191147,Chordata,44,SPECIES,"Accipiter nisus (Linnaeus, 1758)",Accipiter nisus,2480637,ACCEPTED,False,2480637
INBO:RL:VAL:BIR:2004:159,BreedingBirds,2004,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,Grote karekiet,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated,2493128,"Acrocephalus arundinaceus (Linnaeus, 1758)",Acrocephalus arundinaceus,Aves,212,100,Acrocephalidae,6101019,Acrocephalus,2493112,Animalia,1,EXACT,,Passeriformes,729,Chordata,44,SPECIES,"Acrocephalus arundinaceus (Linnaeus, 1758)",Acrocephalus arundinaceus,2493128,ACCEPTED,False,2493128
INBO:RL:VAL:BIR:2004:160,BreedingBirds,2004,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,palustris,Acrocephalus palustris,Acrocephalus palustris,Bosrietzanger,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2493136,"Acrocephalus palustris (Bechstein, 1798)",Acrocephalus palustris,Aves,212,100,Acrocephalidae,6101019,Acrocephalus,2493112,Animalia,1,EXACT,,Passeriformes,729,Chordata,44,SPECIES,"Acrocephalus palustris (Bechstein, 1798)",Acrocephalus palustris,2493136,ACCEPTED,False,2493136
INBO:RL:VAL:BIR:2004:161,BreedingBirds,2004,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,schoenobaenus,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,Rietzanger,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,2493129,"Acrocephalus schoenobaenus (Linnaeus, 1758)",Acrocephalus schoenobaenus,Aves,212,100,Acrocephalidae,6101019,Acrocephalus,2493112,Animalia,1,EXACT,,Passeriformes,729,Chordata,44,SPECIES,"Acrocephalus schoenobaenus (Linnaeus, 1758)",Acrocephalus schoenobaenus,2493129,ACCEPTED,False,2493129
INBO:RL:VAL:BIR:2004:162,BreedingBirds,2004,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,scirpaceus,Acrocephalus scirpaceus,Acrocephalus scirpaceus,Kleine karekiet,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2493118,"Acrocephalus scirpaceus (Hermann, 1804)",Acrocephalus scirpaceus,Aves,212,100,Acrocephalidae,6101019,Acrocephalus,2493112,Animalia,1,EXACT,,Passeriformes,729,Chordata,44,SPECIES,"Acrocephalus scirpaceus (Hermann, 1804)",Acrocephalus scirpaceus,2493118,ACCEPTED,False,2493118
INBO:RL:VAL:BIR:2004:164,BreedingBirds,2004,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,caudatus,Aegithalos caudatus,Aegithalos caudatus,Staartmees,LC,Regional,,Devos_etal_2004,Terrestrial,Shrubs,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2495000,"Aegithalos caudatus (Linnaeus, 1758)",Aegithalos caudatus,Aves,212,100,Aegithalidae,2878,Aegithalos,2494997,Animalia,1,EXACT,,Passeriformes,729,Chordata,44,SPECIES,"Aegithalos caudatus (Linnaeus, 1758)",Aegithalos caudatus,2495000,ACCEPTED,False,2495000
INBO:RL:VAL:BIR:2004:167,BreedingBirds,2004,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,arvensis,Alauda arvensis,Alauda arvensis,Veldleeuwerik,LC,Regional,,Devos_etal_2004,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,8077224,"Alauda arvensis Linnaeus, 1758",Alauda arvensis,Aves,212,100,Alaudidae,7211,Alauda,2490696,Animalia,1,EXACT,,Passeriformes,729,Chordata,44,SPECIES,"Alauda arvensis Linnaeus, 1758",Alauda arvensis,8077224,ACCEPTED,False,8077224
INBO:RL:VAL:BIR:2004:168,BreedingBirds,2004,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,atthis,Alcedo atthis,Alcedo atthis,IJsvogel,VU,Regional,,Devos_etal_2004,SemiAquatic,Rheophilous,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2475532,"Alcedo atthis (Linnaeus, 1758)",Alcedo atthis,Aves,212,100,Alcedinidae,2984,Alcedo,2475493,Animalia,1,EXACT,,Coraciiformes,1447,Chordata,44,SPECIES,"Alcedo atthis (Linnaeus, 1758)",Alcedo atthis,2475532,ACCEPTED,False,2475532
INBO:RL:VAL:BIR:2004:170,BreedingBirds,2004,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Anas acuta,Anas acuta,Pijlstaart,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Mesotrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated,2498112,"Anas acuta Linnaeus, 1758",Anas acuta,Aves,212,100,Anatidae,2986,Anas,2498056,Animalia,1,EXACT,,Anseriformes,1108,Chordata,44,SPECIES,"Anas acuta Linnaeus, 1758",Anas acuta,2498112,ACCEPTED,False,2498112
INBO:RL:VAL:BIR:2004:171,BreedingBirds,2004,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Anas clypeata,Anas clypeata,Slobeend,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2498089,"Anas clypeata Linnaeus, 1758",Anas clypeata,Aves,212,100,Anatidae,2986,Anas,2498056,Animalia,1,EXACT,,Anseriformes,1108,Chordata,44,SPECIES,"Anas clypeata Linnaeus, 1758",Anas clypeata,2498089,ACCEPTED,False,2498089
INBO:RL:VAL:BIR:2004:172,BreedingBirds,2004,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Anas crecca,Anas crecca,Wintertaling,LC,Regional,,Devos_etal_2004,SemiAquatic,Marshes,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,8214667,"Anas crecca Linnaeus, 1758",Anas crecca,Aves,212,100,Anatidae,2986,Anas,2498056,Animalia,1,EXACT,,Anseriformes,1108,Chordata,44,SPECIES,"Anas crecca Linnaeus, 1758",Anas crecca,8214667,ACCEPTED,False,8214667
INBO:RL:VAL:BIR:2004:174,BreedingBirds,2004,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,Wilde Eend,LC,Regional,,Devos_etal_2004,SemiAquatic,Limnophilous,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated,2498132,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Aves,212,100,Anatidae,2986,Anas,2498056,Animalia,1,EXACT,,Anseriformes,1108,Chordata,44,SPECIES,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,2498132,ACCEPTED,False,2498132
