LocationWVCode;LocationWVNaam;IsStandardizedLocationWV;active;RegioWVNaam;LocationGeometry;decimalLatitude;decimalLongitude
1030402;Plas AZ ST.Jan BRUGGE (St.Pieters);1;true;Noord-West-Vlaanderen;0x0000000001041C000000CA72C5231E950940BF9B16B8F39B49401CDE175BAD930940867A97B1F99B4940176BCB78DB9109404FC12C6EFD9B494031AA44434B8E0940D4459B8FFF9B49404D99A585598C09403D0C0DE9FB9B49407C2D76459B840940470DB6FEDE9B4940201D254E92830940A6E2DD04DD9B4940DCD08B7102830940F5D3D7481D9C49406173699050870940DA8C5E911E9C4940BCCF475C5487094016961C2B159C49401B93236DE6860940FA44945A149C4940C12239EAEB860940E40EBD2D109C4940B4D90B39EC8709404CFA0C4F0C9C4940CC5C900131880940D8F8C7740B9C4940F30A78E7F188094029EBC2F60D9C4940D0553239FC880940BA4612A8109C494054B55083EB8809403CD28460149C49404482E757CC8A094013648D73199C49404F259EEB618C09408A5B1023139C4940972B3B96358D09407939CA40169C4940D3523E8CE18E09400C8035FF109C49403C617FF9F28E094092A06E7C0B9C49406C8D26F20F900940163E13F60B9C4940BA46FD1DFA8F0940CDA033F6129C49405747249CC39309401C66581D139C494069D1F0F8029509400BC7BA29139C49408E1490CD0E950940C1D3432CFF9B4940CA72C5231E950940BF9B16B8F39B494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.21885;3.19250
1030403;Speien ST-PIETERS-MEETKERKE;1;true;Noord-West-Vlaanderen;0x00000000010438000000212068BF708209408F02A97B679D4940FAE3FB47438209400874C2132E9D49404B612F0095810940213D4074B49C4940FE5D3BA655810940F0F5713A519C4940814DC7B9D4810940AB185A08EC9B4940D7C7C20821820940C4C91C35D99B49401BC4FF131F78094010E8819ED99B49402F68D0B0257309400ABA2330DA9B4940CBBB57D8636E09405E3FF4A9D29B4940F5E3B4D42A6B0940766C1625D29B4940938916CE2F6A09403D9D76EFEA9B4940E1674792C468094091B307501B9C4940A83B824259690940813201412A9C494020F8307571690940634E7DE3419C49407924F010B76809401B54C2E8669C49400C70D6E745680940425417757E9C494020D68FDE4D670940EBAC42D88F9C494013BD90D7376609404BC5FEC1979C4940558EF27C11650940034B95009D9C49405640AE67516409404F97F1F4A29C49408BB532D548640940CFEDEEDFB79C4940385101A07F630940B4746C13D49C49403BFD2B8B136309402F0AB186E19C49402BAE010E5F6209400A8AE8A6F59C49406EBC1F15466209405031CBA2FE9C4940B0122BFA1D620940550FC97B0B9D4940C503A34CDD61094075258D9E1B9D4940E096FC4720610940C6BB6CA3319D4940AAB0CFE60260094013A53BF0419D4940D95D6A4E8A5F09408BC3D8304F9D4940F934E29BAE5E0940D153E1675D9D49404EE6CBCAEE5D0940AA1DA3B3699D4940421F69CE645D0940E2C58B28729D4940198B05943C5D094004428F457F9D494097A518A2FB5C09409C66A8F3889D494069BEF4FF5B5C09407585EBE98F9D494096470680EF5B0940428364F59B9D4940F4522A05A25B0940B6C2FEDEA79D49407CBDFECB655B0940DE905487B69D49401079D1EE1E5B09407994CA1DBE9D49401CB871D1FD5A0940C12C3BFBC09D4940CDDD5806735B0940E0F1E0C6C79D4940BC5F4A1CB45B094002560797D09D4940C584C465305E094034E5CE34FC9D4940352B3C531C5F09400410C981089E49402E2FC8E92B6109405FC62A52169E494002027B92D3610940127FDE321F9E4940987B3EC7616309402F1F8BE7439E494042B19DDFEC6E0940CB1DA7FE219E4940762CD2043C720940E4FD03BE179E494012E74170BE7409401CFB2BFB099E49402670D0A39476094019A1E212FC9D4940537743959C770940B3DCFD0FEC9D49408C0506C6C37A0940A8321DE39A9D4940B757AB9BB97B0940C207B2E38E9D4940212068BF708209408F02A97B679D494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.22681;3.18004
1030405;Sint-Andries - Waggelwater (WW);1;true;Noord-West-Vlaanderen;0x0000000001041200000028EBB731C2960940AB59E057D39B4940A5D88C531E9709409DFD9FC8D19B494053E38726CD9A0940D0C9B8D2C19B49404D01F41C6B9A0940948B22A3BD9B4940AC8093F872970940150E56ADB59B4940B94EE93750930940F0321188AD9B494088FE8DF5C68D0940BD6ECDB8A99B4940F21A24B600890940F829A820B09B4940AC2B34D8E6830940655BA71BB89B4940499CAE1E718309409D53565ACB9B4940B9EE724C03840940BFA1C310CC9B4940B6884A13DA850940E0E03DC0D19B49402BA26ACA668709409460BDE9D79B4940488D5BE66F8809408CF3FFFFCD9B4940E3952AEDB88D0940BD22938FCC9B4940BD7BD826089309401ED7A355D09B494097279EB0759309408006262BCC9B494028EBB731C2960940AB59E057D39B494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.21678;3.19463
1030501;Blauwe Toren BRUGGE;1;true;Noord-West-Vlaanderen;0x000000000104260000005043A76950900940BA7AAA0313A14940EC8FFB7D16900940297C1F6217A14940DB19019D1A9009400716A92B19A14940B912F0F2389009403507C1C81AA1494045BD1877A790094002077DDD1CA14940D9D8724F5391094019C9808A20A149405C18BE3B189209404EC7CF7524A14940A17E5DB89192094066CF21C025A149400FE935CC479309409048CA1028A14940D1D1BDC87A930940C97200E528A14940C9510A97CC9309402B53E1BA27A14940C9D5C69F0F94094075E288C524A14940298EE5B0DB9709409AFA6FCBCBA04940BCA578A2F69709407AD87BCCC9A04940C63ED559F79709409192B403C8A049402AE34871C4970940CC7CEBFEC6A04940BF8F255111960940AC6330BAC0A049404EDF6420CB9509403517BB81BFA049400F11AC7E8D950940828BD7ABBEA04940071665F0229509407BFE94CBBEA049405382C96F58930940752C481BC0A049405655292F3A930940A23907B2C0A04940702E253F24930940DA65D646C2A0494028832AE42F93094053347E5BF2A049409F9020AF249309409087D025F6A04940F693A4C608930940AD2A0989FAA04940689D829BF792094031369FB3FEA04940821E6658C39209406AB2317403A14940FEBC566C3992094008768A8B10A1494079F139B21A9209402D6B904F12A1494026CF4FF4F691094075FA4A1912A1494083AE6C88C99109405CCC7CE111A14940B1DB4A7A919109403CA8489E11A1494063E4B915FE900940301408BE0FA149407F1E1F3AC79009401EAA30E90EA14940158D90F9B290094078FD60B50EA1494045710BA17E900940060B1C4211A149405043A76950900940BA7AAA0313A1494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.25732;3.19745
1030503;Ter Doest LISSEWEGE;1;true;Noord-West-Vlaanderen;0x00000000010413000000E5B62FEFB79D0940341EDA676FA24940708965ABB49B09401420AA096DA24940E81ADD5154990940B15731BEFBA24940751BD2E33C92094077F39D5EE4A249400BBFE4B52791094083812D5A94A349404199CE5A05900940D7CC64540EA4494096E88759518F094000597E2039A4494028E33B799F9C0940E185FCE569A44940B32EA69F80A50940CA46EC7192A44940B5199ED697A90940464CC5475DA44940B0F699F79DAD0940381C6C755FA3494084DD1A459BA609409DB207563FA349403DEC7254DBA80940150108E200A349401AD8D93264A709408301A2E1F7A24940659E738D31A609408248EA9AEFA249409022D3AE23A3094049F0677ED5A24940642285A3B3A00940811474BBB6A24940CAD6E526BD9E0940AF6933F891A24940E5B62FEFB79D0940341EDA676FA2494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.27832;3.20225
1030505;Eendenkooi LISSEWEGE;1;true;Noord-West-Vlaanderen;0x00000000010406000000B0F699F79DAD0940381C6C755FA34940E3F59625B5AE0940B18F18E315A349400097C16C6EAB0940A0203DEB0BA349403DEC7254DBA80940150108E200A3494084DD1A459BA609409DB207563FA34940B0F699F79DAD0940381C6C755FA3494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.27488;3.20847
1030506;Polder LISSEWEGE;1;true;Noord-West-Vlaanderen;0x000000000104A30000004223C7F8049D094019664A057CA74940CCD3280C649F0940AF340E2AEAA64940FC3CDF9AD2A40940B342D5419CA54940D36505B115A409408E6327249CA54940E9FF3303F5A20940A01CE09BA5A54940F13432233CA2094007A40F659BA5494006DDE0C7C2A1094039E93CF79BA54940777860716EA1094034F9943497A54940B2FDB9DC6AA00940815F21C19BA549400B08B27006A009407119C89A93A5494058B9DAB8E59F0940213844318EA54940C9BB0C26419C09401571E16396A54940E193DA56B69B09405F49FAFC96A549409BBDF820A99B0940AD429FDA8EA549406C6104102E9A09400DFACF4D8FA549409C0D4A493B9A094015C56F6697A549405E6E90F537990940D8D7A54D9BA54940F41065F3F2970940C3E5FD0695A54940419DB30229980940F38A364D8EA5494098E239475C97094049B577268AA5494012B874F0B49709400B86212184A549406D7809FB70970940C6C2780982A54940751B81A7B79709409036405F7DA5494049FF35368F980940B5D2E19166A54940762DDC404B98094004F5397A64A549409EF427E9FD980940A2CC501855A54940C97982BEF3990940F2FCB1BD49A5494040085EBDCE9B094082C9011631A5494004045CBED19A09400A58A9D722A54940B32EA69F80A50940CA46EC7192A4494028E33B799F9C0940E185FCE569A4494096E88759518F094000597E2039A449404199CE5A05900940D7CC64540EA449400BBFE4B52791094083812D5A94A34940751BD2E33C92094077F39D5EE4A24940E81ADD5154990940B15731BEFBA24940708965ABB49B09401420AA096DA24940BB09BB8E2899094043E35E8F66A24940624AEBD406960940F3E08D3455A2494015B56DC4BC910940440239124BA24940B4DC0522CE8E094078295E643AA249409C5133C3398C094040ADECAA1FA249409B504F02088B09406EAD936015A2494089A294B91787094092C52A8602A24940A5E1E2578E850940E8BF6637FEA149401020F32967830940E28B918EFEA1494066CDE521B68109401E51E9AD03A24940C1E9A41B2B800940E203E36E03A2494090BEE6726D7E0940147E9517FFA14940E607A1D2807709401EC047CFD2A14940609DB684C86F09404714119073A24940160F4E5A68680940EC66F74AF9A24940B56A26F99761094067089CC173A349402EF55A5D9B5E09402CD1A1B6AAA34940F68AAD87FC58094041BA277B10A449407456A2D9BD550940192218213EA44940126198DE87460940DC414DDE10A549408F4A6FB0D34409409B64F98C28A54940D3156B1BC1430940BA4C976937A54940DB9133732543094052DF12E53FA54940012F88D98241094071BD9EDA54A549409060B572F23A0940BC80E2D2AFA549407A25FD0A3E3D0940FDB4FD28D4A54940477BD39F963E0940195E3ED6CBA549407FDAD5CD9D3F094040C2C517DDA54940F52D16302F40094005D95805E4A54940AEC65364A93F094086556B26EBA54940000AF22B123F09407DBDE93AF2A549401C164C468C3D0940B6551CA0FEA549408D3B0B7C2C3C0940E3B06B9D05A649404A5240E6EF3A094060855C8309A649402073FEBDFB38094071E205B610A649400D09FD2E1E370940EF37D91C1EA64940391DF1CAA535094075CE632C36A64940FFCCF1B5F3340940FD47648D3CA64940FBA9E1D31133094071CDF1B541A649402FE6F06A233209404F74895746A64940D90AEB1F8A3009402C91BFF654A6494032EF5267EB2F09408706CA9E64A64940353E740BDF340940B195F3F06DA649405807AD69E73609409DAB937070A649404286C89BAA370940EFC66FD171A6494098F1DC114B3809404E140C7777A64940DFCF6DD8E42E0940711AB203D1A6494087C06E7AEA340940B52C7652D4A64940490D756E023509403DD373D4E9A64940CCE4F1C4BC32094085E3061AEAA649400B8B6D939F320940E217F67508A74940731934EF10350940EAB2D99B13A7494027FAC435E335094065B36ABE13A74940BE99FC62F133094086022DA57FA7494017603801723409408C72955F80A74940E36C281961350940BE82121F88A749408730751313370940B4F542738DA749403405A22DE43A0940EA0E9C5AA2A7494091DDF0CE1C3A0940826C3884AFA74940EAC9E0EF1E3E09403AAEE028C3A74940DF1D2355B53A0940270E2714EBA749403E529DCD543B0940952D71E0F0A749406F3D244FF24409405CCDFABF31A84940635C80D3F2440940D77EFBC231A84940154CD26E124609405923694638A8494050FF30F5C54B09406941C42353A84940F813A818B6510940047FD54776A84940904E073276550940F7ABF7068DA84940A406A4B9345909404EF420A5A7A84940282441A3335B09409C3BF4D3B5A84940271874E8A45E094035615FC3C8A849404E7056D10A6709400C6DC58BEDA84940D0F624D8CC6B0940C12447FE06A94940716DCD49157A09407B6BB3BB4BA949401F21B1E2FD7C0940741460EE50A94940F51081AB3B7D09408476C85C51A94940B86CD46BBE7E094065EE541254A94940743BEE17427F0940C35F047D53A94940CBC9E301DC7F0940ACE679CE52A9494025BE74ED7F800940639F3D2C68A949403BA492F63A8209402D5619DD89A94940E0C47F312F85094067B45675A4A9494051B21248FB870940A474DF7BB6A9494071762CFC228C09402F01649CC2A9494019DCD0DFAA94094025D904C2D0A94940F7B96120F8940940DE651AE2BBA94940A166F8C11F950940E6A888BEADA9494088676FA46695094076368E17ABA94940228E181A8C950940D079FB57A2A949409DCD7BCE599509409DAEDD9D9FA949409058F1E3A1950940402EBC9297A949406749586BA59509405E03CDCD8EA94940E7CEA77E419509407E9C8C4985A94940B94421FD87940940D2F7BD667CA94940CF47246AA993094013076AE278A94940E85D6CC1C99209406E9D121078A94940126F35AA639209400DD4CCEF73A949406E569E673F9209403015374B77A9494057BC69EC308F094038E508315FA94940554E5E1E4D8F094022DBE2B65EA949408D08FDA5B98E094079D6C4685AA9494025B416245E8D0940FB82939A4EA949400E373009168B0940B2BCEBFA3BA94940D3957F58D186094011D6230519A9494051BBF0BC9A8809405BCC7FAF01A94940BB9F1F63BA8A094048F77E67EAA84940257A08753A9509406F4FEC7342A949400F23CE8CDD950940F53844F146A949406D43699074960940A82E36E846A94940D7D81323D7960940F7E7146443A94940AD5AFA5B6E97094014E234BA21A94940F8A7B59860970940AADCBCF51AA949406D910CFCD28D094090A96B3195A849406C8C5F9FE68D0940868177C68FA849408A8989EE2D920940C5E95BF28DA84940C763088D569809407900CA47E4A84940D4117C4EBD980940D7CE68BCE6A8494045EFDD660B990940180AC96AE5A8494052425084509A0940840B2BF794A84940F8D9E52D629C094053A019680DA8494084D79E12A19C0940C04F8DB4FBA749406B0B57FBD59C0940D9049DB5FAA749406AA1D6050D9D0940C27E8E37ECA749405111533DBF9D094022E73477C1A749401D392EF9EF9B094010B2B3CABEA749404223C7F8049D094019664A057CA7494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.29715;3.18066
1030507;Monnikenswerve LISSEWEGE;1;true;Noord-West-Vlaanderen;0x0000000001041F000000B5199ED697A90940464CC5475DA44940B32EA69F80A50940CA46EC7192A4494004045CBED19A09400A58A9D722A5494040085EBDCE9B094082C9011631A54940C97982BEF3990940F2FCB1BD49A549409EF427E9FD980940A2CC501855A54940762DDC404B98094004F5397A64A5494049FF35368F980940B5D2E19166A54940751B81A7B79709409036405F7DA549406D7809FB70970940C6C2780982A5494012B874F0B49709400B86212184A5494098E239475C97094049B577268AA54940419DB30229980940F38A364D8EA54940F41065F3F2970940C3E5FD0695A549405E6E90F537990940D8D7A54D9BA549409C0D4A493B9A094015C56F6697A549406C6104102E9A09400DFACF4D8FA549409BBDF820A99B0940AD429FDA8EA54940E193DA56B69B09405F49FAFC96A54940C9BB0C26419C09401571E16396A5494058B9DAB8E59F0940213844318EA549400B08B27006A009407119C89A93A54940B2FDB9DC6AA00940815F21C19BA54940777860716EA1094034F9943497A5494006DDE0C7C2A1094039E93CF79BA54940F13432233CA2094007A40F659BA54940E9FF3303F5A20940A01CE09BA5A54940D36505B115A409408E6327249CA54940FC3CDF9AD2A40940B342D5419CA549402A3829C8E3A90940BB80353361A44940B5199ED697A90940464CC5475DA4494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.29018;3.20387
1030508;Weiden Blauwe Toren BRUGGE;1;true;Noord-West-Vlaanderen;0x0000000001042F0000006D2CE99AD09C0940CC7B19213DA24940C12A6AEF329F094055EEAC799CA1494056AB08911EA2094092B131E6CCA049405D13748B9DA5094082B39661F09F4940590FC83B25A709405A5351CC969F494087699178DB9F0940630D964750A04940CFB6A2339B960940DF8559C112A14940EC0E23EB759109401F5B7C9E88A14940940D3F9EB28E0940DD70AF395FA14940709F6CE52C8D0940E2C152023DA1494024EA2B66628C094029F8AD6C21A149402D9C1B8EA68B09408CC11D8CE1A0494058DA6488FA8A094027F904E897A04940082935AAAB890940EE33A39263A049402384DA2B3F8909403A29000452A049400B513F394B8809403841B71F6FA0494044E3CAFE38880940B509A3BF7EA049405EDB1095D28709402036902490A04940D0DF6312C986094047CB2CB9ABA04940FAC542F2428609403FBD8C799EA049409236B44B568509407DF506A1B3A04940A95E17B74B840940671CFA8CC7A049408E8E4361FC7F0940316D9E2921A14940E607A1D2807709401EC047CFD2A1494090BEE6726D7E0940147E9517FFA14940C1E9A41B2B800940E203E36E03A2494066CDE521B68109401E51E9AD03A249401020F32967830940E28B918EFEA14940A5E1E2578E850940E8BF6637FEA1494089A294B91787094092C52A8602A249409B504F02088B09406EAD936015A249409C5133C3398C094040ADECAA1FA24940B4DC0522CE8E094078295E643AA2494015B56DC4BC910940440239124BA24940624AEBD406960940F3E08D3455A24940BB09BB8E2899094043E35E8F66A24940708965ABB49B09401420AA096DA24940E5B62FEFB79D0940341EDA676FA249406D2CE99AD09C0940CC7B19213DA2494033EEE8E55E960940DCF206F4D5A149403A091CA21F970940F5C18929D1A149400B596FA6A897094095330C7BD1A149400D4D0A9270980940899C2E59E7A149404140ABABEA9509406327E617ECA14940553EAA26E795094006AE1903E6A14940F5282D43FD950940A6531C81DBA1494033EEE8E55E960940DCF206F4D5A14940020000000200000000002700000002000000FFFFFFFF0000000006000000000000000003;51.26118;3.19554
1030509;Put Blauwe Toren West BRUGGE;1;true;Noord-West-Vlaanderen;0x000000000104150000006E6DF7FB3A880940D5A9487B52A04940832C2163A5870940DD2698F54EA049409231780A558709409EB2741751A04940DBF4794B108709407686C0304AA04940A8F05A542287094068E2E4E644A049409EAFACA6CD8609407BECC0F63AA0494093834CD034860940A831EE8E37A04940D45C7842D1850940E39E22B835A04940AA1F0827D4840940040CBF3136A049406F326014ED83094030E2F59B37A04940408459162B830940A8D207983FA04940494C8F47DF82094071C766254AA04940DEC69D9EDB820940B3863E2F53A049406B47A913B685094021B9511E90A04940FAC542F2428609403FBD8C799EA04940D0DF6312C986094047CB2CB9ABA049405EDB1095D28709402036902490A0494044E3CAFE38880940B509A3BF7EA049400B513F394B8809403841B71F6FA049407859C4E065880940F6D6CA5A5EA049406E6DF7FB3A880940D5A9487B52A0494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.25309;3.19039
1030510;Put Blauwe Toren Noord BRUGGE;1;true;Noord-West-Vlaanderen;0x00000000010408000000553EAA26E795094006AE1903E6A149404140ABABEA9509406327E617ECA149400D4D0A9270980940899C2E59E7A149400B596FA6A897094095330C7BD1A149403A091CA21F970940F5C18929D1A1494033EEE8E55E960940DCF206F4D5A14940F5282D43FD950940A6531C81DBA14940553EAA26E795094006AE1903E6A1494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.26463;3.19875
1030601;Fonteintjes BLANKENBERGE;1;true;Noord-West-Vlaanderen;0x0000000001043B000000F0B1C1966F6B09402A363A9CCAA9494006603A6F706309403C714CDFB4A94940CE4A9ED6A15B0940EEC072F69EA94940FAC43CFD625309404C4E8FE27FA949404FCE2E4EC84709404F932B6D52A94940AA32D1D3B33F0940E9D39A072BA949400F32A3C4183D094029DE294A1EA94940EF98D73F6F3B0940299C08E516A94940CA501142D23809401E2D65AD12A94940C0F621EABD330940F7CE8DCA0CA94940EFC738EA5B3109402380565606A9494025B577A8B92B0940BEB5C933F1A84940F2E5704F762109402C25F41CC9A84940CAC88044F62009402DBD1D2AD6A8494013926AC176200940808E0FF4E1A8494054A5CA2F08200940E113B127E4A849407AE9E40F5E1F0940F5EEB22FF5A84940C12D7738F51F09405083FA41F8A849405AA8DF77622209408E32B5C2FFA84940FEB4C8F30824094007725BF804A94940F30D5A7D77250940C5E0737F09A94940BEA7A0A4EE2809407EDF201515A94940170B5F0ACE290940EF1708131BA949403A707225882A0940BE5CB4D31FA94940D1250AE9D32B0940D267DB1024A949405DC413530C2D0940B7F260E625A94940CD4F8C697C2E0940976B790230A949400B3F5194253009406F0ED8E02EA94940319BDB0B7D310940D825EBF832A9494019063C4F07340940BEDAB3123DA94940C52D195FE53709408CB30FCF4AA9494006E12AF5B2390940C7BF83AC51A94940E997CEC0B43A0940FDE19F9F56A94940B9A3AADB903B09406A4976995DA94940BA25F504593C094036E7469363A9494034F44B75003D09409995EFA466A94940C60B9BE2613F09403970C7C76EA949403A93D2F46F4009406476F63772A949405C3784078D420940D4068E867BA94940ED6EF5E30944094046257FB480A94940415B8E09F445094024F076EA88A94940C7338D0F5E470940FE1FB71B8FA94940049D6E3A33490940BBD0522794A94940A23D181DAC4A09408CD57E9899A94940212A2570F64B094084117F159FA949405EC23D761C4D0940C1A80942A3A9494076CB1547D44F0940B5F5634BABA94940056B80583251094057D99FF5AFA9494082249D07655309401CA74DB5B8A949407623C4C37D55094048969CE8C0A9494084759012B15709408B731F2DC8A94940ACA407FCD65909405AAF245FD1A949407CD854F06C5C0940C506ABA9DBA949409B5346B2EB5E0940187CC36EE3A949402D1888BD515F0940F9800789E0A94940443481045D6409403450A529F5A94940A2951A9CBB640940DAA03725EDA949403B008DAF4E690940042580B8FEA94940F0B1C1966F6B09402A363A9CCAA9494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.32352;3.15935
1030602;Haven / Spuikom BLANKENBERGE;1;true;Noord-West-Vlaanderen;0x00000000010448000000C0F3802925E708405C1FB25B08A84940DCBFB14EACE80840AA92526CFDA749405C4976D6B9E90840F6DE732CF6A7494066E13A4FE2EA084089B0DF9AF1A74940BCF34D1A40EC0840D2BE4994EFA7494005F608B859ED084094D0ECC3EFA749407AD0FF7872EE08407508FCF4F1A74940BD4D329E8DEF0840C82CEC07F6A749405A8E81F163EF0840CF1752FCFCA74940FC9868E4D3F208403EBD48FD0CA849405B92CDC10BF40840F7EB997214A8494039EBA6DE80F708407B44B3F023A8494098DDC3E2DBF80840C3A0588507A849401A6395D6B0F50840E6463D41F7A74940D24522F306F508401FA2CF4DF5A74940D439A141A0F408403E64B1E7F5A7494078F39FBB40F408403336F5AFF9A7494037C0DF9BEBF30840B1C93521F9A74940072675D9F5F208405CE48FF4F4A74940AB261655DCF008401D3D1367EAA749406807DB95E0F108407714DFB5E0A74940A2E15E634EF30840D5A865A0E3A74940474AB1E49DF408409AAD9286E7A74940D5931E885FF6084080D5F001EEA7494009FD416282F60840E841D25BECA74940051D1E98C9F60840254B0E8DE5A74940083F1F6705F70840E3C9566CE5A7494097D0351E89F70840C7870F75E5A74940B7BAFA89B3F70840FE5E8DD3DFA749402F0B35FB1BF80840237F9897D0A74940F950B15717F8084052340F8AC2A749409A270B53FBF70840AF23E203B7A74940289DB80CE4F608401F2CA5E0A7A749406FAC5F91B4F508404C3A7BDF9AA7494043F56667B0F40840FB73CFDA91A749402B9CA85DADF3084092BE4BD98DA74940D2E78999B5F20840B8F287AF8AA74940C546C13B00F208409C3CF9D18BA74940D93DE77BB2F00840BDDB9C808FA74940AB2289BDABEC0840DC018E209EA74940BA7E123784EF084083CFEAD3D8A74940EB139857E4EF08407EAC97B5D7A7494017E8F9D904F008403A4B8E61DBA749400C265C562BEF0840C75726EFE4A749404E91684EC2ED08401110BED9E0A74940F9CFA0E3D1EE0840AC4B3416DCA7494074CBB3C25CEE0840A427D525D1A74940232DA3FB3EED0840964537BDD5A7494075E0EBF609ED0840C86FCC3AD3A7494037B8D5F00AEC0840E0E28A5FD6A749403F2A98CF44EA08408DAB6BAFDDA749400E4CAF33E1E6084060466B96F0A749405B8ADE17CDE50840DCA1BD48F6A74940D6F4BF8D67E40840FC56A9C5FFA74940BD4D885EA9E3084099FFA4D104A849409A6D9C9C95E10840EE34A4B918A84940D2DE243BC9E108401D97E6F11AA849402D34F2A2D7DF0840FCBE999E2BA84940A74910D7A6DD0840161A4B693EA84940E9AE82A994DC08400CB3757D46A849403D1C1CF2AADB08400EF863604DA84940F2F2E49EE8DD0840D0B7E56352A84940176B7A95B5DF0840228F48A255A849401DBEE30505E008406E64603156A849407053E73C93E008405E239A1F46A84940A602F1930AE10840EDCF517D45A849404094ED9683E108401E6AFE213EA8494009AC3DD564E10840598A7A3A3BA84940E3B5950004E30840C1E9FE5027A849406070F763AEE40840FA2F410C17A8494047B1489A0AE5084055B1FF7C18A84940C0F3802925E708405C1FB25B08A8494001000000020000000002000000FFFFFFFF0000000006000000000000000003;51.31162;3.11658
