code,name,active,centroid_latitude,centroid_longitude
1011502,De Zelte complex I NIEUWPOORT (Ramskapelle),true,51.1201337,2.7264968
1011503,De Zelte complex II NIEUWPOORT,true,51.1111318,2.7400973
1011504,De Zelte complex III OOSTDUINKERKE,true,51.1133024,2.7023529
1011505,Polders Koolhofput Zuid NIEUWPOORT (Ramskapelle),true,51.1183267,2.7544729
1011506,Polders Koolhofput Noord NIEUWPOORT (Ramskapelle),true,51.1223471,2.7618074
1011601,Waleweiden SCHORE-LEKE,true,51.1001414,2.8623867
1011602,Polder SCHORE-MANNEKENSVERE,true,51.1175819,2.8245692
1011702,IJzer Diksmuide - Knokkebrug,true,51.0070967,2.8349051
1011703,IJzer Knokkebrug - Reningebrug,true,50.9683726,2.7952968
1011704,IJzer Reningebrug - Fintele,true,50.9575281,2.7572316
1011802,Ijzer Diksmuide - Tervaetebrug,true,51.0568603,2.8464802
1011803,Ijzer Tervaetebrug - brug St.Joris,true,51.1030362,2.8288303
1012101,Kapelleweiden SINT-PIETERSKAPELLE,true,51.1179918,2.8694825
1012102,Polder SINT-PIETERSKAPELLE,true,51.1305311,2.8456708
1012402,Noordzee OOSTDUINKERKE,false,51.1421610,2.6686686
1012403,Strand KOKSIJDE (bad) - NIEUWPOORT (westerstaketsel),true,51.1383193,2.6749652
1012501,Ijzerbroeken STAVELE,true,50.9477307,2.6860579
1012601,Ijzerbroeken BEVEREN,true,50.9400322,2.6498835
1012701,Vijver ZILLEBEKE,true,50.8375656,2.9100243
1012801,Vijver DIKKEBUS,true,50.8186433,2.8438322
1012901,Vestingen IEPER,true,50.8465587,2.8878516
1012902,Verdronken Weiden IEPER,true,50.8401407,2.8941372
1013001,IJzerbroeken DIKSMUIDE,true,51.0088065,2.8546773
1013002,Beerstblote DIKSMUIDE (Beerst),true,51.0512871,2.8609369
1013003,Polder KEIEM (DIKSMUIDE),true,51.0732877,2.8586397
1014001,Stationsput KORTEMARK,true,51.0265644,3.0502532
1014002,Bonduelle' KORTEMARK,true,51.0250191,3.0352914
1014101,Vallei Poperingevaart ELZENDAMME,true,50.9365645,2.7127241
1014201,IJzerbroeken ROESBRUGGE,true,50.9279619,2.6346709
1014301,Polder KAASKERKE-Noord,true,51.0422024,2.8348647
1014302,Polder Oud-Stuivekenskerke DIKSMUIDE,true,51.0606126,2.8360905
1014303,Polder PERVIJZE,true,51.0644827,2.8110537
1014304,Polder STUIVEKENSKERKE Noord DIKSMUIDE,true,51.0870728,2.8317978
1014305,Polder Schoorbakke,true,51.0960919,2.7945069
1014306,Polder RAMSKAPELLE-MANNEKENSVERE,true,51.1151287,2.7938640
1014401,Polder OOSTKERKE-OUDEKAPELLE,true,51.0332886,2.8044387
1014402,Komgrondengebied LAMPERNISSE,true,51.0229703,2.7718526
1014403,Polder SINT-JACOBSKAPELLE,true,51.0222138,2.8336154
1014501,Polder BOOITSHOEKE,true,51.0867579,2.7510701
1014601,Polder WULPEN,true,51.0976091,2.7159723
1020101,Spuikom OOSTENDE,true,51.2280106,2.9528485
1020102,Kalkaert OOSTENDE,true,51.1952093,2.8597178
1020103,Weiden Vliegveld OOSTENDE,true,51.1974368,2.8755985
1020104,Zoute Kreek en Sluiskreek OOSTENDE,true,51.1960436,2.9420602
1020105,Grote Keignaert OOSTENDE,true,51.1980301,2.9618100
1020106,Maria Hendrika-park OOSTENDE,true,51.2208141,2.9260239
1020107,Zwaanhoek OUDENBURG,true,51.1998200,2.9936195
1020110,Opgespoten terreinen/gipsstort UCB OOSTENDE,true,51.2116586,2.9851775
1020115,Oud Zwaaidok OOSTENDE,true,51.2205583,2.9411029
1020117,Vuurtorendok OOSTENDE,true,51.2370447,2.9328097
1020119,Visserijdok OOSTENDE,true,51.2328152,2.9334042
1020125,Noord-Ede-Kreek OOSTENDE,true,51.2236489,2.9700850
1020127,Havengeul OOSTENDE,true,51.2374206,2.9218297
1020128,Kanaal Oostende-Plassendalebrug,true,51.2174542,2.9724482
1020129,Gouweloze Kreek OOSTENDE,true,51.2021276,2.9390354
1020130,Kleine Keignaert OOSTENDE,true,51.1876565,2.9756983
1020131,Domein Prins Karel OOSTENDE (Raversijde),false,51.2016558,2.8531204
1020133,Leopoldspark OOSTENDE,true,51.2283272,2.9142378
1020135,Kanaal Plassendalebrug - Stalhillebrug,true,51.2038310,3.0428897
1020136,Saspolder (Esso-putten) OOSTENDE,true,51.2182834,2.9817529
1020137,Havengeul/dokken OOSTENDE,true,51.2297052,2.9291701
1020138,Steenbakkerij Keignaert  & Geuzenbos OOSTENDE,true,51.2051690,2.9522236
1020139,Oude Straatkreek,true,51.1928850,2.9550970
1020201,Zwaaidok OOSTENDE,true,51.2136182,2.9944092
1020202,t Pomptje OUDENBURG,true,51.2109870,3.0390193
1020205,Kanaal Plassendale - Nieuwpoort,true,51.1681400,2.8810163
1020206,Vaartzone Rattevallebrug - Kalsijdebrug MIDDELKERKE,true,51.1710763,2.8734505
1020207,Weiden OUDENBURG,true,51.1933178,3.0262074
1020208,Schorreweide OUDENBURG,true,51.2160293,3.0405683
1020302,Kleiputten Snaaskerke GISTEL,true,51.1829204,2.9307611
1020303,Polder SNAASKERKE,true,51.1857921,2.9311267
1020304,Zandwinningsputten SNAASKERKE,true,51.1803287,2.9222646
1020401,Noordzee OOSTENDE - WESTENDE,false,51.2044277,2.8368616
1020402,Strand WESTENDE-OOSTENDE,true,51.2010737,2.8392361
1020602,Autostradeputten GISTEL,true,51.1587324,2.9369138
1020701,Viconjeweiden BREDENE,true,51.2335611,2.9568633
1020703,Weiden BREDENE,true,51.2348311,2.9889690
1020704,Noord Ede Spaarbekken BREDENE,true,51.2226681,2.9766099
1020705,Paelsteenpanne BREDENE,true,51.2579002,2.9855881
1020706,D'Heye BREDENE,true,51.2484924,2.9936119
1020902,Puidebroeken MIDDELKERKE,true,51.1696767,2.8319686
1020903,Rattevalle,true,51.1475142,2.7998523
1021303,Klemskerke Noord KLEMSKERKE,true,51.2517289,3.0356103
1021304,Klemskerke Zuid KLEMSKERKE,true,51.2409444,3.0380606
1021305,Klemskerke Polder KLEMSKERKE,true,51.2366343,3.0208409
1021601,Noordzee OOSTENDE - DE HAAN,false,51.2609501,2.9711624
1021602,Strand OOSTENDE-DE HAAN,true,51.2599356,2.9799430
1021702,Polder ZANDE,true,51.1153927,2.9053902
1021901,Schapeweide MIDDELKERKE,true,51.1716654,2.8087258
1021902,Weiden MIDDELKERKE,true,51.1621291,2.7985553
1021903,Crocodille MIDDELKERKE,true,51.1729047,2.8024959
1021904,Schuddebeurze MIDDELKERKE,true,51.1450387,2.7738765
1022401,Polder WILSKERKE-LEFFINGE,true,51.1829488,2.8641643
1022501,Polder West SLIJPE,true,51.1472258,2.8287715
1022502,Polder Oost SLIJPE,true,51.1570094,2.8819888
1022503,Polder Noord SLIJPE,true,51.1635522,2.8515807
1022504,Polder Snipgate LEFFINGE,true,51.1626213,2.9200460
1022601,Weidecomplex STENE,true,51.1962783,2.9152211
1030101,Hoge Dijken ROKSEM,true,51.1760736,3.0494462
1030104,Stortput ROKSEM,false,51.1569803,3.0384044
1030201,Putten Dujardin KNOKKE-HEIST (+2011),false,51.3296536,3.2822971
1030202,Put Cloedt KNOKKE-HEIST (+2012),false,51.3369753,3.2753542
1030203,Laguna Beach KNOKKE-HEIST,true,51.3355743,3.2557070
1030204,Het Zwin KNOKKE-HEIST,true,51.3625230,3.3598645
1030206,Zegemeer KNOKKE-HEIST,true,51.3453712,3.2807971
1030207,Noordzee ZEEBRUGGE - Nederlandse grens,false,51.3601707,3.2771300
1030208,Dievegat (+ Zilte Weiden) KNOKKE - HEIST DIEVEGAT,true,51.3501465,3.3718216
1030210,Zwinweiden + Kleyne Vlakte KNOKKE-HEIST WEIDEN ZWIN,true,51.3541479,3.3413582
1030212,Kleiputten HEIST,true,51.3288762,3.2313360
1030215,Zwinpark KNOKKE-HEIST,true,51.3593423,3.3477974
1030219,Nieuwe Vrede KNOKKE-HEIST,true,51.3353828,3.3692186
1030221,Zwinpolders KNOKKE-HEIST,true,51.3387132,3.3321745
1030222,Oude Vrede KNOKKE-HEIST,true,51.3314569,3.3566169
1030223,Greveningedijk (+ kreek) KNOKKE-HEIST,true,51.3180582,3.3518946
1030224,Kreek Da Costa KNOKKE-HEIST,true,51.3484483,3.3557173
1030225,Vaartzone HEIST,true,51.3136957,3.2459159
1030226,Strand KNOKKE-HEIST (exclusief Baai van Heist),true,51.3546822,3.2924630
1030305,Legerputje ZEEBRUGGE,true,51.3243706,3.1875096
1030309,Achterhaven ZEEBRUGGE,true,51.3045128,3.2238115
1030319,Westdam ZEEBRUGGE,true,51.3472836,3.1875441
1030320,Oostdam ZEEBRUGGE,true,51.3475302,3.2118877
1030321,Baai van Heist KNOKKE-HEIST,true,51.3448207,3.2301731
1030322,Strand BLANKENBERGE-ZEEBRUGGE,true,51.3267629,3.1544490
1030323,Smientenweiden (Oudemaerspolder) ZEEBRUGGE,true,51.3212541,3.1692081
1030401,Plas St.Pieters BRUGGE,true,51.2315054,3.1936260
1030402,Plas AZ ST.Jan BRUGGE (St.Pieters),true,51.2188531,3.1924980
1030403,Speien ST-PIETERS-MEETKERKE,true,51.2268091,3.1800416
1030501,Blauwe Toren BRUGGE,true,51.2573230,3.1974471
1030503,Ter Doest LISSEWEGE,true,51.2783178,3.2022501
1030505,Eendenkooi LISSEWEGE,true,51.2748753,3.2084748
1030506,Polder LISSEWEGE,true,51.2971463,3.1806625
1030507,Monnikenswerve LISSEWEGE,true,51.2901827,3.2038690
1030508,Weiden Blauwe Toren BRUGGE,true,51.2611675,3.1955384
1030601,Fonteintjes BLANKENBERGE,true,51.3235156,3.1593465
1030602,Haven / Spuikom BLANKENBERGE,true,51.3116183,3.1165760
1030701,Uitkerkse Polder UITKERKE,true,51.2904380,3.1188267
1030803,Poldercomplex DUDZELE,true,51.2662403,3.2398355
1030901,Put Zevekerke LOPPEM,true,51.1591445,3.1690818
1030902,Lac van Loppem LOPPEM,true,51.1618906,3.1878905
1031001,Vijverhof (Boudewijnpark) ST.-MICHIELS (Brugge),true,51.1822888,3.2161942
1031002,Put Novotel ST-MICHIELS,true,51.1877731,3.2077382
1031003,Spoorwegvijver ST.-MICHIELS,true,51.1792932,3.2281387
1031101,Fribona OOSTKAMP,true,51.1480996,3.2235555
1031102,Put Erkegem OOSTKAMP,true,51.1369732,3.2558315
1031103,Spoorwegput OOSTKAMP,true,51.1699467,3.2335498
1031105,Rivierbeek OOSTKAMP,true,51.1329634,3.2407458
1031107,OOSTKAMP LAC ONA,false,51.1673643,3.2254592
1031111,Warandeputten OOSTKAMP,true,51.1573024,3.2476845
1031112,Lijsterbeekvijver OOSTKAMP,true,51.1718399,3.2200611
1031201,Expresswegput ST.-ANDRIES (Brugge),true,51.2112737,3.1888880
1031202,Koude Keuken ST.-ANDRIES (Brugge),true,51.2044513,3.1812160
1031203,Duvelsgat ST.-ANDRIES (Brugge),true,51.1653535,3.1434876
1031207,Bloemendaele SINT-ANDRIES,true,51.2118431,3.1698673
1031303,Afleidingskanalen Heist-Zelzatebruggen ZEEBRUGGE,true,51.3137300,3.2414376
1031310,Afleidingskanalen Syphons - Moerkerke,true,51.2514348,3.3437682
1031311,Afleidingskanalen Zelzatebrug - Broekebrug,true,51.2866679,3.2713637
1031312,Afleidingskanalen Broekebrug - Syphons,true,51.2711423,3.2888572
1031401,Kleiputten St.Donaas HOEKE,true,51.3041024,3.3577923
1031402,Kleiputten Steenbakkerij HOEKE,true,51.2894043,3.3461034
1031403,Zwarte Sluispolder HOEKE,true,51.3083338,3.3399693
1031601,Zandbergput OEDELEM,true,51.1920163,3.3396387
1031701,Put VLISSEGEM,true,51.2608405,3.0644690
1031703,Poldercomplex VLISSEGEM,true,51.2532803,3.0612345
1031704,Bunkerweiden VLISSEGEM,true,51.2453566,3.0528674
1031801,Vestingen BRUGGE,true,51.2061236,3.2190671
1032001,Zeekanaal BRUGGE-ZEEBRUGGE,true,51.2739935,3.2110656
1032402,Van Haelewijn BEERNEM,true,51.1439813,3.3503855
1032404,Zandwinning/Kijkuit BEERNEM,true,51.1298417,3.3539060
1032405,Drie Koningen BEERNEM,true,51.1257720,3.2819342
1032408,Miseriebocht BEERNEM,true,51.1286957,3.3540066
1032409,Bloemendaele BEERNEM,true,51.1302154,3.3284532
1032411,Gentse Vaart St.Joris tot Beernem,true,51.1313635,3.3539825
1032412,Gentse Vaart Beernem tot Moerbrugge,true,51.1458343,3.2988678
1032413,Bulskampveld BEERNEM,true,51.1126055,3.2965957
1032414,Gentse Vaart Moerbrugge-Steenbrugge,true,51.1698257,3.2468089
1032415,Gentse Vaart Brugge-Steenbrugge,true,51.2082714,3.2303490
1032503,Polderwind ZUIENKERKE,true,51.2612547,3.1810836
1032505,Polder Zuienkerke West ZUIENKERKE,true,51.2632534,3.1261702
1032506,Polder Zuienkerke Oost ZUIENKERKE,true,51.2583570,3.1653819
1033001,Weiden STALHILLE (Nieuwege),true,51.2110122,3.0924277
1033002,Oostendse Vaart Nieuwege - Stalhille,true,51.2055508,3.1044169
1033003,Weiden Vijfwege STALHILLE,true,51.2264231,3.0557151
1033004,Schobbejak STfALHILLE,true,51.2056781,3.0761645
1033005,Oostendse Vaart Scheepsdaele-Nieuwege,true,51.2145278,3.1685321
1033006,Weiden jagersput STALHILLE,true,51.1984631,3.0663923
1033007,Weiden STALHILLE,true,51.2082985,3.0643443
1033101,Weiden DAMME,false,51.2524191,3.2657497
1033107,Putje Maleveld DAMME,true,51.2196239,3.3103766
1033108,Poldercomplex Damme Noord (Rombautswerve) DAMME,true,51.2652464,3.2814214
1033109,Stadswallen DAMME,true,51.2510143,3.2810086
1033110,Poldercomplex Damme West DAMME,true,51.2699142,3.2667144
1033111,Poldercomplex Damme Oost (Konduitput) DAMME,true,51.2484497,3.3084692
1033113,Bonemput DAMME,true,51.2450475,3.2892478
1033114,Poldercomplex Vlienderhaag (MOERKERKE),true,51.2749932,3.3264672
1033115,Poldercomplex Damme Zuid (Pijpeweg) DAMME,true,51.2369425,3.2793786
1033302,Put MEETKERKE,true,51.2258755,3.1585195
1033303,Lage Moeren MEETKERKE,true,51.2222402,3.1480561
1033307,Eendenkooi MEETKERKE,true,51.2180311,3.1427459
1033308,Hoge Moere MEETKERKE,true,51.2364876,3.1529342
1033401,Poldercomplex OOSTKERKE,true,51.2921942,3.3005974
1033406,Kleiputten OOSTKERKE,true,51.2895227,3.3101255
1033407,Put Bekaert OOSTKERKE,true,51.2890351,3.3159408
1033701,Lapscheuregat LAPSCHEURE,true,51.3021287,3.3702410
1033702,Flettersdam (Platte Kreek) LAPSCHEURE,true,51.2823591,3.3549041
1033703,Kaleshoek LAPSCHEURE,true,51.2812129,3.3648394
1033705,Kwabettekreek LAPSCHEURE,true,51.2771136,3.3612344
1033706,Polder LAPSCHEURE,true,51.2821682,3.3672218
1033707,Putje Kobus LAPSCHEURE,true,51.3025176,3.3634497
1033708,Damwegplas MIDDELBURG,true,51.2543313,3.3636256
1033802,Rijkswachtpolders JABBEKE,true,51.1927539,3.0498212
1033901,Palingpot STALHILLE,true,51.2242669,3.0263269
1034002,Polders KOOLKERKE,true,51.2448453,3.2531756
1034103,Meibosvijver SIJSELE,true,51.1963613,3.3225315
1034104,Golf SIJSELE,true,51.2161464,3.3407010
1034105,Polder SIJSELE,true,51.2228776,3.3410928
1034301,Kwetshage VARSENARE,true,51.2044407,3.1135870
1034302,Tuingebied SBZ VARSENARE,true,51.1986222,3.1006076
1034501,Put ZERKEGEM,true,51.1597975,3.0710259
1034601,Stationsput EERNEGEM,true,51.1280820,3.0086954
1034602,Meersen EERNEGEM,true,51.1396907,3.0111229
1035001,Damse Vaart Hoeke (brug) - Nederlandse grens,true,51.2995013,3.3545930
1035002,Damse Vaart Syphons - Hoeke (brug),true,51.2810245,3.3175562
1035003,Damse Vaart Brugge - Damme (Syphons),true,51.2418756,3.2663577
1035201,Poldercomplex HOUTAVE,true,51.2246298,3.1030201
1035202,Hoge Moere HOUTAVE,true,51.2394189,3.1270680
1036102,Leopoldkanaal + Schipdonkkanaal MALDEGEM (Leestjensbrug-Strobrug),true,51.2385257,3.4269083
1036502,Doolhofvijver SINT-KRUIS (Brugge),true,51.2050775,3.2803298
1036503,Ryckevelde SINT-KRUIS-BRUGGE,true,51.1964819,3.2952738
1036701,Assebroekse Meersen ASSEBROEK,true,51.1849005,3.2724780
1036801,Put BEKEGEM,true,51.1574336,3.0262342
1037101,Put SNELLEGEM,true,51.1688934,3.1076904
1037401,Noordzee BLANKENBERGE - ZEEBRUGGE,false,51.3391188,3.1549112
1037503,Noordzee DE HAAN - BLANKENBERGE,false,51.3013681,3.0658138
1037504,Strand DE HAAN - BLANKENBERGE,true,51.2965361,3.0657488
1038201,Put ETTELGEM,true,51.1758504,3.0166073
1038301,Rivierbeek MOERBRUGGE,false,51.1586452,3.2569967
1038401,Vloetemveld ZEDELGEM,true,51.1479643,3.1012977
1038501,Kasteel de Maere TORHOUT,true,51.0942939,3.0810053
1038502,Moerenveldput TORHOUT,true,51.0544810,3.0851065
1038503,Fonteinpadput Bos Wijnendale TORHOUT,true,51.0755001,3.0303588
1040203,Geitepark I ROESELARE,true,50.9508762,3.1154500
1040204,Geitepark II ROESELARE,true,50.9478869,3.1174172
1040205,Ronde Kom / Kleine Bassin ROESELARE,true,50.9524363,3.1250852
1040401,Kleiputten HOOGLEDE,true,50.9860365,3.0646047
1040601,Kleiputten RUMBEKE,true,50.9186311,3.1365915
1040701,Kanaal Ronde Kom - brug A17,true,50.9423313,3.1542967
1040702,Kanaal brug A17 - brug Emelgem,true,50.9281853,3.1934886
1040703,Kanaal brug Emelgem - brug Ingelmunster,true,50.9198581,3.2345556
1040704,Kanaal brug Ingelmunster - brug Oostrozebeke,true,50.9121846,3.2886476
1040705,Kanaal brug Oostrozebeke - sas Ooigem,true,50.9028868,3.3355299
1040801,Provinciaal Domein 't Veld ARDOOIE,true,50.9611073,3.2317445
1040802,Vijver Ardovries ARDOOIE,true,50.9570764,3.2190295
1060201,Bergelenput GULLEGEM,true,50.8408030,3.1871028
1060301,De Gavers HARELBEKE,true,50.8425827,3.3287640
1061702,Sas D'Hooie St.-BAAFS-VIJVE,true,50.9175243,3.4240007
1061802,Zavelput WAKKEN,true,50.9270426,3.4149181
1061803,Mandelkreek WAKKEN,true,50.9297176,3.3911790
1067701,Waterspaarbekken Kulak KORTRIJK,false,50.8252574,3.2846609
2050101,Zwaneplas ZEVERGEM,true,50.9932413,3.6899045
2050103,Ham ZEVERGEM,true,50.9773090,3.7032748
2050104,Forelputten ZEVERGEM,true,50.9590378,3.6803367
2050107,Schelde ZEVERGEM,true,50.9667355,3.6946900
2050108,Bruwe ZEVERGEM,true,50.9654458,3.6895311
2050110,Krommenhoek ZEVERGEM,true,50.9739765,3.7002484
2050114,Oudmeers ZEVERGEM,true,50.9669174,3.6753946
2050115,De Piere ZEVERGEM,true,50.9620959,3.6867628
2050118,Bomput ZEVERGEM,true,50.9714424,3.6913319
2050123,Zonneputje ZEVERGEM,true,50.9939976,3.7218233
2050124,Spanjaard ZEVERGEM,true,50.9801754,3.7084452
2050125,Doornhammeke ZEVERGEM,true,50.9664884,3.6872757
2050201,Skiput DE PINTE,true,50.9837825,3.6592839
2050301,Watersportbaan GENT,true,51.0493026,3.6909764
2050309,Blaarmeersen GENT,true,51.0429381,3.6862945
2050401,Bourgoyen-Ossemeersen DRONGEN,true,51.0619852,3.6739353
2050404,Leeuwenhof (= Hof ter Beke) DRONGEN,true,51.0670385,3.6562709
2050406,Keuzemeersen DRONGEN,true,51.0305855,3.6421468
2050407,Hoge Laken DRONGEN,true,51.0421010,3.6558656
2050408,Assels DRONGEN,true,51.0406813,3.6728159
2050502,Stuw Schelde ZWIJNAARDE,true,51.0088300,3.7471383
2050804,Meersen Damvallei DESTELBERGEN,true,51.0503138,3.8290885
2050805,Damvalleimeer DESTELBERGEN,true,51.0518114,3.8064997
2050807,Scheldemeer DESTELBERGEN,true,51.0498262,3.7877023
2050808,Damslootmeer DESTELBERGEN,true,51.0448771,3.8088658
2050809,Oude Surfput DESTELBERGEN (Lochristi),true,51.0788014,3.8256288
2050810,Tijgebonden Oude Schelde Gent - monding Ringvaart,true,51.0363984,3.7806553
2050816,Kalverbos HEUSDEN,true,51.0102663,3.8000201
2051001,Spaarbekkens KLUIZEN,true,51.1536870,3.7071016
2051102,Oude Kanaalarm (Houtdok) LANGERBRUGGE,true,51.1101030,3.7366036
2051109,Opgespoten terrein (96/97) LANGERBRUGGE,true,51.1160786,3.7344942
2051201,Leopoldskanaal/polders WATERVLIET-BOEKHOUTE,true,51.2685615,3.6692457
2051204,Vliet BOEKHOUTE,true,51.2479447,3.7177159
2051309,Krekengebied ASSENEDE,true,51.2491686,3.7598638
2051401,Provinciaal Domein WACHTEBEKE,true,51.1481269,3.8827245
2051404,Sint-Elooiskreek WACHTEBEKE,true,51.2140413,3.8778461
2051405,Grote Kreek WACHTEBEKE / MOERBEKE,true,51.2101808,3.9265930
2051406,Zoute Kreek WACHTEBEKE,true,51.2048026,3.9108777
2051501,Fabelta ZWIJNAARDE,true,51.0047909,3.7386714
2051504,Tijarm (tot ringvaart) ZWIJNAARDE,true,51.0012257,3.7344568
2051506,Schelde ZWIJNAARDE,true,50.9929869,3.7212441
2051507,Meersbloem ZEVERGEM,true,50.9865940,3.7163396
2051508,Rijvisschestraat ZWIJNAARDE,true,51.0109413,3.6866259
2051601,Liedermeerspark MERELBEKE,true,51.0157471,3.7454381
2051801,Kraenepoel AALTER,true,51.0761530,3.4806924
2052002,Durmen (Schipdonkkanaal tot Hansbekebrug) MERENDREE,true,51.0823485,3.5644532
2052005,Loplas (= Zandwinning Lovendegembrug) LOVENDEGEM,true,51.0911137,3.5961857
2052006,Schipdonkplas (= Zandwinning Schipdonkbrug) MERENDREE,true,51.0988818,3.5593267
2052007,Schipdonkkanaal Hansbekebrug-brug Nevele,true,51.0546291,3.5655054
2052008,Schipdonkkanaal Nevele brug - Deinze brug,true,51.0099487,3.5409992
2052009,Brugse Vaart Aalterbrug - Bellembrug,true,51.1060706,3.4650542
2052010,Brugse Vaart Bellembrug - Durmen,true,51.0933888,3.5310852
2052011,Brugse Vaart Durmen - Lovendegembrug,true,51.0934781,3.5794972
2052012,Brugse Vaart Lovendegembrug - ringvaart,true,51.0911853,3.6324376
2052013,Durmenplas (= Zandwinning Durmenbrug) Merendree Put) MERENDREE,true,51.0924544,3.5740128
2052101,Gentbrugse Meersen GENTBRUGGE,true,51.0410959,3.7837980
2052102,Zandafgraving Heusdenbrug MELLE,true,51.0243173,3.7857275
2052103,Visvijvers MELLE,true,50.9931646,3.8055910
2052201,Ringvaart + OT BELZELE,true,51.0971260,3.6902042
2052304,Durmmeersen (vroegere Bergona) VINDERHOUTE,true,51.0877595,3.6527444
2052305,Zuurhoek + Molenmeers VINDERHOUTE,true,51.0883564,3.6220765
2052401,Sidmar I ST.-KRUIS-WINKEL,true,51.1613433,3.8130743
2052402,Sidmar II ST.-KRUIS-WINKEL,true,51.1538803,3.8052000
2052501,Oud Vliegveld LOCHRISTI,true,51.0977252,3.7994787
2053002,Rodenhuizedok TERDONK,true,51.1462102,3.7901350
2053004,"Blusput + Desteldonk Noord (vroeger opgespoten terrein, 96/97) RODENHUIZE",true,51.1280116,3.7987066
2053302,Zandput Grote Belderik BEERVELDE,true,51.0624897,3.8513893
2053303,Put Lobos BEERVELDE,true,51.0815057,3.8449804
2053701,Krekengebied ST.-LAUREINS-ST.-JAN-IN-EREMO,true,51.2748924,3.5680443
2053801,Petroleumdok OOSTAKKER,true,51.1142508,3.7563896
2053901,Kuhlman (Callemansputten) ZELZATE,true,51.1884334,3.7858326
