occurrence_ID,type,language,license,rightsholder,accessRights,datasetID,institutionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,sex,lifeStage,organismID,organismName,samplingProtocol,samplingEffort,eventDate,minimumElevationInMeters,minimumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,scientificName,kingdom,phylum,class,order,family,taxonRank,genus,specificEpithet,scientificNameAuthorship,vernacularName,nomenclaturalCode
610:20130017200056,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3633},2013-00-17T20:00:56Z,0,298,15.2393993,-9.0741357,WGS84,10,2013-00-17T20:00:56Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130017210054,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3598},2013-00-17T21:00:54Z,0,312,15.2393991,-9.074097,WGS84,11,2013-00-17T21:00:54Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130017220057,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3603},2013-00-17T22:00:57Z,0,311,15.2394538,-9.0741081,WGS84,10,2013-00-17T22:00:57Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130017230057,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3600},2013-00-17T23:00:57Z,0,300,15.239426,-9.0741072,WGS84,33,2013-00-17T23:00:57Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018080056,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':32399},2013-00-18T08:00:56Z,0,296,15.2283509,-9.0667552,WGS84,13,2013-00-18T08:00:56Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018090023,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3567},2013-00-18T09:00:23Z,0,275,15.245875,-9.0341575,WGS84,12,2013-00-18T09:00:23Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018090054,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':31},2013-00-18T09:00:54Z,0,330,15.2266608,-9.0659941,WGS84,10,2013-00-18T09:00:54Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018100010,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3556},2013-00-18T10:00:10Z,0,266,15.2528266,-9.0349974,WGS84,20,2013-00-18T10:00:10Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018100037,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':27},2013-00-18T10:00:37Z,0,296,15.2258216,-9.0706499,WGS84,11,2013-00-18T10:00:37Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018110021,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3584},2013-00-18T11:00:21Z,0,298,15.227128,-9.068425,WGS84,11,2013-00-18T11:00:21Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018110024,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3},2013-00-18T11:00:24Z,0,266,15.2525703,-9.0349643,WGS84,11,2013-00-18T11:00:24Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018120008,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3584},2013-00-18T12:00:08Z,0,271,15.2525743,-9.0350037,WGS84,12,2013-00-18T12:00:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018120056,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':48},2013-00-18T12:00:56Z,0,294,15.2270635,-9.0689468,WGS84,9,2013-00-18T12:00:56Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018130038,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3582},2013-00-18T13:00:38Z,0,301,15.2257636,-9.0706533,WGS84,10,2013-00-18T13:00:38Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018140024,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3586},2013-00-18T14:00:24Z,0,299,15.2258164,-9.0706252,WGS84,16,2013-00-18T14:00:24Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018150011,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3587},2013-00-18T15:00:11Z,0,273,15.2529044,-9.0347533,WGS84,16,2013-00-18T15:00:11Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018150026,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':15},2013-00-18T15:00:26Z,0,298,15.2258331,-9.0706444,WGS84,20,2013-00-18T15:00:26Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018160022,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3596},2013-00-18T16:00:22Z,0,294,15.2257791,-9.0706196,WGS84,12,2013-00-18T16:00:22Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018170007,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3585},2013-00-18T17:00:07Z,0,298,15.2283152,-9.0675858,WGS84,12,2013-00-18T17:00:07Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018190006,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':7199},2013-00-18T19:00:06Z,0,291,15.2422889,-9.0816322,WGS84,8,2013-00-18T19:00:06Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018200008,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3602},2013-00-18T20:00:08Z,0,288,15.242301,-9.0816132,WGS84,14,2013-00-18T20:00:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018210005,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3597},2013-00-18T21:00:05Z,0,292,15.2422923,-9.0816407,WGS84,19,2013-00-18T21:00:05Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018220038,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3633},2013-00-18T22:00:38Z,0,295,15.2422634,-9.0816503,WGS84,6,2013-00-18T22:00:38Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018230026,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3588},2013-00-18T23:00:26Z,0,305,15.2282942,-9.0775793,WGS84,6,2013-00-18T23:00:26Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130018230036,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':10},2013-00-18T23:00:36Z,0,297,15.242309,-9.081643,WGS84,9,2013-00-18T23:00:36Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130019000026,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3590},2013-00-19T00:00:26Z,0,309,15.2282875,-9.0775255,WGS84,29,2013-00-19T00:00:26Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130019000037,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':11},2013-00-19T00:00:37Z,0,295,15.2423325,-9.0816341,WGS84,10,2013-00-19T00:00:37Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130019010026,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3589},2013-00-19T01:00:26Z,0,295,15.2283878,-9.0775771,WGS84,22,2013-00-19T01:00:26Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130019020056,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3630},2013-00-19T02:00:56Z,0,298,15.2283387,-9.0775559,WGS84,4,2013-00-19T02:00:56Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130019070053,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':17997},2013-00-19T07:00:53Z,0,306,15.2399128,-9.0689655,WGS84,13,2013-00-19T07:00:53Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
