"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"IUCNCriteria";"Reference";"Biome";"Biotope1";"Biotope2";"Cuddliness";"Lifespan";"Mobility";"NutrientLevel";"Spine"
"INBO_RL_VAL_BUT_2011_712";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Hesperiidae";"Pyrgus";"armoricanus";"Pyrgus armoricanus";"Bretons spikkeldikkopje";"Uitgestorven in Vlaanderen";"RE";"LC";"IUCN";;"Maes_etal_2011";"Terrestrial";"Grasslands";;"High";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_713";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Hesperiidae";"Pyrgus";"malvae";"Pyrgus malvae";"Aardbeivlinder";"Ernstig bedreigd";"CR";"LC";"IUCN";"B2a(i)b(iii);E";"Maes_etal_2011";"Terrestrial";"Heathlands";;"High";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_714";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Nymphalidae";"Pyronia";"tithonus";"Pyronia tithonus";"Oranje zandoogje";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2011";"Terrestrial";"Grasslands";;"High";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_715";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Lycaenidae";"Satyrium";"ilicis";"Satyrium ilicis";"Bruine eikenpage";"Ernstig bedreigd";"CR";"LC";"IUCN";"A2c;B2a(i)b(ii,iii)";"Maes_etal_2011";"Terrestrial";"Shrubs";;"High";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_716";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Lycaenidae";"Satyrium";"w-album";"Satyrium w-album";"Iepenpage";"Kwetsbaar";"VU";"LC";"IUCN";"B2a(i)b(iii)";"Maes_etal_2011";"Terrestrial";"Woodlands";;"High";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_717";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Hesperiidae";"Spialia";"sertorius";"Spialia sertorius";"Kalkgraslanddikkopje";"Uitgestorven in Vlaanderen";"RE";"LC";"IUCN";;"Maes_etal_2011";"Terrestrial";"Grasslands";;"High";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_718";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Lycaenidae";"Thecla";"betulae";"Thecla betulae";"Sleedoornpage";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2011";"Terrestrial";"Shrubs";;"High";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_719";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Hesperiidae";"Thymelicus";"lineola";"Thymelicus lineola";"Zwartsprietdikkopje";"Kwetsbaar";"VU";"LC";"IUCN";"A2c;B2b(ii,iii)";"Maes_etal_2011";"Terrestrial";"Grasslands";;"High";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_720";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Hesperiidae";"Thymelicus";"sylvestris";"Thymelicus sylvestris";"Geelsprietdikkopje";"Kwetsbaar";"VU";"LC";"IUCN";"A2c;B2a(i)b(ii,iii)";"Maes_etal_2011";"Terrestrial";"Grasslands";;"High";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_721";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Nymphalidae";"Vanessa";"atalanta";"Vanessa atalanta";"Atalanta";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2011";"Terrestrial";"Eurytopic";;"High";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_BUT_2011_722";"Butterflies";2011;"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Nymphalidae";"Vanessa";"cardui";"Vanessa cardui";"Distelvlinder";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2011";"Terrestrial";"Eurytopic";;"High";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1091";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Abax";"ater";"Abax ater ";"Gewone breedborst";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1092";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Abax";"carinatus";"Abax carinatus ";"Langkielbreedborst";"Met uitsterven bedreigd";"CR";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1093";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Abax";"ovalis";"Abax ovalis ";"Ovale breedborst";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1094";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Abax";"parallelus";"Abax parallelus ";"Rechte breedborst";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1095";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"brunnipes";"Acupalpus brunnipes ";"Bruine bontloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1096";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"consputus";"Acupalpus consputus ";"Oeverbontloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1097";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"dubius";"Acupalpus dubius ";"Moerasbontloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1098";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"exiguus";"Acupalpus exiguus ";"Kleinbontloper";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1099";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"flavicollis";"Acupalpus flavicollis ";"Geelhalsbontloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1100";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"meridianus";"Acupalpus meridianus ";"Akkerbontloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Shrubs";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1101";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"parvulus";"Acupalpus parvulus ";"Rietbontloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1102";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"transversalis";"Acupalpus transversalis ";"Rivierbontloper";"Onvoldoende gekend ";"DD";;"Regional";;"Desender_etal_2008";"Terrestrial";"Rheophilous";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1103";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Aepus";"marinus";"Aepus marinus ";"Zeeklifloper";"Uitgestorven  ";"RE";;"Regional";;"Desender_etal_2008";"Terrestrial";"SaltMarshes";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1104";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"albipes";"Agonum albipes";"Oeversnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1105";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"assimile";"Agonum assimile";"Bossnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1106";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"dolens";"Agonum dolens ";"Stomphalssnelloper";"Uitgestorven  ";"RE";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1107";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"dorsale";"Agonum dorsale";"Akkersnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1108";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"ericeti";"Agonum ericeti ";"Turfsnelloper";"Met uitsterven bedreigd";"CR";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1109";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"fuliginosum";"Agonum fuliginosum ";"Moerassnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1110";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"gracile";"Agonum gracile ";"Veenmossnelloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1111";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"gracilipes";"Agonum gracilipes ";"Kortpootsnelloper";"Met uitsterven bedreigd";"CR";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1112";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"livens";"Agonum livens";"Ringneksnelloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1113";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"lugens";"Agonum lugens ";"Rouwsnelloper";"Uitgestorven  ";"RE";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1114";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"marginatum";"Agonum marginatum ";"Geelrandsnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1115";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"micans";"Agonum micans ";"Riviersnelloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1116";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"moestum";"Agonum moestum";"Glanzende snelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1117";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"muelleri";"Agonum muelleri ";"Grassnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1118";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"nigrum";"Agonum nigrum ";"Zwarte snelloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1119";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"obscurum";"Agonum obscurum";"Smalhalssnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1120";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"piceum";"Agonum piceum ";"Bruine snelloper";"Bedreigd  ";"EN";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1121";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"scitulum";"Agonum scitulum ";"Blauwzwarte snelloper";"Uitgestorven  ";"RE";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1122";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"sexpunctatum";"Agonum sexpunctatum ";"Zespuntsnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1123";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"thoreyi";"Agonum thoreyi ";"Rietsnelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1124";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"versutum";"Agonum versutum ";"Vensnelloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1125";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"viduum";"Agonum viduum ";"Groene snelloper";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1126";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Agonum";"viridicupreum";"Agonum viridicupreum ";"Kopergroene snelloper";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1127";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"aenea";"Amara aenea ";"Bronzen glimmer";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1128";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"anthobia";"Amara anthobia ";"Kleine roodpootglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1129";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"apricaria";"Amara apricaria ";"Ruderaalglimmer";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1130";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"aulica";"Amara aulica ";"Distelglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1131";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"bifrons";"Amara bifrons ";"Bruingele glimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1132";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"brunnea";"Amara brunnea ";"Bruine bosglimmer";"Met uitsterven bedreigd";"CR";;"Regional";;"Desender_etal_2008";"Terrestrial";"Woodlands";"Heathlands";"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1133";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"communis";"Amara communis ";"Veldglimmer";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1134";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"concinna";"Amara concinna ";"Gladde drietandglimmer";"Uitgestorven  ";"RE";;"Regional";;"Desender_etal_2008";"Terrestrial";"Rheophilous";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1135";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"consularis";"Amara consularis ";"Tandhalsglimmer";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Shrubs";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1136";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"convexior";"Amara convexior ";"Rechte glimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1137";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"convexiuscula";"Amara convexiuscula ";"Kwelderglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"SaltMarshes";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1138";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"cursitans";"Amara cursitans ";"Mergelglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1139";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"curta";"Amara curta ";"Korte glimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Dunes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1140";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"equestris";"Amara equestris ";"Borstelglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1141";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"eurynota";"Amara eurynota ";"Breedrugglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1142";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"famelica";"Amara famelica ";"Grote heideglimmer";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1143";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"familiaris";"Amara familiaris ";"Akkerroodpootglimmer";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1144";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"fulva";"Amara fulva ";"Gele glimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1145";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"fulvipes";"Amara fulvipes ";"Matte drietandglimmer";"Uitgestorven  ";"RE";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1146";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"infima";"Amara infima ";"Kleine heideglimmer";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1147";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"ingenua";"Amara ingenua ";"Plompe glimmer";"Onvoldoende gekend ";"DD";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1148";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"kulti";"Amara kulti";"Glanzende drietandglimmer";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1149";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"lucida";"Amara lucida";"Duinroodpootglimmer";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Dunes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1150";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"lunicollis";"Amara lunicollis ";"Gewone glimmer";"Momenteel niet bedreigd";"LC";;"Regional";;"Desender_etal_2008";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1151";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"majuscula";"Amara majuscula ";"Grote glimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1152";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"montivaga";"Amara montivaga ";"Bergglimmer";"Kwetsbaar  ";"VU";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_CAR_2008_1153";"CarabidBeetles";2008;"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"municipalis";"Amara municipalis ";"Schraallandglimmer";"Zeldzaam  ";"NT";;"Regional";;"Desender_etal_2008";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
