"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"IUCNCriteria";"Reference";"Biome";"Biotope1";"Biotope2";"Cuddliness";"Lifespan";"Mobility";"NutrientLevel";"Spine"
"INBO_RL_VAL_AMP_2013_25";"Amphibians";2013;"Animalia";"Chordata";"Amphibia";"Anura";"Ranidae";"Pelophylax";"lessonae";"Pelophylax lessonae";"Poelkikker";"Bijna in gevaar";"NT";"LC";"IUCN";"A2c;B2a(i)b(ii,iii)";"Jooris_etal_2012";"Aquatic";"Limnophilous";;"Low";"Longlived";"Low";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_AMP_2013_26";"Amphibians";2013;"Animalia";"Chordata";"Amphibia";"Anura";"Ranidae";"Pelophylax";"ridibundus";"Pelophylax ridibundus";"Europese meerkikker";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Jooris_etal_2012";"Aquatic";"Limnophilous";;"Low";"Longlived";"Low";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_AMP_2013_27";"Amphibians";2013;"Animalia";"Chordata";"Amphibia";"Anura";"Ranidae";"Rana";"arvalis";"Rana arvalis";"Heikikker";"Kwetsbaar";"VU";"LC";"IUCN";"B2a(i)b(iii)";"Jooris_etal_2012";"Aquatic";"Heathlands";;"Low";"Longlived";"Low";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_AMP_2013_28";"Amphibians";2013;"Animalia";"Chordata";"Amphibia";"Anura";"Ranidae";"Rana";"temporaria";"Rana temporaria";"Bruine kikker";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Jooris_etal_2012";"Aquatic";"Eurytopic";;"Low";"Longlived";"Low";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_AMP_2013_29";"Amphibians";2013;"Animalia";"Chordata";"Amphibia";"Caudata";"Salamandridae";"Salamandra";"salamandra";"Salamandra salamandra";"Vuursalamander";"Kwetsbaar";"VU";"LC";"IUCN";"B2a(i)b(iii);C2a(i)";"Jooris_etal_2012";"Aquatic";"Woodlands";;"Low";"Longlived";"Low";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_AMP_2013_30";"Amphibians";2013;"Animalia";"Chordata";"Amphibia";"Caudata";"Salamandridae";"Triturus";"cristatus";"Triturus cristatus";"Kamsalamander";"Kwetsbaar";"VU";"LC";"IUCN";"A2c;B2a(i)b(ii,iii)";"Jooris_etal_2012";"Aquatic";"Limnophilous";;"Low";"Longlived";"Low";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_157";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter";"gentilis";"Accipiter gentilis";"Havik";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"Low";"Longlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_158";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter";"nisus";"Accipiter nisus";"Sperwer";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"Low";"Longlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_159";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Acrocephalus";"arundinaceus";"Acrocephalus arundinaceus";"Grote karekiet";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_160";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Acrocephalus";"palustris";"Acrocephalus palustris";"Bosrietzanger";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_161";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Acrocephalus";"schoenobaenus";"Acrocephalus schoenobaenus";"Rietzanger";"Bedreigd";"EN";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_162";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Acrocephalus";"scirpaceus";"Acrocephalus scirpaceus";"Kleine karekiet";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_164";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Aegithalidae";"Aegithalos";"caudatus";"Aegithalos caudatus";"Staartmees";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Shrubs";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_167";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Alauda";"arvensis";"Alauda arvensis";"Veldleeuwerik";"Kwetsbaar";"VU";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Agriculture";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_168";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Alcedo";"atthis";"Alcedo atthis";"IJsvogel";"Momenteel niet bedreigd";"LC";"VU";"Regional";;"Devos_etal_2004";"SemiAquatic";"Rheophilous";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_170";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"acuta";"Anas acuta";"Pijlstaart";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_171";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"clypeata";"Anas clypeata";"Slobeend";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_172";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"crecca";"Anas crecca";"Wintertaling";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_174";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"platyrhynchos";"Anas platyrhynchos";"Wilde Eend";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Limnophilous";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_175";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"querquedula";"Anas querquedula";"Zomertaling";"Bedreigd";"EN";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_176";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"strepera";"Anas strepera";"Krakeend";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Limnophilous";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_178";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anser";"anser";"Anser anser";"Grauwe gans";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_180";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Prunellidae";"Anthus";"campestris";"Anthus campestris";"Duinpieper";"Uitgestorven";"RE";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Dunes";;"High";"Shortlived";"High";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_181";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Prunellidae";"Anthus";"pratensis";"Anthus pratensis";"Graspieper";"Bedreigd";"EN";"NT";"Regional";;"Devos_etal_2004";"Terrestrial";"Grasslands";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_182";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Prunellidae";"Anthus";"trivialis";"Anthus trivialis";"Boompieper";"Bedreigd";"EN";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Heathlands";;"High";"Shortlived";"High";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_183";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Apodiformes";"Apodidae";"Apus";"apus";"Apus apus";"Gierzwaluw";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Anthropogenic";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_184";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Ardea";"cinerea";"Ardea cinerea";"Blauwe Reiger";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_186";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Asio";"flammeus";"Asio flammeus";"Velduil";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Grasslands";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_187";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Asio";"otus";"Asio otus";"Ransuil";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_188";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Athene";"noctua";"Athene noctua";"Steenuil";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Agriculture";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_189";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Aythya";"ferina";"Aythya ferina";"Tafeleend";"Momenteel niet bedreigd";"LC";"VU";"Regional";;"Devos_etal_2004";"SemiAquatic";"Limnophilous";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_190";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Aythya";"fuligula";"Aythya fuligula";"Kuifeend";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Limnophilous";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_192";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Botaurus";"stellaris";"Botaurus stellaris";"Roerdomp";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_197";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteo";"buteo";"Buteo buteo";"Buizerd";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"Low";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_199";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Caprimulgus";"europaeus";"Caprimulgus europaeus";"Nachtzwaluw";"Kwetsbaar";"VU";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Heathlands";;"High";"Longlived";"High";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_200";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Carduelis";"cannabina";"Carduelis cannabina";"Kneu";"Achteruitgaand";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Shrubs";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_201";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Carduelis";"carduelis";"Carduelis carduelis";"Putter";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Eurytopic";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_202";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Carduelis";"chloris";"Carduelis chloris";"Groenling";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Eurytopic";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_203";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Carduelis";"flammea";"Carduelis flammea cabaret";"Kleine barmsijs";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Shrubs";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_204";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Carduelis";"spinus";"Carduelis spinus";"Sijs";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_206";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Certhiidae";"Certhia";"brachydactyla";"Certhia brachydactyla";"Boomkruiper";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_207";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Cettia";"cetti";"Cettia cetti";"Cetti’s zanger";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_208";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius";"alexandrinus";"Charadrius alexandrinus";"Strandplevier";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Dunes";;"High";"Shortlived";"High";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_209";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius";"dubius";"Charadrius dubius";"Kleine plevier";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Rheophilous";;"High";"Shortlived";"High";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_210";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius";"hiaticula";"Charadrius hiaticula";"Bontbekplevier";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Dunes";;"High";"Shortlived";"High";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_213";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Chlidonias";"niger";"Chlidonias niger";"Zwarte stern";"Uitgestorven";"RE";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Longlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_217";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Circus";"aeruginosus";"Circus aeruginosus";"Bruine kiekendief";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Agriculture";"Marshes";"Low";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_219";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Circus";"pygargus";"Circus pygargus";"Grauwe kiekendief";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Agriculture";;"Low";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_220";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Cisticolidae";"Cisticola";"juncidis";"Cisticola juncidis";"Graszanger";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Grasslands";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_221";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Coccothraustes";"coccothraustes";"Coccothraustes coccothraustes";"Appelvink";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_222";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Columba";"oenas";"Columba oenas";"Holenduif";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_223";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Columba";"palumbus";"Columba palumbus";"Houtduif";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";"Agriculture";"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_225";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus";"corone";"Corvus corone";"Zwarte kraai";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Eurytopic";;"Low";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_226";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus";"frugilegus";"Corvus frugilegus";"Roek";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"Low";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_227";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus";"monedula";"Corvus monedula";"Kauw";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Eurytopic";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_228";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Coturnix";"coturnix";"Coturnix coturnix";"Kwartel";"Onvoldoende gekend";"DD";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Agriculture";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_229";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Crex";"crex";"Crex crex";"Kwartelkoning";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Grasslands";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_230";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Cuculus";"canorus";"Cuculus canorus";"Koekoek";"Achteruitgaand";"NT";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Shrubs";"Marshes";"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_233";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Cygnus";"olor";"Cygnus olor";"Knobbelzwaan";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Limnophilous";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_234";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Passeriformes";"Hirundinidae";"Delichon";"urbicum";"Delichon urbica";"Huiszwaluw";"Kwetsbaar";"VU";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Anthropogenic";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_235";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos";"major";"Dendrocopos major";"Grote bonte specht";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_237";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos";"minor";"Dendrocopos minor";"Kleine bonte specht";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Eutrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_238";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dryocopus";"martius";"Dryocopus martius";"Zwarte specht";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Devos_etal_2004";"Terrestrial";"Woodlands";;"High";"Shortlived";"High";"Mesotrophic";"Vertebrate"
"INBO_RL_VAL_BIR_2004_239";"BreedingBirds";2004;"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Egretta";"garzetta";"Egretta garzetta";"Kleine zilverreiger";"Zeldzaam";"NT";"LC";"Regional";;"Devos_etal_2004";"SemiAquatic";"Marshes";;"High";"Longlived";"High";"Eutrophic";"Vertebrate"
