TaxonomicGroup	Kingdom	Phylum	Class	Order	Family	Genus	Species	SpeciesnameAsPublished	TAXON_VERSION_KEY_SCNAME	SpeciesnameDutch	TAXON_VERSION_KEY_DUNAME	RLCAsPublished	RLC	RLCEurope	Criteria	Validated
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	acutoconica	Hygrocybe acutoconica	BMSSYS0000008321	Puntmutswasplaat		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	berkeleyi	Hygrocybe berkeleyi	NHMSYS0001484405	Witte weidewasplaat		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	calyptriformis	Hygrocybe calyptriformis	NHMSYS0001484408	Rozerode wasplaat		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	ceracea	Hygrocybe ceracea	NHMSYS0001484412	Elfenwasplaat		Waarschijnlijk bedreigd			Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	chlorophana	Hygrocybe chlorophana	NHMSYS0001484447	Gele wasplaat		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	coccinea	Hygrocybe coccinea	NBNSYS0000021525	Scharlaken wasplaat		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	coccineocrenata	Hygrocybe coccineocrenata	NBNSYS0000039409	Veenmosvuurzwammetje		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	conica	Hygrocybe conica	NBNSYS0000021510	Zwartwordende wasplaat		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	conicoides	Hygrocybe conicoides	NHMSYS0001484463	Duinwasplaat		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	flavipes	Hygrocybe flavipes	BMSSYS0000039647	Geelvoetwasplaat		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	fornicata	Hygrocybe fornicata	NBNSYS0000038778	Ridderwasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	fuscescens	Hygrocybe fuscescens	NHMSYS0001484469	Gevlekt sneeuwzwammetje		Waarschijnlijk bedreigd			Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	glutinipes	Hygrocybe glutinipes	NBNSYS0000038779	Kleverige wasplaat		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	helobia	Hygrocybe helobia	NBNSYS0000037463	Broos vuurzwammetje		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	insipida	Hygrocybe insipida	NHMSYS0001484474	Kabouterwasplaat		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	irrigata	Hygrocybe irrigata	NHMSYS0001484476	Grauwe wasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	konradii	Hygrocybe konradii	NHMSYS0001484477	Gebochelde wasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	laeta	Hygrocybe laeta	NHMSYS0001484480	Slijmwasplaat		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	marchii	Hygrocybe marchii	NHMSYS0001484486	Beemdwasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	miniata	Hygrocybe miniata	NBNSYS0000021661	Gewoon vuurzwammetje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	mucronella	Hygrocybe mucronella	BMSSYS0000008365	Bittere wasplaat		Waarschijnlijk bedreigd			Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	perplexa	Hygrocybe perplexa	BMSSYS0000008369	Bruinrode wasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	pratensis	Hygrocybe pratensis	NHMSYS0001484507	Gewone weidewasplaat		Waarschijnlijk bedreigd			Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	psittacina	Hygrocybe psittacina	NHMSYS0001484510	Papegaaizwammetje		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	punicea	Hygrocybe punicea	NBNSYS0000021663	Granaatbloemwasplaat		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	quieta	Hygrocybe quieta	NHMSYS0001484514	Wantsenwasplaat		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	radiata	Hygrocybe radiata	BMSSYS0000008379	Bruingestreepte wasplaat		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	reidii	Hygrocybe reidii	NHMSYS0001484516	Honingwasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	russocoriacea	Hygrocybe russocoriacea	NHMSYS0001484517	Geurende wasplaat		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	virginea	Hygrocybe virginea	NHMSYS0001484537	Gewoon sneeuwzwammetje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	agathosmus	Hygrophorus agathosmus	NHMSYS0001484557	Amandelslijmkop		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	arbustivus	Hygrophorus arbustivus	NBNSYS0000038065			Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	camarophyllus	Hygrophorus camarophyllus	NBNSYS0000038491			Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	chrysodon	Hygrophorus chrysodon	NHMSYS0001484587			Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	discoxanthus	Hygrophorus discoxanthus	NBNSYS0000149138	Verkleurende slijmkop		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	eburneus	Hygrophorus eburneus	NHMSYS0001484610	Ivoorzwam		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	hypothejus	Hygrophorus hypothejus	NHMSYS0001484626	Dennenslijmkop		Achteruitgaand	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	lucorum	Hygrophorus lucorum	NBNSYS0000038592	Lorkenslijmkop		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	nemoreus	Hygrophorus nemoreus	NHMSYS0001484650	Viltige slijmkop		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	penarius	Hygrophorus penarius	NBNSYS0000037587	Droge slijmkop		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	poetarum	Hygrophorus poetarum	NBNSYS0000038640			Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	pustulatus	Hygrophorus pustulatus	NHMSYS0001484676	Stippelsteelslijmkop		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	russula	Hygrophorus russula	NHMSYS0001484685	Roze slijmkop		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	unicolor	Hygrophorus unicolor	BMSSYS0000008457	Bleekrandslijmkop		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	scabellus	Crinipellis scabellus		Piekhaarzwammetje		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	anomalus	Marasmius anomalus	BMSSYS0000010882	Duintaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	bulliardii	Marasmius bulliardii	NBNSYS0000038713	Dwergwieltje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	cohaerens	Marasmius cohaerens	NHMSYS0001488877	Hoornsteeltaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	collinus	Marasmius collinus	NBNSYS0000037618			Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	curreyi	Marasmius curreyi	NHMSYS0001488881	Oranje grastaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	epiphylloides	Marasmius epiphylloides	NBNSYS0000037619	Klimoptaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	epiphyllus	Marasmius epiphyllus	NBNSYS0000021425	Witte taailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	limosus	Marasmius limosus	NHMSYS0001488910	Rietwieltje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	oreades	Marasmius oreades	NHMSYS0001488915	Weidekringzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	rotula	Marasmius rotula	NHMSYS0001488923	Wieltje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	torquescens	Marasmius torquescens	NHMSYS0001488932	Behaarde roodsteeltaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	wynnei	Marasmius wynnei	NHMSYS0001488937	Beukentaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Marasmiellus	ornatissimus	Marasmiellus ornatissimus	NHMSYS0001488847	Pronkruitertje		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	aquosa	Collybia aquosa	NBNSYS0000144861	Vroeg eikenbladzwammetje		Onvoldoende gekend	DD		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	butyracea	Collybia butyracea	NHMSYS0001478361	Botercollybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	confluens	Collybia confluens	NHMSYS0001478384	Bundelcollybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	distorta	Collybia distorta	NHMSYS0001478390	Rossige collybia		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	dryophila	Collybia dryophila	NHMSYS0001478393	Eikenbladzwammetje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	erythropus	Collybia erythropus	NHMSYS0001478398	Kale roodsteelcollybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	fuscopurpurea	Collybia fuscopurpurea	NHMSYS0001478404			Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	fusipes	Collybia fusipes	NHMSYS0001478406	Spoelvoetcollybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	hariolorum	Collybia hariolorum	NHMSYS0001478411	Bleke collybia		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	impudica	Collybia impudica	BMSSYS0000004462	Stinkende collybia		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	luxurians	Collybia luxurians	NHMSYS0001478423	Compostcollybia		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	maculata	Collybia maculata	NHMSYS0001478424	Roestvlekkenzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	ocior	Collybia ocior	NHMSYS0001442657	Donker eikenbladzwammetje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybia	peronata	Collybia peronata	NHMSYS0001478443	Scherpe collybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	candidus	Marasmiellus candidus	NBNSYS0000039352	Wit ruitertje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	foetidus	Marasmiellus foetidus	BMSSYS0000010874	Takjesstinktaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	perforans	Marasmiellus perforans	BMSSYS0000010876	Sparrenstinktaailing		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	ramealis	Marasmiellus ramealis	NBNSYS0000021660	Takruitertje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	vaillantii	Marasmiellus vaillantii	BMSSYS0000010879	Halmruitertje		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmius	alliaceus	Marasmius alliaceus	NHMSYS0001488857	Grote Knoflooktaailing		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmius	androsaceus	Marasmius androsaceus	NBNSYS0000021427	Paardenhaartaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmius	querceus	Marasmius querceus	BMSSYS0000010916	Bleke knoflooktaailing		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmius	quercophilus	Marasmius quercophilus	BMSSYS0000010917	Witte paardenhaartaailing		Achteruitgaand	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmius	scorodonius	Marasmius scorodonius	NBNSYS0000037984	Kale knoflooktaailing		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Marasmius	menieri	Marasmius menieri	NHMSYS0001488913	Schelpjestaailing		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Marasmius	minutus	Marasmius minutus	BMSSYS0000010909	Populierentaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Marasmius	setosus	Marasmius setosus	BMSSYS0000010923	Tengere beukentaailing		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Marasmius	undatus	Marasmius undatus	NBNSYS0000037867			Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	cornucopiae	Pleurotus cornucopiae	NHMSYS0001494114	Trechteroesterzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	dryinus	Pleurotus dryinus	NHMSYS0001494121	Schubbige oesterzwam		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	ostreatus	Pleurotus ostreatus	NHMSYS0001494139	Gewone oesterzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	pulmonarius	Pleurotus pulmonarius	NHMSYS0001494155	Bleke oesterzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Collybia	cirrhata	Collybia cirrhata	NHMSYS0001478380	Dwergcollybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Collybia	cookei	Collybia cookei	NHMSYS0001478387	Okerknolcollybia		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Collybia	racemosa	Collybia racemosa	NBNSYS0000039205	Vertakte collybia		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Collybia	tuberosa	Collybia tuberosa	NHMSYS0001478472	Purperknolcollybia		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Phyllotopsis	nidulans	Phyllotopsis nidulans	NHMSYS0001493622			Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	acerbum	Tricholoma acerbum	NHMSYS0001500205	Krulzoomridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	albidum	Tricholoma albidum				Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	albobrunneum	Tricholoma albobrunneum	NHMSYS0001500209	Witbruine ridderzwam		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	album	Tricholoma album	NHMSYS0001500213	Witte ridderzwam		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	atrosquamosum	Tricholoma atrosquamosum	NHMSYS0001500228	Zwartschubbige ridderzwam		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	aurantium	Tricholoma aurantium	NHMSYS0001500231	Oranje ridderzwam		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	cingulatum	Tricholoma cingulatum	NHMSYS0001500267	Geringde ridderzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	columbetta	Tricholoma columbetta	NBNSYS0000039300	Witte duifridderzwam		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	equestre	Tricholoma equestre	NHMSYS0001500280	Gele ridderzwam		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	focale	Tricholoma focale	NHMSYS0001500288	Halsdoekridderzwam		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	fulvum	Tricholoma fulvum	NHMSYS0001500293	Berkenridderzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	imbricatum	Tricholoma imbricatum	NHMSYS0001500309	Fijnschubbige ridderzwam		Kwetsbaar	VU		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	inamoenum	Tricholoma inamoenum	NBNSYS0000021579	Stinkende ridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	inocybeoides	Tricholoma inocybeoides	NHMSYS0001500312			Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	lascivum	Tricholoma lascivum	NBNSYS0000021492	Vuilwitte ridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	myomyces	Tricholoma myomyces	NHMSYS0001500330	Muisgrijze ridderzwam		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	orirubens	Tricholoma orirubens	NHMSYS0001500339	Blozende ridderzwam		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	pessundatum	Tricholoma pessundatum	NBNSYS0000038858	Druppelvlekridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	populinum	Tricholoma populinum	NHMSYS0001500355	Populierridderzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	portentosum	Tricholoma portentosum	NHMSYS0001500357	Glanzende ridderzwam		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	psammopus	Tricholoma psammopus	NHMSYS0001500358	Larixridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	saponaceum	Tricholoma saponaceum	NBNSYS0000021581	Zeepzwam		Bedreigd	EN		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	scalpturatum	Tricholoma scalpturatum	NHMSYS0001500375	Zilveren ridderzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	sciodes	Tricholoma sciodes	NHMSYS0001500377	Bitterscherpe ridderzwam		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	sejunctum	Tricholoma sejunctum	NBNSYS0000021594	Streephoedridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	sudum	Tricholoma sudum	BMSSYS0000018978	Valse zeepzwam		Uitgestorven in Vlaanderen	RE		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	sulphureum	Tricholoma sulphureum	NHMSYS0001500389	Narcisridderzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	ustale	Tricholoma ustale	NHMSYS0001500405	Beukenridderzwam		Momenteel niet bedreigd	LC		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	ustaloides	Tricholoma ustaloides	NBNSYS0000038573	Valse beukenridderzwam		Zeldzaam	NT		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	vaccinum	Tricholoma vaccinum	NHMSYS0001500406	Ruige ridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	virgatum	Tricholoma virgatum	NHMSYS0001500408	Scherpe ridderzwam		Met uitsterven bedreigd	CR		Regional	No
Macrofungi	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Aureoboletus	gentilis	Aureoboletus gentilis	NBNSYS0000142679	Kersrode boleet		Bedreigd	EN		Regional	No
