"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"Reference"
"INBO:RL:NONVAL:CAR:1995:1004";"CarabidBeetles";1995;"Animalia";"Leistus piceus";"Ovale baardloper";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1005";"CarabidBeetles";1995;"Animalia";"Leistus rufomarginatus";"Bosbaardloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1006";"CarabidBeetles";1995;"Animalia";"Leistus spinibarbis";"Blauwe baardloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1007";"CarabidBeetles";1995;"Animalia";"Leistus terminatus";"Zwartkopbaardloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1008";"CarabidBeetles";1995;"Animalia";"Licinus depressus";"Duinslakkenkraker";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1010";"CarabidBeetles";1995;"Animalia";"Lionychus quadrillum";"Viervlekdwergloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1011";"CarabidBeetles";1995;"Animalia";"Loricera pilicornis";"Borstelspriet";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1012";"CarabidBeetles";1995;"Animalia";"Masoreus wetterhali";"Duinloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1013";"CarabidBeetles";1995;"Animalia";"Metabletus foveatus";"Bronzen dwergloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1014";"CarabidBeetles";1995;"Animalia";"Metabletus truncatellus";"Zwarte dwergloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1015";"CarabidBeetles";1995;"Animalia";"Microlestes maurus";"Kleinste dwergloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1016";"CarabidBeetles";1995;"Animalia";"Microlestes minutulus";"Kleine dwergloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1017";"CarabidBeetles";1995;"Animalia";"Molops piceus";"Pekbruine bosloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1018";"CarabidBeetles";1995;"Animalia";"Nebria brevicollis";"Gewone kortnek";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1020";"CarabidBeetles";1995;"Animalia";"Nebria salina";"Heidekortnek";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1021";"CarabidBeetles";1995;"Animalia";"Notiophilus aestuans";"Slanke spiegelloopkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1022";"CarabidBeetles";1995;"Animalia";"Notiophilus aquaticus";"Donkere spiegelloopkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1023";"CarabidBeetles";1995;"Animalia";"Notiophilus biguttatus";"Tweevlekspiegelloopkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1024";"CarabidBeetles";1995;"Animalia";"Notiophilus germinyi";"Heidespiegelloopkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1025";"CarabidBeetles";1995;"Animalia";"Notiophilus palustris";"Moerasspiegelloopkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1026";"CarabidBeetles";1995;"Animalia";"Notiophilus quadripunctatus";"Vierpuntspiegelloopkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1027";"CarabidBeetles";1995;"Animalia";"Notiophilus rufipes";"Bosspiegelloopkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1028";"CarabidBeetles";1995;"Animalia";"Notiophilus substriatus";"Oeverspiegelloopkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1029";"CarabidBeetles";1995;"Animalia";"Odacantha melanura";"Bonte rietloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1030";"CarabidBeetles";1995;"Animalia";"Olisthopus rotundatus";"Bronzen heideloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1031";"CarabidBeetles";1995;"Animalia";"Omophron limbatum";"Kogelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1032";"CarabidBeetles";1995;"Animalia";"Oodes helopioides";"Zwarte moerasloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1033";"CarabidBeetles";1995;"Animalia";"Panagaeus bipustulatus";"Tweevleksmalkop";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1034";"CarabidBeetles";1995;"Animalia";"Panagaeus cruxmajor";"Kruissmalkop";"Achteruitgaand";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1035";"CarabidBeetles";1995;"Animalia";"Parophonus maculicornis";"Kalkgroefkop";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1036";"CarabidBeetles";1995;"Animalia";"Patrobus atrorufus";"Donkere halsbandloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1037";"CarabidBeetles";1995;"Animalia";"Perigona nigriceps";"Compostloper";"Onvoldoende gekend";"DD";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1038";"CarabidBeetles";1995;"Animalia";"Perileptus areolatus";"Behaarde grindloper";"Met uitsterven bedreigd";"CR";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1039";"CarabidBeetles";1995;"Animalia";"Pogonus chalceus";"Gewone zoutloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1040";"CarabidBeetles";1995;"Animalia";"Pogonus littoralis";"Strandzoutloper";"Met uitsterven bedreigd";"CR";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1041";"CarabidBeetles";1995;"Animalia";"Pogonus luridipennis";"Gele zoutloper";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1042";"CarabidBeetles";1995;"Animalia";"Pristonychus terricola";"Aardloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1043";"CarabidBeetles";1995;"Animalia";"Pterostichus anthracinus";"Oeverzwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1044";"CarabidBeetles";1995;"Animalia";"Pterostichus aterrimus";"Veenzwartschild";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1045";"CarabidBeetles";1995;"Animalia";"Pterostichus cristatus";"Bronboszwartschild";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1046";"CarabidBeetles";1995;"Animalia";"Pterostichus cupreus";"Koperen kielspriet";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1047";"CarabidBeetles";1995;"Animalia";"Pterostichus diligens";"Gladde zwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1048";"CarabidBeetles";1995;"Animalia";"Pterostichus gracilis";"Smalle zwartschild";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1049";"CarabidBeetles";1995;"Animalia";"Pterostichus interstinctus";"Platoogzwartschild";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1050";"CarabidBeetles";1995;"Animalia";"Pterostichus kugelanni";"Tweekleurige kielspriet";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1051";"CarabidBeetles";1995;"Animalia";"Pterostichus lepidus";"Heidekielspriet";"Achteruitgaand";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1052";"CarabidBeetles";1995;"Animalia";"Pterostichus longicollis";"Langnekzwartschild";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1053";"CarabidBeetles";1995;"Animalia";"Pterostichus macer";"Platte zwartschild";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1054";"CarabidBeetles";1995;"Animalia";"Pterostichus madidus";"Rondhalszwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1055";"CarabidBeetles";1995;"Animalia";"Pterostichus melanarius";"Gewone zwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1056";"CarabidBeetles";1995;"Animalia";"Pterostichus minor";"Moeraszwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1057";"CarabidBeetles";1995;"Animalia";"Pterostichus niger";"Grote zwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1058";"CarabidBeetles";1995;"Animalia";"Pterostichus nigrita";"Moerasboszwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1059";"CarabidBeetles";1995;"Animalia";"Pterostichus oblongopunctatus";"Bronzen boszwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1060";"CarabidBeetles";1995;"Animalia";"Pterostichus punctulatus";"Gladde kielspriet";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1061";"CarabidBeetles";1995;"Animalia";"Pterostichus quadrifoveolatus";"Brandzwartschild";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1062";"CarabidBeetles";1995;"Animalia";"Pterostichus rhaeticus";"Heidezwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1063";"CarabidBeetles";1995;"Animalia";"Pterostichus strenuus";"Gepuncteerde zwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1064";"CarabidBeetles";1995;"Animalia";"Pterostichus vernalis";"Groeftarszwartschild";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1065";"CarabidBeetles";1995;"Animalia";"Pterostichus versicolor";"Veelkleurige kielspriet";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1067";"CarabidBeetles";1995;"Animalia";"Sphodrus leucophthalmus";"Grote kelderloopkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1068";"CarabidBeetles";1995;"Animalia";"Stenolophus mixtus";"Zwarthalsglansloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1069";"CarabidBeetles";1995;"Animalia";"Stenolophus skrimshiranus";"Gele glansloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1070";"CarabidBeetles";1995;"Animalia";"Stenolophus teutonus";"Tweekleurige glansloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1071";"CarabidBeetles";1995;"Animalia";"Stomis pumicatus";"Glimmende langkaak";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1072";"CarabidBeetles";1995;"Animalia";"Synuchus nivalis";"Rondhalstandklauw";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1073";"CarabidBeetles";1995;"Animalia";"Tachys bistriatus";"Tweestreepknotje";"Bedreigd";"EN";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1074";"CarabidBeetles";1995;"Animalia";"Tachys bisulcatus";"Breed knotje";"Bedreigd";"EN";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1075";"CarabidBeetles";1995;"Animalia";"Tachys micros";"Bleek knotje";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1076";"CarabidBeetles";1995;"Animalia";"Tachys parvulus";"Zwart knotje";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1077";"CarabidBeetles";1995;"Animalia";"Tachys quadrisignatus";"Viervlekknotje";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1078";"CarabidBeetles";1995;"Animalia";"Tachys scutellaris";"Kwelderknotje";"Onvoldoende gekend";"DD";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1079";"CarabidBeetles";1995;"Animalia";"Tachyta nana";"Schorsknotje";"Onvoldoende gekend";"DD";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1080";"CarabidBeetles";1995;"Animalia";"Trechus discus";"Schijfboogkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1081";"CarabidBeetles";1995;"Animalia";"Trechus micros";"Aardboogkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1082";"CarabidBeetles";1995;"Animalia";"Trechus obtusus";"Gewone boogkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1083";"CarabidBeetles";1995;"Animalia";"Trechus quadristriatus";"Akkerboogkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1084";"CarabidBeetles";1995;"Animalia";"Trechus rubens";"Rode boogkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1085";"CarabidBeetles";1995;"Animalia";"Trechus secalis";"Rondhalsboogkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1086";"CarabidBeetles";1995;"Animalia";"Trichocellus cognatus";"Heidehaaroogkever";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1087";"CarabidBeetles";1995;"Animalia";"Trichocellus placidus";"Moerashaaroogkever";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1088";"CarabidBeetles";1995;"Animalia";"Trichotichnus laevicollis";"Boslangtars";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1089";"CarabidBeetles";1995;"Animalia";"Trichotichnus nitens";"Berglangtars";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:1090";"CarabidBeetles";1995;"Animalia";"Zabrus tenebrioides";"Gewone graanloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:723";"CarabidBeetles";1995;"Animalia";"Abax ater";"Gewone breedborst";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:725";"CarabidBeetles";1995;"Animalia";"Abax ovalis";"Ovale breedborst";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:726";"CarabidBeetles";1995;"Animalia";"Abax parallelus";"Rechte breedborst";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:727";"CarabidBeetles";1995;"Animalia";"Acupalpus brunnipes";"Bruine bontloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:728";"CarabidBeetles";1995;"Animalia";"Acupalpus consputus";"Oeverbontloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:729";"CarabidBeetles";1995;"Animalia";"Acupalpus dubius";"Moerasbontloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:730";"CarabidBeetles";1995;"Animalia";"Acupalpus exiguus";"Kleinbontloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:731";"CarabidBeetles";1995;"Animalia";"Acupalpus flavicollis";"Geelhalsbontloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:732";"CarabidBeetles";1995;"Animalia";"Acupalpus meridianus";"Akkerbontloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:733";"CarabidBeetles";1995;"Animalia";"Acupalpus parvulus";"Rietbontloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:735";"CarabidBeetles";1995;"Animalia";"Aepus marinus";"Zeeklifloper";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:736";"CarabidBeetles";1995;"Animalia";"Agonum albipes";"Oeversnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:737";"CarabidBeetles";1995;"Animalia";"Agonum assimile";"Bossnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:739";"CarabidBeetles";1995;"Animalia";"Agonum dorsale";"Akkersnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:740";"CarabidBeetles";1995;"Animalia";"Agonum ericeti";"Turfsnelloper";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:741";"CarabidBeetles";1995;"Animalia";"Agonum fuliginosum";"Moerassnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:742";"CarabidBeetles";1995;"Animalia";"Agonum gracile";"Veenmossnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:743";"CarabidBeetles";1995;"Animalia";"Agonum gracilipes";"Kortpootsnelloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:744";"CarabidBeetles";1995;"Animalia";"Agonum livens";"Ringneksnelloper";"Bedreigd";"EN";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:745";"CarabidBeetles";1995;"Animalia";"Agonum lugens";"Rouwsnelloper";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:746";"CarabidBeetles";1995;"Animalia";"Agonum marginatum";"Geelrandsnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:747";"CarabidBeetles";1995;"Animalia";"Agonum micans";"Riviersnelloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:748";"CarabidBeetles";1995;"Animalia";"Agonum moestum";"Glanzende snelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:749";"CarabidBeetles";1995;"Animalia";"Agonum muelleri";"Grassnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:750";"CarabidBeetles";1995;"Animalia";"Agonum nigrum";"Zwarte snelloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:751";"CarabidBeetles";1995;"Animalia";"Agonum obscurum";"Smalhalssnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:752";"CarabidBeetles";1995;"Animalia";"Agonum piceum";"Bruine snelloper";"Bedreigd";"EN";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:753";"CarabidBeetles";1995;"Animalia";"Agonum scitulum";"Blauwzwarte snelloper";"Met uitsterven bedreigd";"CR";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:754";"CarabidBeetles";1995;"Animalia";"Agonum sexpunctatum";"Zespuntsnelloper";"Achteruitgaand";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:755";"CarabidBeetles";1995;"Animalia";"Agonum thoreyi";"Rietsnelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:756";"CarabidBeetles";1995;"Animalia";"Agonum versutum";"Vensnelloper";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:757";"CarabidBeetles";1995;"Animalia";"Agonum viduum";"Groene snelloper";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:758";"CarabidBeetles";1995;"Animalia";"Agonum viridicupreum";"Kopergroene snelloper";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:759";"CarabidBeetles";1995;"Animalia";"Amara aenea";"Bronzen glimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:760";"CarabidBeetles";1995;"Animalia";"Amara anthobia";"Kleine roodpootglimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:761";"CarabidBeetles";1995;"Animalia";"Amara apricaria";"Ruderaalglimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:762";"CarabidBeetles";1995;"Animalia";"Amara aulica";"Distelglimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:763";"CarabidBeetles";1995;"Animalia";"Amara bifrons";"Bruingele glimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:764";"CarabidBeetles";1995;"Animalia";"Amara brunnea";"Bruine bosglimmer";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:765";"CarabidBeetles";1995;"Animalia";"Amara communis";"Veldglimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:767";"CarabidBeetles";1995;"Animalia";"Amara consularis";"Tandhalsglimmer";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:768";"CarabidBeetles";1995;"Animalia";"Amara convexior";"Rechte glimmer";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:769";"CarabidBeetles";1995;"Animalia";"Amara convexiuscula";"Kwelderglimmer";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:770";"CarabidBeetles";1995;"Animalia";"Amara cursitans";"Mergelglimmer";"Onvoldoende gekend";"DD";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:771";"CarabidBeetles";1995;"Animalia";"Amara curta";"Korte glimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:772";"CarabidBeetles";1995;"Animalia";"Amara equestris";"Borstelglimmer";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:773";"CarabidBeetles";1995;"Animalia";"Amara eurynota";"Breedrugglimmer";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:774";"CarabidBeetles";1995;"Animalia";"Amara famelica";"Grote heideglimmer";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:775";"CarabidBeetles";1995;"Animalia";"Amara familiaris";"Akkerroodpootglimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:776";"CarabidBeetles";1995;"Animalia";"Amara fulva";"Gele glimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:777";"CarabidBeetles";1995;"Animalia";"Amara fulvipes";"Matte drietandglimmer";"Onvoldoende gekend";"DD";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:778";"CarabidBeetles";1995;"Animalia";"Amara infima";"Kleine heideglimmer";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:779";"CarabidBeetles";1995;"Animalia";"Amara kulti";"Glanzende drietandglimmer";"Bedreigd";"EN";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:780";"CarabidBeetles";1995;"Animalia";"Amara lucida";"Duinroodpootglimmer";"Zeldzaam";"NT";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:781";"CarabidBeetles";1995;"Animalia";"Amara lunicollis";"Gewone glimmer";"Momenteel niet bedreigd";"LC";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:782";"CarabidBeetles";1995;"Animalia";"Amara montivaga";"Bergglimmer";"Kwetsbaar";"VU";;"Regional";"Desender_etal_1995"
"INBO:RL:NONVAL:CAR:1995:783";"CarabidBeetles";1995;"Animalia";"Amara municipalis";"Schraallandglimmer";"Met uitsterven bedreigd";"CR";;"Regional";"Desender_etal_1995"
