OBJECTID;Join_Count;TARGET_FID;FID_1;District;Rivier;Zone;Vegtype1;Vegtype2;Vegtype3;Beheer;Sloot;Opmerking;Lengte;Species;Point_X;Point_Y;Data_Owner;Date;Location_A;Lat;Lon
1320;1;1320;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111146,25289000000;187874,19304300000;W&Z;2014;10,00000000000;3,81525201813;50,99979397700
1321;1;1321;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111137,09247800000;187878,20388700000;W&Z;2014;10,00000000000;3,81512109977;50,99982941740
1322;1;1322;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111127,93206700000;187882,21473000000;W&Z;2014;10,00000000000;3,81499018121;50,99986485770
1323;1;1323;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111118,77165600000;187886,22557300000;W&Z;2014;10,00000000000;3,81485926245;50,99990029790
1324;1;1324;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111109,61124400000;187890,23641600000;W&Z;2014;10,00000000000;3,81472834350;50,99993573790
1325;1;1325;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111100,45083300000;187894,24725900000;W&Z;2014;10,00000000000;3,81459742434;50,99997117770
1326;1;1326;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111091,29042100000;187898,25810200000;W&Z;2014;10,00000000000;3,81446650499;51,00000661740
1327;1;1327;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111082,13001000000;187902,26894500000;W&Z;2014;10,00000000000;3,81433558544;51,00004205700
1328;1;1328;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111072,96959800000;187906,27978800000;W&Z;2014;10,00000000000;3,81420466570;51,00007749640
1329;1;1329;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111063,79540500000;187910,25892300000;W&Z;2014;10,00000000000;3,81407355278;51,00011264970
1330;1;1330;139;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;172,41316945400;Fallopia japonica;111061,57970200000;187911,21498300000;W&Z;2014;10,00000000000;3,81404188759;51,00012109520
1331;1;1331;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110609,81448100000;188184,78400300000;W&Z;2014;10,00000000000;3,80757690417;51,00254972200
1332;1;1332;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110601,97509000000;188190,99238000000;W&Z;2014;10,00000000000;3,80746455569;51,00260499670
1333;1;1333;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110594,24925800000;188197,33660500000;W&Z;2014;10,00000000000;3,80735381013;51,00266150010
1334;1;1334;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110586,74915600000;188203,95086800000;W&Z;2014;10,00000000000;3,80724625109;51,00272044610
1335;1;1335;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110579,36613600000;188210,68204300000;W&Z;2014;10,00000000000;3,80714034718;51,00278045080
1336;1;1336;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110572,76277600000;188218,19174600000;W&Z;2014;10,00000000000;3,80704546654;51,00284750640
1337;1;1337;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110566,14784200000;188225,69112500000;W&Z;2014;10,00000000000;3,80695042185;51,00291446830
1338;1;1338;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110559,43893000000;188233,10668400000;W&Z;2014;10,00000000000;3,80685404706;51,00298067030
1339;1;1339;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110552,73001900000;188240,52224200000;W&Z;2014;10,00000000000;3,80675767201;51,00304687220
1340;1;1340;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110546,02110700000;188247,93780000000;W&Z;2014;10,00000000000;3,80666129668;51,00311307410
1341;1;1341;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110539,31219500000;188255,35335800000;W&Z;2014;10,00000000000;3,80656492109;51,00317927580
1342;1;1342;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110533,26489000000;188263,31554400000;W&Z;2014;10,00000000000;3,80647791188;51,00325043600
1343;1;1343;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;120,14615487900;Fallopia japonica;110527,24786400000;188271,30274600000;W&Z;2014;10,00000000000;3,80639133109;51,00332182300
1344;1;1344;140;1;Boven-Zeeschelde1;KR;7;0;0;;0;;188,17723683600;Fallopia japonica;110527,15992300000;188271,41948300000;W&Z;2014;10,00000000000;3,80639006567;51,00332286640
1345;1;1345;141;1;Boven-Zeeschelde1;KR;7;0;0;;0;;20,20795322670;Fallopia japonica;110636,09953400000;188163,96765300000;W&Z;2014;10,00000000000;3,80795360057;51,00236438800
1346;1;1346;141;1;Boven-Zeeschelde1;KR;7;0;0;;0;;20,20795322670;Fallopia japonica;110628,26014200000;188170,17603000000;W&Z;2014;10,00000000000;3,80784125298;51,00241966310
1347;1;1347;141;1;Boven-Zeeschelde1;KR;7;0;0;;0;;20,20795322670;Fallopia japonica;110620,42075100000;188176,38440700000;W&Z;2014;10,00000000000;3,80772890512;51,00247493810
1348;1;1348;141;1;Boven-Zeeschelde1;KR;7;0;0;;0;;20,20795322670;Fallopia japonica;110620,25772800000;188176,51351200000;W&Z;2014;10,00000000000;3,80772656881;51,00247608760
1349;1;1349;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109447,87548300000;189886,95565200000;W&Z;2014;10,00000000000;3,79083541130;51,01777029450
1350;1;1350;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109443,37583000000;189895,86394200000;W&Z;2014;10,00000000000;3,79077030166;51,01785005510
1351;1;1351;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109438,53521600000;189904,61428300000;W&Z;2014;10,00000000000;3,79070035032;51,01792837210
1352;1;1352;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109433,69460200000;189913,36462300000;W&Z;2014;10,00000000000;3,79063039874;51,01800668900
1353;1;1353;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109428,82401800000;189922,09815600000;W&Z;2014;10,00000000000;3,79056002168;51,01808485270
1354;1;1354;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109423,88187800000;189930,79155900000;W&Z;2014;10,00000000000;3,79048862910;51,01816265060
1355;1;1355;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109418,93973800000;189939,48496100000;W&Z;2014;10,00000000000;3,79041723628;51,01824044850
1356;1;1356;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109413,99759800000;189948,17836400000;W&Z;2014;10,00000000000;3,79034584322;51,01831824640
1357;1;1357;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109408,36261800000;189956,42307900000;W&Z;2014;10,00000000000;3,79026462598;51,01839196260
1358;1;1358;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109402,45137600000;189964,48888500000;W&Z;2014;10,00000000000;3,79017949132;51,01846405130
1359;1;1359;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109396,54013500000;189972,55469100000;W&Z;2014;10,00000000000;3,79009435639;51,01853613990
1360;1;1360;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109390,62889400000;189980,62049700000;W&Z;2014;10,00000000000;3,79000922120;51,01860822850
1361;1;1361;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109384,65764500000;189988,64192300000;W&Z;2014;10,00000000000;3,78992323550;51,01867991390
1362;1;1362;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109378,67651800000;189996,65604300000;W&Z;2014;10,00000000000;3,78983710957;51,01875153280
1363;1;1363;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109372,69539200000;190004,67016300000;W&Z;2014;10,00000000000;3,78975098338;51,01882315170
1364;1;1364;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109366,71426500000;190012,68428400000;W&Z;2014;10,00000000000;3,78966485693;51,01889477050
1365;1;1365;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109360,73313900000;190020,69840400000;W&Z;2014;10,00000000000;3,78957873021;51,01896638930
1366;1;1366;142;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;164,36344489000;Fallopia japonica;109358,12330700000;190024,19532100000;W&Z;2014;10,00000000000;3,78954114921;51,01899763970
1367;1;1367;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109385,55764000000;191864,29339000000;W&Z;2014;10,00000000000;3,78972807217;51,03553975300
1368;1;1368;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109380,94976200000;191855,41947200000;W&Z;2014;10,00000000000;3,78966336585;51,03545966540
1369;1;1369;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109376,60227200000;191846,41395600000;W&Z;2014;10,00000000000;3,78960238646;51,03537841310
1370;1;1370;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109372,25478100000;191837,40844000000;W&Z;2014;10,00000000000;3,78954140729;51,03529716080
1371;1;1371;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109367,90729000000;191828,40292300000;W&Z;2014;10,00000000000;3,78948042834;51,03521590840
1372;1;1372;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109364,43722300000;191819,03480700000;W&Z;2014;10,00000000000;3,78943199844;51,03513145810
1373;1;1373;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109361,15895300000;191809,58742900000;W&Z;2014;10,00000000000;3,78938631179;51,03504630870
1374;1;1374;143;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;65,11086244180;Fallopia japonica;109359,48347500000;191804,75900400000;W&Z;2014;10,00000000000;3,78936296204;51,03500279000
1375;1;1375;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109483,68612800000;192899,31482500000;W&Z;2014;10,00000000000;3,79101245266;51,04485012520
1376;1;1376;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109488,96091800000;192890,81914400000;W&Z;2014;10,00000000000;3,79108860645;51,04477412810
1377;1;1377;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109494,23570900000;192882,32346400000;W&Z;2014;10,00000000000;3,79116476001;51,04469813100
1378;1;1378;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109499,19549200000;192873,64469900000;W&Z;2014;10,00000000000;3,79123644189;51,04462046610
1379;1;1379;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109503,96641100000;192864,85616500000;W&Z;2014;10,00000000000;3,79130544267;51,04454180140
1380;1;1380;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109508,73732900000;192856,06763000000;W&Z;2014;10,00000000000;3,79137444322;51,04446313660
1381;1;1381;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109513,50824800000;192847,27909600000;W&Z;2014;10,00000000000;3,79144344354;51,04438447170
1382;1;1382;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109518,27916700000;192838,49056200000;W&Z;2014;10,00000000000;3,79151244363;51,04430580680
1383;1;1383;144;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;79,32770156320;Fallopia japonica;109522,34216800000;192830,10510400000;W&Z;2014;10,00000000000;3,79157130483;51,04423071570
1384;1;1384;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109541,80566300000;192784,80410300000;W&Z;2014;10,00000000000;3,79185383943;51,04382487480
1385;1;1385;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109545,75321300000;192775,61623900000;W&Z;2014;10,00000000000;3,79191114198;51,04374256290
1386;1;1386;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109549,70076300000;192766,42837400000;W&Z;2014;10,00000000000;3,79196844432;51,04366025090
1387;1;1387;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109553,64831200000;192757,24051000000;W&Z;2014;10,00000000000;3,79202574646;51,04357793880
1388;1;1388;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109557,59193200000;192748,05096200000;W&Z;2014;10,00000000000;3,79208299255;51,04349561140
1389;1;1389;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109561,52103300000;192738,85519300000;W&Z;2014;10,00000000000;3,79214003211;51,04341322690
1390;1;1390;145;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,70937992800;Fallopia japonica;109562,58557600000;192736,36371000000;W&Z;2014;10,00000000000;3,79215548626;51,04339090590
1391;1;1391;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109339,50168400000;193074,97910700000;W&Z;2014;10,00000000000;3,78893700554;51,04641903880
1392;1;1392;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109346,89056200000;193068,24082200000;W&Z;2014;10,00000000000;3,78904311584;51,04635898780
1393;1;1393;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109354,27944000000;193061,50253700000;W&Z;2014;10,00000000000;3,78914922586;51,04629893680
1394;1;1394;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109361,47949200000;193054,57120700000;W&Z;2014;10,00000000000;3,78925266450;51,04623713720
1395;1;1395;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109368,37942200000;193047,33304600000;W&Z;2014;10,00000000000;3,78935185734;51,04617255850
1396;1;1396;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109375,27935100000;193040,09488400000;W&Z;2014;10,00000000000;3,78945104992;51,04610797970
1397;1;1397;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109382,03745200000;193032,73237400000;W&Z;2014;10,00000000000;3,78954823364;51,04604227310
1398;1;1398;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109388,31121100000;193024,94520800000;W&Z;2014;10,00000000000;3,78963855779;51,04597271550
1399;1;1399;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109394,58497000000;193017,15804200000;W&Z;2014;10,00000000000;3,78972888167;51,04590315790
1400;1;1400;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109400,85872900000;193009,37087700000;W&Z;2014;10,00000000000;3,78981920529;51,04583360010
1401;1;1401;146;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;96,62023539760;Fallopia japonica;109405,01210500000;193004,21559000000;W&Z;2014;10,00000000000;3,78987900150;51,04578755120
1402;1;1402;147;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;25,48663343200;Fallopia japonica;109272,04383100000;193130,26258700000;W&Z;2014;10,00000000000;3,78796893721;51,04691123670
1403;1;1403;147;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;25,48663343200;Fallopia japonica;109279,87494000000;193124,04376500000;W&Z;2014;10,00000000000;3,78808129811;51,04685588690
1404;1;1404;147;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;25,48663343200;Fallopia japonica;109287,70604800000;193117,82494400000;W&Z;2014;10,00000000000;3,78819365874;51,04680053710
1405;1;1405;147;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;25,48663343200;Fallopia japonica;109292,00269000000;193114,41290400000;W&Z;2014;10,00000000000;3,78825530679;51,04677016860
1406;1;1406;148;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;35,08060225260;Fallopia japonica;109131,66340000000;193218,21484500000;W&Z;2014;10,00000000000;3,78595733841;51,04769194720
1407;1;1407;148;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;35,08060225260;Fallopia japonica;109140,76830700000;193214,07954800000;W&Z;2014;10,00000000000;3,78608763512;51,04765541710
1408;1;1408;148;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;35,08060225260;Fallopia japonica;109149,76005300000;193209,71538000000;W&Z;2014;10,00000000000;3,78621634353;51,04761682180
1409;1;1409;148;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;35,08060225260;Fallopia japonica;109158,57380400000;193204,99120900000;W&Z;2014;10,00000000000;3,78634255372;51,04757497780
1410;1;1410;148;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;35,08060225260;Fallopia japonica;109163,05172100000;193202,59104600000;W&Z;2014;10,00000000000;3,78640667602;51,04755371850
1411;1;1411;149;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;28,37154980940;Fallopia japonica;108724,51741500000;193369,97321400000;W&Z;2014;10,00000000000;3,78013436613;51,04902724970
1412;1;1412;149;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;28,37154980940;Fallopia japonica;108733,95833200000;193366,67638500000;W&Z;2014;10,00000000000;3,78026936816;51,04899828680
1413;1;1413;149;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;28,37154980940;Fallopia japonica;108743,39925000000;193363,37955700000;W&Z;2014;10,00000000000;3,78040437002;51,04896932370
1414;1;1414;149;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;28,37154980940;Fallopia japonica;108751,30276100000;193360,61960100000;W&Z;2014;10,00000000000;3,78051738736;51,04894507690
1415;1;1415;150;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;15,81554841110;Fallopia japonica;107926,71328900000;193459,85019100000;W&Z;2014;10,00000000000;3,76874712739;51,04977784830
1416;1;1416;150;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;15,81554841110;Fallopia japonica;107936,61992400000;193461,21348900000;W&Z;2014;10,00000000000;3,76888824423;51,04979082050
1417;1;1417;150;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;15,81554841110;Fallopia japonica;107942,38117600000;193462,00632200000;W&Z;2014;10,00000000000;3,76897031145;51,04979836450
1418;1;1418;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107632,71721300000;193368,20442800000;W&Z;2014;10,00000000000;3,76456521024;51,04893269120
1419;1;1419;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107642,00557500000;193371,90933700000;W&Z;2014;10,00000000000;3,76469723556;51,04896667120
1420;1;1420;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107651,29393600000;193375,61424500000;W&Z;2014;10,00000000000;3,76482926107;51,04900065110
1421;1;1421;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107660,58229700000;193379,31915300000;W&Z;2014;10,00000000000;3,76496128678;51,04903463090
1422;1;1422;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107669,87065800000;193383,02406100000;W&Z;2014;10,00000000000;3,76509331268;51,04906861050
1423;1;1423;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107679,15902000000;193386,72896900000;W&Z;2014;10,00000000000;3,76522533876;51,04910258990
1424;1;1424;151;1;Boven-Zeeschelde1;KR;7;0;0;Maaibeheer;0;;52,37509552340;Fallopia japonica;107681,36509400000;193387,60892000000;W&Z;2014;10,00000000000;3,76525669625;51,04911066040
1425;1;1425;152;1;Boven-Zeeschelde1;KR;7;0;0;;0;;18,11238228700;Fallopia japonica;106863,46621400000;193069,08986600000;W&Z;2014;10,00000000000;3,75363078578;51,04618739490
1426;1;1426;152;1;Boven-Zeeschelde1;KR;7;0;0;;0;;18,11238228700;Fallopia japonica;106873,41850000000;193070,06558000000;W&Z;2014;10,00000000000;3,75377258424;51,04619690480
1427;1;1427;152;1;Boven-Zeeschelde1;KR;7;0;0;;0;;18,11238228700;Fallopia japonica;106881,49217400000;193070,85711700000;W&Z;2014;10,00000000000;3,75388761661;51,04620461940
1428;1;1428;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108071,42660600000;193525,06004900000;W&Z;2014;10,00000000000;3,77080333931;51,05037446920
1429;1;1429;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108081,41711600000;193525,49560300000;W&Z;2014;10,00000000000;3,77094576094;51,05037910580
1430;1;1430;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108091,40762700000;193525,93115600000;W&Z;2014;10,00000000000;3,77108818259;51,05038374220
1431;1;1431;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108101,39844400000;193526,35694400000;W&Z;2014;10,00000000000;3,77123060978;51,05038829070
1432;1;1432;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108111,39656000000;193526,55108200000;W&Z;2014;10,00000000000;3,77137316758;51,05039075740
1433;1;1433;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108121,39467500000;193526,74522000000;W&Z;2014;10,00000000000;3,77151572540;51,05039322380
1434;1;1434;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108131,39279000000;193526,93935800000;W&Z;2014;10,00000000000;3,77165828323;51,05039569010
1435;1;1435;153;1;Boven-Zeeschelde1;R;7;0;0;;0;;68,34235814000;Fallopia japonica;108139,73357600000;193527,10131500000;W&Z;2014;10,00000000000;3,77177721009;51,05039774740
1436;1;1436;154;1;Boven-Zeeschelde1;R;7;0;0;Maaibeheer;0;enkele L.;21,80066523230;Fallopia japonica;109121,14303300000;193282,19248700000;W&Z;2014;10,00000000000;3,78580017205;51,04826628170
1437;1;1437;154;1;Boven-Zeeschelde1;R;7;0;0;Maaibeheer;0;enkele L.;21,80066523230;Fallopia japonica;109130,22839700000;193278,02970200000;W&Z;2014;10,00000000000;3,78593019487;51,04822950340
1438;1;1438;154;1;Boven-Zeeschelde1;R;7;0;0;Maaibeheer;0;enkele L.;21,80066523230;Fallopia japonica;109139,17921700000;193273,57068600000;W&Z;2014;10,00000000000;3,78605833197;51,04819005280
1439;1;1439;154;1;Boven-Zeeschelde1;R;7;0;0;Maaibeheer;0;enkele L.;21,80066523230;Fallopia japonica;109140,79096000000;193272,76776600000;W&Z;2014;10,00000000000;3,78608140514;51,04818294900
1440;1;1440;155;1;Boven-Zeeschelde1;R;7;9;0;;0;;27,18551773780;Fallopia japonica;109626,46845800000;192724,37142600000;W&Z;2014;10,00000000000;3,79306768900;51,04328755650
1441;1;1441;155;1;Boven-Zeeschelde1;R;7;9;0;;0;;27,18551773780;Fallopia japonica;109629,16703200000;192714,74242300000;W&Z;2014;10,00000000000;3,79310722885;51,04320119180
1442;1;1442;155;1;Boven-Zeeschelde1;R;7;9;0;;0;;27,18551773780;Fallopia japonica;109631,86560600000;192705,11342000000;W&Z;2014;10,00000000000;3,79314676854;51,04311482710
1443;1;1443;155;1;Boven-Zeeschelde1;R;7;9;0;;0;;27,18551773780;Fallopia japonica;109633,80467100000;192698,19448300000;W&Z;2014;10,00000000000;3,79317517977;51,04305276960
1444;1;1444;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109638,65759800000;192678,88498800000;W&Z;2014;10,00000000000;3,79324650446;51,04287953950
1445;1;1445;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109640,90619300000;192669,14107600000;W&Z;2014;10,00000000000;3,79327964031;51,04279211050
1446;1;1446;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109643,15478800000;192659,39716400000;W&Z;2014;10,00000000000;3,79331277604;51,04270468160
1447;1;1447;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109645,40338300000;192649,65325200000;W&Z;2014;10,00000000000;3,79334591165;51,04261725260
1448;1;1448;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109647,65197800000;192639,90934000000;W&Z;2014;10,00000000000;3,79337904713;51,04252982370
1449;1;1449;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109649,69029000000;192630,12124900000;W&Z;2014;10,00000000000;3,79340918909;51,04244198300
1450;1;1450;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109651,55301900000;192620,29626800000;W&Z;2014;10,00000000000;3,79343683148;51,04235379850
1451;1;1451;156;1;Boven-Zeeschelde1;R;7;0;0;;0;;60,05684147220;Fallopia japonica;109651,56360700000;192620,24042200000;W&Z;2014;10,00000000000;3,79343698860;51,04235329720
1452;1;1452;157;1;Boven-Zeeschelde1;R;7;0;0;;0;;10,75832964150;Fallopia japonica;109614,65631300000;189569,83924000000;W&Z;2014;10,00000000000;3,79324712007;51,01493141960
