OBJECTID,occurrenceID,type,language,lisence,rightHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",District,Waterbody,zone,habitat,Vegtype2,Vegtype3,managementAction,Opmerking,Lengte,kingdom,Species,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,coordinateUncertaintyInMeters,decimalLongitude,decimalLatitude,coordinateSystem,nomenclaturalCode
2023,INBO:IAS:FAL:D:2023,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"109,7575357",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147929,4493","198524,8357",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.339202755,51.09682457,WGS84,ICBN
2024,INBO:IAS:FAL:D:2024,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"109,7575357",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147921,1197","198530,3691",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.339083817,51.09687428,WGS84,ICBN
2025,INBO:IAS:FAL:D:2025,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"109,7575357",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147912,7902","198535,9025",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.338964879,51.09692399,WGS84,ICBN
2026,INBO:IAS:FAL:D:2026,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"109,7575357",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147904,4606","198541,4358",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.338845941,51.0969737,WGS84,ICBN
2027,INBO:IAS:FAL:D:2027,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"109,7575357",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147896,131","198546,9692",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.338727003,51.09702341,WGS84,ICBN
2028,INBO:IAS:FAL:D:2028,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"109,7575357",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147888,0034","198552,3684",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.338610948,51.09707191,WGS84,ICBN
2029,INBO:IAS:FAL:D:2029,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"13,27747922",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"148019,0184","198466,8391",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.340481682,51.09630355,WGS84,ICBN
2030,INBO:IAS:FAL:D:2030,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"13,27747922",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"148010,598","198472,2334",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.340361452,51.09635201,WGS84,ICBN
2031,INBO:IAS:FAL:D:2031,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"13,27747922",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"148007,8383","198474,0013",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.340322047,51.09636789,WGS84,ICBN
2032,INBO:IAS:FAL:D:2032,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"37,38625693",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"149936,1333","197071,249",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.367848694,51.08376191,WGS84,ICBN
2033,INBO:IAS:FAL:D:2033,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"37,38625693",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"149945,6651","197068,2248",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.367984724,51.08373472,WGS84,ICBN
2034,INBO:IAS:FAL:D:2034,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"37,38625693",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"149955,1969","197065,2007",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.368120755,51.08370754,WGS84,ICBN
2035,INBO:IAS:FAL:D:2035,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"37,38625693",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"149964,7286","197062,1766",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.368256785,51.08368036,WGS84,ICBN
2036,INBO:IAS:FAL:D:2036,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"37,38625693",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"149971,7691","197059,9428",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.368357261,51.08366028,WGS84,ICBN
2037,INBO:IAS:FAL:D:2037,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"38,14861578",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"150950,561","196911,6863",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.382325466,51.08232669,WGS84,ICBN
2038,INBO:IAS:FAL:D:2038,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"38,14861578",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"150941,2205","196915,2576",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.382192178,51.08235881,WGS84,ICBN
2039,INBO:IAS:FAL:D:2039,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"38,14861578",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"150931,5841","196917,5754",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.382054665,51.08237966,WGS84,ICBN
2040,INBO:IAS:FAL:D:2040,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"38,14861578",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"150921,6335","196918,5655",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.381912664,51.08238858,WGS84,ICBN
2041,INBO:IAS:FAL:D:2041,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"38,14861578",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"150913,5786","196919,7974",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.381797716,51.08239966,WGS84,ICBN
2042,INBO:IAS:FAL:D:2042,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"17,86955053",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"151290,2711","196742,5851",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.38717279,51.08080595,WGS84,ICBN
2043,INBO:IAS:FAL:D:2043,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"17,86955053",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"151281,3967","196747,1943",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.387046166,51.0808474,WGS84,ICBN
2044,INBO:IAS:FAL:D:2044,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"17,86955053",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"151274,413","196750,8215",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.386946518,51.08088002,WGS84,ICBN
2045,INBO:IAS:FAL:D:2045,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"31,83829562",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152520,1289","196389,8226",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.404720855,51.07763078,WGS84,ICBN
2046,INBO:IAS:FAL:D:2046,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"31,83829562",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152512,4987","196383,3589",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.404611929,51.07757271,WGS84,ICBN
2047,INBO:IAS:FAL:D:2047,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"31,83829562",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152504,8584","196376,9071",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.40450286,51.07751475,WGS84,ICBN
2048,INBO:IAS:FAL:D:2048,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"31,83829562",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152497,3475","196370,3167",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.404395638,51.07745554,WGS84,ICBN
2049,INBO:IAS:FAL:D:2049,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"31,83829562",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152496,0681","196368,9967",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.404377373,51.07744368,WGS84,ICBN
2050,INBO:IAS:FAL:D:2050,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"43,19127846",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152568,4551","196448,6657",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.405410872,51.07815949,WGS84,ICBN
2051,INBO:IAS:FAL:D:2051,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"43,19127846",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152563,2016","196440,1597",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.405335845,51.07808305,WGS84,ICBN
2052,INBO:IAS:FAL:D:2052,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"43,19127846",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152557,6921","196431,8144",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.405257165,51.07800806,WGS84,ICBN
2053,INBO:IAS:FAL:D:2053,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"43,19127846",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152551,7195","196423,8271",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.405171881,51.07793629,WGS84,ICBN
2054,INBO:IAS:FAL:D:2054,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"43,19127846",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152545,0285","196416,3953",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.405076351,51.07786952,WGS84,ICBN
2055,INBO:IAS:FAL:D:2055,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"43,19127846",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152542,8933","196414,0237",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.405045864,51.07784821,WGS84,ICBN
2056,INBO:IAS:FAL:D:2056,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"33,52625928",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152959,7326","196639,0419",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.410995843,51.07986883,WGS84,ICBN
2057,INBO:IAS:FAL:D:2057,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"33,52625928",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152949,7464","196638,5162",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.410853334,51.07986415,WGS84,ICBN
2058,INBO:IAS:FAL:D:2058,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"33,52625928",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152939,7829","196637,7878",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.410711147,51.07985766,WGS84,ICBN
2059,INBO:IAS:FAL:D:2059,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"33,52625928",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152929,926","196636,1018",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.410570474,51.07984255,WGS84,ICBN
2060,INBO:IAS:FAL:D:2060,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"33,52625928",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"152926,4502","196635,5072",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.41052087,51.07983723,WGS84,ICBN
2061,INBO:IAS:FAL:D:2061,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153130,5224","196617,7445",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.413432848,51.07967646,WGS84,ICBN
2062,INBO:IAS:FAL:D:2062,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153120,8213","196620,1069",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.413294434,51.07969775,WGS84,ICBN
2063,INBO:IAS:FAL:D:2063,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153111,2201","196622,9028",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.413157449,51.07972294,WGS84,ICBN
2064,INBO:IAS:FAL:D:2064,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153101,5464","196625,4254",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.413019426,51.07974566,WGS84,ICBN
2065,INBO:IAS:FAL:D:2065,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153091,8221","196627,7574",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.41288068,51.07976668,WGS84,ICBN
2066,INBO:IAS:FAL:D:2066,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153082,0917","196630,063",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.412741846,51.07978746,WGS84,ICBN
2067,INBO:IAS:FAL:D:2067,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153072,3361","196632,2605",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.412602652,51.07980727,WGS84,ICBN
2068,INBO:IAS:FAL:D:2068,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,KR,Fallopia covered dike,0,0,Maaibeheer,,"80,66992633",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"153062,5806","196634,458",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.412463458,51.07982707,WGS84,ICBN
