taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist
INBO:RL:VAL:PLA:2006:4893,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Phleum,pratense,Phleum pratense L.,Phleum pratense L.,Gewoon timoteegras,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4894,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Phragmites,australis,Phragmites australis (Cav.) Steud.,Phragmites australis (Cav.) Steud.,Riet,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4895,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Campanulales,Campanulaceae,Phyteuma,nigrum,Phyteuma nigrum F.W. Schmidt,Phyteuma nigrum F.W. Schmidt,Zwartblauwe rapunzel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4896,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Campanulales,Campanulaceae,Phyteuma,spicatum,Phyteuma spicatum L.,Phyteuma spicatum L.,Witte rapunzel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4897,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Picris,echioides,Picris echioides L.,Picris echioides L.,Dubbelkelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4898,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Picris,hieracioides,Picris hieracioides L.,Picris hieracioides L.,Echt bitterkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4899,VascularPlants,2006,Plantae,Tracheophyta,Pteropsida,Filicales,Marsileaceae,Pilularia,globulifera,Pilularia globulifera L.,Pilularia globulifera L.,Pilvaren,NT,Regional,,VanLanduyt_etal_2006,Aquatic,Marshes,Limnophilous,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4900,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Apiales,Apiaceae,Pimpinella,major,Pimpinella major (L.) Huds.,Pimpinella major (L.) Huds.,Grote bevernel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4901,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Apiales,Apiaceae,Pimpinella,saxifraga,Pimpinella saxifraga L.,Pimpinella saxifraga L.,Kleine bevernel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4902,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Scrophulariales,Lentibulariaceae,Pinguicula,vulgaris,Pinguicula vulgaris L.,Pinguicula vulgaris L.,Vetblad,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Verdwenen uit Vlaanderen en het Brussels Gewest,Verdwenen uit Vlaanderen en het Brussels Gewest,RE,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4903,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Pinales,Pinaceae,Pinus,sylvestris,Pinus sylvestris L.,Pinus sylvestris L.,Grove den,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4904,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Plantaginales,Plantaginaceae,Plantago,coronopus,Plantago coronopus L.,Plantago coronopus L.,Hertshoornweegbree,,Regional,,VanLanduyt_etal_2006,Terrestrial,SaltMarshes,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4905,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Plantaginales,Plantaginaceae,Plantago,lanceolata,Plantago lanceolata L.,Plantago lanceolata L.,Smalle weegbree,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4906,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Plantaginales,Plantaginaceae,Plantago,major ssp. major,Plantago major L.,Plantago major L.,Grote weegbree,,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4907,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Plantaginales,Plantaginaceae,Plantago,maritima,Plantago maritima L.,Plantago maritima L.,Zeeweegbree,,Regional,,VanLanduyt_etal_2006,Terrestrial,SaltMarshes,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4908,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Plantaginales,Plantaginaceae,Plantago,media,Plantago media L.,Plantago media L.,Ruige weegbree,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4909,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Orchidales,Orchidaceae,Platanthera,bifolia,Platanthera bifolia (L.) L.C.M. Rich.,Platanthera bifolia (L.) L.C.M. Rich.,Welriekende nachtorchis,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,Heathlands,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4910,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Orchidales,Orchidaceae,Platanthera,chlorantha,Platanthera chlorantha (Cust.) Reichenb.,Platanthera chlorantha (Cust.) Reichenb.,Bergnachtorchis,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Shrubs,Grasslands,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4911,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,annua,Poa annua L.,Poa annua L.,Straatgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Shortlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4912,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,bulbosa,Poa bulbosa L.,Poa bulbosa L.,Knolbeemdgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Dunes,Anthropogenic,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4913,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,chaixii,Poa chaixii Vill.,Poa chaixii Vill.,Bergbeemdgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4914,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,compressa,Poa compressa L.,Poa compressa L.,Plat beemdgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4915,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,nemoralis,Poa nemoralis L.,Poa nemoralis L.,Schaduwgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4916,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,palustris,Poa palustris L.,Poa palustris L.,Moerasbeemdgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Shrubs,Marshes,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4917,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,pratensis,Poa pratensis L.,Poa pratensis L.,Veldbeemdgras,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,SaltMarshes,Grasslands,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4918,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Poa,trivialis,Poa trivialis L.,Poa trivialis L.,Ruw beemdgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4919,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Polygales,Polygalaceae,Polygala,comosa,Polygala comosa Schkuhr,Polygala comosa Schkuhr,Kuifvleugeltjesbloem,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4920,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Polygales,Polygalaceae,Polygala,serpyllifolia,Polygala serpyllifolia Hose,Polygala serpyllifolia Hose,Liggende vleugeltjesbloem,,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,Grasslands,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4921,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Polygales,Polygalaceae,Polygala,vulgaris,Polygala vulgaris L.,Polygala vulgaris L.,Gewone vleugeltjesbloem,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4922,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Liliales,Liliaceae,Polygonatum,multiflorum,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum (L.) All.,Gewone salomonszegel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4923,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Liliales,Liliaceae,Polygonatum,odoratum,Polygonatum odoratum (Mill.) Druce,Polygonatum odoratum (Mill.) Druce,Welriekende salomonszegel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,Grasslands,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4924,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Polygonum,aviculare,Polygonum aviculare L.,Polygonum aviculare L.,Varkensgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4925,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Polygonum,oxyspermum,Polygonum oxyspermum C.A. Mey. et Bunge ex Ledeb.,Polygonum oxyspermum C.A. Mey. et Bunge ex Ledeb.,Zandvarkensgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Dunes,,Cuddly,Shortlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4926,VascularPlants,2006,Plantae,Tracheophyta,Pteropsida,Filicales,Polypodiaceae,Polypodium,interjectum,Polypodium interjectum Shivas,Polypodium interjectum Shivas,Brede eikvaren,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4927,VascularPlants,2006,Plantae,Tracheophyta,Pteropsida,Filicales,Polypodiaceae,Polypodium,vulgare,Polypodium vulgare L.,Polypodium vulgare L.,Gewone eikvaren,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4928,VascularPlants,2006,Plantae,Tracheophyta,Pteropsida,Filicales,Polypodiaceae,Polypodium,vulgare,Polypodium vulgare s.l.,Polypodium vulgare s.l.,Eikvaren,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,Woodlands,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Achteruitgaand,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4929,VascularPlants,2006,Plantae,Tracheophyta,Pteropsida,Filicales,Dryopteridaceae,Polystichum,aculeatum,Polystichum aculeatum (L.) Roth,Polystichum aculeatum (L.) Roth,Stijve naaldvaren,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,Anthropogenic,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4930,VascularPlants,2006,Plantae,Tracheophyta,Pteropsida,Filicales,Dryopteridaceae,Polystichum,setiferum,Polystichum setiferum (Forssk.) Woynar,Polystichum setiferum (Forssk.) Woynar,Zachte naaldvaren,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4931,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Salicales,Salicaceae,Populus,nigra var. Nigra,Populus nigra L. var. nigra,Populus nigra L. var. nigra,Zwarte populier var. nigra,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4932,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Salicales,Salicaceae,Populus,tremula,Populus tremula L.,Populus tremula L.,Ratelpopulier,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4933,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Potamogeton,acutifolius,Potamogeton acutifolius Link,Potamogeton acutifolius Link,Spits fonteinkruid,NT,Regional,,VanLanduyt_etal_2006,Aquatic,Limnophilous,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4934,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Potamogeton,alpinus,Potamogeton alpinus Balb.,Potamogeton alpinus Balb.,Rossig fonteinkruid,LC,Regional,,VanLanduyt_etal_2006,Aquatic,Limnophilous,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4935,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Potamogeton,berchtoldii,Potamogeton berchtoldii Fieb.,Potamogeton berchtoldii Fieb.,Klein fonteinkruid,LC,Regional,,VanLanduyt_etal_2006,Aquatic,Limnophilous,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4936,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Potamogeton,coloratus,Potamogeton coloratus Hornem.,Potamogeton coloratus Hornem.,Weegbreefonteinkruid,LC,Regional,,VanLanduyt_etal_2006,Aquatic,Limnophilous,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4937,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Potamogeton,compressus,Potamogeton compressus L.,Potamogeton compressus L.,Plat fonteinkruid,DD,Regional,,VanLanduyt_etal_2006,Aquatic,Limnophilous,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
