taxonID;TaxonomicGroup;YearPublished;Kingdom;Phylum;Class;Order;Family;Genus;Species;SpeciesnameAsPublished;vernacularName;RLCEurope;Criteria;IUCNCriteria;Reference;Biome;Biotope1;Biotope2;Cuddliness;Lifespan;Mobility;NutrientLevel;Spine;license;rightsHolder;accessRights;datasetName;locationID;locality;countryCode;occurrencestatus;threadStatus;RLCAsPublished;RLC;eventDate;language2
INBO:RL:VAL:BUT:2011:681;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Gonepteryx;rhamni;Gonepteryx rhamni;Citroenvlinder;LC;IUCN;"A2c;B2b(ii,iii)";Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Bijna in gevaar;NT;to complete;nl
INBO:RL:VAL:BUT:2011:682;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Hesperia;comma;Hesperia comma;Kommavlinder;LC;IUCN;"A2c;B2a(i)b(ii,iii)";Maes_etal_2011;Terrestrial;Heathlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:BUT:2011:683;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Heteropterus;morpheus;Heteropterus morpheus;Spiegeldikkopje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Marshes;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:684;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hipparchia;semele;Hipparchia semele;Heivlinder;LC;IUCN;B2a(i)b(iii);Maes_etal_2011;Terrestrial;Heathlands;Dunes;High;Shortlived;High;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:BUT:2011:685;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hipparchia;statilinus;Hipparchia statilinus;Kleine heivlinder;NT;IUCN;NA;Maes_etal_2011;Terrestrial;Heathlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:686;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Issoria;lathonia;Issoria lathonia;Kleine parelmoervlinder;LC;IUCN;B2b(iii);Maes_etal_2011;Terrestrial;Dunes;Grasslands;High;Shortlived;High;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Bijna in gevaar;NT;to complete;nl
INBO:RL:VAL:BUT:2011:687;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Lasiommata;megera;Lasiommata megera;Argusvlinder;LC;IUCN;"A2c;B2a(i)b(ii,iii)";Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:BUT:2011:688;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Leptidea;sinapis;Leptidea sinapis;Boswitje;LC;IUCN;B2b(iii);Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Bijna in gevaar;NT;to complete;nl
INBO:RL:VAL:BUT:2011:689;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Limenitis;camilla;Limenitis camilla;Kleine ijsvogelvlinder;LC;IUCN;B2a(i);Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Bijna in gevaar;NT;to complete;nl
INBO:RL:VAL:BUT:2011:690;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Limenitis;populi;Limenitis populi;Grote ijsvogelvlinder;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:691;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Lycaena;phlaeas;Lycaena phlaeas;Kleine vuurvlinder;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:692;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Lycaena;tityrus;Lycaena tityrus;Bruine vuurvlinder;LC;IUCN;B2b(iii);Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:BUT:2011:693;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Maniola;jurtina;Maniola jurtina;Bruin zandoogje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:694;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Melanargia;galathea;Melanargia galathea;Dambordje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:695;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Melitaea;athalia;Melitaea athalia;Bosparelmoervlinder;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:696;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Melitaea;cinxia;Melitaea cinxia;Veldparelmoervlinder;LC;IUCN;"A2c;B2a(i)b(ii,iii)";Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Ernstig bedreigd;CR;to complete;nl
INBO:RL:VAL:BUT:2011:697;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Melitaea;diamina;Melitaea diamina;Woudparelmoervlinder;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:698;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Nymphalis;antiopa;Nymphalis antiopa;Rouwmantel;LC;IUCN;B2a(ii)c(iv);Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Ernstig bedreigd;CR;to complete;nl
INBO:RL:VAL:BUT:2011:699;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Nymphalis;polychloros;Nymphalis polychloros;Grote vos;LC;IUCN;"A2c;B2b(ii,iii)c(iv)";Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Ernstig bedreigd;CR;to complete;nl
INBO:RL:VAL:BUT:2011:700;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Ochlodes;sylvanus;Ochlodes sylvanus;Groot dikkopje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:701;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Papilionidae;Papilio;machaon;Papilio machaon;Koninginnenpage;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:702;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Pararge;aegeria;Pararge aegeria;Bont zandoogje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:703;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Phengaris;alcon;Phengaris alcon;Gentiaanblauwtje;LC;IUCN;"A2c;B2a(i)b(ii,iii)";Maes_etal_2011;Terrestrial;Heathlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Ernstig bedreigd;CR;to complete;nl
INBO:RL:VAL:BUT:2011:704;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Phengaris;teleius;Phengaris teleius;Pimpernelblauwtje;VU;IUCN;NA;Maes_etal_2011;Terrestrial;Marshes;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:705;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Pieris;brassicae;Pieris brassicae;Groot koolwitje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Eurytopic;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:706;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Pieris;napi;Pieris napi;Klein geaderd witje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Eurytopic;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:707;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Pieris;rapae;Pieris rapae;Klein koolwitje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Eurytopic;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:708;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Plebejus;argus;Plebejus argus;Heideblauwtje;LC;IUCN;B2a(i)b(iii);Maes_etal_2011;Terrestrial;Heathlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:BUT:2011:709;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Plebejus;idas;Plebejus idas;Vals heideblauwtje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Heathlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:710;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Polygonia;c-album;Polygonia c-album;Gehakkelde aurelia;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:711;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Polyommatus;icarus;Polyommatus icarus;Icarusblauwtje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:712;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Pyrgus;armoricanus;Pyrgus armoricanus;Bretons spikkeldikkopje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:713;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Pyrgus;malvae;Pyrgus malvae;Aardbeivlinder;LC;IUCN;"B2a(i)b(iii);E";Maes_etal_2011;Terrestrial;Heathlands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Ernstig bedreigd;CR;to complete;nl
INBO:RL:VAL:BUT:2011:714;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Pyronia;tithonus;Pyronia tithonus;Oranje zandoogje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:715;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Satyrium;ilicis;Satyrium ilicis;Bruine eikenpage;LC;IUCN;"A2c;B2a(i)b(ii,iii)";Maes_etal_2011;Terrestrial;Shrubs;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Ernstig bedreigd;CR;to complete;nl
INBO:RL:VAL:BUT:2011:716;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Satyrium;w-album;Satyrium w-album;Iepenpage;LC;IUCN;B2a(i)b(iii);Maes_etal_2011;Terrestrial;Woodlands;NA;High;Shortlived;Low;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:BUT:2011:717;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Spialia;sertorius;Spialia sertorius;Kalkgraslanddikkopje;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX) in Vlaanderen;Uitgestorven in Vlaanderen;RE;to complete;nl
INBO:RL:VAL:BUT:2011:718;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Thecla;betulae;Thecla betulae;Sleedoornpage;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Shrubs;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:719;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Thymelicus;lineola;Thymelicus lineola;Zwartsprietdikkopje;LC;IUCN;"A2c;B2b(ii,iii)";Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:BUT:2011:720;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Thymelicus;sylvestris;Thymelicus sylvestris;Geelsprietdikkopje;LC;IUCN;"A2c;B2a(i)b(ii,iii)";Maes_etal_2011;Terrestrial;Grasslands;NA;High;Shortlived;Low;Mesotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:BUT:2011:721;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Vanessa;atalanta;Vanessa atalanta;Atalanta;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Eurytopic;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:BUT:2011:722;Butterflies;2011;Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Vanessa;cardui;Vanessa cardui;Distelvlinder;LC;IUCN;NA;Maes_etal_2011;Terrestrial;Eurytopic;NA;High;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet in gevaar;LC;to complete;nl
INBO:RL:VAL:CAR:2008:1091;CarabidBeetles;2008;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Abax;ater;Abax ater ;Gewone breedborst;NA;Regional;NA;Desender_etal_2008;Terrestrial;Woodlands;NA;Low;Shortlived;Low;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:CAR:2008:1092;CarabidBeetles;2008;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Abax;carinatus;Abax carinatus ;Langkielbreedborst;NA;Regional;NA;Desender_etal_2008;Terrestrial;Woodlands;NA;Low;Shortlived;Low;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:CAR:2008:1093;CarabidBeetles;2008;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Abax;ovalis;Abax ovalis ;Ovale breedborst;NA;Regional;NA;Desender_etal_2008;Terrestrial;Woodlands;NA;Low;Shortlived;Low;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT)  ;Zeldzaam  ;NT;to complete;nl
INBO:RL:VAL:CAR:2008:1094;CarabidBeetles;2008;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Abax;parallelus;Abax parallelus ;Rechte breedborst;NA;Regional;NA;Desender_etal_2008;Terrestrial;Woodlands;NA;Low;Shortlived;Low;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT)  ;Zeldzaam  ;NT;to complete;nl
INBO:RL:VAL:CAR:2008:1095;CarabidBeetles;2008;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Acupalpus;brunnipes;Acupalpus brunnipes ;Bruine bontloper;NA;Regional;NA;Desender_etal_2008;Terrestrial;Heathlands;NA;Low;Shortlived;High;Oligotrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT)  ;Zeldzaam  ;NT;to complete;nl
INBO:RL:VAL:CAR:2008:1096;CarabidBeetles;2008;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Acupalpus;consputus;Acupalpus consputus ;Oeverbontloper;NA;Regional;NA;Desender_etal_2008;Terrestrial;Marshes;NA;Low;Shortlived;High;Eutrophic;Invertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT)  ;Zeldzaam  ;NT;to complete;nl
