taxonID;TaxonomicGroup;YearPublished;Kingdom;Phylum;Class;Order;Family;Genus;Species;SpeciesnameAsPublished;vernacularName;RLCEurope;Criteria;IUCNCriteria;Reference;Biome;Biotope1;Biotope2;Cuddliness;Lifespan;Mobility;NutrientLevel;Spine;license;rightsHolder;accessRights;datasetName;locationID;locality;countryCode;occurrencestatus;threadStatus;RLCAsPublished;RLC;eventDate;language2
INBO:RL:VAL:PLA:2006:4188;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Fabales;Fabaceae;Anthyllis;vulneraria;Anthyllis vulneraria L.;Wondklaver;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Longlived;Low;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:PLA:2006:4189;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Poales;Poaceae;Apera;spica-venti;Apera spica-venti (L.) Beauv.;Grote windhalm;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Agriculture;NA;High;Shortlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4190;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Rosales;Rosaceae;Aphanes;arvensis;Aphanes arvensis L.;Grote leeuwenklauw;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Agriculture;NA;High;Shortlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4191;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Rosales;Rosaceae;Aphanes;inexspectata;Aphanes australis Rydb.;Kleine leeuwenklauw;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Agriculture;NA;High;Shortlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4192;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Apiales;Apiaceae;Apium;graveolens;Apium graveolens L.;Selderij;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;SaltMarshes;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:PLA:2006:4193;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Apiales;Apiaceae;Apium;inundatum;Apium inundatum (L.) Reichenb. f.;Ondergedoken moerasscherm;LC;Regional;NA;VanLanduyt_etal_2006;Aquatic;Limnophilous;NA;High;Longlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4194;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Apiales;Apiaceae;Apium;nodiflorum;Apium nodiflorum (L.) Lag.;Groot moerasscherm;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Marshes;NA;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4195;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Apiales;Apiaceae;Apium;repens;Apium repens (Jacq.) Lag.;Kruipend moerasscherm;NT;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Longlived;Low;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Met verdwijning bedreigd;Met verdwijning bedreigd;CR;to complete;nl
INBO:RL:VAL:PLA:2006:4196;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Capparales;Brassicaceae;Arabidopsis;thaliana;Arabidopsis thaliana (L.) Heynh.;Zandraket;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Anthropogenic;NA;High;Shortlived;Low;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4197;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Capparales;Brassicaceae;Arabis;glabra;Arabis glabra (L.) Bernh.;Torenkruid;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Shortlived;Low;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:PLA:2006:4198;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Capparales;Brassicaceae;Arabis;hirsuta;Arabis hirsuta (L.) Scop.;Ruige scheefkelk;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Shortlived;Low;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4199;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Arctium;lappa;Arctium lappa L.;Grote klit;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;Woodlands;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4200;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Arctium;minus;Arctium minus (Hill) Bernh.;Kleine klit;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;Woodlands;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4201;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Arctium;nemorosum;Arctium nemorosum Lej.;Bosklit;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4202;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Arctium;tomentosum;Arctium tomentosum Mill.;Donzige klit;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:PLA:2006:4203;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Caryophyllaceae;Arenaria;serpyllifolia;Arenaria serpyllifolia L.;Zandmuur;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Eurytopic;NA;High;Shortlived;Low;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4204;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Aristolochiales;Aristolochiaceae;Aristolochia;clematitis;Aristolochia clematitis L.;Pijpbloem;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;NA;High;Longlived;Low;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4205;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Plumbaginales;Plumbaginaceae;Armeria;maritima;Armeria maritima Willd.;Engels gras;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;SaltMarshes;NA;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:PLA:2006:4206;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Arnica;montana;Arnica montana L.;Valkruid;DD;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;Heathlands;High;Longlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Verdwenen uit Vlaanderen en het Brussels Gewest;Verdwenen uit Vlaanderen en het Brussels Gewest;RE;to complete;nl
INBO:RL:VAL:PLA:2006:4207;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Arnoseris;minima;Arnoseris minima (L.) Schweigg. et Körte;Korensla;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Agriculture;NA;High;Shortlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Met verdwijning bedreigd;Met verdwijning bedreigd;CR;to complete;nl
INBO:RL:VAL:PLA:2006:4208;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Poales;Poaceae;Arrhenatherum;elatius;Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl;Glanshaver;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Longlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4209;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Artemisia;maritima;Artemisia maritima L.;Zeealsem;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;SaltMarshes;NA;High;Longlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Met verdwijning bedreigd;Met verdwijning bedreigd;CR;to complete;nl
INBO:RL:VAL:PLA:2006:4210;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Artemisia;vulgaris;Artemisia vulgaris L.;Bijvoet;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;NA;High;Longlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4211;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Arales;Araceae;Arum;italicum;Arum italicum Mill.;Italiaanse aronskelk;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Woodlands;NA;High;Longlived;Low;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4212;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Arales;Araceae;Arum;maculatum;Arum maculatum L.;Gevlekte aronskelk;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Woodlands;NA;High;Longlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4213;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Liliales;Liliaceae;Asparagus;officinalis;Asparagus officinalis L. subsp. Officinalis;Asperge;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;Shrubs;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4214;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Liliales;Liliaceae;Asparagus;Asparagus officinalis subsp. Prostratus;Asparagus officinalis L. subsp. prostratus (Dum.) Corb.;Liggende asperge;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Dunes;NA;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:PLA:2006:4215;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Rubiales;Rubiaceae;Asperula;cynanchica;Asperula cynanchica L.;Kalkbedstro;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Longlived;Low;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4216;VascularPlants;2006;Plantae;Tracheophyta;Pteropsida;Filicales;Aspleniaceae;Asplenium;adiantum-nigrum;Asplenium adiantum-nigrum L.;Zwartsteel;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Anthropogenic;NA;High;Longlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4217;VascularPlants;2006;Plantae;Tracheophyta;Pteropsida;Filicales;Aspleniaceae;Asplenium;ruta-muraria;Asplenium ruta-muraria L.;Muurvaren;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Anthropogenic;NA;High;Longlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4218;VascularPlants;2006;Plantae;Tracheophyta;Pteropsida;Filicales;Aspleniaceae;Asplenium;scolopendrium;Asplenium scolopendrium L.;Tongvaren;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Anthropogenic;NA;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4219;VascularPlants;2006;Plantae;Tracheophyta;Pteropsida;Filicales;Aspleniaceae;Asplenium;septentrionale;Asplenium septentrionale (L.) Hoffmann;Noordse streepvaren;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Anthropogenic;NA;High;Longlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Met verdwijning bedreigd;Met verdwijning bedreigd;CR;to complete;nl
INBO:RL:VAL:PLA:2006:4220;VascularPlants;2006;Plantae;Tracheophyta;Pteropsida;Filicales;Aspleniaceae;Asplenium;trichomanes;Asplenium trichomanes L.;Steenbreekvaren;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Anthropogenic;NA;High;Longlived;High;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4221;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Asterales;Asteraceae;Aster;tripolium;Aster tripolium L.;Zulte;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;SaltMarshes;NA;High;Longlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4222;VascularPlants;2006;Plantae;Tracheophyta;Pteropsida;Filicales;Athyriaceae;Athyrium;filix-femina;Athyrium filix-femina (L.) Roth;Wijfjesvaren;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Woodlands;NA;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4223;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Chenopodiaceae;Atriplex;glabriuscula;Atriplex glabriuscula Edmondst.;Kustmelde;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Dunes;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4224;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Chenopodiaceae;Atriplex;laciniata;Atriplex laciniata L.;Gelobde melde;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Dunes;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:PLA:2006:4225;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Chenopodiaceae;Atriplex;littoralis;Atriplex littoralis L.;Strandmelde;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;SaltMarshes;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4226;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Chenopodiaceae;Atriplex;patula;Atriplex patula L.;Uitstaande melde;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Agriculture;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4227;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Chenopodiaceae;Atriplex;prostrata;Atriplex prostrata Boucher ex DC.;Spiesmelde;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Dunes;Agriculture;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4228;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Polemoniales;Solanaceae;Atropa;belladonna;Atropa bella-donna L.;Wolfskers;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Woodlands;NA;High;Longlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4229;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Poales;Poaceae;Avena;fatua;Avena fatua L.;Oot;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Agriculture;NA;High;Shortlived;High;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4230;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Poales;Poaceae;Avenula;pubescens;Avenula pubescens (Huds.) Dum.;Zachte haver;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;NA;High;Longlived;High;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4231;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Alismatales;Alismataceae;Baldellia;ranunculoides s.str.;Baldellia ranunculoides (L.) Parl.;Moerasweegbree;NT;Regional;NA;VanLanduyt_etal_2006;Aquatic;Limnophilous;Marshes;High;Longlived;Low;Oligotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:PLA:2006:4232;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Lamiales;Lamiaceae;Ballota;nigra;Ballota nigra L.;Stinkende ballote;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;NA;High;Longlived;Low;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4233;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Capparales;Brassicaceae;Barbarea;stricta;Barbarea stricta Andrz.;Stijf barbarakruid;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Shrubs;Woodlands;High;Shortlived;Low;Eutrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4234;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Capparales;Brassicaceae;Barbarea;vulgaris;Barbarea vulgaris R. Brown;Gewoon barbarakruid;LC;Regional;NA;VanLanduyt_etal_2006;Terrestrial;Grasslands;Agriculture;High;Shortlived;Low;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:PLA:2006:4235;VascularPlants;2006;Plantae;Tracheophyta;Spermatopsida;Caryophyllales;Chenopodiaceae;Bassia;hirsuta;Bassia hirsuta (L.) Aschers.;Ruig zoutkruid;NA;Regional;NA;VanLanduyt_etal_2006;Terrestrial;SaltMarshes;NA;High;Shortlived;Low;Mesotrophic;Plant;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Verdwenen uit Vlaanderen en het Brussels Gewest;Verdwenen uit Vlaanderen en het Brussels Gewest;RE;to complete;nl
