type;language;license;rightsHolder;accessRights;datasetID;datasetName;ownerInstitutionCode;eventID;parentEventID;samplingProtocol;eventDate;locationID;continent;countryCode;verbatimLocality;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceSources
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN001790000359W;INBO:NBN:BFN0017900002ZHM;observation;2015-03-19;INBSYS0000000239;Europe;BE;Schoten Vordenstein;217151.31;159733.98;Belgian Lambert 72;Belgian Datum 1972;51.26417;4.50821;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000038A0;INBO:NBN:BFN00179000032CN;observation;2016-07-03;INBSYS0000000639;Europe;BE;"Sint-Job-in-'t-Goor ";220216.708215;163886.927139;Belgian Lambert 72;Belgian Datum 1972;51.29164;4.56783;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN0017900003793;INBO:NBN:BFN00179000031CA;observation;2016-02-18;INBSYS0000000239;Europe;BE;Schoten Listdreef 1A;216855.24;157226.07;Belgian Lambert 72;Belgian Datum 1972;51.26154;4.47228;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000037B9;INBO:NBN:BFN00179000031E3;observation;2016-06-05;NULL;Europe;BE;;219279.34;162460.21;Belgian Lambert 72;Belgian Datum 1972;51.28324;4.54734;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000037BA;INBO:NBN:BFN00179000031E4;observation;2016-06-06;NULL;Europe;BE;;217110.38;157098.44;Belgian Lambert 72;Belgian Datum 1972;51.26384;4.47045;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000038HH;INBO:NBN:BFN00179000032JO;shooting;2005-02-28;BFN00179000006B7;Europe;BE;"Limburg ";223200.0;260393.0;Belgian Lambert 72;Belgian Datum 1972;51.30803;5.95192;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000038HI;INBO:NBN:BFN00179000032JP;roadkill;2005-03-31;INBSYS0000000911;Europe;BE;"Beringen ";193182.729912;209914.209699;Belgian Lambert 72;Belgian Datum 1972;51.04570;5.22313;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000038HJ;INBO:NBN:BFN00179000032JQ;capture;2005-04-30;INBSYS0000000624;Europe;BE;"Poppel ";238090.600943;197447.624224;Belgian Lambert 72;Belgian Datum 1972;51.45049;5.05126;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000038HK;INBO:NBN:BFN00179000032JR;roadkill;2005-10-31;INBSYS0000000130;Europe;BE;"Kasterlee ";214969.68;190031.46;Belgian Lambert 72;Belgian Datum 1972;51.24325;4.94202;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000038HL;INBO:NBN:BFN00179000032JS;observation;2005-10-31;INBSYS0000000239;Europe;BE;"Schoten ";217151.31;159733.98;Belgian Lambert 72;Belgian Datum 1972;51.26417;4.50821;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN0017900003BWP;INBO:NBN:BFN00179000035UN;shooting;2016-09-12;INBSYS0000000169;Europe;BE;"Lokeren ";200435.99;121474.98;Belgian Lambert 72;Belgian Datum 1972;51.11331;3.96141;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036W9;INBO:NBN:BFN001790000310J;observation;2015-02-05;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WA;INBO:NBN:BFN001790000310K;observation;2015-02-06;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WB;INBO:NBN:BFN001790000310L;observation;2015-02-16;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN001790000377S;INBO:NBN:BFN001790000310L;shooting;2015-02-16;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WD;INBO:NBN:BFN001790000310M;observation;2015-02-17;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WE;INBO:NBN:BFN001790000310M;observation;2015-02-17;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WF;INBO:NBN:BFN001790000310N;observation;2015-02-18;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WG;INBO:NBN:BFN001790000310O;observation;2015-02-19;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WH;INBO:NBN:BFN001790000310P;observation;2015-02-19;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WI;INBO:NBN:BFN001790000310Q;observation;2015-02-20;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WJ;INBO:NBN:BFN001790000310R;observation;2015-02-20;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WK;INBO:NBN:BFN001790000310S;observation;2015-02-20;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WL;INBO:NBN:BFN001790000310T;observation;2015-02-23;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WM;INBO:NBN:BFN001790000310U;observation;2015-02-24;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WN;INBO:NBN:BFN001790000310V;observation;2015-02-25;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WO;INBO:NBN:BFN001790000310W;observation;2015-02-26;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WP;INBO:NBN:BFN001790000310X;observation;2015-02-27;BFN00179000006YV;Europe;BE;"Vordenstein - Kansel 1 ";216353.00;158502.00;Belgian Lambert 72;Belgian Datum 1972;51.25701;4.49054;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WQ;INBO:NBN:BFN001790000310Y;shooting;2015-02-05;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WR;INBO:NBN:BFN001790000310Z;observation;2015-02-06;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WS;INBO:NBN:BFN0017900003110;observation;2015-02-16;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WT;INBO:NBN:BFN0017900003111;observation;2015-02-16;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WU;INBO:NBN:BFN0017900003112;observation;2015-02-17;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WV;INBO:NBN:BFN0017900003113;observation;2015-02-17;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WW;INBO:NBN:BFN0017900003114;shooting;2015-02-18;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WX;INBO:NBN:BFN0017900003115;observation;2015-02-18;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WY;INBO:NBN:BFN0017900003116;observation;2015-02-19;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036WZ;INBO:NBN:BFN0017900003117;observation;2015-02-20;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X0;INBO:NBN:BFN0017900003118;observation;2015-02-20;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X1;INBO:NBN:BFN0017900003119;observation;2015-02-23;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X2;INBO:NBN:BFN001790000311A;observation;2015-02-23;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X3;INBO:NBN:BFN001790000311B;observation;2015-02-24;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X4;INBO:NBN:BFN001790000311C;observation;2015-02-24;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X5;INBO:NBN:BFN001790000311D;observation;2015-02-25;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X6;INBO:NBN:BFN001790000311E;observation;2015-02-26;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X7;INBO:NBN:BFN001790000311F;observation;2015-02-27;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X8;INBO:NBN:BFN001790000311G;observation;2015-02-27;BFN00179000006YW;Europe;BE;"Vordenstein - Kansel 2 ";216467.00;158810.00;Belgian Lambert 72;Belgian Datum 1972;51.25803;4.49496;WGS84;imported
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Muntjak in Flanders, Belgium;INBO;INBO:NBN:BFN00179000036X9;INBO:NBN:BFN001790000311H;observation;2015-02-02;BFN00179000006YX;Europe;BE;"Vordenstein - Kansel 3 ";216804.00;158868.00;Belgian Lambert 72;Belgian Datum 1972;51.26106;4.49580;WGS84;imported
