occurrenceID	sample_cd	country_cd	region_cd	province_cd	district_cd	district_nm	municipality_PT_nm	locality_nm	location_nm	sampling_site_cd	latitude	longitude	decimalLatitude	decimalLongitude	altitude	sampling_date_b	sampling_date_e	method_cd	collector_nm	species_cd	species_nm_full	mm	ff	ID_doubtful?	coll_position_cd	identified_by	identified_date	collection cd	preservation_method_cd	remarks_spm
118404	IT/2006/015/GN	IT	Sardinia	Carbonia-Iglesias			-	Iglesias	nr colonia Beneck	S1 [SAR06-S1-3']	39.347.590	8.563.532	39.34759	8.563532	636	2006-05-01	2006-05-15	MT	G. Chessa	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	41	Marc Pollet	29/06/2013	MAPC	W	halter dark yellow, tiII with only one ad bristle; ac biseriate, microscopic
119101	IT/2006/029/GN	IT	Sardinia	Carbonia-Iglesias			-	Iglesias	nr colonia Beneck	S1 [SAR06-S1-6°]	39.347.590	8.563.532	39.34759	8.563532	636	2006-05-29	2006-06-12	MT	G. Chessa	MEDEAGLA	Medetera aglaops Pollet, 2022	1	1	ONWAAR	103	Marc Pollet	29/06/2013	MAPC	W	
118143	ES/2015/004a/PA	ES	Andalucía	Almería			-	Bayárcal	-	-	370.746	-30.198	37.0746	-3.0198	1692		2015-08-01	SW	Piluca Álvarez	MEDEHISP	Medetera hispanica Pollet, 2022	1	0	ONWAAR	RC/PAL/3397	Marc Pollet	9/08/2020	MAPC	W	eye possibly bi-coloured, tiII without ad/pd bristle; surstylus slender and straight
118150	ES/2017/001/PA	ES	Castilla - La Mancha	Toledo			-	Argés	Guajaraz Reservoir	-	3.979.655	-408.379	39.79655	-4.08379	605		2017-04-25	SW	Piluca Álvarez	MEDEHISP	Medetera hispanica Pollet, 2022	1	0	WAAR	RC/PAL/3599	Marc Pollet	5/10/2020	MAPC	W	hypopygium dissected for drawing
118191	IT/2006/031/GN	IT	Sardinia	Carbonia-Iglesias			-	Iglesias	Marganai	Plot Conecofor SAR1	39.354.434	8.574.515	39.354434	8.574515	700	2005-06-15	2005-07-13	MT	G. Chessa	MEDEPARV	Medetera parva Pollet, 2022	1	0	ONWAAR	RC/PAL/3504	Marc Pollet	29/06/2013	MAPC	W	bi-coloured eyed species
118170	IT/2006/031/GN	IT	Sardinia	Carbonia-Iglesias			-	Iglesias	Marganai	Plot Conecofor SAR1	39.354.434	8.574.515	39.354434	8.574515	700	2005-06-15	2005-07-13	MT	G. Chessa	MEDEPARV	Medetera parva Pollet, 2022	1	0	ONWAAR	RC/PAL/3504	Marc Pollet	29/06/2013	MAPC	W	bi-coloured eyed species
118161	IT/2006/008/GN	IT	Sardinia	Carbonia-Iglesias			-	Iglesias	Marganai	Plot Conecofor SAR1	39.354.434	8.574.515	39.354434	8.574515	700	2005-07-13	2005-08-04	MT	G. Chessa	MEDEPARV	Medetera parva Pollet, 2022	1	0	WAAR	RC/PAL/3504	Marc Pollet	29/06/2013	MAPC	W	bi-coloured eyed species
116536	FR/2021/050/FB	FR	Provence-Alpes-Côte d'Azur	Alpes-Maritimes				Gourdon	Riou de Gourdon		4.372.186	696.490	43.72186	6.9649	750	2021-06-03	2021-06-03	HC	Frédéric Belin	MEDEREPY	Medetera rectipyga Pollet, 2022	1	0	ONWAAR	RC/PAL/3845	Marc Pollet	27/10/2021	MAPC	W	
116603	FR/2022/069/FB	FR	Provence-Alpes-Côte d'Azur	Alpes-Maritimes				Saint-Vallier-de-Thiey	Chemin 80-81		4.369.925	680.283	43.69925	6.80283	700	2022-06-08	2022-06-08	HC	Frédéric Belin	MEDEREPY	Medetera rectipyga Pollet, 2022	2	0	ONWAAR	RC/PAL/4220	Marc Pollet	28/06/2022	MAPC	W	
116528	FR/2021/043/FB	FR	Provence-Alpes-Côte d'Azur	Alpes-Maritimes				Vence	chemin de la Gaude		4.371.860	714.326	43.7186	7.14326	140	2021-05-24	2021-05-24	HC	Frédéric Belin	MEDEREPY	Medetera rectipyga Pollet, 2022	1	0	ONWAAR	RC/PAL/3845	Marc Pollet	27/10/2021	MAPC	W	
118312	ES/2015/231/AG&RA	ES	Castilla y León	Burgos			-	Villaquirán de los Infantes	-	-	"42°12'59.6""N"	"4°0'08.1""W"	42.21655556	-4.00225	780		2015-05-10	HC	Ana Gonçalves & Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	2	1	ONWAAR	RC/PAL/3415	Marc Pollet	11/08/2020	MAPC	W	
118222	ES/2014/215/RA	ES	Castilla y León	Burgos			-	Villasur de Herreros	-	-	"42°18'42.2""N"	"3°23'34.0""W"	42.31172222	-3.392777778	1030		2014-05-14	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3415	Marc Pollet	11/08/2020	MAPC	W	halter dark
118282	ES/2015/175/RA	ES	Extremadura	Badajoz			-	Valencia del Ventoso	-	-	"38°16'54.4""N"	"6°33'13.3""W"	38.28177778	-6.553694444	325		2015-04-01	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3415	Marc Pollet	11/08/2020	MAPC	W	
117946	ES/2016/337/RA&AG	ES	Extremadura	Cáceres			-	Abertura	-	-	"39°34'24.0""N"	"4°47'17.0""W"	39.57333333	-4.788055556	790		2016-04-14	SW	Rui Andrade & Ana Gonçalves	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3415	Marc Pollet	11/08/2020	MAPC	W	
118225	ES/2014/236/RA	ES	Galicia	Ourense			-	Rubiá	Covas	-	"42°28'56.2""N"	"6°50'13.0""W"	42.48227778	-6.836944444	470		2014-05-10	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3415	Marc Pollet	11/08/2020	MAPC	W	
120530	ABIGA/64729	ES	Galicia	Ourense			Folgoso do Courel	Teixeira	-		"42º41'24.4""N"	"7º9'38.9""W"	42.69011111	-7.160805556	1250		2009-06-13	SW	J.L. Camaño	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3293	Marc Pollet	22/09/2020	MAPC	W	
118212	ABIGA/8302	ES	Galicia	Ourense			Quiroga	San Martiño	-		"42º23'26.5""N"	"7º11'3.5""W"	42.39069444	-7.184305556	300		2007-10-11	SW	J.L. Camaño	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3293	Marc Pollet	8/08/2020	MAPC	W	
120667	ES/250308ST96/A007	ES	Valencia	Alicante			Alfaz del Pi	Alfaz del Pi	-	-	"38°34'45.1""N"	"0°06'04.4""W"	38.57919444	-0.101222222			2008-04-03	YPT/RPT	A. Sendra	MEDEAGLA	Medetera aglaops Pollet, 2022	1	1	ONWAAR	RC/PAL/3667	Marc Pollet	27/12/2020	MAPC	W	
120666	ES/250308ST58/A005	ES	Valencia	Alicante			Alfaz del Pi	Alfaz del Pi	-	-	"38°34'45.1""N"	"0°06'04.4""W"	38.57919444	-0.101222222			2008-04-03	YPT/RPT	A. Sendra	MEDEAGLA	Medetera aglaops Pollet, 2022	1	2	ONWAAR	RC/PAL/3667	Marc Pollet	27/12/2020	MAPC	W	
120665	ES/250308ST82/A006	ES	Valencia	Alicante			Alfaz del Pi	Alfaz del Pi	-	-	"38°34'45.1""N"	"0°06'04.4""W"	38.57919444	-0.101222222			2008-04-03	YPT/RPT	A. Sendra	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3667	Marc Pollet	27/12/2020	MAPC	W	
120683	ES/290508PJ51	ES	Valencia	Valencia			Enguera	Terrenos de labor	Enguera	-	"38°58'42.6""N"	"0°41'20.9""W"	38.9785	-0.689138889			2006-05-05	YPT/RPT	Sergio Montagud et al.	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3667	Marc Pollet	27/12/2020	MAPC	W	
98187	PT/2015/183/RA	PT		Alto Alentejo	PT-12	Portalegre	Marvão	Santa Maria de Marvão	-	-	"39°23'49.2""N"	"7°21'51.4""W"	39.397	-7.364277778	610		2015-03-13	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	5	1	ONWAAR	RC/PAL/1813	Marc Pollet	4/06/2018	MAPC	W	
97164	PT/2013/082/RA	PT		Beira Alta	PT-09	Guarda	Gouveia	Aldeias	-	-	"40°28'05.4""N"	"7°35'15.7""W"	40.46816667	-7.587694444	855		2013-04-24	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2961	Marc Pollet	30/01/2017	MAPC	W	checked
97252	PT/2014/204/AG	PT		Beira Alta	PT-09	Guarda	Seia	Loriga	Praia Fluvial de Loriga	-	"40°19'41.26""N"	"7°40'36.71""W"	40.32812778	-7.676863889	890		2014-09-02	SW	Ana Rita Gonçalves	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3090	Marc Pollet	30/01/2017	MAPC	W	checked: 4 dc, bluish mesonotum
97263	PT/2013/227/RA	PT		Beira Alta	PT-09	Guarda	Seia	Sabugueiro	Lagoa Comprida	-	"40°21'54.3""N"	"7°38'32.5""W"	40.36508333	-7.642361111	1600		2013-09-20	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2983	Marc Pollet	30/01/2017	MAPC	W	checked
97113	PT/2013/110/AG	PT		Beira Litoral	PT-06	Coimbra	Coimbra	Sé Nova	Jardin Botânica de Coimbra	-	"40°12'20.0""N"	"8°25'15.0""W"	40.20555556	-8.420833333	85		2013-05-08	HC	Ana Rita Gonçalves	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3090	Marc Pollet	30/01/2017	MAPC	W	checked: mesonotum bluish metallic, 4 dc
98032	PT/2015/381/RA	PT		Beira Litoral	PT-06	Coimbra	Pampilhosa da Serra	Vidual	-	-	"40°05'27.5""N"	"7°51'33.6""W"	40.09097222	-7.859333333	666		2015-10-07	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3063	Marc Pollet	30/01/2017	MAPC	W	checked
95610	PT/2010/001/RA	PT		Douro Litoral	PT-13	Porto	Valongo	Valongo	Serras de Valongo	-	"41°09'33.4""N"	"8°29'05.6""W"	41.15927778	-8.484888889	75	2010-05-05	2010-05-05	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/1813	Marc Pollet	7/02/2012	MAPC	W	checked
95634	PT/2010/006/RA	PT		Douro Litoral	PT-13	Porto	Valongo	Valongo	Serras de Valongo	-	"41°09'33.4""N"	"8°29'05.6""W"	41.15927778	-8.484888889	75	2010-05-16	2010-05-16	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	3	0	ONWAAR	RC/PAL/1813	Marc Pollet	7/02/2012	MAPC	W	checked
97446	PT/2012/135/RA	PT		Douro Litoral	PT-13	Porto	Valongo	Valongo	Serras de Valongo	-	"41°09'33.4""N"	"8°29'05.6""W"	41.15927778	-8.484888889	75		2012-06-12	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3090	Marc Pollet	30/01/2017	MAPC	W	
97416	PT/2013/034/RA	PT		Douro Litoral	PT-13	Porto	Valongo	Valongo	Serras de Valongo	-	"41°09'33.4""N"	"8°29'05.6""W"	41.15927778	-8.484888889	75		2013-05-22	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3009	Marc Pollet	30/01/2017	MAPC	W	checked
96288	PT/2009/135/RA	PT		Douro Litoral	PT-13	Porto	Vila Nova de Gaia	Oliveira do Douro	Parque Municipal da Lavandeira	-	"41°07'18.4""N"	"8°35'40.9""W"	41.12177778	-8.594694444	100	2009-05-19	2009-05-19	HC	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	3	ONWAAR	RC/PAL/1813	Marc Pollet	10/01/2012	MAPC	W	checked
97311	PT/2012/026/RA	PT		Estremadura	PT-10	Leiria	Caldas da Rainha	Tornada	Paul de Tornada	-	"39°26'52.8""N"	"9°08'04.0""W"	39.448	-9.134444444	10		2012-09-19	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	3	0	ONWAAR	RC/PAL/2989	Marc Pollet	30/01/2017	MAPC	W	checked
97324	PT/2012/106/RA	PT		Estremadura	PT-10	Leiria	Caldas da Rainha	Tornada	Paul de Tornada	-	"39°26'52.8""N"	"9°08'04.0""W"	39.448	-9.134444444	10		2012-09-21	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	2	3	ONWAAR	RC/PAL/2992	Marc Pollet	30/01/2017	MAPC	W	checked
97312	PT/2012/037/RA	PT		Estremadura	PT-10	Leiria	Caldas da Rainha	Tornada	Paul de Tornada	-	"39°26'52.8""N"	"9°08'04.0""W"	39.448	-9.134444444	10		2012-09-25	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	WAAR	RC/PAL/2990	Marc Pollet	30/01/2017	MAPC	W	checked
97342	PT/2013/237/RA	PT		Estremadura	PT-11	Lisboa	Torres Vedras	A dos Cunhados	Casal da Serra	-	"39°09'56.20""N"	"9°20'31.53""W"	39.16561111	-9.342091667	50		2013-08-21	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	2	ONWAAR	RC/PAL/2998	Marc Pollet	30/01/2017	MAPC	W	checked
99752	PT/2013/185/RA	PT		Estremadura	PT-11	Lisboa	Torres Vedras	A dos Cunhados	Casal da Serra	-	"39°09'56.20""N"	"9°20'31.53""W"	39.16561111	-9.342091667	50		2013-09-18	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/3666	Marc Pollet	30/01/2017	MAPC	W	
97346	PT/2013/185/RA	PT		Estremadura	PT-11	Lisboa	Torres Vedras	A dos Cunhados	Casal da Serra	-	"39°09'56.20""N"	"9°20'31.53""W"	39.16561111	-9.342091667	50		2013-09-18	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	6	5	ONWAAR	RC/PAL/2999	Marc Pollet	30/01/2017	MAPC	W	checked
97344	PT/2013/292/RA	PT		Estremadura	PT-11	Lisboa	Torres Vedras	A dos Cunhados	Casal da Serra	-	"39°09'56.20""N"	"9°20'31.53""W"	39.16561111	-9.342091667	50		2013-09-18	HC	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/2998	Marc Pollet	30/01/2017	MAPC	W	checked
96290	PT/2009/137/RA	PT		Minho	PT-03	Braga	Barcelos	Gilmonde	-	-	"41°30'43.0""N"	"8°38'57.0""W"	41.51194444	-8.649166667	37,5	2009-05-07	2009-05-07	HC	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	9	5	ONWAAR	RC/PAL/1922	Marc Pollet	10/01/2012	MAPC	W	checked: 1m used for genital examination (not preserved)
96640	PT/2012/117/RA	PT		Minho	PT-03	Braga	Barcelos	Gilmonde	-	-	"41°30'43.0""N"	"8°38'57.0""W"	41.51194444	-8.649166667	37,5		2012-05-20	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	4	1	ONWAAR	RC/PAL/2855	Marc Pollet	30/01/2017	MAPC	W	checked
96629	PT/2012/015/RA	PT		Minho	PT-03	Braga	Barcelos	Gilmonde	-	-	"41°30'43.0""N"	"8°38'57.0""W"	41.51194444	-8.649166667	37,5		2012-06-03	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	2	3	ONWAAR	RC/PAL/2853	Marc Pollet	30/01/2017	MAPC	W	checked
96669	PT/2012/325/RA	PT		Minho	PT-03	Braga	Barcelos	Gilmonde	-	-	"41°30'42.0""N"	"8°38'56.1""W"	41.51166667	-8.648916667	37,5	2012-05-20	2012-06-03	MT	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	WAAR	RC/PAL/2860	Marc Pollet	30/01/2017	MAPC	W	checked
96626	PT/2013/007/RA	PT		Minho	PT-03	Braga	Barcelos	Gilmonde	-	-	"41°30'43.0""N"	"8°38'57.0""W"	41.51194444	-8.649166667	37,5		2013-04-13	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	2	2	ONWAAR	RC/PAL/2851	Marc Pollet	30/01/2017	MAPC	W	checked
96681	PT/2012/069/RA	PT		Minho	PT-03	Braga	Esposende	Apúlia	Parque Natural do Litoral Norte	-	"41°28'16.4""N"	"8°46'27.2""W"	41.47122222	-8.774222222	2		2012-05-22	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	3	ONWAAR	RC/PAL/3090	Marc Pollet	30/01/2017	MAPC	W	checked
96682	PT/2012/069/RA	PT		Minho	PT-03	Braga	Esposende	Apúlia	Parque Natural do Litoral Norte	-	"41°28'16.4""N"	"8°46'27.2""W"	41.47122222	-8.774222222	2		2012-05-22	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2864	Marc Pollet	30/01/2017	MAPC	W	checked
96692	PT/2015/323/RA	PT		Minho	PT-03	Braga	Esposende	Apúlia	Parque Natural do Litoral Norte	-	"41°28'16.4""N"	"8°46'27.2""W"	41.47122222	-8.774222222	2		2015-04-18	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2868	Marc Pollet	30/01/2017	MAPC	W	checked
96700	PT/2013/020/RA	PT		Minho	PT-03	Braga	Esposende	Rio Tinto	Marachão	-	"41°30'16.9""N"	"8°43'10.6""W"	41.50469444	-8.719611111	23		2013-04-14	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2869	Marc Pollet	30/01/2017	MAPC	W	checked
96461	PT/2011/235/RA	PT		Minho	PT-03	Braga	Terras de Bouro	Vilar da Veiga	Gerês	-	"41°44'16.7""N"	"8°09'19.8""W"	41.73797222	-8.1555	500	2010-07-23	2010-07-23	HC	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	WAAR	RC/PAL/1950	Marc Pollet	28/01/2012	MAPC	W	checked
95758	PT/2011/004/RA	PT		Ribatejo	PT-14	Santarém	Constância	Santa Margarida da Coutada	-	-	"39°26'23.3""N"	"8°16'50.7""W"	39.43980556	-8.28075	75	2011-03-29	2011-03-29	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/1813	Marc Pollet	18/06/2011	MAPC	W	checked
98192	PT/2013/154/AG	PT		Ribatejo	PT-14	Santarém	Torres Novas	Olaia	Lamarosa	-	"39°31'46.66""N"	"8°28'10.13""W"	39.52962778	-8.469480556	65		2013-04-29	SW	Ana Rita Gonçalves	MEDEAGLA	Medetera aglaops Pollet, 2022	0	1	ONWAAR	RC/PAL/3090	Marc Pollet	4/06/2018	MAPC	W	
96783	PT/2015/350/RA	PT		Trás-os-Montes e Alto Douro	PT-04	Bragança	Bragança	Castrelos	-	-	"41°50'22.1""N"	"6°53'24.2""W"	41.83947222	-6.890055556	611		2015-10-01	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2887	Marc Pollet	30/01/2017	MAPC	W	checked
96895	PT/2015/264/RA	PT		Trás-os-Montes e Alto Douro	PT-04	Bragança	Bragança	Gondesende	-	-	"41°50'47.1""N"	"6°52'45.9""W"	41.84641667	-6.879416667	638		2015-05-09	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	1	0	ONWAAR	RC/PAL/2909	Marc Pollet	30/01/2017	MAPC	W	checked
96912	PT/2014/225/RA	PT		Trás-os-Montes e Alto Douro	PT-04	Bragança	Bragança	Vinhais	-	-	"41°51'01.3""N"	"6°59'21.6""W"	41.85036111	-6.989333333	983		2014-09-09	SW	Rui Andrade	MEDEAGLA	Medetera aglaops Pollet, 2022	2	1	ONWAAR	RC/PAL/2911	Marc Pollet	30/01/2017	MAPC	W	checked
