type;language;license;rightsHolder;accessRights;datasetID;datasetName;institutionCode;ownerInstitutionCode;eventID;parentEventID;samplingProtocol;eventDate;locationID;continent;countryCode;verbatimLocality;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceSources
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O59;INBO:NBN:BFN0017900002IS3;casual observation;2013-04-30;BFN00179000005HG;Europe;BE;Beveren - Groot Rietveld Groot Rietveld;215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O5A;INBO:NBN:BFN0017900002IS3;culling - shooting;2013-04-30;BFN00179000005HG;Europe;BE;Beveren - Groot Rietveld Groot Rietveld;215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O5B;INBO:NBN:BFN0017900002IS4;culling - shooting;2013-05-24;BFN00179000005HG;Europe;BE;Beveren - Groot Rietveld Groot rietveld;215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000378S;INBO:NBN:BFN0017900002IS4;casual observation;2013-05-24;BFN00179000005HG;Europe;BE;Beveren - Groot Rietveld Groot rietveld;215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O5C;INBO:NBN:BFN0017900002IS5;culling - shooting;2013-05-31;BFN00179000005HG;Europe;BE;Beveren - Groot Rietveld Groot rietveld;215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000378Q;INBO:NBN:BFN0017900002IS5;casual observation;2013-05-31;BFN00179000005HG;Europe;BE;Beveren - Groot Rietveld Groot rietveld;215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O5F;INBO:NBN:BFN0017900002IS7;casual observation;2013-07-08;BFN00179000003FQ;Europe;BE;Lokeren - Molsbroek Molsbroek;199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O5G;INBO:NBN:BFN0017900002IS8;casual observation;2013-07-10;BFN00179000003FQ;Europe;BE;Lokeren - Molsbroek Molsbroek;199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002O5H;INBO:NBN:BFN0017900002IS9;casual observation;2013-10-30;BFN00179000006RZ;Europe;BE;Rangeerstation Antwerpen-Noord - Verlegde Schijn Verlegde Schijns;221643.0;148683.0;Belgian Lambert 72;Belgian Datum 1972;51.30462;4.34987;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH0;INBO:NBN:BFN0017900002IZB;culling - shooting;2010-09-02;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH1;INBO:NBN:BFN0017900002IZC;culling - shooting;2010-08-05;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH2;INBO:NBN:BFN0017900002IZD;culling - shooting;2010-07-16;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH3;INBO:NBN:BFN0017900002IZE;culling - shooting;2010-04-15;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH5;INBO:NBN:BFN0017900002IZF;culling - shooting;2009-06-17;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH7;INBO:NBN:BFN0017900002IZG;culling - shooting;2009-07-30;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH8;INBO:NBN:BFN0017900002IZG;casual observation;2009-07-30;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OH9;INBO:NBN:BFN0017900002IZH;culling - shooting;2009-08-13;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002OHA;INBO:NBN:BFN0017900002IZI;culling - shooting;2009-10-01;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002QUA;INBO:NBN:BFN0017900002LA0;casual observation;2014-04-17;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199008.66;125446.27;Belgian Lambert 72;Belgian Datum 1972;51.10066;4.01821;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002WJ0;INBO:NBN:BFN0017900002QX4;culling - shooting;2014-08-29;BFN00179000003H7;Europe;BE;"Ieper - Verdronken Weide ";170907.24;46318.76;Belgian Lambert 72;Belgian Datum 1972;50.83934;2.89668;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000378I;INBO:NBN:BFN0017900002QX4;casual observation;2014-08-29;BFN00179000003H7;Europe;BE;"Ieper - Verdronken Weide ";170907.24;46318.76;Belgian Lambert 72;Belgian Datum 1972;50.83934;2.89668;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XEB;INBO:NBN:BFN0017900002QX5;casual observation;2014-05-22;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002WJ1;INBO:NBN:BFN0017900002QX5;culling - shooting;2014-05-22;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002X61;INBO:NBN:BFN0017900002RG9;culling - shooting;2014-11-18;BFN00179000005GW;Europe;BE;"Veurne - Decantatiebekkens Suikerfabriek ";196763.0;31443.0;Belgian Lambert 72;Belgian Datum 1972;51.06886;2.67718;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002X64;INBO:NBN:BFN0017900002RG9;casual observation;2014-11-18;BFN00179000005GW;Europe;BE;"Veurne - Decantatiebekkens Suikerfabriek ";196763.0;31443.0;Belgian Lambert 72;Belgian Datum 1972;51.06886;2.67718;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XE7;INBO:NBN:BFN0017900002ROC;culling - shooting;2014-12-02;BFN00179000006SV;Europe;BE;Mechelen - Grote vijver Waterskivijver Battenbroek;194847.78;154977.15;Belgian Lambert 72;Belgian Datum 1972;51.06375;4.43975;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XE8;INBO:NBN:BFN0017900002ROC;casual observation;2014-12-02;BFN00179000006SV;Europe;BE;Mechelen - Grote vijver Waterskivijver Battenbroek;194847.78;154977.15;Belgian Lambert 72;Belgian Datum 1972;51.06375;4.43975;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XEA;INBO:NBN:BFN0017900002ROD;casual observation;2014-09-19;BFN00179000005GT;Europe;BE;"Stuivekenskerke - Viconiakleiputten ";196982.0;42344.0;Belgian Lambert 72;Belgian Datum 1972;51.07296;2.83261;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XE9;INBO:NBN:BFN0017900002ROD;culling - shooting;2014-09-19;BFN00179000005GT;Europe;BE;"Stuivekenskerke - Viconiakleiputten ";196982.0;42344.0;Belgian Lambert 72;Belgian Datum 1972;51.07296;2.83261;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFE;INBO:NBN:BFN0017900002ROL;casual observation;2014-12-15;BFN00179000003HB;Europe;BE;"Beveren - Verrebroekse Plassen ";216831.18;138976.84;Belgian Lambert 72;Belgian Datum 1972;51.26127;4.21084;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFF;INBO:NBN:BFN0017900002ROL;culling - shooting;2014-12-15;BFN00179000003HB;Europe;BE;"Beveren - Verrebroekse Plassen ";216831.18;138976.84;Belgian Lambert 72;Belgian Datum 1972;51.26127;4.21084;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFG;INBO:NBN:BFN0017900002ROM;culling - shooting;2015-01-19;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFH;INBO:NBN:BFN0017900002ROM;casual observation;2015-01-19;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000035RX;INBO:NBN:BFN0017900002ZZN;casual observation;2015-01-07;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000035RZ;INBO:NBN:BFN0017900002ZZO;casual observation;2015-06-12;BFN00179000006Q9;Europe;BE;"Bospolder - Ekerse Putten ";219275.0;151712.0;Belgian Lambert 72;Belgian Datum 1972;51.28334;4.39330;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000377R;INBO:NBN:BFN00179000031BV;casual observation;2016-01-08;INBSYS0000000068;Europe;BE;Eeklo thv Oude Weg;207490.41;92921.35;Belgian Lambert 72;Belgian Datum 1972;51.17460;3.55257;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000377P;INBO:NBN:BFN00179000031BV;culling - shooting;2016-01-08;INBSYS0000000068;Europe;BE;Eeklo thv Oude Weg;207490.41;92921.35;Belgian Lambert 72;Belgian Datum 1972;51.17460;3.55257;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900003786;INBO:NBN:BFN00179000031C6;casual observation;2016-02-05;INBSYS0000000068;Europe;BE;Eeklo Leikensweg;207169.47;93692.82;Belgian Lambert 72;Belgian Datum 1972;51.17179;3.56365;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900003788;INBO:NBN:BFN00179000031C6;Capture;2016-02-05;INBSYS0000000068;Europe;BE;Eeklo Leikensweg;207169.47;93692.82;Belgian Lambert 72;Belgian Datum 1972;51.17179;3.56365;WGS84;internal map
