type,datasetName,language,license,rightsHolder,eventID,countryCode,stateProvince,district_cd,county,municipality,locality,sampling_site_cd,continent,verbatimLongitude,verbatimLatitude,verbatimSRS,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,verbatimElevation,eventDate,samplingProtocol,recordedBy,ID_doubtful?,sampling_date_b,verbatimEventDate,sampling_date_e,identificationRemarks
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:043:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Arcozelo | - | -,-,Europe,"8° 39'26.5""W","41° 03'43.2""N",WGS84,41.05089,-8.65181,30,WGS84,0,2010-10-16,sweep net,Rui Andrade,false,2010-10-16,2010-10-16 / 2010-10-16,2010-10-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:044:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu | Ria de Aveiro | -,-,Europe,"8° 34'39.5""W","40° 43'57.6""N ",WGS84,40.71878,-8.56931,30,WGS84,4,2010-09-18,sweep net,Rui Andrade,false,2010-09-18,2010-09-18 / 2010-09-18,2010-09-18,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:045:RA,PT,Algarve,PT-08,Faro,Silves,São Marcos da Serra | Ribeira de Odelouca | -,-,Europe,"8° 24'20.63""W","37° 20'01.16""N",WGS84,37.33366,-8.40018,30,WGS84,100,2010-09-29,yellow pan trap,Pedro Andrade,false,2010-09-28,2010-09-28 / 2010-09-29,2010-09-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:046:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Canidelo | Reserva Natural Local do Estuário do Douro (Cabedelo) | local 1,local 1,Europe,"8° 39'53.4""W","41° 08'13.3""N",WGS84,41.13425,-8.65094,30,WGS84,"7,5",2010-09-29,sweep net,Rui Andrade,false,2010-09-29,2010-09-29 / 2010-09-29,2010-09-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:047:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2010-08-24,sweep net,Rui Andrade,false,2010-08-24,2010-08-24 / 2010-08-24,2010-08-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:048:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Eufórbias,Eufórbias,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2010-09-26,sweep net,Rui Andrade,false,2010-09-26,2010-09-26 / 2010-09-26,2010-09-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:049:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2010-10-21,sweep net,Rui Andrade,false,2010-10-21,2010-10-21 / 2010-10-21,2010-10-21,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:050:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2010-08-29,sweep net,Rui Andrade,false,2010-08-29,2010-08-29 / 2010-08-29,2010-08-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:051:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | -,-,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2010-09-14,sweep net,Rui Andrade,false,2010-09-14,2010-09-14 / 2010-09-14,2010-09-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:052:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2010-08-15,sweep net,Rui Andrade,false,2010-08-15,2010-08-15 / 2010-08-15,2010-08-15,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:053:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2010-08-08,sweep net,Rui Andrade,false,2010-08-08,2010-08-08 / 2010-08-08,2010-08-08,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:054:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2010-08-18,collection by hand,Rui Andrade,false,2010-08-18,2010-08-18 / 2010-08-18,2010-08-18,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:055:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2010-10-19,sweep net,Rui Andrade,false,2010-10-19,2010-10-19 / 2010-10-19,2010-10-19,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:056:RA,PT,Algarve,PT-08,Faro,Silves,São Marcos da Serra | Ribeira de Odelouca | -,-,Europe,"8° 24'20.63""W","37° 20'01.16""N",WGS84,37.33366,-8.40018,30,WGS84,100,2010-09-28,yellow pan trap,Pedro Andrade,false,2010-09-27,2010-09-27 / 2010-09-28,2010-09-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:057:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | -,-,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2010-10-27,collection by hand,Rui Andrade,false,2010-10-27,2010-10-27 / 2010-10-27,2010-10-27,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:058:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Canidelo | Reserva Natural Local do Estuário do Douro (Cabedelo) | -,-,Europe,"8° 39'53.4""W","41° 08'13.3""N",WGS84,41.13425,-8.65094,30,WGS84,"7,5",2010-09-29,collection by hand,Rui Andrade,false,2010-09-29,2010-09-29 / 2010-09-29,2010-09-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:059:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Jardim natural,Jardim natural,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2010-09-28,sweep net,Rui Andrade,false,2010-09-28,2010-09-28 / 2010-09-28,2010-09-28,decomposed
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:060:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | local 2,local 2,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2010-09-28,sweep net,Rui Andrade,false,2010-09-28,2010-09-28 / 2010-09-28,2010-09-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2010:206:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Canidelo | Reserva Natural Local do Estuário do Douro (Cabedelo) | -,-,Europe,"8° 39'53.4""W","41° 08'13.3""N",WGS84,41.13425,-8.65094,30,WGS84,"7,5",2010-10-13,sweep net,Rui Andrade,false,2010-10-13,2010-10-13 / 2010-10-13,2010-10-13,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:001:JA,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila | Paúl de Arzila | -,-,Europe,"8° 33'18.7""W","40° 10'45.0""N",WGS84,40.16806,-8.55242,30,WGS84,8,2011-05-03,sweep net,Jorge Mota Almeida,false,2011-05-03,2011-05-03 / 2011-05-03,2011-05-03,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:001:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | -,-,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2011-05-22,sweep net,Rui Andrade,false,2011-05-22,2011-05-22 / 2011-05-22,2011-05-22,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:002:JA,PT,Beira Alta,PT-18,Viseu,Viseu,Silgueiros | Póvoa Dão | -,-,Europe,"7° 56'38.40""W","40° 32'53.56""N",WGS84,40.53432,-7.93567,30,WGS84,481,2011-04-24,sweep net,Jorge Mota Almeida,false,2011-04-24,2011-04-24 / 2011-04-24,2011-04-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:002:RA,PT,Ribatejo,PT-14,Santarém,Abrantes,Mouriscas | Rio Tejo | -,-,Europe,"8° 04'56.3""W","39° 27'58.3""N",WGS84,39.45231,-8.06842,30,WGS84,50,2011-03-30,sweep net,Rui Andrade,false,2011-03-30,2011-03-30 / 2011-03-30,2011-03-30,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:003:JA,PT,Algarve,PT-08,Faro,Aljezur,Bordeira | Carrapateira | -,-,Europe,"8° 54'16.0""W","37° 11'44.2""N",WGS84,37.18450,-8.90167,30,WGS84,20,2011-04-15,sweep net,Jorge Mota Almeida,false,2011-04-15,2011-04-15 / 2011-04-15,2011-04-15,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:003:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2011-03-09,sweep net,Rui Andrade,false,2011-03-09,2011-03-09 / 2011-03-09,2011-03-09,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:003:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-04-02,observation only,Valter Jacinto,false,2011-04-02,2011-04-02 / 2011-04-02,2011-04-02,"clear picture, highly probable, but ID unreliable"
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:004:JA,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas) | Serra da Estrela Natural Park | -,-,Europe,"7° 32'46.1""W","40° 23'00.4""N",WGS84,40.38344,-7.53503,30,WGS84,820,2011-05-09,sweep net,Jorge Mota Almeida,false,2011-05-09,2011-05-09 / 2011-05-09,2011-05-09,"var. hispanicus, but fII with 5 ventral bristles"
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:004:RA,PT,Ribatejo,PT-14,Santarém,Constância,Santa Margarida da Coutada | - | -,-,Europe,"8° 16'50.7""W","39° 26'23.3""N",WGS84,39.43425,-8.26686,30,WGS84,75,2011-03-29,sweep net,Rui Andrade,false,2011-03-29,2011-03-29 / 2011-03-29,2011-03-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:004:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-04-03,observation only,Valter Jacinto,false,2011-04-03,2011-04-03 / 2011-04-03,2011-04-03,ID valid
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:005:JA,PT,Beira Alta,PT-18,Viseu,Viseu,Silgueiros | Póvoa Dão | -,-,Europe,"7° 56'38.40""W","40° 32'53.56""N",WGS84,40.53432,-7.93567,30,WGS84,481,2011-04-24,sweep net,Jorge Mota Almeida,false,2011-04-24,2011-04-24 / 2011-04-24,2011-04-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:005:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-04-03,observation only,Valter Jacinto,false,2011-04-03,2011-04-03 / 2011-04-03,2011-04-03,ID rather reliable (colour of taI not entirely clear)
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:006:JA,PT,Baixo Alentejo,PT-02,Beja,Ourique,Santa Luzia | - | -,-,Europe,"8° 25'27.2""W","37° 43'50.3""N",WGS84,37.71675,-8.41867,30,WGS84,200,2011-04-16,sweep net,Jorge Mota Almeida,false,2011-04-16,2011-04-16 / 2011-04-16,2011-04-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:006:VJ,PT,Algarve,PT-08,Faro,Albufeira,Albufeira | - | -,-,Europe,"8° 14'37.76""W","37° 06'33.90""N",WGS84,37.10108,-8.23549,30,WGS84,60,2011-04-01,observation only,Valter Jacinto,false,2011-04-01,2011-04-01 / 2011-04-01,2011-04-01,ID rather reliable (to be checked with reference collection specimens)
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:008:JA,PT,Beira Alta,PT-18,Viseu,Tondela,Guardão | Serra do Caramulo (Caramulinho) | -,-,Europe,"8° 12'8.67""W","40° 32'55.10""N",WGS84,40.53475,-8.20019,30,WGS84,424,2011-05-08,sweep net,Jorge Mota Almeida,false,2011-05-08,2011-05-08 / 2011-05-08,2011-05-08,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:008:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | -,-,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2011-04-13,sweep net,Rui Andrade,false,2011-04-13,2011-04-13 / 2011-04-13,2011-04-13,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:009:JA,PT,Beira Alta,PT-18,Viseu,Tondela,Guardão | Serra do Caramulo (Caramulinho) | -,-,Europe,"8° 12'8.67""W","40° 32'55.10""N",WGS84,40.53475,-8.20019,30,WGS84,424,2011-06-22,sweep net,Jorge Mota Almeida,false,2011-06-22,2011-06-22 / 2011-06-22,2011-06-22,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:009:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Canidelo | Reserva Natural Local do Estuário do Douro (Cabedelo) | -,-,Europe,"8° 39'53.4""W","41° 08'13.3""N",WGS84,41.13425,-8.65094,30,WGS84,"7,5",2011-05-03,sweep net,Rui Andrade,false,2011-05-03,2011-05-03 / 2011-05-03,2011-05-03,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:010:JA,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas) | Serra da Estrela Natural Park | -,-,Europe,"7° 32'46.1""W","40° 23'00.4""N",WGS84,40.38344,-7.53503,30,WGS84,820,2011-06-24,sweep net,Jorge Mota Almeida,false,2011-06-24,2011-06-24 / 2011-06-24,2011-06-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:010:RA,PT,Algarve,PT-08,Faro,Vila do Bispo,Vila do Bispo | - | -,-,Europe,"8° 53'07.0""W","37° 07'42.1""N",WGS84,37.11725,-8.88528,30,WGS84,125,2011-04-15,sweep net,Rui Andrade,false,2011-04-15,2011-04-15 / 2011-04-15,2011-04-15,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:010:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-05-01,collection by hand,Valter Jacinto,false,2011-05-01,2011-05-01 / 2011-05-01,2011-05-01,"checked: though slightly different from usual form (taI2 shorter; fIII with dark knee), hypopygium identical to other European specimens"
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:011:JA,PT,Algarve,PT-08,Faro,Aljezur,Bordeira | - | -,-,Europe,"8° 50'32.1""W","37° 12'10.1""N",WGS84,37.20003,-8.83392,30,WGS84,50,2011-04-25,sweep net,Jorge Mota Almeida,false,2011-04-25,2011-04-25 / 2011-04-25,2011-04-25,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:011:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2010-11-27,sweep net,Rui Andrade,false,2010-11-27,2010-11-27 / 2010-11-27,2010-11-27,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:011:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-05-01,collection by hand,Valter Jacinto,false,2011-05-01,2011-05-01 / 2011-05-01,2011-05-01,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:012:RA,PT,Ribatejo,PT-14,Santarém,Abrantes,Mouriscas | Rio Tejo | -,-,Europe,"8° 04'56.3""W","39° 27'58.3""N",WGS84,39.45231,-8.06842,30,WGS84,50,2011-03-28,sweep net,Rui Andrade,false,2011-03-28,2011-03-28 / 2011-03-28,2011-03-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:012:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-05-01,collection by hand,Valter Jacinto,false,2011-05-01,2011-05-01 / 2011-05-01,2011-05-01,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:013:RA,PT,Baixo Alentejo,PT-15,Setúbal,Grândola,Carvalhal | Reserva Natural do Estuário do Sado | -,-,Europe,"8° 48'13.6""W","38° 23'38.1""N",WGS84,38.38558,-8.80100,30,WGS84,0,2011-04-14,sweep net,Rui Andrade,false,2011-04-14,2011-04-14 / 2011-04-14,2011-04-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:013:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-05-09,collection by hand,Valter Jacinto,false,2011-05-09,2011-05-09 / 2011-05-09,2011-05-09,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:014:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2011-02-24,sweep net,Rui Andrade,false,2011-02-24,2011-02-24 / 2011-02-24,2011-02-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:014:VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal | Corte do Gago (Game reserve) | -,-,Europe,"7° 32'52.8""W","37° 17'25.0""N",WGS84,37.28472,-7.53411,30,WGS84,150,2011-05-01,observation only,Valter Jacinto,false,2011-05-01,2011-05-01 / 2011-05-01,2011-05-01,ID valid
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:015:RA,PT,Algarve,PT-08,Faro,Aljezur,Bordeira | - | -,-,Europe,"8° 50'32.1""W","37° 12'10.1""N",WGS84,37.20003,-8.83392,30,WGS84,50,2011-04-15,sweep net,Rui Andrade,false,2011-04-15,2011-04-15 / 2011-04-15,2011-04-15,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:016:RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,França | Parque Natural de Montesinho | -,-,Europe,"6° 44'06.8""W","41° 54'08.7""N",WGS84,41.90242,-6.73522,30,WGS84,"1037,5",2011-04-25,sweep net,Rui Andrade,false,2011-04-25,2011-04-25 / 2011-04-25,2011-04-25,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:017:RA,PT,Baixo Alentejo,PT-02,Beja,Ourique,Santa Luzia | - | -,-,Europe,"8° 25'27.2""W","37° 43'50.3""N",WGS84,37.71675,-8.41867,30,WGS84,200,2011-04-16,sweep net,Rui Andrade,false,2011-04-16,2011-04-16 / 2011-04-16,2011-04-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:018:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | -,-,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2011-04-11,sweep net,Rui Andrade,false,2011-04-11,2011-04-11 / 2011-04-11,2011-04-11,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:019:RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Penhas Juntas | - | -,-,Europe,"7° 00'38.6""W","41° 44'28.4""N",WGS84,41.73567,-7.00239,30,WGS84,750,2011-04-26,sweep net,Rui Andrade,false,2011-04-26,2011-04-26 / 2011-04-26,2011-04-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:020:RA,PT,Estremadura,PT-15,Setúbal,Montijo,Montijo | - | -,-,Europe,"8° 58'45.7""W","38° 42'51.4""N",WGS84,38.70039,-8.96825,30,WGS84,15,2011-04-14,sweep net,Rui Andrade,false,2011-04-14,2011-04-14 / 2011-04-14,2011-04-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:021:RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Carrazedo | Serra da Nogueira | -,-,Europe,"6° 52'00.2""W","41° 45'15.9""N",WGS84,41.75164,-6.86672,30,WGS84,1080,2011-04-26,sweep net,Rui Andrade,false,2011-04-26,2011-04-26 / 2011-04-26,2011-04-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:022:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu | Ria de Aveiro | -,-,Europe,"8° 34'39.5""W","40° 43'57.6""N ",WGS84,40.71878,-8.56931,30,WGS84,4,2011-05-09,sweep net,Rui Andrade,false,2011-05-09,2011-05-09 / 2011-05-09,2011-05-09,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:023:RA,PT,Baixo Alentejo,PT-02,Beja,Alvito,Alvito | - | -,-,Europe,"7° 57'31.3""W","38° 14'17.2""N",WGS84,38.23533,-7.95036,30,WGS84,200,2011-04-16,sweep net,Rui Andrade,false,2011-04-16,2011-04-16 / 2011-04-16,2011-04-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2011:024:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2011-05-11,sweep net,Rui Andrade,false,2011-05-11,2011-05-11 / 2011-05-11,2011-05-11,
