occurrenceID,type,basisOfRecord,eventID,samplingProtocol,collectedBy,scientificName,individualCount,sex,identifiedBy,dateIdentified,collectionCode,preparations
PT:DOL:98072,event,preservedSpecimen,PT:2016:384:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",3,2 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97302,event,preservedSpecimen,PT:2013:150:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96589,event,preservedSpecimen,PT:2015:166:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",4,0 male | 4 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97710,event,preservedSpecimen,PT:2014:192:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96982,event,preservedSpecimen,PT:2014:194:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",2,0 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96620,event,preservedSpecimen,PT:2014:210:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97004,event,preservedSpecimen,PT:2014:223:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97353,event,preservedSpecimen,PT:2013:245:RA,yellow pan trap,Rui Andrade,"Chrysotus palustris Verrall, 1876",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96615,event,preservedSpecimen,PT:2014:266:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96604,event,preservedSpecimen,PT:2015:284:RA&AG,yellow pan trap,Rui Andrade & Ana Gonçalves,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96758,event,preservedSpecimen,PT:2015:297:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97012,event,preservedSpecimen,PT:2014:307:RA,yellow pan trap,Rui Andrade,"Chrysotus palustris Verrall, 1876",15,10 male | 5 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97150,event,preservedSpecimen,PT:2014:326:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",2,0 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98112,event,preservedSpecimen,PT:2014:405:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",3,0 male | 3 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98132,event,preservedSpecimen,PT:2016:410:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98139,event,preservedSpecimen,PT:2016:413:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",3,0 male | 3 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98145,event,preservedSpecimen,PT:2015:414:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",6,1 male | 5 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98148,event,preservedSpecimen,PT:2015:414:AG,sweep net,Ana Rita Gonçalves,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96958,event,preservedSpecimen,PT:2015:342:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96922,event,preservedSpecimen,PT:2015:344:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97754,event,preservedSpecimen,PT:2016:364:RA,sweep net,Rui Andrade,"Chrysotus palustris Verrall, 1876",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96527,event,preservedSpecimen,PT:2013:006:RA,sweep net,Rui Andrade,"Chrysotus pulchellus Kowarz, 1874",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95748,event,preservedSpecimen,PT:2010:051:RA,sweep net,Rui Andrade,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95746,event,preservedSpecimen,PT:2011:002:RA,sweep net,Rui Andrade,"Chrysotus suavis Loew, 1857",3,3 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96427,event,preservedSpecimen,PT:2011:221:RA,yellow pan trap,Pedro Andrade,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2012-02-07,MAPC,Wet | 75% alcohol
PT:DOL:96442,event,preservedSpecimen,PT:2011:229:RA,yellow pan trap,Pedro Andrade,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2012-02-07,MAPC,Wet | 75% alcohol
PT:DOL:97901,event,preservedSpecimen,PT:2014:034:MP,sweep net,Marc Pollet,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97382,event,preservedSpecimen,PT:2013:081:RA,collection by hand,Rui Andrade,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97358,event,preservedSpecimen,PT:2013:155:RA,yellow pan trap,Rui Andrade,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97352,event,preservedSpecimen,PT:2013:245:RA,yellow pan trap,Rui Andrade,"Chrysotus suavis Loew, 1857",5,0 male | 5 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96740,event,preservedSpecimen,PT:2013:273:RA,yellow pan trap,Rui Andrade,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98131,event,preservedSpecimen,PT:2016:410:AG,sweep net,Ana Rita Gonçalves,"Chrysotus suavis Loew, 1857",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98155,event,preservedSpecimen,PT:2016:416:AG,light trap,Ana Rita Gonçalves,"Chrysotus suavis Loew, 1857",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95681,event,preservedSpecimen,PT:2010:039:RA,collection by hand,Rui Andrade,"Diaphorus exunguiculatus Parent, 1925",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95877,event,preservedSpecimen,PT:2009:011:RA,sweep net,Rui Andrade,"Diaphorus gredleri Mik, 1881",1,0 male | 1 female,Marc Pollet,2011-10-07,MAPC,Wet | 75% alcohol
PT:DOL:96708,event,preservedSpecimen,PT:2013:042:RA,sweep net,Rui Andrade,"Diaphorus gredleri Mik, 1881",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96678,event,preservedSpecimen,PT:2013:108:RA,sweep net,Rui Andrade,"Diaphorus hoffmannseggi Meigen, 1830",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96246,event,preservedSpecimen,PT:2011:103:RA,yellow pan trap,Rui Andrade,"Diaphorus nigricans Meigen, 1824",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96135,event,preservedSpecimen,PT:2011:074:RA,sweep net,Rui Andrade,"Diaphorus nigricans Meigen, 1824",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97669,event,preservedSpecimen,PT:2013:008:RA,sweep net,Rui Andrade,"Diaphorus nigricans Meigen, 1824",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96729,event,preservedSpecimen,PT:2014:316:RA,sweep net,Rui Andrade,"Diaphorus nigricans Meigen, 1824",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98174,event,preservedSpecimen,PT:2018:001:JM,sweep net,Jonas Mortelmans,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2018-05-23,MAPC,Wet | 75% alcohol
PT:DOL:95623,event,preservedSpecimen,PT:2010:005:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",3,1 male | 2 female,Marc Pollet,2011-04-26,MAPC,Wet | 75% alcohol
PT:DOL:95766,event,preservedSpecimen,PT:2011:009:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95618,event,preservedSpecimen,PT:2010:003:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2011-04-26,MAPC,Wet | 75% alcohol
PT:DOL:95621,event,preservedSpecimen,PT:2010:059:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95626,event,preservedSpecimen,PT:2010:006:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-04-26,MAPC,Wet | 75% alcohol
PT:DOL:95615,event,preservedSpecimen,PT:2010:002:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",2,2 male | 0 female,Marc Pollet,2011-04-26,MAPC,Wet | 75% alcohol
PT:DOL:96182,event,preservedSpecimen,PT:2010:041:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96505,event,preservedSpecimen,PT:2011:246:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",10,7 male | 3 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96176,event,preservedSpecimen,PT:2011:081:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96139,event,preservedSpecimen,PT:2011:074:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96177,event,preservedSpecimen,PT:2010:031:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95932,event,preservedSpecimen,PT:2010:026:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96179,event,preservedSpecimen,PT:2010:035:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95768,event,preservedSpecimen,PT:2010:027:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96420,event,preservedSpecimen,PT:2011:216:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96415,event,preservedSpecimen,PT:2011:212:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96414,event,preservedSpecimen,PT:2011:211:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",2,1 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96407,event,preservedSpecimen,PT:2011:207:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:95831,event,preservedSpecimen,PT:2011:024:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96280,event,preservedSpecimen,PT:2009:131:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96351,event,preservedSpecimen,PT:2009:166:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96185,event,preservedSpecimen,PT:2011:115:RA,yellow pan trap,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",2,1 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96520,event,preservedSpecimen,PT:2013:006:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96628,event,preservedSpecimen,PT:2012:015:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",3,2 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97614,event,preservedSpecimen,PT:2012:028:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96536,event,preservedSpecimen,PT:2012:056:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96542,event,preservedSpecimen,PT:2012:057:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97313,event,preservedSpecimen,PT:2012:072:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97487,event,preservedSpecimen,PT:2013:118:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96585,event,preservedSpecimen,PT:2013:125:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97537,event,preservedSpecimen,PT:2013:133:AG,sweep net,Ana Rita Gonçalves,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96731,event,preservedSpecimen,PT:2013:141:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96734,event,preservedSpecimen,PT:2013:148:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",4,1 male | 3 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98063,event,preservedSpecimen,PT:2016:401:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98079,event,preservedSpecimen,PT:2016:386:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96935,event,preservedSpecimen,PT:2015:172:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96974,event,preservedSpecimen,PT:2014:194:AG,sweep net,Ana Rita Gonçalves,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96990,event,preservedSpecimen,PT:2014:219:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96605,event,preservedSpecimen,PT:2015:284:RA&AG,yellow pan trap,Rui Andrade & Ana Gonçalves,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96725,event,preservedSpecimen,PT:2014:316:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97512,event,preservedSpecimen,PT:2016:353:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97723,event,preservedSpecimen,PT:2016:375:RA,sweep net,Rui Andrade,"Dolichopus andalusiacus Strobl, 1899",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98019,event,preservedSpecimen,PT:2016:394:RA,sweep net,Rui Andrade,"Dolichopus arbustorum Stannius, 1831",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95801,event,preservedSpecimen,PT:2011:019:RA,sweep net,Rui Andrade,"Dolichopus atratus Meigen, 1824",1,0 male | 1 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:97407,event,preservedSpecimen,PT:2013:034:RA,sweep net,Rui Andrade,"Dolichopus atratus Meigen, 1824",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97167,event,preservedSpecimen,PT:2014:262:AG,sweep net,Ana Rita Gonçalves,"Dolichopus atripes Meigen, 1824",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95946,event,preservedSpecimen,PT:2011:036:RA,sweep net,Rui Andrade,"Dolichopus diadema Haliday, 1832",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96221,event,preservedSpecimen,PT:2011:093:RA,sweep net,Rui Andrade,"Dolichopus diadema Haliday, 1832",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97335,event,preservedSpecimen,PT:2012:012:RA,sweep net,Rui Andrade,"Dolichopus diadema Haliday, 1832",4,1 male | 3 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96435,event,preservedSpecimen,PT:2011:226:RA,yellow pan trap,Pedro Andrade,"Dolichopus festivus Haliday, 1832",1,0 male | 1 female,Marc Pollet,2012-02-07,MAPC,Wet | 75% alcohol
PT:DOL:96439,event,preservedSpecimen,PT:2011:229:RA,yellow pan trap,Pedro Andrade,"Dolichopus festivus Haliday, 1832",2,1 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:97018,event,preservedSpecimen,PT:2013:011:AG,sweep net,Ana Rita Gonçalves,"Dolichopus festivus Haliday, 1832",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97025,event,preservedSpecimen,PT:2013:022:AG,sweep net,Ana Rita Gonçalves,"Dolichopus festivus Haliday, 1832",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96800,event,preservedSpecimen,PT:2014:203:RA,sweep net,Rui Andrade,"Dolichopus festivus Haliday, 1832",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96000,event,preservedSpecimen,PT:2011:048:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",3,2 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96102,event,preservedSpecimen,PT:2011:068:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",2,0 male | 2 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96046,event,preservedSpecimen,PT:2011:057:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",3,2 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96464,event,preservedSpecimen,PT:2011:236:RA,yellow pan trap,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:95714,event,preservedSpecimen,PT:2011:005:JA,sweep net,Jorge Mota Almeida,"Dolichopus griseipennis Stannius, 1831",2,1 male | 1 female,Marc Pollet,2011-10-08,MAPC,Wet | 75% alcohol
PT:DOL:95998,event,preservedSpecimen,PT:2011:047:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",3,2 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96016,event,preservedSpecimen,PT:2011:051:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96030,event,preservedSpecimen,PT:2011:055:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96482,event,preservedSpecimen,PT:2011:239:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:97953,event,preservedSpecimen,PT:2014:021:MP,sweep net,Marc Pollet,"Dolichopus griseipennis Stannius, 1831",16,7 male | 9 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96335,event,preservedSpecimen,PT:2009:160:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",3,1 male | 2 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96444,event,preservedSpecimen,PT:2011:231:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96247,event,preservedSpecimen,PT:2010:023:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96262,event,preservedSpecimen,PT:2010:060:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96261,event,preservedSpecimen,PT:2010:053:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96260,event,preservedSpecimen,PT:2010:052:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96259,event,preservedSpecimen,PT:2010:048:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96257,event,preservedSpecimen,PT:2010:042:RA,yellow pan trap,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96255,event,preservedSpecimen,PT:2010:041:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",2,1 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96253,event,preservedSpecimen,PT:2010:036:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:97959,event,preservedSpecimen,PT:2014:006:MP,sweep net,Marc Pollet,"Dolichopus griseipennis Stannius, 1831",3,3 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96249,event,preservedSpecimen,PT:2010:026:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:97979,event,preservedSpecimen,PT:2014:018:MP&ADB,sweep net,Marc Pollet & Anja De Braekeleer,"Dolichopus griseipennis Stannius, 1831",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96078,event,preservedSpecimen,PT:2011:063:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",3,1 male | 2 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96244,event,preservedSpecimen,PT:2010:022:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96242,event,preservedSpecimen,PT:2011:102:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:95672,event,HumanObservation,PT:2011:003:VJ,observation only,Valter Jacinto,"Dolichopus griseipennis Stannius, 1831",0,0 male | 0 female,Igor Grichanov,2011-04-14,,
PT:DOL:95958,event,preservedSpecimen,PT:2011:038:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",4,1 male | 3 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96300,event,preservedSpecimen,PT:2009:144:RA,collection by hand,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:95982,event,preservedSpecimen,PT:2011:044:RA,sweep net,Rui Andrade,"Dolichopus griseipennis Stannius, 1831",10,6 male | 4 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
