occurrrenceID;eventDataControle;eventData;waterBody;locality;X;Y;vernacularName;lenght;weight;individualCount;dataSet;samplingProtocol;Mesohabitat;habitat
INBO:AQ:1221;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;blankvoorn;155;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1222;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;blankvoorn;178;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1223;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;blankvoorn;180;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1224;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;blankvoorn;185;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1225;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;blankvoorn;190;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1226;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;blankvoorn;270;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1227;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;blankvoorn;81;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:1228;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;blankvoorn;122;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:1229;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;blankvoorn;124;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:1230;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;blankvoorn;125;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:1231;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;blankvoorn;149;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:1232;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;blankvoorn;172;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:1233;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 1;145583,319;200539,564;blankvoorn;73;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1234;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 1;145583,319;200539,564;blankvoorn;81;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1235;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 1;145583,319;200539,564;blankvoorn;113;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1236;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;72;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1237;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;75;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1238;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;83;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1239;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;90;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1240;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;106;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1241;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;108;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1242;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;110;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1243;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;125;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1244;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;129;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1245;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;blankvoorn;150;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1246;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;blankvoorn;88;;2;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1247;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;blankvoorn;115;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1248;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;blankvoorn;134;;3;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:1249;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;65;;4;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1250;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;66;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1251;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;67;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1252;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;68;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1253;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;70;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1254;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;72;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1255;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;73;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1256;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;74;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1257;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;75;;3;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1258;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;76;;3;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1259;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;77;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1260;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;78;;3;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1261;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;80;;4;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1262;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;82;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1263;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;85;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1264;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;86;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1265;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;102;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1266;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;105;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1267;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;118;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1268;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;130;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1269;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;133;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1270;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;141;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1271;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;147;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1272;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;152;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1273;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;162;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1274;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;164;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1275;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;165;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1276;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;173;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1277;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;183;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1278;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;190;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1279;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;blankvoorn;191;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1280;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;66;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1281;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;70;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1282;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;74;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1283;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;78;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1284;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;79;;2;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1285;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;80;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1286;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;81;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1287;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;126;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1288;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;130;;3;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1289;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;134;;3;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1290;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;blankvoorn;136;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:1291;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142638,982;161424,946;blankvoorn;84;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1292;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142638,982;161424,946;blankvoorn;132;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1293;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142638,982;161424,946;blankvoorn;134;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1294;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142638,982;161424,946;blankvoorn;161;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1295;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142638,982;161424,946;blankvoorn;165;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:1296;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;20;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1297;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;22;;2;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1298;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;23;;2;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1299;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;24;;2;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1300;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;25;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1301;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;26;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1302;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;blankvoorn;24;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:1303;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;18;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1304;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;19;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1305;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;20;;14;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1306;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;21;;21;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1307;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;22;;53;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1308;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;23;;50;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1309;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;24;;41;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1310;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;25;;27;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1311;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;26;;10;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1312;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;27;;8;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1313;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;28;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1314;24/06/2014;24/06/2014;Kanaal Leuven-Dijle;LO stroomopwaarts Bieststraat;163228,966;185098,805;blankvoorn;19;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:1315;24/06/2014;24/06/2014;Kanaal Leuven-Dijle;LO stroomopwaarts Bieststraat;163228,966;185098,805;blankvoorn;24;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:1316;24/06/2014;24/06/2014;Kanaal Leuven-Dijle;LO stroomopwaarts Bieststraat;163228,966;185098,805;blankvoorn;29;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:1317;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;41;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1318;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;48;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1319;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;RO Aarschot;173783,816;176541,299;blankvoorn;42;;1;NTMBZeekanaal;elektrische bevissing;VVO;riet
INBO:AQ:1320;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;RO Aarschot;173783,816;176541,299;blankvoorn;43;;1;NTMBZeekanaal;elektrische bevissing;VVO;riet
INBO:AQ:1321;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;RO Aarschot;173783,816;176541,299;blankvoorn;45;;1;NTMBZeekanaal;elektrische bevissing;VVO;riet
INBO:AQ:1322;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;37;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1323;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;38;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1324;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;40;;6;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1325;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;41;;3;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1326;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;blankvoorn;45;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1327;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;37;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1328;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;52;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1329;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;53;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1330;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;55;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1331;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;56;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1332;28/07/2015;28/07/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;58;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1333;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;55;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1334;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;59;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1335;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;62;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1336;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;65;;2;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1337;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;68;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1338;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;70;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1339;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;blankvoorn;71;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:1340;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;blankvoorn;77;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:1341;3/09/2015;3/09/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;blankvoorn;80;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:1342;4/09/2015;4/09/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;55;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1343;4/09/2015;4/09/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;59;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1344;4/09/2015;4/09/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;73;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1345;4/09/2015;4/09/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;74;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1346;4/09/2015;4/09/2015;Kanaal Leuven-Dijle;LO stroomafwaarts Bieststraat;162275;186062,066;blankvoorn;78;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1347;23/06/2014;23/06/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;80;;1;NTMBZeekanaal;elektrische bevissing;NTMB;breuksteen
INBO:AQ:1348;24/06/2014;24/06/2014;Kanaal Brussel-Schelde;RO Wintam zone 1;145583,319;200539,564;rietvoorn;47;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1349;23/07/2014;23/07/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;rietvoorn;61;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:1350;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_A;152539,338;183111,462;rietvoorn;162;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1351;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;rietvoorn;93;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1352;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;rietvoorn;130;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1353;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;78;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1354;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;132;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1355;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;135;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1356;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;150;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1357;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;172;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:1358;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;rietvoorn;208;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
