occurrrenceID,eventDataControle,eventData,day,month,year,eventDate,waterBody,locality,X,Y,vernacularName,vernacularNameGBIF,verName,scientificName2,scientificName,lifeStage,lenght,weight,individualCount,dataSet,samplingProtocol,Mesohabitat,habitat
INBO:AQ:257,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen 4a,152143.521,183945.43,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,100,,2,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:258,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen 4a,152143.521,183945.43,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,102,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:259,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,92,,1,NTMBZeekanaal,schietfuiken,NTMB,houtige begroeiing
INBO:AQ:260,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,96,,2,NTMBZeekanaal,schietfuiken,NTMB,houtige begroeiing
INBO:AQ:261,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,98,,1,NTMBZeekanaal,schietfuiken,NTMB,houtige begroeiing
INBO:AQ:262,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,107,,1,NTMBZeekanaal,schietfuiken,NTMB,houtige begroeiing
INBO:AQ:263,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,118,,1,NTMBZeekanaal,schietfuiken,NTMB,houtige begroeiing
INBO:AQ:264,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_A,152539.338,183111.462,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,87,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:265,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_A,152539.338,183111.462,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,100,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:266,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_A,152539.338,183111.462,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,108,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:267,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,76,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:268,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,81,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:269,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,84,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:270,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,85,,2,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:271,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,87,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:272,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,91,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:273,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4b_B,152257.821,183714.713,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,95,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:274,2/09/2014,2/09/2014,02,09,2014,2014-09-02,Kanaal Brussel-Schelde,LO Grimbergen zone 4a,152143.521,183945.43,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,95,,1,NTMBZeekanaal,schietfuiken,NTMB,breuksteen
INBO:AQ:275,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zonnebaars,Zonnebaars,,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)", ,55,,1,NTMBZeekanaal,schietfuiken,NTMB,moerasvegetaties
INBO:AQ:276,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,winde,Winde,,"Leuciscus idus (Linnaeus, 1758)",Convolvulus L., ,500,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:277,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,winde,Winde,,"Leuciscus idus (Linnaeus, 1758)",Convolvulus L., ,475,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:278,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142638.982,161424.946,winde,Winde,,"Leuciscus idus (Linnaeus, 1758)",Convolvulus L., ,165,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:279,24/06/2014,24/06/2014,24,06,2014,2014-06-24,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,,,,,, ,70,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:280,24/06/2014,24/06/2014,24,06,2014,2014-06-24,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,60,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:281,24/06/2014,24/06/2014,24,06,2014,2014-06-24,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,90,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:282,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,20,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:283,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,25,,2,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:284,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,30,,3,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:285,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,40,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:286,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,42,,2,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:287,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,43,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:288,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,50,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:289,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,85,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:290,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,35,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:291,23/07/2014,23/07/2014,23,07,2014,2014-07-23,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,110,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:292,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,22,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:293,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,43,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:294,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,44,,2,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:295,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,50,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:296,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,52,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:297,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,60,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:298,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,70,,2,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:299,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,71,,2,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:300,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,72,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:301,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,73,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:302,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,77,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:303,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,84,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:304,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 1,145583.319,200539.564,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,93,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:305,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,65,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:306,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,66,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:307,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,72,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:308,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,75,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:309,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,76,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:310,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,81,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:311,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,83,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:312,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,85,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:313,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,38,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:314,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,40,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:315,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,42,,2,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:316,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,60,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:317,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,65,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:318,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,75,,1,NTMBZeekanaal,elektrische bevissing,NTMB,breuksteen
INBO:AQ:319,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,41,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:320,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,55,,2,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:321,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,56,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:322,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,67,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:323,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,75,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:324,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,85,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:325,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,87,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:326,3/09/2014,3/09/2014,03,09,2014,2014-09-03,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,96,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:327,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,143396.457,199875.659,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,81,,1,NTMBZeekanaal,schietfuiken,VVO,betonnen kopbalk
INBO:AQ:328,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,143396.457,199875.659,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,96,,1,NTMBZeekanaal,schietfuiken,VVO,betonnen kopbalk
INBO:AQ:329,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,143396.457,199875.659,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,136,,1,NTMBZeekanaal,schietfuiken,VVO,betonnen kopbalk
INBO:AQ:330,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,83,,1,NTMBZeekanaal,schietfuiken,NTMB,moerasvegetaties
INBO:AQ:331,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam zone 2,145327.264,200389.792,zwartbekgrondel,Zwartbekgrondel,,"Neogobius melanostomus (Pallas, 1814)","Neogobius melanostomus (Pallas, 1814)", ,113,,1,NTMBZeekanaal,schietfuiken,NTMB,moerasvegetaties
INBO:AQ:332,23/06/2014,23/06/2014,23,06,2014,2014-06-23,Kanaal Brussel-Schelde,RO Grimbergen,151952.138,184548.152,baars,Baars,,"Perca fluviatilis Linnaeus, 1758","Kansaphyllum D.L. Baars, 1992", ,60,,1,NTMBZeekanaal,elektrische bevissing,VVO,schanskorven
INBO:AQ:333,23/06/2014,23/06/2014,23,06,2014,2014-06-23,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,baars,Baars,,"Perca fluviatilis Linnaeus, 1758","Kansaphyllum D.L. Baars, 1992", ,60,,2,NTMBZeekanaal,elektrische bevissing,NTMB,houtige begroeiing
INBO:AQ:334,23/06/2014,23/06/2014,23,06,2014,2014-06-23,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,baars,Baars,,"Perca fluviatilis Linnaeus, 1758","Kansaphyllum D.L. Baars, 1992", ,130,,1,NTMBZeekanaal,elektrische bevissing,NTMB,houtige begroeiing
INBO:AQ:335,23/06/2014,23/06/2014,23,06,2014,2014-06-23,Kanaal Brussel-Schelde,RO Grimbergen zone 1,152032.155,184397.392,baars,Baars,,"Perca fluviatilis Linnaeus, 1758","Kansaphyllum D.L. Baars, 1992", ,140,,1,NTMBZeekanaal,elektrische bevissing,NTMB,houtige begroeiing
